seed,arm,analysis,context,view,timing_label,target,variant,model,population,clinical_contract,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier,delta_auroc_vs_C+F+R0,delta_auprc_vs_C+F+R0,brier_improvement_vs_C+F+R0,delta_auroc_vs_C+F,delta_auprc_vs_C+F,brier_improvement_vs_C+F,timing,delta_auroc_vs_cf_r0,delta_auroc
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0,,pCR,S3,C+F+S3,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6277530017152659,0.39711589005529074,0.615008576329331,0.24681069616024112,-0.03835334476843899,-0.05413580731022094,-0.03707080527565343,-0.060274442538593376,-0.14178159560921427,-0.011188983836583927,T0,-0.03835334476843899,-0.03835334476843899
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0,,pCR,S4,C+F+S4,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6373584905660377,0.41194302126647875,0.606861063464837,0.21638628515422897,-0.028747855917667264,-0.039308676099032935,-0.0066463942696412814,-0.05066895368782165,-0.12695446439802627,0.01923542716942822,T0,-0.028747855917667264,-0.028747855917667264
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0,,pCR,S5,C+F+S5,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.617221269296741,0.4103325780319034,0.5857632933104631,0.23647099766393861,-0.04888507718696389,-0.040919119333608256,-0.02673110677935092,-0.07080617495711827,-0.1285649076326016,-0.0008492853402814193,T0,-0.04888507718696389,-0.04888507718696389
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,NONE,C+F,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6971526586620925,0.5259975356624463,0.7015437392795884,0.19795462758831528,0.0025042881646655246,0.052676448553325206,0.004960036152730801,0.0,0.0,0.0,T0-T1,0.0025042881646655246,0.0025042881646655246
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R0,C+F+R0,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.694648370497427,0.47332108710912113,0.6259005145797598,0.20291466374104608,0.0,0.0,0.0,-0.0025042881646655246,-0.052676448553325206,-0.004960036152730801,T0-T1,0.0,0.0
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R1,C+F+R1,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.702778730703259,0.5393874059649314,0.6357632933104631,0.19618967027379927,0.008130360205832021,0.06606631885581027,0.006724993467246809,0.005626072041166497,0.013389870302485063,0.001764957314516008,T0-T1,0.008130360205832021,0.008130360205832021
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R2,C+F+R2,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6806518010291596,0.46931408878468844,0.6240137221269296,0.214378077142403,-0.013996569468267439,-0.004006998324432687,-0.011463413401356926,-0.016500857632932964,-0.05668344687775789,-0.016423449554087727,T0-T1,-0.013996569468267439,-0.013996569468267439
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R3,C+F+R3,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.700548885077187,0.48709696648301926,0.6317324185248714,0.2004118037060881,0.005900514579760041,0.013775879373898126,0.0025028600349579766,0.0033962264150945165,-0.03890056917942708,-0.0024571761177728246,T0-T1,0.005900514579760041,0.005900514579760041
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R4,C+F+R4,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6918010291595198,0.47017309227445375,0.6200686106346484,0.2090663145780371,-0.0028473413379072054,-0.003147994834667378,-0.006151650836991013,-0.00535162950257273,-0.055824443387992584,-0.011111686989721814,T0-T1,-0.0028473413379072054,-0.0028473413379072054
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R5,C+F+R5,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6519725557461405,0.42503573491908053,0.6108061749571183,0.23674226193504017,-0.042675814751286456,-0.0482853521900406,-0.033827598193994085,-0.04518010291595198,-0.1009618007433658,-0.038787634346724886,T0-T1,-0.042675814751286456,-0.042675814751286456
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,R5_RP192,C+F+R5_RP192,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6944768439108061,0.48496882955101384,0.6521440823327616,0.20616075182561053,-0.00017152658662089593,0.011647742441892706,-0.003246088084564447,-0.0026758147512864205,-0.0410287061114325,-0.008206124237295248,T0-T1,-0.00017152658662089593,-0.00017152658662089593
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,S1,C+F+S1,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6637392795883362,0.4826971696351463,0.6117495711835335,0.20682324678685085,-0.030909090909090775,0.009376082526025176,-0.00390858304580477,-0.0334133790737563,-0.04330036602730003,-0.008868619198535571,T0-T1,-0.030909090909090775,-0.030909090909090775
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,S2,C+F+S2,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6571183533447684,0.4687934672996694,0.6064322469982848,0.2275091702230427,-0.03753001715265858,-0.004527619809451711,-0.024594506481996625,-0.040034305317324104,-0.057204068362776916,-0.029554542634727426,T0-T1,-0.03753001715265858,-0.03753001715265858
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,S3,C+F+S3,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.694614065180103,0.4730215392174667,0.6257289879931389,0.20263246376079927,-3.430531732395714e-05,-0.0002995478916544281,0.00028219998024681114,-0.0025385934819894818,-0.052975996444979634,-0.00467783617248399,T0-T1,-3.430531732395714e-05,-3.430531732395714e-05
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,S4,C+F+S4,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6816466552315608,0.4811490209293904,0.6273584905660377,0.20839657722446145,-0.013001715265866243,0.00782793382026925,-0.005481913483415368,-0.015506003430531767,-0.044848514733055955,-0.01044194963614617,T0-T1,-0.013001715265866243,-0.013001715265866243
2026,LOCAL0,clinical_ftv_pcr,C_PLUS_F,T0-T1,,pCR,S5,C+F+S5,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6769811320754717,0.4410703594511024,0.6018867924528302,0.21593225853442896,-0.017667238421955278,-0.03225072765801873,-0.01301759479338288,-0.020171526586620803,-0.08492717621134394,-0.017977630946113682,T0-T1,-0.017667238421955278,-0.017667238421955278
