seed,arm,context,view,timing,timing_label,target,population,variant,reference,auroc,reference_auroc,delta_auroc_vs_r0
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R3,R0,0.5646655231560893,0.5298456260720412,0.03481989708404809
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R4,R0,0.5482675814751287,0.5298456260720412,0.018421955403087442
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R5,R0,0.5547169811320755,0.5298456260720412,0.02487135506003424
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,full_808,R0,R0,0.5692512365683097,0.5692512365683097,0.0
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,full_808,R1,R0,0.5440695889476377,0.5692512365683097,-0.025181647620671987
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,full_808,R2,R0,0.546935016203309,0.5692512365683097,-0.022316220365000694
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,full_808,R3,R0,0.5697492751151287,0.5692512365683097,0.0004980385468190685
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,full_808,R4,R0,0.5660515094661436,0.5692512365683097,-0.0031997271021660945
3026,LOCAL3,MRI_ONLY,T0-T3,T0-T3,late/pre-surgery,pCR,full_808,R5,R0,0.5650144976974245,0.5692512365683097,-0.0042367388708851594
2026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R0,C+F+R0,0.6661063464837049,0.6661063464837049,0.0
2026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R1,C+F+R0,0.6128301886792453,0.6661063464837049,-0.0532761578044596
2026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R2,C+F+R0,0.6214065180102917,0.6661063464837049,-0.04469982847341325
2026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R3,C+F+R0,0.6773584905660377,0.6661063464837049,0.011252144082332771
2026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R4,C+F+R0,0.6158490566037735,0.6661063464837049,-0.05025728987993139
2026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R5,C+F+R0,0.6167066895368782,0.6661063464837049,-0.04939965694682669
2026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R0,C+F+R0,0.694648370497427,0.694648370497427,0.0
2026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R1,C+F+R0,0.702778730703259,0.694648370497427,0.008130360205832021
2026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R2,C+F+R0,0.6806518010291596,0.694648370497427,-0.013996569468267439
2026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R3,C+F+R0,0.700548885077187,0.694648370497427,0.005900514579760041
2026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R4,C+F+R0,0.6918010291595198,0.694648370497427,-0.0028473413379072054
2026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R5,C+F+R0,0.6519725557461405,0.694648370497427,-0.042675814751286456
2026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R0,C+F+R0,0.7024699828473414,0.7024699828473414,0.0
2026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R1,C+F+R0,0.7184562607204117,0.7024699828473414,0.015986277873070276
2026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R2,C+F+R0,0.7067238421955403,0.7024699828473414,0.004253859348198885
2026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R3,C+F+R0,0.6860720411663808,0.7024699828473414,-0.016397941680960648
2026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R4,C+F+R0,0.7046998284734134,0.7024699828473414,0.00222984562607198
2026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R5,C+F+R0,0.6645626072041168,0.7024699828473414,-0.03790737564322466
2026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R0,C+F+R0,0.6887821612349914,0.6887821612349914,0.0
2026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R1,C+F+R0,0.7202744425385934,0.6887821612349914,0.03149228130360204
2026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R2,C+F+R0,0.6733447684391081,0.6887821612349914,-0.015437392795883298
2026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R3,C+F+R0,0.673859348198971,0.6887821612349914,-0.014922813036020388
2026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R4,C+F+R0,0.6389022298456261,0.6887821612349914,-0.049879931389365306
2026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R5,C+F+R0,0.6335506003430531,0.6887821612349914,-0.05523156089193826
2026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R0,C+F+R0,0.6152315608919382,0.6152315608919382,0.0
2026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R1,C+F+R0,0.6252487135506003,0.6152315608919382,0.010017152658662098
2026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R2,C+F+R0,0.6460377358490565,0.6152315608919382,0.03080617495711835
2026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R3,C+F+R0,0.6673413379073756,0.6152315608919382,0.0521097770154374
2026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R4,C+F+R0,0.6155746140651801,0.6152315608919382,0.0003430531732419029
2026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R5,C+F+R0,0.6285420240137221,0.6152315608919382,0.013310463121783855
2026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R0,C+F+R0,0.6960548885077187,0.6960548885077187,0.0
2026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R1,C+F+R0,0.6686792452830189,0.6960548885077187,-0.027375643224699764
2026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R2,C+F+R0,0.6851801029159519,0.6960548885077187,-0.0108747855917668
2026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R3,C+F+R0,0.6889879931389365,0.6960548885077187,-0.007066895368782133
2026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R4,C+F+R0,0.6686449399656947,0.6960548885077187,-0.027409948542023943
2026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R5,C+F+R0,0.6488164665523155,0.6960548885077187,-0.047238421955403176
2026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R0,C+F+R0,0.7008919382504288,0.7008919382504288,0.0
2026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R1,C+F+R0,0.7048713550600344,0.7008919382504288,0.003979416809605563
2026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R2,C+F+R0,0.7002401372212693,0.7008919382504288,-0.0006518010291595155
2026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R3,C+F+R0,0.6861063464837049,0.7008919382504288,-0.014785591766723893
2026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R4,C+F+R0,0.691492281303602,0.7008919382504288,-0.009399656946826873
2026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R5,C+F+R0,0.6721440823327616,0.7008919382504288,-0.028747855917667264
2026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R0,C+F+R0,0.6744425385934819,0.6744425385934819,0.0
2026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R1,C+F+R0,0.7080960548885078,0.6744425385934819,0.03365351629502589
2026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R2,C+F+R0,0.6644939965694683,0.6744425385934819,-0.009948542024013629
2026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R3,C+F+R0,0.6663807890222984,0.6744425385934819,-0.008061749571183552
2026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R4,C+F+R0,0.6344425385934821,0.6744425385934819,-0.039999999999999813
2026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R5,C+F+R0,0.623533447684391,0.6744425385934819,-0.050909090909090904
3026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R0,C+F+R0,0.6145454545454545,0.6145454545454545,0.0
3026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R1,C+F+R0,0.6298799313893654,0.6145454545454545,0.015334476843910871
3026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R2,C+F+R0,0.6243567753001715,0.6145454545454545,0.009811320754717023
3026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R3,C+F+R0,0.6419554030874786,0.6145454545454545,0.027409948542024054
3026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R4,C+F+R0,0.6272041166380788,0.6145454545454545,0.01265866209262434
3026,LOCAL0,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R5,C+F+R0,0.6256946826758147,0.6145454545454545,0.011149228130360234
3026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R0,C+F+R0,0.6738250428816466,0.6738250428816466,0.0
3026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R1,C+F+R0,0.6666552315608919,0.6738250428816466,-0.007169811320754671
3026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R2,C+F+R0,0.6791766723842196,0.6738250428816466,0.005351629502573063
3026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R3,C+F+R0,0.6821612349914238,0.6738250428816466,0.008336192109777207
3026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R4,C+F+R0,0.6667581475128646,0.6738250428816466,-0.007066895368782022
3026,LOCAL0,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R5,C+F+R0,0.6313550600343052,0.6738250428816466,-0.04246998284734138
3026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R0,C+F+R0,0.7085420240137221,0.7085420240137221,0.0
3026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R1,C+F+R0,0.691835334476844,0.7085420240137221,-0.01670668953687815
3026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R2,C+F+R0,0.6871698113207548,0.7085420240137221,-0.021372212692967296
3026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R3,C+F+R0,0.6812349914236708,0.7085420240137221,-0.027307032590051294
3026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R4,C+F+R0,0.6918353344768439,0.7085420240137221,-0.01670668953687826
3026,LOCAL0,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R5,C+F+R0,0.6686106346483704,0.7085420240137221,-0.03993138936535168
3026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R0,C+F+R0,0.704596912521441,0.704596912521441,0.0
3026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R1,C+F+R0,0.6938250428816466,0.704596912521441,-0.010771869639794374
3026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R2,C+F+R0,0.7238078902229845,0.704596912521441,0.019210977701543563
3026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R3,C+F+R0,0.6871355060034305,0.704596912521441,-0.017461406518010425
3026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R4,C+F+R0,0.6987650085763293,0.704596912521441,-0.005831903945111683
3026,LOCAL0,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R5,C+F+R0,0.6732418524871355,0.704596912521441,-0.03135506003430544
3026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R0,C+F+R0,0.6521783876500856,0.6521783876500856,0.0
3026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R1,C+F+R0,0.6336878216123499,0.6521783876500856,-0.01849056603773569
3026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R2,C+F+R0,0.6500857632933106,0.6521783876500856,-0.0020926243567750413
3026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R3,C+F+R0,0.6622641509433962,0.6521783876500856,0.010085763293310568
3026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R4,C+F+R0,0.6265866209262436,0.6521783876500856,-0.025591766723842002
3026,LOCAL3,C_PLUS_F,T0,T0,,pCR,ftv_complete_375,R5,C+F+R0,0.6509433962264151,0.6521783876500856,-0.0012349914236705617
3026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R0,C+F+R0,0.6951286449399657,0.6951286449399657,0.0
3026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R1,C+F+R0,0.6743053173241853,0.6951286449399657,-0.02082332761578043
3026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R2,C+F+R0,0.6928987993138936,0.6951286449399657,-0.002229845626072091
3026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R3,C+F+R0,0.6793138936535162,0.6951286449399657,-0.01581475128644949
3026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R4,C+F+R0,0.6702915951972556,0.6951286449399657,-0.02483704974271017
3026,LOCAL3,C_PLUS_F,T0-T1,T0-T1,,pCR,ftv_complete_375,R5,C+F+R0,0.6657632933104631,0.6951286449399657,-0.0293653516295026
3026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R0,C+F+R0,0.7197255574614065,0.7197255574614065,0.0
3026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R1,C+F+R0,0.7135506003430532,0.7197255574614065,-0.006174957118353364
3026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R2,C+F+R0,0.7069982847341337,0.7197255574614065,-0.01272727272727281
3026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R3,C+F+R0,0.7152658662092624,0.7197255574614065,-0.004459691252144182
3026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R4,C+F+R0,0.692967409948542,0.7197255574614065,-0.02675814751286454
3026,LOCAL3,C_PLUS_F,T0-T2,T0-T2,,pCR,ftv_complete_375,R5,C+F+R0,0.6485763293310464,0.7197255574614065,-0.07114922813036018
3026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R0,C+F+R0,0.7195197255574614,0.7195197255574614,0.0
3026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R1,C+F+R0,0.6968782161234992,0.7195197255574614,-0.022641509433962148
3026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R2,C+F+R0,0.731492281303602,0.7195197255574614,0.011972555746140645
3026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R3,C+F+R0,0.711114922813036,0.7195197255574614,-0.008404802744425344
3026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R4,C+F+R0,0.7009948542024014,0.7195197255574614,-0.01852487135505998
3026,LOCAL3,C_PLUS_F,T0-T3,T0-T3,late/pre-surgery,pCR,ftv_complete_375,R5,C+F+R0,0.6633962264150943,0.7195197255574614,-0.05612349914236703
