seed,arm,analysis,context,view,timing_label,target,variant,model,population,clinical_contract,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier,visit,r0_auroc,delta_auroc_vs_r0
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T2,,subtype_4class,S1,S1,full_808,,808,,,4,0.5152641077940674,0.26054927677675765,0.27600020833108596,,T2,0.5458354428608955,-0.030571335066828076
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T2,,subtype_4class,S2,S2,full_808,,808,,,4,0.548436620847053,0.28446824913989466,0.28772886922740853,,T2,0.5458354428608955,0.0026011779861575546
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T2,,subtype_4class,S3,S3,full_808,,808,,,4,0.5350942144938982,0.2765792962774214,0.29323524860842926,,T2,0.5458354428608955,-0.010741228366997313
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T2,,subtype_4class,S4,S4,full_808,,808,,,4,0.5388547755268951,0.2726197871646198,0.25970443617113087,,T2,0.5458354428608955,-0.006980667334000379
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T2,,subtype_4class,S5,S5,full_808,,808,,,4,0.5262263304210525,0.27040541327434187,0.25566864502540426,,T2,0.5458354428608955,-0.01960911243984298
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R0,R0,full_808,,808,201.0,607.0,2,0.538190431696542,0.2747807561295283,0.5318178465170031,0.2703592327191904,T3,0.538190431696542,0.0
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R1,R1,full_808,,808,201.0,607.0,2,0.5444851524912505,0.27256156142346954,0.5443376199726245,0.2575764868255168,T3,0.538190431696542,0.006294720794708497
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R2,R2,full_808,,808,201.0,607.0,2,0.550673322022507,0.2819417627916061,0.5063152114222954,0.2581671194579677,T3,0.538190431696542,0.012482890325964946
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R3,R3,full_808,,808,201.0,607.0,2,0.5593941331235093,0.29361103809439404,0.5433335792208644,0.2594208056401413,T3,0.538190431696542,0.02120370142696726
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R4,R4,full_808,,808,201.0,607.0,2,0.5326661584991026,0.2774848774898959,0.5282278885637709,0.2644660553948775,T3,0.538190431696542,-0.005524273197439422
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R5,R5,full_808,,808,201.0,607.0,2,0.5462227577106231,0.2819143798777638,0.5330390879211848,0.28231616367329304,T3,0.538190431696542,0.008032326014081104
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,R5_RP192,R5_RP192,full_808,,808,201.0,607.0,2,0.5599514781938741,0.29345604972008016,0.5522961797273926,0.2793062142826038,T3,0.538190431696542,0.021761046497332126
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,S1,S1,full_808,,808,201.0,607.0,2,0.5333628398370586,0.2833581475387716,0.5269082921471718,0.2639958002999366,T3,0.538190431696542,-0.004827591859483449
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,S2,S2,full_808,,808,201.0,607.0,2,0.532280934700468,0.2630684876640249,0.5192325030531035,0.25712288982704995,T3,0.538190431696542,-0.005909496996074015
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,S3,S3,full_808,,808,201.0,607.0,2,0.5545665412640258,0.28498137130043355,0.5426901735146344,0.2632552712580978,T3,0.538190431696542,0.01637610956748381
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,S4,S4,full_808,,808,201.0,607.0,2,0.5243387674477694,0.2613354429434003,0.5280475710410059,0.28816792002977504,T3,0.538190431696542,-0.0138516642487726
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HER2,S5,S5,full_808,,808,201.0,607.0,2,0.5603039169883695,0.30301896777799203,0.5338587130246626,0.2627913265571502,T3,0.538190431696542,0.02211348529182744
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R0,R0,full_808,,808,453.0,355.0,2,0.5104623324938594,0.5829193609338277,0.527469452476448,0.28536271525559503,T3,0.5104623324938594,0.0
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R1,R1,full_808,,808,453.0,355.0,2,0.47746167956969193,0.5483074471521981,0.486798495165252,0.2804667259038213,T3,0.5104623324938594,-0.033000652924167484
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R2,R2,full_808,,808,453.0,355.0,2,0.5244038180517987,0.5682910879443839,0.517927432142524,0.2643608529950826,T3,0.5104623324938594,0.013941485557939282
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R3,R3,full_808,,808,453.0,355.0,2,0.5377980909741007,0.5955490271905819,0.520405434816404,0.26317675591155004,T3,0.5104623324938594,0.02733575848024128
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R4,R4,full_808,,808,453.0,355.0,2,0.5230420047881106,0.5794453775609949,0.5108229953673475,0.3040607259370471,T3,0.5104623324938594,0.012579672294251165
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R5,R5,full_808,,808,453.0,355.0,2,0.5411124584149489,0.5913517604683292,0.5378012001368031,0.3477336857176068,T3,0.5104623324938594,0.03065012592108951
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,R5_RP192,R5_RP192,full_808,,808,453.0,355.0,2,0.5241737400118148,0.5865094583372692,0.5206697136461151,0.29509089377830783,T3,0.5104623324938594,0.01371140751795541
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,S1,S1,full_808,,808,453.0,355.0,2,0.49533936510897614,0.5572150064080006,0.5087460746820881,0.29681990219783944,T3,0.5104623324938594,-0.015122967384883279
3026,LOCAL0,phenotype,MRI_ONLY_STATIC,T3,,HR,S2,S2,full_808,,808,453.0,355.0,2,0.4970804962223673,0.5584758831694071,0.5030158878214097,0.2899779864855842,T3,0.5104623324938594,-0.013381836271492142
