seed,arm,analysis,context,view,timing_label,target,variant,model,population,clinical_contract,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier,timing,c_auroc,c_auprc,c_brier,delta_auroc_vs_C,delta_auprc_vs_C,brier_improvement_vs_C
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0,,pCR,S3,C+S3,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6047684391080618,0.37030503391920566,0.5972555746140651,0.2663807772814366,T0,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.09190394511149236,-0.16590755348077701,-0.023285682738495905
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0,,pCR,S4,C+S4,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6368096054888507,0.4182425632729075,0.5928816466552316,0.2165249039441653,T0,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.05986277873070345,-0.11797002412707519,0.02657019059877541
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0,,pCR,S5,C+S5,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6134476843910805,0.40116685488898074,0.5974271012006861,0.24656603312281042,T0,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.08322469982847358,-0.13504573251100194,-0.0034709385798697145
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,NONE,C,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,0.0,0.0,0.0
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R0,C+R0,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6741680960548885,0.4766082185380578,0.6142367066895369,0.20537810018297803,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.022504288164665653,-0.059604368861924883,0.037716994359962674
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R1,C+R1,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6579073756432248,0.47234861606728556,0.6015437392795884,0.2140996078912714,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.03876500857632936,-0.06386397133269711,0.028995486651669317
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R2,C+R2,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6650428816466553,0.45647327999844134,0.6338765008576329,0.21385768936506322,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.03162950257289887,-0.07973930740154134,0.029237405177877485
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R3,C+R3,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6733104631217839,0.4593517060404495,0.6229845626072041,0.21021872423937565,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.023361921097770244,-0.07686088135953317,0.03287637030356505
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R4,C+R4,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6789708404802743,0.4563436811549102,0.6012006861063465,0.212983503672188,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.01770154373927979,-0.07986890624507248,0.030111590870752714
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R5,C+R5,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6318353344768438,0.40310175830239003,0.6246998284734133,0.23065980877225806,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.06483704974271032,-0.13311082909759264,0.012435285770682647
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,R5_RP192,C+R5_RP192,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6587307032590051,0.44720634349330335,0.6402229845626072,0.2205180805497023,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.03794168096054906,-0.08900624390667933,0.022577013993238415
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,S1,C+S1,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6532418524871354,0.44942510812139624,0.5976843910806175,0.21217149694225915,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.04343053173241873,-0.08678747927858643,0.030923597600681557
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,S2,C+S2,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6403087478559176,0.4375354663137532,0.5791595197255575,0.23935849917136517,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.056363636363636505,-0.0986771210862295,0.0037365953715755296
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,S3,C+S3,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6792109777015437,0.47470259950144433,0.6055746140651801,0.20587348567513278,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.017461406518010425,-0.06150998789853834,0.037221608867807926
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,S4,C+S4,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6685763293310464,0.4530010940430037,0.616295025728988,0.21402680952737876,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.02809605488850775,-0.08321149335697897,0.02906828501556194
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T1,,pCR,S5,C+S5,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6662435677530018,0.43141640716355184,0.587221269296741,0.2190372278664174,T0-T1,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.030428816466552377,-0.10479618023643084,0.024057866676523293
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T2,,pCR,NONE,C,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407,T0-T2,0.6966723842195541,0.5362125873999827,0.2430950945429407,0.0,0.0,0.0
2026,LOCAL0,clinical_pcr,C_PLUS_R,T0-T2,,pCR,R0,C+R0,ftv_complete_375,C2_full_with_treatment,375,110,265,2,0.647238421955403,0.4056406847293151,0.6167238421955403,0.23492750305114077,T0-T2,0.6966723842195541,0.5362125873999827,0.2430950945429407,-0.04943396226415109,-0.1305719026706676,0.008167591491799936
