target,model,spatial,timing,analysis_population,split_seed,fold_manifest_sha256,aggregation,n,n_folds,ece_bin_contract,macro_ovr_auroc,macro_ovr_auprc,multiclass_brier,toplabel_ece_10bin,accuracy
HR_HER2_subtype,dinov3_vitb16_lvd1689m_posthoc,GLOBAL,T0,full_808,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,808,5,"10_equal_width_bins_[0,1]_top_label",0.5610237144339381,0.28560705321140445,0.9302770411097331,0.31069029747772126,0.31435643564356436
HR_HER2_subtype,dinov3_vitb16_lvd1689m_posthoc,GLOBAL,T0,full_808,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,808,5,"10_equal_width_bins_[0,1]_top_label",0.5611908397284942,0.30341489664902166,0.9303278194023008,0.3153950426001585,0.3143317230273752
HR_HER2_subtype,dinov3_vitb16_lvd1689m_posthoc,LOCAL,T0,full_808,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,808,5,"10_equal_width_bins_[0,1]_top_label",0.5509785099557263,0.28506603396202246,0.7627116766028912,0.10856457483050581,0.3316831683168317
HR_HER2_subtype,dinov3_vitb16_lvd1689m_posthoc,LOCAL,T0,full_808,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,808,5,"10_equal_width_bins_[0,1]_top_label",0.5562096715938691,0.30379734245179335,0.7627200549403846,0.11278940698259596,0.33174603174603173
