seed,arm,view,target,variant,population,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier
3026,LOCAL3,T0->T1,pCR,P3_PLUS_DELTA,full_808,808,275,533,2,0.5517925976462562,0.3848574936201269,0.5467166979362101,0.2489463811413045
3026,LOCAL3,T1->T2,pCR,DELTA_MEAN,ftv_complete_375,375,110,265,2,0.451663807890223,0.26093701525921564,0.4885934819897084,0.3109761569755414
3026,LOCAL3,T1->T2,pCR,DELTA_MEAN,full_808,808,275,533,2,0.5005014497697424,0.3445226182199333,0.4979737335834897,0.2604130059105793
3026,LOCAL3,T1->T2,pCR,DELTA_STD,ftv_complete_375,375,110,265,2,0.5224356775300172,0.30086915288687,0.4930531732418525,0.2427446458899658
3026,LOCAL3,T1->T2,pCR,DELTA_STD,full_808,808,275,533,2,0.5229404741599863,0.3607978878694325,0.5283404400477572,0.2552290498538815
3026,LOCAL3,T1->T2,pCR,P3_PLUS_DELTA,ftv_complete_375,375,110,265,2,0.5300171526586621,0.3307373806622782,0.522984562607204,0.263505624174643
3026,LOCAL3,T1->T2,pCR,P3_PLUS_DELTA,full_808,808,275,533,2,0.572321337199386,0.4111740911882308,0.5546853146853147,0.25115482720984594
3026,LOCAL3,T2->T3,pCR,DELTA_MEAN,ftv_complete_375,375,110,265,2,0.5807204116638078,0.3393149014711815,0.5427101200686106,0.25030151942124934
3026,LOCAL3,T2->T3,pCR,DELTA_MEAN,full_808,808,275,533,2,0.5260924441412247,0.3533687745006604,0.538669623059867,0.23680993460348054
3026,LOCAL3,T2->T3,pCR,DELTA_STD,ftv_complete_375,375,110,265,2,0.5290909090909091,0.31269246432718234,0.49837049742710116,0.23961653884814155
3026,LOCAL3,T2->T3,pCR,DELTA_STD,full_808,808,275,533,2,0.5179055091250213,0.35601045548784105,0.5132833020637899,0.25589541144125855
3026,LOCAL3,T2->T3,pCR,P3_PLUS_DELTA,ftv_complete_375,375,110,265,2,0.6212692967409948,0.3926291664346722,0.5936535162950257,0.21623521483449148
3026,LOCAL3,T2->T3,pCR,P3_PLUS_DELTA,full_808,808,275,533,2,0.5787958383080335,0.4061128383435164,0.5690772641992154,0.26743133822603327
