seed,arm,view,target,variant,population,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier
2026,LOCAL0,T0,pCR,P1,ftv_complete_375,375,110,265,2,0.49653516295025724,0.2926906061186707,0.4959691252144082,0.28292527530141204
2026,LOCAL0,T0,pCR,P1,full_808,808,275,533,2,0.5276138495650691,0.36391414531614774,0.5323759167661606,0.24346388988206344
2026,LOCAL0,T0,pCR,P2,ftv_complete_375,375,110,265,2,0.49296740994854205,0.2951518442957026,0.5096054888507718,0.2615266776681555
2026,LOCAL0,T0,pCR,P2,full_808,808,275,533,2,0.5197202797202798,0.36873841929652285,0.5246085621695378,0.2359948127729348
2026,LOCAL0,T0,pCR,P3,ftv_complete_375,375,110,265,2,0.48867924528301887,0.30069375191664327,0.48602058319039454,0.27205910390085447
2026,LOCAL0,T0,pCR,P3,full_808,808,275,533,2,0.5029370629370629,0.3554211520246775,0.5061743134913866,0.3076385676081315
2026,LOCAL0,T0,pCR,P4,ftv_complete_375,375,110,265,2,0.4678902229845626,0.29127662159093926,0.4873070325900515,0.24583980236001085
2026,LOCAL0,T0,pCR,P4,full_808,808,275,533,2,0.5144397066348285,0.35707413801885146,0.5197441582807436,0.27911118087996994
2026,LOCAL0,T0,pCR,P5,ftv_complete_375,375,110,265,2,0.4686449399656947,0.31347915175599056,0.456861063464837,0.2544410605217591
2026,LOCAL0,T0,pCR,P5,full_808,808,275,533,2,0.5115742793791574,0.3480182030581658,0.5075490363295241,0.25541000405746783
2026,LOCAL0,T0-T1,pCR,P1,ftv_complete_375,375,110,265,2,0.55368782161235,0.3456184055739495,0.5783876500857632,0.22922756783198142
2026,LOCAL0,T0-T1,pCR,P1,full_808,808,275,533,2,0.5227358007845813,0.3577654974097515,0.5105270339416681,0.30851901993309533
2026,LOCAL0,T0-T1,pCR,P2,ftv_complete_375,375,110,265,2,0.5104631217838765,0.33643492355210736,0.5231560891938251,0.2862987353604301
2026,LOCAL0,T0-T1,pCR,P2,full_808,808,275,533,2,0.5434009892546477,0.368963530614135,0.5454886576837796,0.2558513215496049
2026,LOCAL0,T0-T1,pCR,P3,ftv_complete_375,375,110,265,2,0.5206861063464837,0.3375063621111499,0.5325042881646656,0.2792097207203341
2026,LOCAL0,T0-T1,pCR,P3,full_808,808,275,533,2,0.5538052191710728,0.37848384336978935,0.53167661606686,0.30107525019404957
2026,LOCAL0,T0-T1,pCR,P4,ftv_complete_375,375,110,265,2,0.5228816466552315,0.31648625251584905,0.5483704974271012,0.295602588046688
2026,LOCAL0,T0-T1,pCR,P4,full_808,808,275,533,2,0.5224219682756268,0.3514860454404147,0.5060412757973733,0.25637869620088344
2026,LOCAL0,T0-T1,pCR,P5,ftv_complete_375,375,110,265,2,0.5544768439108062,0.3639181976030022,0.5446826758147513,0.24053677609721424
2026,LOCAL0,T0-T1,pCR,P5,full_808,808,275,533,2,0.5309909602592529,0.3593404603175927,0.5165137301722668,0.2575298891311238
2026,LOCAL0,T0-T2,pCR,P1,ftv_complete_375,375,110,265,2,0.590566037735849,0.3599199617256347,0.5137221269296741,0.24190303259367707
2026,LOCAL0,T0-T2,pCR,P1,full_808,808,275,533,2,0.5356779805560293,0.36611986343785696,0.5203138325089545,0.279763544793725
2026,LOCAL0,T0-T2,pCR,P2,ftv_complete_375,375,110,265,2,0.5603773584905661,0.3427067119577652,0.5485420240137221,0.25670008358219265
2026,LOCAL0,T0-T2,pCR,P2,full_808,808,275,533,2,0.5655534709193246,0.39044730049586307,0.558147705952584,0.24594285332960655
2026,LOCAL0,T0-T2,pCR,P3,ftv_complete_375,375,110,265,2,0.5768096054888509,0.34751447278804154,0.5586620926243567,0.2735384246113926
2026,LOCAL0,T0-T2,pCR,P3,full_808,808,275,533,2,0.5502029677639433,0.38055790135581824,0.5230121098413781,0.2821468269428758
2026,LOCAL0,T0-T2,pCR,P4,ftv_complete_375,375,110,265,2,0.5763636363636364,0.37845413961806407,0.5572041166380789,0.2376071718938382
2026,LOCAL0,T0-T2,pCR,P4,full_808,808,275,533,2,0.5633975780317244,0.3919076021387801,0.5389698106771278,0.28883019520439857
2026,LOCAL0,T0-T2,pCR,P5,ftv_complete_375,375,110,265,2,0.5814065180102916,0.373519322817636,0.5532590051457975,0.24426642189273204
2026,LOCAL0,T0-T2,pCR,P5,full_808,808,275,533,2,0.5516834385127067,0.3790799368282504,0.5331570868156233,0.2612979202260214
2026,LOCAL0,T0-T3,pCR,P1,ftv_complete_375,375,110,265,2,0.5541680960548885,0.3588957694210692,0.5463121783876501,0.23813194748143596
2026,LOCAL0,T0-T3,pCR,P1,full_808,808,275,533,2,0.5345522769913014,0.37323311448271046,0.5245983285007676,0.2759951873037781
2026,LOCAL0,T0-T3,pCR,P2,ftv_complete_375,375,110,265,2,0.5860720411663809,0.36989158804007005,0.5472555746140652,0.24002507082357685
2026,LOCAL0,T0-T3,pCR,P2,full_808,808,275,533,2,0.574484052532833,0.39669178230289603,0.5543851270680539,0.2390572956077281
2026,LOCAL0,T0-T3,pCR,P3,ftv_complete_375,375,110,265,2,0.6152315608919383,0.4019508870259226,0.5744425385934819,0.25497035560092346
2026,LOCAL0,T0-T3,pCR,P3,full_808,808,275,533,2,0.5386389220535562,0.3687200712355269,0.5441821593041105,0.29369505777161903
2026,LOCAL0,T0-T3,pCR,P4,ftv_complete_375,375,110,265,2,0.5536192109777016,0.369757988490674,0.5265008576329331,0.24933667357937883
2026,LOCAL0,T0-T3,pCR,P4,full_808,808,275,533,2,0.5456523963841038,0.3788509141400711,0.5335254988913526,0.277556737590481
2026,LOCAL0,T0-T3,pCR,P5,ftv_complete_375,375,110,265,2,0.5782847341337907,0.385209160428408,0.5524871355060035,0.24648220011191424
2026,LOCAL0,T0-T3,pCR,P5,full_808,808,275,533,2,0.5520177383592018,0.37975190650091406,0.5522667576326112,0.26180393540781977
2026,LOCAL3,T0,pCR,P1,ftv_complete_375,375,110,265,2,0.5017495711835335,0.3080035557671906,0.49433962264150944,0.25843942616055804
2026,LOCAL3,T0,pCR,P1,full_808,808,275,533,2,0.5208732730683949,0.3489863499972896,0.5192222411734607,0.2476700674293039
2026,LOCAL3,T0,pCR,P2,ftv_complete_375,375,110,265,2,0.47914236706689534,0.28351244915811474,0.4870497427101201,0.26165356398563194
2026,LOCAL3,T0,pCR,P2,full_808,808,275,533,2,0.5262630052873954,0.36421320566347726,0.5200136448916937,0.2634765764485667
2026,LOCAL3,T0,pCR,P3,ftv_complete_375,375,110,265,2,0.5181132075471697,0.3248539195615388,0.5160377358490567,0.232155807881971
2026,LOCAL3,T0,pCR,P3,full_808,808,275,533,2,0.5268429131843766,0.36913887064368944,0.5131843765990107,0.26703793804727904
2026,LOCAL3,T0,pCR,P4,ftv_complete_375,375,110,265,2,0.48967409948542023,0.30422541587606255,0.4876500857632933,0.2591912362710712
2026,LOCAL3,T0,pCR,P4,full_808,808,275,533,2,0.5121200750469043,0.3509488909402231,0.5131673204843936,0.2447257177242816
2026,LOCAL3,T0,pCR,P5,ftv_complete_375,375,110,265,2,0.5005831903945112,0.3202142967082019,0.5123499142367067,0.2520250038710063
2026,LOCAL3,T0,pCR,P5,full_808,808,275,533,2,0.5122497015179942,0.3540534750868557,0.5165819546307351,0.2488169963296225
2026,LOCAL3,T0-T1,pCR,P1,ftv_complete_375,375,110,265,2,0.5935849056603774,0.3925218842937463,0.5886792452830188,0.24302401297467494
2026,LOCAL3,T0-T1,pCR,P1,full_808,808,275,533,2,0.5365580760702713,0.3645629015345259,0.524577861163227,0.25054057687806447
2026,LOCAL3,T0-T1,pCR,P2,ftv_complete_375,375,110,265,2,0.5378387650085764,0.3459878257124096,0.5481989708404802,0.2459458019227552
2026,LOCAL3,T0-T1,pCR,P2,full_808,808,275,533,2,0.562783557905509,0.37600936017588227,0.544308374552277,0.27047080994290407
2026,LOCAL3,T0-T1,pCR,P3,ftv_complete_375,375,110,265,2,0.55368782161235,0.34637295808976537,0.5437392795883362,0.25500172372506574
2026,LOCAL3,T0-T1,pCR,P3,full_808,808,275,533,2,0.5464574449940304,0.3771642727236353,0.5403138325089545,0.2931304946969172
2026,LOCAL3,T0-T1,pCR,P4,ftv_complete_375,375,110,265,2,0.5516295025728988,0.34790904920378124,0.5793310463121784,0.27579049039773956
2026,LOCAL3,T0-T1,pCR,P4,full_808,808,275,533,2,0.5390141565751322,0.3764244704494084,0.5322872249701518,0.2740306111794823
2026,LOCAL3,T0-T1,pCR,P5,ftv_complete_375,375,110,265,2,0.5587650085763293,0.3653652479994893,0.5897084048027443,0.2366600735331912
2026,LOCAL3,T0-T1,pCR,P5,full_808,808,275,533,2,0.5501688555347092,0.3746816868227796,0.5280027289783387,0.24584611015097035
2026,LOCAL3,T0-T2,pCR,P1,ftv_complete_375,375,110,265,2,0.5541680960548885,0.35939399963886676,0.5393653516295025,0.2604831455152369
2026,LOCAL3,T0-T2,pCR,P1,full_808,808,275,533,2,0.5069895957700836,0.3531494750518956,0.5078185229404741,0.2668917231208413
2026,LOCAL3,T0-T2,pCR,P2,ftv_complete_375,375,110,265,2,0.5653516295025729,0.3756643755481526,0.5211835334476844,0.24286557158048055
2026,LOCAL3,T0-T2,pCR,P2,full_808,808,275,533,2,0.5483813747228381,0.3733770123719481,0.5522667576326112,0.2719917196692256
2026,LOCAL3,T0-T2,pCR,P3,ftv_complete_375,375,110,265,2,0.5787650085763294,0.38832269453862395,0.5446826758147513,0.2369559953445481
2026,LOCAL3,T0-T2,pCR,P3,full_808,808,275,533,2,0.5338427426232304,0.36528056030707745,0.535797373358349,0.29708724966652805
2026,LOCAL3,T0-T2,pCR,P4,ftv_complete_375,375,110,265,2,0.6061406518010292,0.39848999985192884,0.5777015437392796,0.2706838462144854
2026,LOCAL3,T0-T2,pCR,P4,full_808,808,275,533,2,0.5270953436807095,0.36947958427851035,0.5316493262834726,0.2853131017477222
2026,LOCAL3,T0-T2,pCR,P5,ftv_complete_375,375,110,265,2,0.5965351629502573,0.3915814874846679,0.5572041166380789,0.2405727699626381
2026,LOCAL3,T0-T2,pCR,P5,full_808,808,275,533,2,0.5435920177383591,0.3744740120604293,0.5233395872420263,0.26066880679329674
2026,LOCAL3,T0-T3,pCR,P1,ftv_complete_375,375,110,265,2,0.5666552315608919,0.3845999491014465,0.5309605488850772,0.2569357695464067
