analysis,population,seed,arm,fold,view,target,variant,clinical_contract,selected_c,validation_auroc,validation_auprc,threshold,train_rows,validation_rows,test_rows,feature_dim,class_weight,c_grid
phenotype,full_808,2026,LOCAL3,2,T0,subtype_4class,P5,,0.001,0.5585145069783001,0.2856842827042334,,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T1,HR,P1,,0.01,0.49112097669256377,,0.5550853623951062,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HER2,P1,,0.0001,0.5970695970695971,,0.5101712942381637,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,subtype_4class,P1,,0.0001,0.5377341801668837,0.2954965429354418,,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HR,P2,,1.0,0.5566037735849056,,0.494318445141476,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HER2,P2,,0.001,0.6227106227106227,,0.5173871481476553,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,subtype_4class,P2,,0.1,0.5724073273859045,0.29451354778554706,,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HR,P3,,1.0,0.529134295227525,,0.3399139065919116,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HER2,P3,,0.0001,0.6142857142857143,,0.5136509982911027,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,subtype_4class,P3,,0.001,0.5403363079414665,0.30253530477710766,,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HR,P4,,1.0,0.5208102108768036,,0.048362308608689064,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HER2,P4,,0.0001,0.5728937728937729,,0.5120404750695036,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,subtype_4class,P4,,0.0001,0.5184320704002332,0.2805598909888996,,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T1,HR,P5,,0.1,0.5097114317425083,,0.5733749746920435,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T1,HER2,P5,,1e-06,0.6117216117216118,,0.5004360932107005,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T1,subtype_4class,P5,,0.0001,0.5306788377499513,0.2948479492466677,,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T2,HR,P1,,0.001,0.533573806881243,,0.525020828037845,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HER2,P1,,0.01,0.5692307692307693,,0.5413549097732125,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,subtype_4class,P1,,0.01,0.5619601248290562,0.3155823657623919,,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HR,P2,,10.0,0.5710321864594894,,0.17686054209710234,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HER2,P2,,100.0,0.5318681318681319,,0.060772987448597604,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,subtype_4class,P2,,0.1,0.5964308252978475,0.3380190558590392,,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HR,P3,,100.0,0.5213651498335183,,0.5,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HER2,P3,,0.001,0.5490842490842491,,0.4540143390931687,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,subtype_4class,P3,,1.0,0.5546692028757227,0.30909724991742665,,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HR,P4,,100.0,0.533573806881243,,0.07612907982122342,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HER2,P4,,100.0,0.6135531135531136,,0.997212434836301,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,subtype_4class,P4,,0.01,0.5483616817268888,0.3073829726642741,,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T2,HR,P5,,0.001,0.5052719200887902,,0.4707878881764482,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T2,HER2,P5,,0.001,0.5567765567765568,,0.5028380346152512,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T2,subtype_4class,P5,,0.01,0.5454018104447744,0.3140210579175843,,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T3,HR,P1,,100.0,0.5504994450610433,,0.5780522712417439,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HER2,P1,,0.1,0.5769230769230769,,0.5132086479022635,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,subtype_4class,P1,,100.0,0.5403902873114764,0.3294452024348269,,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HR,P2,,10.0,0.6073806881243063,,0.6673573769968406,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HER2,P2,,1.0,0.5362637362637364,,0.8013773129485183,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,subtype_4class,P2,,0.1,0.5483188392103088,0.28631881247460905,,525,121,162,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HR,P3,,1.0,0.5432852386237514,,0.739532471635941,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HER2,P3,,1.0,0.5615384615384615,,0.44120514131713745,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,subtype_4class,P3,,0.01,0.5370622839883917,0.2817970070904554,,525,121,162,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HR,P4,,100.0,0.5502219755826858,,0.7059497531965662,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HER2,P4,,0.01,0.5769230769230769,,0.5424237293932681,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,subtype_4class,P4,,0.0001,0.5486273782757023,0.28156583376610045,,525,121,162,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,2,T3,HR,P5,,0.1,0.5219200887902331,,0.41786152821002,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T3,HER2,P5,,1e-06,0.572893772893773,,0.5003134632714583,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,2,T3,subtype_4class,P5,,0.001,0.5425633506060322,0.2784127004253527,,525,121,162,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T0,HR,P1,,100.0,0.5219200887902331,,0.8136231852208253,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HER2,P1,,0.0001,0.5240143369175627,,0.5025356575300332,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,subtype_4class,P1,,100.0,0.5498469680558581,0.3158605691904978,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HR,P2,,0.01,0.5277469478357382,,0.49763000036459104,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HER2,P2,,0.01,0.48207885304659504,,0.5205225970896408,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,subtype_4class,P2,,0.1,0.5288713333631729,0.30084431840799364,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HR,P3,,100.0,0.5593784683684794,,0.5898964606260538,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HER2,P3,,100.0,0.5254480286738351,,0.016488921915592016,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,subtype_4class,P3,,100.0,0.5304424230649968,0.28716478262659023,,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HR,P4,,100.0,0.5493895671476138,,0.21443528445823648,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HER2,P4,,100.0,0.5767025089605734,,0.005351070919926768,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,subtype_4class,P4,,10.0,0.5222911000370651,0.3038364526830662,,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T0,HR,P5,,0.1,0.49528301886792453,,0.27707091323590594,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T0,HER2,P5,,0.001,0.4978494623655914,,0.520831077763065,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T0,subtype_4class,P5,,0.01,0.4917387595757181,0.2502305084683147,,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T1,HR,P1,,100.0,0.48057713651498335,,0.7467275790151049,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HER2,P1,,0.001,0.6448028673835126,,0.48110647811710494,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,subtype_4class,P1,,100.0,0.5244924254907785,0.29955543205534724,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HR,P2,,100.0,0.6109877913429522,,0.4454232651410434,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HER2,P2,,0.001,0.5534050179211469,,0.495130625342691,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,subtype_4class,P2,,0.1,0.5083182462954544,0.27568084055306535,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HR,P3,,100.0,0.5918423973362931,,0.910853621778021,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HER2,P3,,0.0001,0.6275985663082437,,0.49560874016666506,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,subtype_4class,P3,,100.0,0.5183966844469539,0.3158373457571543,,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HR,P4,,100.0,0.5012486126526082,,1.8042903172942844e-07,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HER2,P4,,0.0001,0.6272401433691757,,0.5027612126021174,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,subtype_4class,P4,,10.0,0.47510411733361757,0.2700075842940144,,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T1,HR,P5,,0.1,0.4739178690344062,,0.35377380583514845,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T1,HER2,P5,,0.0001,0.6347670250896058,,0.4845607105918405,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T1,subtype_4class,P5,,0.1,0.4587914995890504,0.2510045202559924,,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T2,HR,P1,,10.0,0.586015538290788,,0.5656002642539445,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HER2,P1,,0.1,0.5430107526881721,,0.440816974634669,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,subtype_4class,P1,,100.0,0.5974733817250164,0.36099332660469213,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HR,P2,,10.0,0.6273584905660378,,0.5643406420294433,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HER2,P2,,0.01,0.5383512544802868,,0.5381476847366262,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,subtype_4class,P2,,1.0,0.5583677725349456,0.3042725822428345,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HR,P3,,10.0,0.6256936736958933,,0.7537023800283474,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HER2,P3,,0.01,0.5620071684587814,,0.5359552029242336,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,subtype_4class,P3,,1.0,0.5612796793238615,0.32134423025364944,,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HR,P4,,10.0,0.5640954495005549,,0.7091336117713092,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HER2,P4,,0.01,0.5612903225806452,,0.5151835571397212,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,subtype_4class,P4,,100.0,0.5511134083140377,0.2954876201500068,,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T2,HR,P5,,0.1,0.5790788013318535,,0.5296332556789237,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T2,HER2,P5,,0.01,0.5842293906810037,,0.4244501224788714,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T2,subtype_4class,P5,,0.1,0.5463789010806412,0.3153726348016613,,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T3,HR,P1,,100.0,0.5740843507214206,,0.6021880386824191,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HER2,P1,,0.0001,0.5376344086021506,,0.48768870299430606,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,subtype_4class,P1,,0.0001,0.5855547199604142,0.31450882325220364,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HR,P2,,0.0001,0.5477247502774695,,0.5061288815797598,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HER2,P2,,100.0,0.5734767025089605,,0.6952698909646349,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,subtype_4class,P2,,0.0001,0.5454387746680261,0.29837877696113274,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HR,P3,,0.0001,0.516093229744728,,0.5065367060822219,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HER2,P3,,0.0001,0.5455197132616487,,0.4903026930541539,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,subtype_4class,P3,,0.0001,0.5884187172556836,0.31897762112892303,,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HR,P4,,0.0001,0.44256381798002215,,0.5050818868270475,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HER2,P4,,1.0,0.5594982078853046,,0.40726692066088,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,subtype_4class,P4,,0.0001,0.5391200026844455,0.28428988292820606,,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,3,T3,HR,P5,,1e-06,0.49167591564927854,,0.5001410939823777,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T3,HER2,P5,,0.1,0.5397849462365591,,0.5298506707180995,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,3,T3,subtype_4class,P5,,1e-05,0.5694533806153839,0.3119836307302226,,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T0,HR,P1,,100.0,0.6043285238623751,,0.4518473737501851,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HER2,P1,,100.0,0.6107526881720431,,0.40013729398596454,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,subtype_4class,P1,,100.0,0.5939615093927889,0.34658469504436307,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HR,P2,,0.1,0.5932297447280799,,0.43394625721088903,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HER2,P2,,0.1,0.5870967741935484,,0.4600635365775376,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,subtype_4class,P2,,0.1,0.5943218187721163,0.3172113821273998,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HR,P3,,0.1,0.5887902330743618,,0.5,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HER2,P3,,0.001,0.5939068100358423,,0.5217510871618403,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,subtype_4class,P3,,0.1,0.6035272001138825,0.3256619448255761,,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HR,P4,,0.1,0.6140399556048834,,0.5229563138919968,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HER2,P4,,0.01,0.6405017921146954,,0.47135391674192423,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,subtype_4class,P4,,0.01,0.6086483846162389,0.33964798085157455,,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T0,HR,P5,,0.1,0.6018312985571587,,0.5555825789841636,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T0,HER2,P5,,0.001,0.6315412186379928,,0.5076494830268551,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T0,subtype_4class,P5,,0.01,0.6169703075834946,0.3430307546953746,,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T1,HR,P1,,0.001,0.5457824639289678,,0.4949115746582856,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HER2,P1,,0.001,0.6759856630824373,,0.5063313674195361,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,subtype_4class,P1,,0.01,0.5699738898324705,0.31166799671985895,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HR,P2,,0.001,0.5418978912319644,,0.5139741709411232,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HER2,P2,,100.0,0.6516129032258065,,0.4846862723952,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,subtype_4class,P2,,0.1,0.5570974252979233,0.2958181744836562,,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HR,P3,,100.0,0.5812985571587126,,0.1540447849743704,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HER2,P3,,0.01,0.6362007168458781,,0.45604714317072415,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,subtype_4class,P3,,0.001,0.5488041320505157,0.29558335859929685,,526,121,161,256,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HR,P4,,0.0001,0.5493895671476137,,0.49339109856348423,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HER2,P4,,0.01,0.6670250896057348,,0.463182486750276,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,subtype_4class,P4,,0.01,0.5789673744314264,0.3384284031509566,,526,121,161,384,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T1,HR,P5,,0.0001,0.5499445061043284,,0.4939920251737083,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T1,HER2,P5,,0.001,0.6645161290322581,,0.4885844847852957,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T1,subtype_4class,P5,,0.001,0.5611124864051512,0.3206366022238648,,526,121,161,640,balanced,"[1e-06,1e-05,0.0001,0.001,0.01,0.1]"
phenotype,full_808,2026,LOCAL3,4,T2,HR,P1,,0.1,0.5688124306326304,,0.5420791755530929,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
phenotype,full_808,2026,LOCAL3,4,T2,HER2,P1,,0.1,0.7028673835125447,,0.5197951424851687,526,121,161,128,balanced,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
