seed,arm,view,target,variant,population,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier
2026,LOCAL0,T0,HER2,P1,full_808,808,201.0,607.0,2,0.5319202996549378,0.28676696018568615,0.5171260665371659,
2026,LOCAL0,T0,HER2,P2,full_808,808,201.0,607.0,2,0.5193472505675905,0.26866444386575977,0.5208635570090241,
2026,LOCAL0,T0,HER2,P3,full_808,808,201.0,607.0,2,0.5131918660404731,0.2682978025222824,0.5182284623013433,
2026,LOCAL0,T0,HER2,P4,full_808,808,201.0,607.0,2,0.5580581442048407,0.28593605559325097,0.5269287827747589,
2026,LOCAL0,T0,HER2,P5,full_808,808,201.0,607.0,2,0.5440097699312334,0.28787444970366266,0.5308957682755908,
2026,LOCAL0,T0,HR,P1,full_808,808,453.0,355.0,2,0.5142430743400803,0.5737618160543423,0.5034636072505674,
2026,LOCAL0,T0,HR,P2,full_808,808,453.0,355.0,2,0.5383017753319032,0.592692982217051,0.5291950377763268,
2026,LOCAL0,T0,HR,P3,full_808,808,453.0,355.0,2,0.5251127071479651,0.5837115545337488,0.5115412119516214,
2026,LOCAL0,T0,HR,P4,full_808,808,453.0,355.0,2,0.5328172123247209,0.5914297809116229,0.5149208718092217,
2026,LOCAL0,T0,HR,P5,full_808,808,453.0,355.0,2,0.554090103535118,0.6057637320403195,0.5410191835338743,
2026,LOCAL0,T0,subtype_4class,P1,full_808,808,,,4,0.5153407877360925,0.266559295597069,0.2652229766264657,
2026,LOCAL0,T0,subtype_4class,P2,full_808,808,,,4,0.5238007137102175,0.27551997974187425,0.27624060656033916,
2026,LOCAL0,T0,subtype_4class,P3,full_808,808,,,4,0.5071814806254077,0.2612933660623864,0.2391954627646951,
2026,LOCAL0,T0,subtype_4class,P4,full_808,808,,,4,0.5471167558628465,0.2802847807923097,0.2781061221022427,
2026,LOCAL0,T0,subtype_4class,P5,full_808,808,,,4,0.54492306483229,0.28102047109887734,0.25642995524589807,
2026,LOCAL0,T1,HER2,P1,full_808,808,201.0,607.0,2,0.549165211832108,0.28350595963490227,0.513962313637742,
2026,LOCAL0,T1,HER2,P2,full_808,808,201.0,607.0,2,0.5333710360880933,0.28568580239959734,0.505561156327096,
2026,LOCAL0,T1,HER2,P3,full_808,808,201.0,607.0,2,0.5336333161212062,0.27072929419616576,0.5348996369060791,
2026,LOCAL0,T1,HER2,P4,full_808,808,201.0,607.0,2,0.5438294524084684,0.293710454151137,0.5488209692886474,
2026,LOCAL0,T1,HER2,P5,full_808,808,201.0,607.0,2,0.5336251198701714,0.27444020689825505,0.5396452662552149,
2026,LOCAL0,T1,HR,P1,full_808,808,453.0,355.0,2,0.5177315548922675,0.5780423775412604,0.5095233653577091,
2026,LOCAL0,T1,HR,P2,full_808,808,453.0,355.0,2,0.5537605322886546,0.5945291520332354,0.5255044616484781,
2026,LOCAL0,T1,HR,P3,full_808,808,453.0,355.0,2,0.5307154183378416,0.5765743853789183,0.5293162951217237,
2026,LOCAL0,T1,HR,P4,full_808,808,453.0,355.0,2,0.5508907751142618,0.6052000988571071,0.5333333333333333,
2026,LOCAL0,T1,HR,P5,full_808,808,453.0,355.0,2,0.5492024997668128,0.6027933523208708,0.5288841215060784,
2026,LOCAL0,T1,subtype_4class,P1,full_808,808,,,4,0.5163556353143998,0.259050654298779,0.25700607666044595,
2026,LOCAL0,T1,subtype_4class,P2,full_808,808,,,4,0.5428243288802306,0.28094822889093063,0.2735339795417525,
2026,LOCAL0,T1,subtype_4class,P3,full_808,808,,,4,0.5376810257963168,0.2704609283758788,0.29278051039093433,
2026,LOCAL0,T1,subtype_4class,P4,full_808,808,,,4,0.5150983632485286,0.2592074869738985,0.26664289793260054,
2026,LOCAL0,T1,subtype_4class,P5,full_808,808,,,4,0.5424290610655983,0.27331152692860683,0.27485070448269167,
2026,LOCAL0,T2,HER2,P1,full_808,808,201.0,607.0,2,0.5639676412009148,0.2874083960137655,0.5629062266919111,
2026,LOCAL0,T2,HER2,P2,full_808,808,201.0,607.0,2,0.5490668568196907,0.2830517949707792,0.5135320104584163,
2026,LOCAL0,T2,HER2,P3,full_808,808,201.0,607.0,2,0.5584023867483013,0.27802825631555717,0.5386248330013852,
2026,LOCAL0,T2,HER2,P4,full_808,808,201.0,607.0,2,0.5305761144852345,0.27015971490124735,0.5162039882957535,
2026,LOCAL0,T2,HER2,P5,full_808,808,201.0,607.0,2,0.5675903841582861,0.2841148951857472,0.5751965051185588,
2026,LOCAL0,T2,HR,P1,full_808,808,453.0,355.0,2,0.5437303734104406,0.5870803054855476,0.530942387215123,
2026,LOCAL0,T2,HR,P2,full_808,808,453.0,355.0,2,0.5258402512203464,0.5963611908785718,0.5263439355781488,
2026,LOCAL0,T2,HR,P3,full_808,808,453.0,355.0,2,0.5218853962627864,0.5731455081532677,0.5263035164630165,
2026,LOCAL0,T2,HR,P4,full_808,808,453.0,355.0,2,0.5136585517520131,0.5854007472903204,0.5181917109722352,
2026,LOCAL0,T2,HR,P5,full_808,808,453.0,355.0,2,0.5295961197649472,0.593780165809051,0.5202157758915524,
2026,LOCAL0,T2,subtype_4class,P1,full_808,808,,,4,0.5545302835412627,0.2776766215156332,0.3026507265293794,
2026,LOCAL0,T2,subtype_4class,P2,full_808,808,,,4,0.5416908619636771,0.2736149622107991,0.2779924080511537,
2026,LOCAL0,T2,subtype_4class,P3,full_808,808,,,4,0.5557892867566341,0.29130791169370307,0.29987124262413567,
2026,LOCAL0,T2,subtype_4class,P4,full_808,808,,,4,0.5472151441199877,0.28095445078369774,0.31441367946408344,
2026,LOCAL0,T2,subtype_4class,P5,full_808,808,,,4,0.5516685547644609,0.2899682452170229,0.31085053525582246,
2026,LOCAL0,T3,HER2,P1,full_808,808,201.0,607.0,2,0.538813346775185,0.2730538290197988,0.5306826657486865,
2026,LOCAL0,T3,HER2,P2,full_808,808,201.0,607.0,2,0.5359446589130132,0.27441729790975256,0.5448990631685068,
2026,LOCAL0,T3,HER2,P3,full_808,808,201.0,607.0,2,0.5472390928389355,0.28058901620361276,0.5212938601883499,
2026,LOCAL0,T3,HER2,P4,full_808,808,201.0,607.0,2,0.538887113034498,0.28038883046398966,0.5240764874146565,
2026,LOCAL0,T3,HER2,P5,full_808,808,201.0,607.0,2,0.5465014302458056,0.29130667613718164,0.5243223749456998,
2026,LOCAL0,T3,HR,P1,full_808,808,453.0,355.0,2,0.4926157385815999,0.5554225598558722,0.48237104747691445,
2026,LOCAL0,T3,HR,P2,full_808,808,453.0,355.0,2,0.5195348692597084,0.5739314654637067,0.5152193514286603,
2026,LOCAL0,T3,HR,P3,full_808,808,453.0,355.0,2,0.501284084196126,0.5639900033753636,0.5052047383639586,
2026,LOCAL0,T3,HR,P4,full_808,808,453.0,355.0,2,0.5074277896962347,0.5727579413784372,0.5241706308491123,
2026,LOCAL0,T3,HR,P5,full_808,808,453.0,355.0,2,0.5056617852812237,0.5614833114801956,0.49384696701178377,
2026,LOCAL0,T3,subtype_4class,P1,full_808,808,,,4,0.5056037930401389,0.2566045764503364,0.2698914723142145,
2026,LOCAL0,T3,subtype_4class,P2,full_808,808,,,4,0.5328523589742666,0.2732393026897427,0.2691446744776216,
2026,LOCAL0,T3,subtype_4class,P3,full_808,808,,,4,0.518514092656422,0.26040796062511934,0.26575577158013397,
2026,LOCAL0,T3,subtype_4class,P4,full_808,808,,,4,0.5250248878046591,0.27034798989047365,0.26486985037917604,
2026,LOCAL0,T3,subtype_4class,P5,full_808,808,,,4,0.5386358043464954,0.2708761868975915,0.2793790907730229,
2026,LOCAL3,T0,HER2,P1,full_808,808,201.0,607.0,2,0.5328546722729024,0.2693426273411633,0.5378666797806684,
2026,LOCAL3,T0,HER2,P2,full_808,808,201.0,607.0,2,0.48102977698000937,0.2403221637602635,0.509118329276189,
2026,LOCAL3,T0,HER2,P3,full_808,808,201.0,607.0,2,0.5282319866892884,0.2822798160466818,0.5512429614694239,
2026,LOCAL3,T0,HER2,P4,full_808,808,201.0,607.0,2,0.5247895612546821,0.27938385803011434,0.5308629832714516,
2026,LOCAL3,T0,HER2,P5,full_808,808,201.0,607.0,2,0.5579515929413887,0.2929240609541096,0.5406984845131837,
2026,LOCAL3,T0,HR,P1,full_808,808,453.0,355.0,2,0.5296272113919722,0.5879690078897071,0.5373348257314305,
2026,LOCAL3,T0,HR,P2,full_808,808,453.0,355.0,2,0.5470882691291236,0.5967077872210574,0.5727699530516431,
2026,LOCAL3,T0,HR,P3,full_808,808,453.0,355.0,2,0.513702080029848,0.5708968674337022,0.5206355128563878,
2026,LOCAL3,T0,HR,P4,full_808,808,453.0,355.0,2,0.5405963374063365,0.5953048899630886,0.5294188974909056,
2026,LOCAL3,T0,HR,P5,full_808,808,453.0,355.0,2,0.5399309765880048,0.5900800667582015,0.5324658769393402,
2026,LOCAL3,T0,subtype_4class,P1,full_808,808,,,4,0.5250180044058433,0.2659484869725969,0.2610306421991133,
2026,LOCAL3,T0,subtype_4class,P2,full_808,808,,,4,0.5270066373471078,0.2893802735659324,0.2834746338362045,
2026,LOCAL3,T0,subtype_4class,P3,full_808,808,,,4,0.5034251277747728,0.25287246593144685,0.26451605834888514,
2026,LOCAL3,T0,subtype_4class,P4,full_808,808,,,4,0.5376682368245594,0.2702732204381715,0.27607546709312736,
2026,LOCAL3,T0,subtype_4class,P5,full_808,808,,,4,0.5295780643269072,0.27740607312953425,0.26363566567512753,
2026,LOCAL3,T1,HER2,P1,full_808,808,201.0,607.0,2,0.5600744219593958,0.29272599816940714,0.5353627250895441,
2026,LOCAL3,T1,HER2,P2,full_808,808,201.0,607.0,2,0.5223388821952839,0.2644406197113888,0.5270435302892458,
2026,LOCAL3,T1,HER2,P3,full_808,808,201.0,607.0,2,0.5391411968165761,0.2820185786999701,0.541440245231831,
2026,LOCAL3,T1,HER2,P4,full_808,808,201.0,607.0,2,0.5348463612743531,0.2893274885897559,0.5255436163498816,
2026,LOCAL3,T1,HER2,P5,full_808,808,201.0,607.0,2,0.5308957682755908,0.2747533174597427,0.5166793708557705,
2026,LOCAL3,T1,HR,P1,full_808,808,453.0,355.0,2,0.5141373628081958,0.5743149562149186,0.5248950657587912,
2026,LOCAL3,T1,HR,P2,full_808,808,453.0,355.0,2,0.5364487143612225,0.592890903048594,0.521272891210397,
2026,LOCAL3,T1,HR,P3,full_808,808,453.0,355.0,2,0.5304045020675932,0.597033457301782,0.5293100767963188,
2026,LOCAL3,T1,HR,P4,full_808,808,453.0,355.0,2,0.5376177595373566,0.5888968356850837,0.5184435531511364,
2026,LOCAL3,T1,HR,P5,full_808,808,453.0,355.0,2,0.5359947766066597,0.5844641854096275,0.5261884774430245,
2026,LOCAL3,T1,subtype_4class,P1,full_808,808,,,4,0.5237392515876362,0.260728673440322,0.271289262656282,
2026,LOCAL3,T1,subtype_4class,P2,full_808,808,,,4,0.5488496594286911,0.2849720983941325,0.28665014064033834,
2026,LOCAL3,T1,subtype_4class,P3,full_808,808,,,4,0.5234427640963248,0.2680666190780628,0.2643172252052297,
2026,LOCAL3,T1,subtype_4class,P4,full_808,808,,,4,0.5276447197539083,0.26840580209410936,0.2648189053381301,
2026,LOCAL3,T1,subtype_4class,P5,full_808,808,,,4,0.535135378484511,0.267227537121148,0.2694935869084476,
2026,LOCAL3,T2,HER2,P1,full_808,808,201.0,607.0,2,0.5556320538985469,0.2767979680338475,0.5408829001614661,
2026,LOCAL3,T2,HER2,P2,full_808,808,201.0,607.0,2,0.5559025301826944,0.2874797807374492,0.5177325891137394,
2026,LOCAL3,T2,HER2,P3,full_808,808,201.0,607.0,2,0.5533616923619137,0.27137054232698316,0.5422147909546173,
2026,LOCAL3,T2,HER2,P4,full_808,808,201.0,607.0,2,0.5186915504848082,0.26700084068703395,0.5092207824141237,
2026,LOCAL3,T2,HER2,P5,full_808,808,201.0,607.0,2,0.5722458547460392,0.2837774549494107,0.57285647544813,
2026,LOCAL3,T2,HR,P1,full_808,808,453.0,355.0,2,0.54877343531387,0.5862308177420307,0.5355999129434443,
2026,LOCAL3,T2,HR,P2,full_808,808,453.0,355.0,2,0.5596928147249945,0.611873762632187,0.5397941734290955,
2026,LOCAL3,T2,HR,P3,full_808,808,453.0,355.0,2,0.535372944066163,0.5910983520639005,0.52561950066847,
2026,LOCAL3,T2,HR,P4,full_808,808,453.0,355.0,2,0.5251811087274197,0.5835472613355889,0.5059353915990423,
2026,LOCAL3,T2,HR,P5,full_808,808,453.0,355.0,2,0.5290426888039051,0.5900063046691679,0.5209619749401486,
2026,LOCAL3,T2,subtype_4class,P1,full_808,808,,,4,0.5280937463974027,0.2681381959720405,0.29105812133903625,
2026,LOCAL3,T2,subtype_4class,P2,full_808,808,,,4,0.5311204744619423,0.2674149418545341,0.2887115227991068,
2026,LOCAL3,T2,subtype_4class,P3,full_808,808,,,4,0.5439328876523419,0.27400709232996884,0.28251240884672224,
2026,LOCAL3,T2,subtype_4class,P4,full_808,808,,,4,0.5327182474097064,0.2739433353118409,0.31082462871220373,
2026,LOCAL3,T2,subtype_4class,P5,full_808,808,,,4,0.5556640191321925,0.2869058957328182,0.2920760529821685,
