epoch,arm,architecture,seed_base,fold,effective_seed,patient_order_sha256,dropped_logical_tail_patients,train_loss,train_base_loss,train_state_loss,train_ftv_loss,train_grounded_patients,train_representation_std,train_optimizer_steps,val_loss,val_base_objective,val_state_loss,val_ftv_loss,val_grounded_patients,val_representation_std,finite
7,GAP0,GAP,2026,1,2027,01c5b142c6ad7402e2714a1498ca837bfa833bf11b03d67fcbbcb4f77c68c304,24,0.880284483730793,0.880284483730793,0.1991361618973314,0.0,0.0,0.6888311505317688,20.0,0.8278223404214402,0.8278223404214402,0.2060403828778542,0.0,0.0,0.6794335842132568,True
1,GAP0,GAP,2026,2,2028,6998a8f60a4b9edcfa1b764a0d6bc2a9deddc66c7e65a7bcd04757853d3faffc,24,2.140499982237816,2.140499982237816,0.8106199661269784,0.0,0.0,0.2714180052280426,20.0,1.4438470207955227,1.4438470207955227,0.2630721170547579,0.0,0.0,0.1413972973823547,True
2,GAP0,GAP,2026,2,2028,e2a1bf3284a83f620e4004a39c18e99393eaaff8467c6ba1667975464baedd52,24,1.3885932020843028,1.3885932020843028,0.1999206685926765,0.0,0.0,0.1922674179077148,20.0,1.1424069675532251,1.1424069675532251,0.0843318740198434,0.0,0.0,0.3210965991020202,True
3,GAP0,GAP,2026,2,2028,da67c2064808622828fdedb69685b96c4a8804affe1766ac3a988b64736ba29e,24,1.110713387280703,1.110713387280703,0.1152128940448165,0.0,0.0,0.5053012371063232,20.0,0.9459020012666371,0.9459020012666371,0.0777798647846072,0.0,0.0,0.6521057486534119,True
4,GAP0,GAP,2026,2,2028,e68c7c5af39133aed0cb9d61d06dd116966296cbb9a2c21ccbf961ea0e01e385,24,0.9252824168652296,0.9252824168652296,0.1060985418502241,0.0,0.0,0.6879960894584656,20.0,0.9250767462509722,0.9250767462509722,0.1092580856739982,0.0,0.0,0.6998612284660339,True
5,GAP0,GAP,2026,2,2028,1482bddca36378f5663fe68ebf0f7c778661f4c20d0c9708a5f144d1b1a2ee4d,24,0.847562612593174,0.847562612593174,0.1320276187732815,0.0,0.0,0.7224895358085632,20.0,0.9474179468864252,0.9474179468864252,0.1679698401246189,0.0,0.0,0.721121072769165,True
6,GAP0,GAP,2026,2,2028,bb60365c79da3d59e784411bea62d47f14216ab70e7ef1e92808b5c873fa66b1,24,0.8310855161398649,0.8310855161398649,0.1747270312625914,0.0,0.0,0.7414100766181946,20.0,0.938777659550186,0.938777659550186,0.2151077675425316,0.0,0.0,0.7420864105224609,True
7,GAP0,GAP,2026,2,2028,e1edd816764d76f8c49700b43b94485eeec464711520e3f5716cbae91d611740,24,0.8118496611714363,0.8118496611714363,0.2189388456288725,0.0,0.0,0.7745314240455627,20.0,0.9475779897910503,0.9475779897910503,0.2603099390494922,0.0,0.0,0.756350576877594,True
1,GAP0,GAP,2026,3,2029,563cd3c4058aa445016008145db8f0fd24af559d197b6df55ac7699b038b5aaa,25,2.199616465717554,2.199616465717554,0.881848132237792,0.0,0.0,0.3448594510555267,20.0,1.462956288629327,1.462956288629327,0.3363488250034899,0.0,0.0,0.2455019801855087,True
2,GAP0,GAP,2026,3,2029,0b2a52cb071aa5aee4b420d8db12f5ae74b4e2dddbc308ba16eb837724b6f1ef,25,1.2871493890881538,1.2871493890881538,0.2688779717311263,0.0,0.0,0.463071197271347,20.0,0.9347296992609324,0.9347296992609324,0.1173258312354403,0.0,0.0,0.5585449934005737,True
3,GAP0,GAP,2026,3,2029,e308f7b9fd64d4cc4ac46e1bb99421d1e9838989af127d2f8b1da354f52178fa,25,0.942794694006443,0.942794694006443,0.144565087230876,0.0,0.0,0.6470606923103333,20.0,0.8052592464714996,0.8052592464714996,0.0892864426305471,0.0,0.0,0.6531049609184265,True
4,GAP0,GAP,2026,3,2029,bfd2c5f8d925922e5005b8539f1618eaa7064c292a2169a2e9035ee049d85d30,25,0.872805293276906,0.872805293276906,0.1425162607338279,0.0,0.0,0.6884254813194275,20.0,0.8585264027611283,0.8585264027611283,0.1331333856691013,0.0,0.0,0.6583133339881897,True
5,GAP0,GAP,2026,3,2029,7c1082dda0ebec8ee19497a931a44bf9389fa9675807c1b35bdf61cc0f91e73e,25,0.8854229524731636,0.8854229524731636,0.175766982184723,0.0,0.0,0.6884230971336365,20.0,0.7891797167210539,0.7891797167210539,0.1356644292385125,0.0,0.0,0.66065913438797,True
6,GAP0,GAP,2026,3,2029,f4fdb6cac425ffae5084dbf8cd6dee07405be8d14c4b867b51d92f02b17dfb3d,25,0.9380398016422988,0.9380398016422988,0.2162937791552394,0.0,0.0,0.6939237713813782,20.0,0.7747049755301357,0.7747049755301357,0.1703914075104658,0.0,0.0,0.6748842597007751,True
7,GAP0,GAP,2026,3,2029,84d594b9af6103c6440762f5f8ea34e7fa8615135569be4040686c27a475cee6,25,0.9263671644032,0.9263671644032,0.2497640501242131,0.0,0.0,0.7086367607116699,20.0,0.865220804845006,0.865220804845006,0.2329844297948947,0.0,0.0,0.6809048056602478,True
1,GAP0,GAP,2026,4,2030,634c99f34c722c03ac091085c7d538c382f18e833c501b0d9dc70f9a8b4b6b23,25,2.227188447862864,2.227188447862864,0.9385535350069404,0.0,0.0,0.361554354429245,20.0,1.457177359210558,1.457177359210558,0.3379848769381026,0.0,0.0,0.2770404517650604,True
2,GAP0,GAP,2026,4,2030,e84581e52473e0e4a7143b16326ebcb307b35766c2a9033f49e404675bf29871,25,1.30062902495265,1.30062902495265,0.2586088391020894,0.0,0.0,0.4452295303344726,20.0,0.9232176079237756,0.9232176079237756,0.1049782679039092,0.0,0.0,0.5642805695533752,True
3,GAP0,GAP,2026,4,2030,af0f11e1ee645d40db809b6ec442d4d8375ccc1f567b99ba57cfd1cd39d7dad6,25,0.9523548811674118,0.9523548811674118,0.1456833464093506,0.0,0.0,0.6284286975860596,20.0,0.78240512865634,0.78240512865634,0.0987077210991343,0.0,0.0,0.6549047231674194,True
4,GAP0,GAP,2026,4,2030,d7b96b316ad81723bd7f658433a53439849bdcba285d7c6a3e8eb043b510b1eb,25,0.8613482806831598,0.8613482806831598,0.1484067095909267,0.0,0.0,0.663625180721283,20.0,0.7692109523725904,0.7692109523725904,0.132971415096078,0.0,0.0,0.673663318157196,True
5,GAP0,GAP,2026,4,2030,db42997f33371b37c7a0d2bebb6073dc55dbd16bc02f2fa9fe29b378a1392662,25,0.8626023355871439,0.8626023355871439,0.1793806130066514,0.0,0.0,0.6851575970649719,20.0,0.7739834893833507,0.7739834893833507,0.1680362222115855,0.0,0.0,0.6886600852012634,True
6,GAP0,GAP,2026,4,2030,2b94108e96560ea56091a9d5f23d6918a15954c826417330c9fa07ad95d602e1,25,0.8686815816909075,0.8686815816909075,0.2149715053383261,0.0,0.0,0.7021019458770752,20.0,0.7634446010116703,0.7634446010116703,0.2051047703697661,0.0,0.0,0.7209773659706116,True
7,GAP0,GAP,2026,4,2030,cf018c6e39f5ac8ea9b29f0b6f5da9f721549daa75987fed8db0ce4e969c9000,25,0.8488408874720335,0.8488408874720335,0.2540003873873502,0.0,0.0,0.7387204766273499,20.0,0.896604549786276,0.896604549786276,0.2638724818209971,0.0,0.0,0.7106749415397644,True
