seed_base,fold,task,comparison,left_arm,right_arm,effect_spearman,effect_pearson,effect_r2,effect_rmse,effect_mae,effect_b0_rmse,effect_rmse_gain_over_b0,effect_prediction_target_variance_ratio,effect_calibration_slope,effect_calibration_intercept,effect_calibration_mean_bias
3026,0,delta,LG0-LOCAL0,LG0,LOCAL0,0.09064669345999271,-0.010319948316610983,-0.002248815749862798,0.22743305197161945,0.1425400267201482,0.0,-0.002760740091904263,0.08302489881965938,0.043104389725967,1.1385312741389386,0.7384341755045658
3026,0,delta,LOCAL3-GAP3,LOCAL3,GAP3,0.0726586286688588,0.05138030464825649,-0.04843046682672083,-0.005970862481206041,-0.5245003784610862,0.0,-0.022216341274267134,0.04211735429622501,-0.005709106687383406,-0.18437206729879208,-0.1276965320946153
3026,0,delta,LG3-LOCAL3,LG3,LOCAL3,0.12294483010595547,0.03246413350965302,0.057381175747452356,-0.33006971774267413,-0.009478687670394947,0.0,0.02788803577361397,0.06471913762394677,0.06309674151580356,1.1416951049028858,0.5374420671031013
3026,0,delta,GAP3-GAP0,GAP3,GAP0,0.14620630861040074,0.17296111587410304,0.1320672566987522,-0.9224380604013369,-0.7357889968260451,0.0,0.06170283481736616,0.02012420145072573,0.07728007463713003,1.3538605713026648,0.6192134520057369
3026,0,delta,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.03326026062598947,-0.005051426002151166,0.020334119411055975,-0.10801881336650254,-0.2915863960445151,0.0,0.008482201369811133,-0.0037318440119756824,0.006773865892569633,-0.17989644182805975,-0.24513895592621582
3026,0,delta,LG3-LG0,LG3,LG0,0.06555839727195223,0.03773265582411284,0.07996411090837113,-0.6655215830807961,-0.44360511043505824,0.0,0.039130977235329364,-0.0220376052076883,0.026766217682406196,-0.17673261106411253,-0.44613106432768035
3026,1,static,LOCAL0-GAP0,LOCAL0,GAP0,0.3273206161704844,0.34832898248142796,0.2694152713349526,-2.4258854760790207,-1.4729495667565713,0.0,0.1259850219683195,0.20313969698499282,0.23026324268869375,-2.324187006952249,0.3777241600678809
3026,1,static,LG0-LOCAL0,LG0,LOCAL0,-0.017449517120280866,-0.0010490809254867228,-0.026325680355599457,-0.09549055946821738,-0.08721556521764473,0.0,-0.007269151562856568,0.19736134733927874,0.07941947929067317,-1.0028172987137318,0.41662784583967016
3026,1,static,LOCAL3-GAP3,LOCAL3,GAP3,0.3336259877085163,0.3515489181491349,0.28412837015263503,-2.6742898004609703,-1.6670190436789545,0.0,0.13491799149574565,0.23423284536434616,0.25011232957042845,-2.3063052897738823,0.6325997068654727
3026,1,static,LG3-LOCAL3,LG3,LOCAL3,-0.030978130736690868,-8.184649839371172e-06,-1.2147899592614961,5.191763076624023,1.057850434785581,0.0,-0.3257570583538378,1.9257255229295338,0.35552981315804755,-3.1504342125840465,1.686201721485687
3026,1,static,GAP3-GAP0,GAP3,GAP0,0.008839492377683743,0.01366328433854258,0.0011311919785072788,-0.009566306697312399,-0.10894501129619094,0.0,0.00042445297764612255,0.0026787787551657075,0.0039861948647645015,-0.22520362052204312,-0.17722900007602327
3026,1,static,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.015144863915715623,0.016883220006249533,0.01584429079618971,-0.257970631079262,-0.30301448821857413,0.0,0.009357422505072266,0.03377192713451904,0.023835281746499182,-0.20732190334367662,0.07764654672156857
3026,1,static,LG3-LG0,LG3,LG0,0.0016162502993056216,0.017924116281896885,-1.1726199881097068,5.029283005012978,0.8420515117846517,0.0,-0.30913048428590895,1.7621361027247742,0.29994561561387356,-2.3549388172139913,1.3472204223675854
3026,1,delta,LOCAL0-GAP0,LOCAL0,GAP0,0.2079708409822546,0.2643475912865403,0.40224152205614944,-0.9323117478513243,-0.475821825676924,0.0,0.11101417674746333,0.20735434544826642,0.2598456117224201,1.2823665068341228,0.21749479756662993
3026,1,delta,LG0-LOCAL0,LG0,LOCAL0,-0.040466118604836815,-0.00891784549896446,0.10682845701846536,-0.5727913756336065,-0.4021551514379347,0.0,0.05350982655725094,-0.2695529825690307,-0.05935974862790214,-0.19246754337048344,-0.1944881114414927
3026,1,delta,LOCAL3-GAP3,LOCAL3,GAP3,0.26499853672812407,0.2877319162791071,0.38223038781296864,-0.9582022657587768,-0.5543949625744027,0.0,0.10828494699428207,0.26323301619878003,0.2777676229248519,1.3838441233013512,0.23442258113224845
3026,1,delta,LG3-LOCAL3,LG3,LOCAL3,-0.06184319046478837,-0.057462824651701605,0.034463914283101915,-0.2744715585740991,-0.03406794751057873,0.0,0.024915632823530244,-0.28778075125497204,-0.09753251225050813,-0.45104410541129347,-0.3250214960713924
3026,1,delta,GAP3-GAP0,GAP3,GAP0,-0.02277383137786993,-0.00022167440819333833,0.03480697622365492,-0.06644110921488,-0.08469106372136181,0.0,0.00830506925658181,-0.02727200282417347,0.001092850007208948,0.005848888463468427,0.012723253148486435
3026,1,delta,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.03425386436799954,0.0231626505843735,0.014795841980474123,-0.09233162712233245,-0.1632642006188405,0.0,0.005575839503400536,0.028606667926340146,0.019014861209640743,0.10732650493069684,0.02965103671410496
3026,1,delta,LG3-LG0,LG3,LG0,0.01287679250804799,-0.025382328568363643,-0.05756870075488932,0.20598818993717494,0.20482300330851544,0.0,-0.02301835423032016,0.010378899240398809,-0.01915790241296525,-0.1512500571101132,-0.10088234791579476
3026,2,static,LOCAL0-GAP0,LOCAL0,GAP0,0.1645501868099576,0.1329247798132614,0.024862902440098804,-0.6036361630363913,-1.2185741952347389,0.0,0.012337412442249472,-0.018984101710085105,0.00411534142157835,-0.1458072445189993,-0.1468022304271912
3026,2,static,LG0-LOCAL0,LG0,LOCAL0,-0.009734058183955285,0.01300928393005435,0.04872824866995881,-1.2617800179501941,-0.2733369233361156,0.0,0.030118445409650203,0.0233848462531938,0.03259408205246658,-0.4978801166682496,0.5562654183193985
3026,2,static,LOCAL3-GAP3,LOCAL3,GAP3,0.18981151085176945,0.19693224212741267,0.06168020960196106,-1.4795821553697337,-1.5383752436248077,0.0,0.032159154317098176,-0.0030329192639005284,0.02732174139831818,-0.23481797846540609,0.35906924829193976
3026,2,static,LG3-LOCAL3,LG3,LOCAL3,0.0060975609756097615,-0.008687845216514223,0.028760406951103004,-0.7825554405324695,-0.2432657602821049,0.0,0.016753535097733772,0.009092162267102702,0.016353263489779196,0.0013624096655995288,0.48354407359196117
3026,2,static,GAP3-GAP0,GAP3,GAP0,0.03942949498341797,0.02546994897283561,0.008905216612991833,-0.21531177483545605,-0.1645723961463208,0.0,0.004710403642209773,-0.0016113944543306793,0.003451669867207699,-0.06807282075387278,0.025882615340247384
3026,2,static,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.06469081902522983,0.08947741128698689,0.045722523774854085,-1.0912577671687984,-0.48437344453638964,0.0,0.024532145517058478,0.014339787991853897,0.02665806984394753,-0.15708355470027957,0.5317540940593783
3026,2,static,LG3-LG0,LG3,LG0,0.08052243818479488,0.06778028214041831,0.025754682055998276,-0.6120331897510738,-0.45430228148237894,0.0,0.011167235205142047,4.710400576279916e-05,0.010417251281260143,0.34215897163356956,0.45903274933194105
