seed_base,arm,task,endpoint,analysis_scope,natural_n_test,natural_aggregation,natural_spearman,natural_pearson,natural_r2,natural_rmse,natural_mae,natural_b0_rmse,natural_rmse_gain_over_b0,natural_prediction_target_variance_ratio,natural_calibration_slope,natural_calibration_intercept,natural_calibration_mean_bias,transformed_n_folds,transformed_aggregation,transformed_spearman,transformed_pearson,transformed_r2,transformed_rmse,transformed_mae,transformed_b0_rmse,transformed_rmse_gain_over_b0,transformed_prediction_target_variance_ratio,transformed_calibration_slope,transformed_calibration_intercept,transformed_calibration_mean_bias
2026,GAP0,static,T0,primary_measurement_valid,375,pooled_5fold_oof,0.3277776766412561,0.28437543694725526,0.015422738371177913,42.336623301659024,20.146113899855585,42.77656700591202,0.010284689376597086,0.049663922914027166,0.06337421485352619,16.184077260225752,-10.594959563705677,5,mean_of_5_fold_specific_transform_metrics,0.3396145570763126,0.33573369455321245,0.0774468667918729,0.3855554176866802,0.30809229023356266,0.4038965057517139,0.0464597656994897,0.2307813937367122,0.1582987905610298,0.4233608847837121,0.012297855424649139
2026,GAP0,static,T1,primary_measurement_valid,375,pooled_5fold_oof,0.38123358743884406,0.28548810598889335,0.035400752890311304,37.00629111589124,13.028517473449732,37.95576601319648,0.025015300625868805,0.09736439848309561,0.08908162115067478,7.970193121685543,-8.028250163746426,5,mean_of_5_fold_specific_transform_metrics,0.382002806031305,0.3746174390447017,0.12606736061245438,0.4548391213313911,0.3546265985625716,0.49414975063675054,0.07801984320774817,0.21422078211909557,0.1780905741581163,0.177025415778363,0.01262929855200714
2026,GAP0,static,T2,primary_measurement_valid,375,pooled_5fold_oof,0.15924132438275115,0.10969658096326533,-0.03897407416979948,31.703251145059784,8.187502572699561,31.345565059981617,-0.011411058769995501,0.002263752916414881,0.005219244029197253,2.1765494055258867,-6.753622949347623,5,mean_of_5_fold_specific_transform_metrics,0.14650509690890315,0.15085889054726098,-0.020753216754734096,0.6390398942701297,0.5015533263864904,0.6425687462285612,0.00297868847341064,0.09737658835278475,0.044457345177780036,-0.29404893711298047,0.0017424018122290587
2026,GAP0,static,T3,primary_measurement_valid,375,pooled_5fold_oof,0.05390203970315401,0.0344602242921841,-0.04654593120707795,12.694117294732129,3.260351670556056,12.477635535818399,-0.017349581841230716,0.0007931444164270993,0.0009704970853808602,0.8512559810235997,-2.7099060625111386,5,mean_of_5_fold_specific_transform_metrics,0.016468990829988005,0.04332469913490722,-0.04913368327628722,0.6241895998866239,0.5004529803733144,0.6147106558945465,-0.015333083257133362,0.07626565002252804,0.02200241711822758,-0.6495984647783022,-0.0199219359076796
2026,GAP0,static,macro,primary_measurement_valid,1500,unweighted_mean_of_pooled_endpoint_metrics,0.23053865704150134,0.1785050870478995,-0.008674128528847053,30.93507071433554,11.155621404140232,31.138883403727128,0.001634837347809919,0.03752130468249119,0.03966139427969477,6.795518942115195,-7.021684684827716,5,unweighted_endpoint_mean_of_fold_summaries,0.22114786271162717,0.22613368082002058,0.03340683184332649,0.5259060082937063,0.41618129888898475,0.538831414627893,0.028031303530878786,0.15466110355778015,0.10071228175378844,-0.08581527533230189,0.0016869049703014342
2026,GAP3,static,T0,primary_measurement_valid,375,pooled_5fold_oof,0.3582300603026511,0.269693095742181,0.004117596630406228,42.57898896810276,19.941434918524873,42.77656700591202,0.004618838107834864,0.048332053209020336,0.05929081920810525,15.923499372644786,-10.972285681038091,5,mean_of_5_fold_specific_transform_metrics,0.36927952042124657,0.3745906438907811,0.10856075321862593,0.379208430914343,0.3036405284705662,0.4038965057517139,0.06363044229927542,0.22790483712355672,0.17105104776870622,0.4090057818903192,0.0033349083489978794
2026,GAP3,static,T1,primary_measurement_valid,375,pooled_5fold_oof,0.3840104676299921,0.270440767304582,0.01558796113538663,37.384412476379126,13.112753861718884,37.95576601319648,0.01505314203430137,0.04459740666250751,0.05711194649463834,7.800939842987841,-8.75898626979074,5,mean_of_5_fold_specific_transform_metrics,0.3804264146255223,0.3749012243692156,0.1234006877151586,0.4555556548848779,0.3533392887595386,0.49414975063675054,0.07609402577655035,0.20113470962084565,0.1682908287251715,0.16251851635251818,-0.0034895346762785
2026,GAP3,static,T2,primary_measurement_valid,375,pooled_5fold_oof,0.21677119126180455,0.10319360254947861,-0.03523985527430318,31.646226889697598,8.19931662265063,31.345565059981617,-0.00959184590038963,0.0059528711112057965,0.00796188708127007,2.292188878318155,-6.6133626995490635,5,mean_of_5_fold_specific_transform_metrics,0.20414481868095002,0.21612723729886155,0.01950581168764158,0.6256407221919902,0.49789767930836143,0.6425687462285612,0.022839723810256323,0.12726928084428238,0.07670466299588137,-0.28535319396231135,0.0006231167184121186
2026,GAP3,static,T3,primary_measurement_valid,375,pooled_5fold_oof,0.10966413185027507,0.038687606705296126,-0.04463742659086489,12.68253737456763,3.2607344575117496,12.477635535818399,-0.016421527793550193,0.0016941746167239225,0.0015923955288072416,0.8938920579088,-2.6650531530647354,5,mean_of_5_fold_specific_transform_metrics,0.09414454172715492,0.1125303762098544,-0.04804179107034648,0.6237346579061803,0.49839838231479144,0.6147106558945465,-0.014611401777372399,0.12325499405282728,0.04603561192855976,-0.6333083591654749,-0.02049894331818906
2026,GAP3,static,macro,primary_measurement_valid,1500,unweighted_mean_of_pooled_endpoint_metrics,0.2671689627611807,0.17050376807538442,-0.015042931024843803,31.07304142718678,11.128559965101534,31.138883403727128,-0.0015853483879508978,0.02514412639986439,0.031489262078205224,6.727630037964896,-7.252421950860658,5,unweighted_endpoint_mean_of_fold_summaries,0.2619988238637184,0.2695373704421782,0.05085636538776991,0.5210348664743478,0.41331896971331444,0.538831414627893,0.03698819752717743,0.169890955410378,0.1155205378545797,-0.0867843137212372,-0.005007613231764391
