seed_base,task,endpoint,analysis_scope,comparison,left_arm,right_arm,effect_natural_spearman,effect_natural_pearson,effect_natural_r2,effect_natural_rmse,effect_natural_mae,effect_natural_b0_rmse,effect_natural_rmse_gain_over_b0,effect_natural_prediction_target_variance_ratio,effect_natural_calibration_slope,effect_natural_calibration_intercept,effect_natural_calibration_mean_bias,effect_transformed_spearman,effect_transformed_pearson,effect_transformed_r2,effect_transformed_rmse,effect_transformed_mae,effect_transformed_b0_rmse,effect_transformed_rmse_gain_over_b0,effect_transformed_prediction_target_variance_ratio,effect_transformed_calibration_slope,effect_transformed_calibration_intercept,effect_transformed_calibration_mean_bias
2026,static,T2,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.050698145409034,0.03587957460379676,0.03114156226241027,-0.48590950070419936,-0.45294081244804296,0.0,0.015501698558452605,0.0140180899575604,0.01974528748981359,0.2759389495096318,0.4531929016214056,0.0428490086846422,0.04612553762897842,0.048479869280252774,-0.01801456742620211,-0.019287657158863436,0.0,0.02701294563994376,0.03207419427118316,0.03997658309071983,0.022643729719836525,0.012871304243506897
2026,static,T3,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.01955580950937591,0.09611982577567629,0.024333067884221182,-0.15094859685166284,-0.02973078930318218,0.0,0.012097532134060866,0.002141955027213567,0.011884440225374892,0.039948727654921856,0.08231225877766501,0.01740417441703007,0.0218492632653029,0.023024885338593024,-0.007587037608395519,-0.006221914027336961,0.0,0.012075837679151984,0.033024303545933914,0.027287648461020164,0.025222118800821147,0.00759155754449156
2026,static,macro,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.025564342069004153,0.023563416424323913,0.014063025599451162,-0.13943467659156283,-0.15685294477859557,0.0,0.006703134410192574,0.02365651585982071,0.01653549387355331,0.15979238766457016,0.39379112626748913,0.021503364235863742,0.025383670450528473,0.031077448972923416,-0.010655371991795504,-0.009100104347090798,0.0,0.01842862135833656,0.03163155118575944,0.030723229968530663,0.007901663644798496,0.007144969337794233
3026,static,T0,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.010779610877232892,0.004432181611967789,-0.01868773857057804,0.4984764597883995,-0.06068205221604295,0.0,-0.011653026287020807,-0.04989507217736461,-0.03283240549751337,0.5741708016211913,-0.36453941731503736,0.01115163689060883,0.010039531742152663,0.01538175599482372,-0.004431308345203888,-0.005005533013710289,0.0,0.011597072484393844,0.018194204589739638,0.01638022704534592,-0.011251592657724047,-0.0035968470033245405
3026,static,T1,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.047002616907498074,0.03879782104444507,0.03281225822747036,-0.6379555320012216,-0.09053597368935051,0.0,0.01680786871168446,0.01512762995666235,0.01928202960685088,0.5916218799636201,0.9302718229836513,0.04313630168985505,0.03719396083764803,0.019654053629610924,-0.0058958295585617715,-0.004346356796598838,0.0,0.011690245490428741,0.09548917600943463,0.06068970315469796,-0.009723383026746968,0.004433074410720341
3026,static,T2,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.04655842530435772,0.013319781552794008,0.015054393044560577,-0.2362925824921902,-0.07796531585171884,0.0,0.007538309870631785,0.00705662519512126,0.009315355442681278,0.19739186093020233,0.28101604560682336,0.03849309662518119,0.04507564633500838,0.04057630515912691,-0.01485546963090778,-0.013563347595791642,0.0,0.02167857075087201,0.04884718605782096,0.04373020467626959,0.012678414134956267,-0.001046603237007583
3026,static,T3,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.060784961928829456,0.0488553507471822,0.03724830338033025,-0.2297717433949309,0.0031543958829116647,0.0,0.01841468623885882,0.01024096460818754,0.0206981233419724,0.10988475231747197,0.18366572775692536,0.06857932669651914,0.07103762684020448,0.01183460009380069,-0.004300355397733768,-0.002672895447532464,0.0,0.00639682624696071,0.13870830487048177,0.07622461160213392,0.03956221506712454,-0.010216756599118101
3026,static,macro,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.04128140375447953,0.026351283739097286,0.016606804020445787,-0.15138584952498846,-0.05650723646854949,0.0,0.007776959633538583,-0.004367463104348351,0.004115775723497778,0.368267323708122,0.25760354475809155,0.040340090475541046,0.0408366914387534,0.021861678719340583,-0.007370740733101844,-0.0063970332134082875,0.0,0.012840678743163803,0.07530971788186924,0.04925618661961184,0.007816413379402448,-0.002606783107182471
2026,delta,T0_to_T1,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.03255569461827279,0.03134121603968498,0.01759751012614419,-0.22834257248759116,-0.09915476478122187,0.0,0.008962390677578258,0.00529923338882346,0.011498167550768365,0.2597529904318332,0.132951374717677,0.032405148113682336,0.031007321610559246,0.01760985412816653,-0.008419186553297209,-0.003978812036273538,0.0,0.008889251714565661,0.01197088296569021,0.014792041199506334,0.005739738012359539,0.005075388695738391
2026,delta,T1_to_T2,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.04185413585163267,0.041515256893940256,0.03576726154378029,-0.33663221588899717,-0.2006871708985063,0.0,0.019549126227951935,0.06483172074311784,0.050280811842361495,0.47736858596017484,0.04565971913360631,0.034595135710839386,0.06408825408508861,0.040049321689722694,-0.01877688305368519,-0.010825224406366407,0.0,0.021638483472501857,0.07114976416733693,0.055268431794947864,0.0031301609882401615,0.0028309132654756406
