arm,both_seed_pass,candidate_both_seed_gt_0_20,comparison,diagnostic_type,evidence_scope,input_variant,interval,maximum_exclusions_from_375,minimum_seed_delta_spearman,n_max,n_min,oracle_representation,patient_set_sha256,rank_metric,reference_both_seed_gt_0_20,seed_2026_candidate_spearman,seed_2026_delta_spearman,seed_2026_reference_spearman,seed_3026_candidate_spearman,seed_3026_delta_spearman,seed_3026_reference_spearman,spearman_gain_threshold,target,target_kind,task_type,threshold_operator,timing
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0055424610835207,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4389945129274045,0.0037512367261177,0.4352432762012867,0.4215814630267502,-0.0055424610835207,0.427123924110271,0.1,LD,raw,static,>=,T0
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.0459051302610757,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2813957636836924,0.0470878608741596,0.2343079028095328,0.2853990882906233,0.0459051302610757,0.2394939580295476,0.1,LD,raw,static,>=,T1
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,0.0432722116695549,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2990889219891218,0.0435317022197697,0.2555572197693521,0.3016284012202362,0.0432722116695549,0.2583561895506812,0.1,LD,raw,static,>=,T1
LOCAL0,False,True,,oracle_localization,raw_only,current,,1,0.0645191193273572,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3609117606168446,0.1112543398508532,0.2496574207659914,0.356044171981502,0.0645191193273572,0.2915250526541448,0.1,LD,raw,static,>=,T2
LOCAL3,False,True,,oracle_localization,raw_only,current,,1,0.0416889604799116,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3588645128078662,0.0975164171448216,0.2613480956630446,0.3541890476752082,0.0416889604799116,0.3125000871952966,0.1,LD,raw,static,>=,T2
LOCAL0,False,False,,oracle_localization,raw_only,current,,1,0.0553274683461969,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1868948860418864,0.0553274683461969,0.1315674176956895,0.1870788890681832,0.0848684770496414,0.1022104120185417,0.1,LD,raw,static,>=,T3
LOCAL3,False,False,,oracle_localization,raw_only,current,,1,0.053245291968674,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1697523655202671,0.053245291968674,0.1165070735515931,0.2070440346937049,0.0595951476737508,0.1474488870199541,0.1,LD,raw,static,>=,T3
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0016634429400386,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0020009102286949,-0.0016634429400386,-0.0003374672886562,0.0516038229605188,0.0724132438275116,-0.0208094208669928,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.0323194902719308,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.016884514734327,0.0323194902719308,-0.0154349755376038,0.0437656161110479,0.0649498236431903,-0.0211842075321424,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,1,0.0286635603790626,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1228003612851428,0.0562203265902997,0.066580034694843,0.1422209860790526,0.0286635603790626,0.1135574256999899,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,1,0.0356128514286533,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1128713280096342,0.0601921692878955,0.0526791587217387,0.1444602658026408,0.0356128514286533,0.1088474143739874,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,2,-0.0168576609608094,373,373,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1137183372558885,-0.0168576609608094,0.130575998216698,0.0778719324639119,-0.0119138076873449,0.0897857401512569,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,2,-0.0223409908332913,373,373,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1164247385053098,-0.0061647861679402,0.1225895246732501,0.0688756456723247,-0.0223409908332913,0.091216636505616,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0160500625782227,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4320050062578223,-0.0160500625782227,0.448055068836045,0.4927143019683696,0.0241993400841962,0.4685149618841733,0.1,SPH,raw,static,>=,T0
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,0.003587893958357,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.488472408692684,0.003587893958357,0.484884514734327,0.4998698372966207,0.0239565365798156,0.4759133007168051,0.1,SPH,raw,static,>=,T0
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,0.001789964728638,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2007616338605074,0.001789964728638,0.1989716691318694,0.1987081579246785,0.0099383320059164,0.1887698259187621,0.1,SPH,raw,static,>=,T1
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,-0.0424710433496416,375,375,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1847318238707475,-0.0424710433496416,0.2272028672203891,0.1909757651609967,0.0117806348845147,0.1791951302764819,0.1,SPH,raw,static,>=,T1
LOCAL0,False,False,,oracle_localization,raw_only,current,,1,0.0081528866969649,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1856045648091066,0.0473428051210735,0.1382617596880331,0.1825376553741165,0.0081528866969649,0.1743847686771515,0.1,SPH,raw,static,>=,T2
LOCAL3,False,False,,oracle_localization,raw_only,current,,1,0.0195399062379033,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1954606528938653,0.0424667173230491,0.1529939355708161,0.1929662943900446,0.0195399062379033,0.1734263881521412,0.1,SPH,raw,static,>=,T2
LOCAL0,False,False,,oracle_localization,raw_only,current,,1,0.0708343679660506,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1636755888804461,0.0708343679660506,0.0928412209143954,0.1722218749551977,0.0816401198549124,0.0905817551002853,0.1,SPH,raw,static,>=,T3
LOCAL3,False,False,,oracle_localization,raw_only,current,,1,0.0595567662112371,374,374,Z5,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1420585798053074,0.0674339292626629,0.0746246505426445,0.161454201373457,0.0595567662112371,0.1018974351622199,0.1,SPH,raw,static,>=,T3
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0294775027334646,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1040755751161361,-0.0131383611159063,0.1172139362320424,0.0390295671666531,-0.0294775027334646,0.0685070699001178,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0343101136043753,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0802116899999945,-0.0343101136043753,0.1145218036043698,0.0270310182314621,-0.025980971481996,0.0530119897134581,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,1,0.0028632947353703,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1970863097877412,0.0028632947353703,0.1942230150523708,0.1635198414149332,0.0165976296259542,0.146922211788979,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,1,-0.0003821042440677,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1973916585917733,-0.0003821042440677,0.197773762835841,0.1626398129891892,0.0070255198020033,0.1556142931871858,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,1,-0.0781774988582015,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0727054795797639,-0.0781774988582015,0.1508829784379655,0.1022871635970407,-0.071915269903477,0.1742024335005178,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,1,-0.076686209636786,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.077376307253665,-0.0638672448349682,0.1412435520886333,0.1046565172804815,-0.076686209636786,0.1813427269172676,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0047650473205617,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.2420150893522633,0.0424874691948732,0.1995276201573901,0.2428819722638021,0.0047650473205617,0.2381169249432404,0.1,BPE,residual_ftv,static,>=,T0
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.0235708727536634,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2220825516903713,0.0169542183784776,0.2051283333118937,0.2773171370390059,-0.0235708727536634,0.3008880097926694,0.1,BPE,residual_ftv,static,>=,T0
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0102130946389433,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2843176685002737,0.0102130946389433,0.2741045738613303,0.3597092442136329,0.0414841133019184,0.3182251309117145,0.1,BPE,residual_ftv,static,>=,T1
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0274723150976741,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3231128331873462,0.0274723150976741,0.295640518089672,0.3639341948421455,0.0511437982620059,0.3127903965801396,0.1,BPE,residual_ftv,static,>=,T1
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,1,-0.0101445830239568,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3800057659162443,-0.0091950247083196,0.389200790624564,0.341234981444883,-0.0101445830239568,0.3513795644688399,0.1,BPE,residual_ftv,static,>=,T2
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,1,-0.0026086865777239,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3926928209078731,-0.0026086865777239,0.395301507485597,0.3508428107345416,-0.0004169825898442,0.3512597933243859,0.1,BPE,residual_ftv,static,>=,T2
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.022288312257319,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3067251533960741,0.0150393532527389,0.2916858001433351,0.3039673242949087,-0.022288312257319,0.3262556365522278,0.1,BPE,residual_ftv,static,>=,T3
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.032046588840799,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3063431229858287,-0.0210748703588504,0.3274179933446792,0.3018558821625572,-0.032046588840799,0.3339024710033562,0.1,BPE,residual_ftv,static,>=,T3
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0509234015138107,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0346833749056482,-0.0509234015138107,0.0856067764194589,0.0169780752843243,-0.0216325754284666,0.038610650712791,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0548138012434372,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0501423360784048,-0.0171721113192617,0.0673144473976665,0.0370918494024918,-0.0548138012434372,0.0919056506459291,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,6,-0.025549140964499,369,369,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0126270000756714,0.0003259338873725,0.0123010661882989,0.0396433630808149,-0.025549140964499,0.0651925040453139,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,6,-0.0057288480916788,369,369,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0244664261095422,0.0174638439736477,0.0070025821358945,0.0408699190978694,-0.0057288480916788,0.0465987671895483,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,63,-0.0005695233650678,312,312,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0534384741463933,0.0455466005585799,0.0078918735878133,0.1100262595386515,-0.0005695233650678,0.1105957829037194,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,63,-0.0084326276575381,312,312,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0400448808329211,0.0352876978854894,0.0047571829474316,0.0887597077486097,-0.0084326276575381,0.0971923354061478,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.010010267353286,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.07596371051684,-0.0013722527972731,0.0773359633141132,0.0778238713069592,-0.010010267353286,0.0878341386602452,0.1,LD,residual_ftv,static,>=,T0
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0003279583285911,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0749286478212524,-0.0003279583285911,0.0752566061498435,0.0930589027949113,0.0043377102155901,0.0887211925793211,0.1,LD,residual_ftv,static,>=,T0
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0062385813930982,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0500007653353225,0.0284463498067623,-0.0784471151420849,-0.0419778397817736,0.0062385813930982,-0.0482164211748719,0.1,LD,residual_ftv,static,>=,T1
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0094661779006542,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0402605072794457,0.0311330252246749,-0.0713935325041207,-0.0342913756452974,0.0094661779006542,-0.0437575535459517,0.1,LD,residual_ftv,static,>=,T1
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,1,-0.0199438260630449,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0777628831160121,-0.0013930710669458,0.079155954182958,0.0839123889778562,-0.0199438260630449,0.1038562150409011,0.1,LD,residual_ftv,static,>=,T2
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,1,0.0084840664330192,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0616751025040062,0.0097514287049216,0.0519236737990846,0.0893448036999509,0.0084840664330192,0.0808607372669316,0.1,LD,residual_ftv,static,>=,T2
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0083547062581752,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1018868211409132,0.0083547062581752,0.093532114882738,0.1163144935435791,0.0462135307594362,0.0701009627841429,0.1,LD,residual_ftv,static,>=,T3
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0044535233735634,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0994373291467125,-0.0044535233735634,0.103890852520276,0.1353968047209058,0.0444711647643429,0.0909256399565628,0.1,LD,residual_ftv,static,>=,T3
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,0.0298810603806512,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0792139540243957,0.0298810603806512,0.0493328936437444,0.0958722423839945,0.0677498419702746,0.0281224004137199,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,0.0643278393416629,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1136459397087231,0.0643278393416629,0.0493181003670602,0.0843009315285581,0.0647934876165622,0.0195074439119959,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,1,0.0470565592543248,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0392689289020491,0.0494912242427549,-0.0102222953407057,0.0769303418306638,0.0470565592543248,0.0298737825763389,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,1,0.0287248971243937,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0359236296788067,0.0457881914146241,-0.0098645617358173,0.0557857055819967,0.0287248971243937,0.027060808457603,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,1,-0.045006812327142,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0488353245566687,-0.045006812327142,0.0938421368838108,0.0256832034706704,-0.0142310090570775,0.039914212527748,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,1,-0.0461635389880428,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0394815054129754,-0.0461635389880428,0.0856450444010182,-0.0287764285103499,-0.0251561872416992,-0.0036202412686506,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0492562668046839,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3707540924823951,0.0637223624553108,0.3070317300270843,0.3404580432193037,0.0492562668046839,0.2912017764146197,0.1,SPH,residual_ftv,static,>=,T0
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0244789216766898,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3578721435974433,0.0429026075847814,0.3149695360126619,0.3363582863318523,0.0244789216766898,0.3118793646551625,0.1,SPH,residual_ftv,static,>=,T0
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0466294462844385,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0807791884578763,0.0466294462844385,0.0341497421734378,0.0844622105289612,0.0770787075894617,0.0073835029394995,0.1,SPH,residual_ftv,static,>=,T1
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0504689620303539,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0774614850080527,0.0504689620303539,0.0269925229776988,0.0687073515158955,0.0775248037546126,-0.0088174522387171,0.1,SPH,residual_ftv,static,>=,T1
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,1,-0.0196157250273469,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1270785268663121,0.0169886693915784,0.1100898574747337,0.135527637489764,-0.0196157250273469,0.155143362517111,0.1,SPH,residual_ftv,static,>=,T2
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,1,0.0024531817124449,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1439330314206663,0.0178081104855727,0.1261249209350935,0.1298061131499943,0.0024531817124449,0.1273529314375494,0.1,SPH,residual_ftv,static,>=,T2
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0458219326426976,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0479147866138527,-0.0458219326426976,0.0937367192565504,0.0340555741196315,-0.0194143836803795,0.0534699578000111,0.1,SPH,residual_ftv,static,>=,T3
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0642935428877398,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0355201371318361,-0.0642935428877398,0.099813680019576,0.0415250147040802,-0.0099036731765859,0.0514286878806661,0.1,SPH,residual_ftv,static,>=,T3
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0433246103083399,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1755250881784048,-0.0152731823870747,0.1907982705654795,0.0911216293093639,-0.0433246103083399,0.1344462396177039,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0666646945044942,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1557328478780293,-0.0666646945044942,0.2223975423825236,0.0888376379565365,-0.0474183638639208,0.1362560018204574,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,1,0.0010588522028357,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2062572292870353,0.0010588522028357,0.2051983770841995,0.1627387707703115,0.0101006150449456,0.1526381557253659,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,1,-0.0118249200728305,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.207357141833092,-0.0039312411291594,0.2112883829622514,0.1648702384195208,-0.0118249200728305,0.1766951584923513,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,1,-0.0798651660134988,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0531116991078059,-0.0798651660134988,0.1329768651213047,0.0821798008228265,-0.0712469620489928,0.1534267628718194,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,1,-0.072062549390013,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0614827380153721,-0.072062549390013,0.1335452874053852,0.0770084884853324,-0.06515030044032,0.1421587889256525,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0143285925588803,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2867791557628854,0.0158377517351234,0.270941404027762,0.2805090453976562,-0.0143285925588803,0.2948376379565365,0.1,BPE,raw,static,>=,T0
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0095933553305268,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2815612697690294,0.0049926043918534,0.276568665377176,0.3145884628512914,-0.0095933553305268,0.3241818181818182,0.1,BPE,raw,static,>=,T0
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.0218714301968369,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.349006940493799,0.0218714301968369,0.3271355102969621,0.3759597223802481,0.0314229150073956,0.3445368073728524,0.1,BPE,raw,static,>=,T1
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,0.0341262942314256,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3800054613721698,0.0341262942314256,0.3458791671407442,0.3683859369666629,0.0382969621117305,0.3300889748549323,0.1,BPE,raw,static,>=,T1
LOCAL0,False,True,,oracle_localization,raw_only,current,,1,-0.0041698040171467,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4416465427018967,-0.0041698040171467,0.4458163467190434,0.4098330346518329,0.0103777150148385,0.3994553196369944,0.1,BPE,raw,static,>=,T2
LOCAL3,False,True,,oracle_localization,raw_only,current,,1,-0.0053506903126835,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4535873034078365,-0.0053506903126835,0.4589379937205201,0.4052852002121833,-0.0045554042235954,0.4098406044357787,0.1,BPE,raw,static,>=,T2
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.0010895443677009,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3948512884579593,0.0060896609908196,0.3887616274671396,0.3643389261230116,0.0010895443677009,0.3632493817553106,0.1,BPE,raw,static,>=,T3
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0128489093462926,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3859797394355724,-0.0128489093462926,0.398828648781865,0.3568384098523787,-0.0121117374625901,0.3689501473149688,0.1,BPE,raw,static,>=,T3
