arm,both_seed_pass,candidate_both_seed_gt_0_20,comparison,diagnostic_type,evidence_scope,input_variant,interval,maximum_exclusions_from_375,minimum_seed_delta_spearman,n_max,n_min,oracle_representation,patient_set_sha256,rank_metric,reference_both_seed_gt_0_20,seed_2026_candidate_spearman,seed_2026_delta_spearman,seed_2026_reference_spearman,seed_3026_candidate_spearman,seed_3026_delta_spearman,seed_3026_reference_spearman,spearman_gain_threshold,target,target_kind,task_type,threshold_operator,timing
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0288299010126294,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3016502446239618,0.0250815792467857,0.276568665377176,0.2953519171691888,-0.0288299010126294,0.3241818181818182,0.1,BPE,raw,static,>=,T0
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.0081720332233473,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3353075435203094,0.0081720332233473,0.3271355102969621,0.3548886107634543,0.0103518033906019,0.3445368073728524,0.1,BPE,raw,static,>=,T1
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,0.0171284560245761,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3696297644783252,0.023750597337581,0.3458791671407442,0.3472174308795084,0.0171284560245761,0.3300889748549323,0.1,BPE,raw,static,>=,T1
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.0113241551939924,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4593211969507338,0.0120366367049721,0.4472845602457617,0.4110620093298441,0.0113241551939924,0.3997378541358516,0.1,BPE,raw,static,>=,T2
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,0.008167026965525,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4670171805666174,0.008167026965525,0.4588501536010923,0.4204746842644214,0.0106546819888497,0.4098200022755717,0.1,BPE,raw,static,>=,T2
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0394723173696259,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3610264882390437,-0.0277351392280959,0.3887616274671396,0.3237770643856846,-0.0394723173696259,0.3632493817553106,0.1,BPE,raw,static,>=,T3
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0332834413946131,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3655452073872519,-0.0332834413946131,0.398828648781865,0.3403425533864206,-0.0286075939285482,0.3689501473149688,0.1,BPE,raw,static,>=,T3
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0102942145116591,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.143523691286915,-0.0102942145116591,0.1538179057985742,0.096723886493491,0.0098914934872391,0.0868323930062519,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.0068114065572576,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1234203269816411,0.0068114065572576,0.1166089204243834,0.1302894766269589,0.0214548031276064,0.1088346734993524,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,5,-0.0055147639414879,370,370,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0041867575063314,0.0122628123718277,-0.0164495698781592,0.0197482201135003,-0.0055147639414879,0.0252629840549882,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,5,0.0155729764277096,370,370,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0033607299069166,0.0155729764277096,-0.0122122465207929,0.0323800682385369,0.0176365616864863,0.0147435065520506,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,62,0.005285012937714,313,313,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0252322263584216,0.005285012937714,0.0199472134207075,0.1016928094796585,0.0079966167488663,0.0936961927307922,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,62,-0.0324370249144997,313,313,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0232491424634742,0.0048912662048057,0.0183578762586685,0.0939364116562111,-0.0324370249144997,0.1263734365707108,0.1,LD,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0726186802006184,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3607639443425909,-0.0726186802006184,0.4333826245432093,0.3676655871058742,-0.0539822302098813,0.4216478173157556,0.1,LD,raw,static,>=,T0
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0594369397379592,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3758063364633275,-0.0594369397379592,0.4352432762012867,0.3761233119262431,-0.0510006121840279,0.427123924110271,0.1,LD,raw,static,>=,T0
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,-0.038295683687674,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.1960122191218587,-0.038295683687674,0.2343079028095328,0.2078793593283885,-0.031614598701159,0.2394939580295476,0.1,LD,raw,static,>=,T1
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0326753232309841,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2228818965383679,-0.0326753232309841,0.2555572197693521,0.2354275817713803,-0.0229286077793008,0.2583561895506812,0.1,LD,raw,static,>=,T1
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0396442027264064,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2584201263,0.0059270242152458,0.2524931020847542,0.2535923719801962,-0.0396442027264064,0.2932365747066027,0.1,LD,raw,static,>=,T2
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0579966949795484,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2935088259247413,0.0297257954450688,0.2637830304796725,0.2562089263142214,-0.0579966949795484,0.3142056212937699,0.1,LD,raw,static,>=,T2
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,0.0037026364586483,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1355816000136863,0.0037026364586483,0.1318789635550379,0.148659006723389,0.0478700067244894,0.1007889999988995,0.1,LD,raw,static,>=,T3
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,0.0044559486334054,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1221595573267234,0.0044559486334054,0.117703608693318,0.1805393400862479,0.0354428456506454,0.1450964944356025,0.1,LD,raw,static,>=,T3
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.030939583570372,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0306021162817157,0.030939583570372,-0.0003374672886562,0.0560887472977585,0.0768981681647514,-0.0208094208669928,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.0280609853225622,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0126260097849584,0.0280609853225622,-0.0154349755376038,0.030764592103766,0.0519487996359085,-0.0211842075321424,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,0,0.0721290249175105,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1411129821367618,0.0725015360109227,0.0686114461258391,0.1819321879622255,0.0721290249175105,0.1098031630447149,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,0,0.0755574012970758,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1379918079417453,0.0874654681988849,0.0505263397428603,0.1806851746501308,0.0755574012970758,0.1051277733530549,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,0,-0.0076283991352827,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1500910228694959,0.0204123335988166,0.1296786892706792,0.0789411764705882,-0.0076283991352827,0.0865695756058709,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,0,-0.0098102173171009,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1336361360791899,0.0110249175105245,0.1226112185686653,0.02763249516441,-0.0098102173171009,0.0374427124815109,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.1121772670383433,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3774226874502218,-0.0706323813858232,0.448055068836045,0.35633769484583,-0.1121772670383433,0.4685149618841733,0.1,SPH,raw,static,>=,T0
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.1323415633177836,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4098070315166686,-0.0750774832176584,0.484884514734327,0.3435717373990214,-0.1323415633177836,0.4759133007168051,0.1,SPH,raw,static,>=,T0
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,-0.1386041642962794,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0784596654909546,-0.1205120036409148,0.1989716691318694,0.0501656616224826,-0.1386041642962794,0.1887698259187621,0.1,SPH,raw,static,>=,T1
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,-0.1719927181704403,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0552101490499488,-0.1719927181704403,0.2272028672203891,0.0348465126863124,-0.1443486175901695,0.1791951302764819,0.1,SPH,raw,static,>=,T1
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,-0.0380134258732506,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1196877915576288,-0.0184601206053021,0.1381479121629309,0.1369197860962566,-0.0380134258732506,0.1749332119695073,0.1,SPH,raw,static,>=,T2
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,-0.0401142337012174,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1425561497326203,-0.0111889862327909,0.1537451359654113,0.1340527932643076,-0.0401142337012174,0.174167026965525,0.1,SPH,raw,static,>=,T2
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,-0.0990519968141995,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0054914097166913,-0.0990519968141995,0.0935605870975082,0.1083508931619069,0.019130276481966,0.0892206166799408,0.1,SPH,raw,static,>=,T3
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,-0.050923882125384,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0245099556263511,-0.050923882125384,0.0754338377517351,0.0604027761975196,-0.0376846057571965,0.0980873819547161,0.1,SPH,raw,static,>=,T3
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0567210509591886,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1172139362320424,0.0616570842133622,0.0555568520186802,0.0685070699001178,0.0567210509591886,0.0117860189409292,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0404686986892913,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1145218036043698,0.059586517994774,0.0549352856095958,0.0530119897134581,0.0404686986892913,0.0125432910241668,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T1->T2,0,-0.008454250684697,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1934131313267773,-0.008454250684697,0.2018673820114743,0.1478156988391268,0.0073385827196806,0.1404771161194462,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T1->T2,0,0.0014062551474454,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1979757682476675,0.0014062551474454,0.1965695131002221,0.1564122416853746,0.0028408300848703,0.1535714116005043,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T2->T3,0,0.0015067436162183,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1522261804153381,0.0062543778529486,0.1459718025623894,0.1762142304512222,0.0015067436162183,0.1747074868350039,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T2->T3,0,0.0183674205228981,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1418685340001083,0.0183674205228981,0.1235011134772102,0.1831588248328137,0.0399960277733431,0.1431627970594705,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0428205036645967,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.1995276201573901,-0.0114604367451671,0.2109880569025572,0.2381169249432404,-0.0428205036645967,0.2809374286078371,0.1,BPE,residual_ftv,static,>=,T0
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0168121236014509,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.2051283333118937,0.0274968242950123,0.1776315090168813,0.3008880097926694,0.0168121236014509,0.2840758861912185,0.1,BPE,residual_ftv,static,>=,T0
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0095106952540856,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2741045738613303,0.0095106952540856,0.2645938786072447,0.3182251309117145,0.0302929494857803,0.2879321814259341,0.1,BPE,residual_ftv,static,>=,T1
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0343536609440445,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.295640518089672,0.0343536609440445,0.2612868571456275,0.3127903965801396,0.0444594826368368,0.2683309139433028,0.1,BPE,residual_ftv,static,>=,T1
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0175813069099027,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3898261029821183,0.0175813069099027,0.3722447960722155,0.3539145085576231,0.0254591946795925,0.3284553138780305,0.1,BPE,residual_ftv,static,>=,T2
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0170772631993104,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3946129048406379,0.0338460452450257,0.3607668595956121,0.3522617219900523,0.0170772631993104,0.3351844587907419,0.1,BPE,residual_ftv,static,>=,T2
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0641390936760731,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2916858001433351,0.0641390936760731,0.227546706467262,0.3262556365522278,0.1013084847678452,0.2249471517843825,0.1,BPE,residual_ftv,static,>=,T3
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.082605165168928,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3274179933446792,0.0979952302072946,0.2294227631373845,0.3339024710033562,0.082605165168928,0.2512973058344282,0.1,BPE,residual_ftv,static,>=,T3
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T0->T1,0,-0.0438445496776915,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0856067764194589,-0.0108519129059895,0.0964586893254485,0.038610650712791,-0.0438445496776915,0.0824552003904826,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T0->T1,0,-0.0496916153565691,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0673144473976665,-0.0496916153565691,0.1170060627542357,0.0919056506459291,-0.0073711992254832,0.0992768498714123,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T1->T2,5,0.03201761961145,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0134972369606,0.03201761961145,-0.0185203826508499,0.0646090058869642,0.0394820456164802,0.025126960270484,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T1->T2,5,0.0342674640304315,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0114247132749889,0.0342674640304315,-0.0228427507554426,0.0471232527531494,0.0384599437859334,0.0086633089672159,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T2->T3,62,0.0264658736040069,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.014472830590926,0.0264658736040069,-0.0119930430130808,0.1074737376701633,0.0457142539526355,0.0617594837175278,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T2->T3,62,0.012294075528671,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.012202125412104,0.0325305609965359,-0.0203284355844319,0.1033389986968285,0.012294075528671,0.0910449231681574,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0209657676907421,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0773359633141132,0.0391178057826892,0.038218157531424,0.0878341386602452,-0.0209657676907421,0.1087999063509873,0.1,LD,residual_ftv,static,>=,T0
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.027457249362043,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0752566061498435,-0.0109728119294765,0.08622941807932,0.0887211925793211,-0.027457249362043,0.1161784419413642,0.1,LD,residual_ftv,static,>=,T0
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0325488758091322,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0784471151420849,0.0325488758091322,-0.1109959909512171,-0.0482164211748719,0.0532874119770531,-0.101503833151925,0.1,LD,residual_ftv,static,>=,T1
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.015884915818928,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0713935325041207,0.015884915818928,-0.0872784483230487,-0.0437575535459517,0.0435741042441695,-0.0873316577901212,0.1,LD,residual_ftv,static,>=,T1
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0434510154181934,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0773534573473043,0.050163341073377,0.0271901162739272,0.0905550643397652,0.0434510154181934,0.0471040489215718,0.1,LD,residual_ftv,static,>=,T2
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0355130243009999,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0497544192267028,0.0355130243009999,0.0142413949257029,0.0788100684809814,0.0433159317232559,0.0354941367577254,0.1,LD,residual_ftv,static,>=,T2
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0045041653453131,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.093532114882738,0.0657309440169872,0.0278011708657507,0.0701009627841429,0.0045041653453131,0.0655967974388297,0.1,LD,residual_ftv,static,>=,T3
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0090015352539381,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.103890852520276,0.0546211820003798,0.0492696705198961,0.0909256399565628,0.0090015352539381,0.0819241047026247,0.1,LD,residual_ftv,static,>=,T3
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0392450306432117,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0493328936437444,0.052859475050699,-0.0035265814069545,0.0281224004137199,0.0392450306432117,-0.0111226302294917,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T0->T1,0,0.0131865800497222,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0493181003670602,0.0234258981563467,0.0258922022107134,0.0195074439119959,0.0131865800497222,0.0063208638622736,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T1->T2,0,-0.0073356788345507,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0131202516027352,0.0092889565056379,-0.0224092081083732,0.0271002816523956,-0.0073356788345507,0.0344359604869464,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T1->T2,0,-0.0055205909562223,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0123794910055034,-0.0055205909562223,-0.006858900049281,0.0257896674208548,0.0155141752528624,0.0102754921679924,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T2->T3,0,-0.0113183073749872,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0934950954110088,-0.0113183073749872,0.104813402785996,0.0391182916477494,0.0040240165135234,0.0350942751342259,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,difference,T2->T3,0,-0.0416295485414073,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0856846523673074,-0.0179489893754985,0.1036336417428059,-0.0051114793923286,-0.0416295485414073,0.0365180691490786,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0264552080763612,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3070317300270843,0.0264552080763612,0.280576521950723,0.2912017764146197,0.059902149704739,0.2312996267098807,0.1,SPH,residual_ftv,static,>=,T0
LOCAL3,False,True,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,0.0374393027234326,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3149695360126619,0.0374393027234326,0.2775302332892292,0.3118793646551625,0.0463628646503725,0.26551650000479,0.1,SPH,residual_ftv,static,>=,T0
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0258380117049725,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0341497421734378,-0.0258380117049725,0.0599877538784103,0.0073835029394995,0.0329904237492874,-0.0256069208097879,0.1,SPH,residual_ftv,static,>=,T1
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0062472848664885,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0269925229776988,-0.0062472848664885,0.0332398078441873,-0.0088174522387171,0.0076598409367465,-0.0164772931754636,0.1,SPH,residual_ftv,static,>=,T1
LOCAL0,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0062675879158367,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1098820749700645,-0.0062675879158367,0.1161496628859013,0.1518190052656798,0.0548582993855805,0.0969607058800992,0.1,SPH,residual_ftv,static,>=,T2
LOCAL3,False,False,MEAN_STD_MINUS_MEAN,representation_location,primary_ftv_residual,current,,0,-0.0206021548486984,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.126098697770174,-0.0206021548486984,0.1467008526188725,0.1636211786858785,0.0727552757107044,0.090865902975174,0.1,SPH,residual_ftv,static,>=,T2
