seed,arm,representation,matched_reference_for,task_type,target_definition,target_kind,target,timing,interval,input_variant,metric_space,feature_dim,fold,n_train,n_validation,n_test,feature_valid_total,target_valid_total,joint_valid_total
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,51,83,374,370,369
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,71,374,370,369
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,221,66,82,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,243,59,67,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,234,69,66,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,51,83,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,71,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,221,66,82,374,370,369
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,244,59,67,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,235,69,66,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,52,83,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,72,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,222,66,82,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,0,244,59,67,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,1,235,69,66,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,2,235,52,83,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,3,237,61,72,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,4,222,66,82,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,0,244,59,67,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,1,235,69,66,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,2,235,52,83,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,3,237,61,72,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,192,4,222,66,82,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,128,0,244,59,67,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,128,1,235,69,66,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,128,2,235,52,83,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,128,3,237,61,72,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,128,4,222,66,82,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,244,59,67,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,235,69,66,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,52,83,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,72,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,222,66,82,375,370,370
3026,LOCAL3,Z4_MATCHED_Z5,Z5,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,243,59,67,374,370,369
3026,LOCAL3,Z4_MATCHED_Z5,Z5,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,234,69,66,374,370,369
3026,LOCAL3,Z4_MATCHED_Z5,Z5,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,51,83,374,370,369
3026,LOCAL3,Z4_MATCHED_Z5,Z5,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,71,374,370,369
3026,LOCAL3,Z4_MATCHED_Z5,Z5,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,221,66,82,374,370,369
3026,LOCAL3,Z4_MATCHED_Z6,Z6,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,243,59,67,374,370,369
3026,LOCAL3,Z4_MATCHED_Z6,Z6,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,234,69,66,374,370,369
3026,LOCAL3,Z4_MATCHED_Z6,Z6,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,51,83,374,370,369
3026,LOCAL3,Z4_MATCHED_Z6,Z6,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,71,374,370,369
3026,LOCAL3,Z4_MATCHED_Z6,Z6,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,221,66,82,374,370,369
3026,LOCAL3,Z4_MATCHED_Z7,Z7,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,244,59,67,375,370,370
3026,LOCAL3,Z4_MATCHED_Z7,Z7,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,235,69,66,375,370,370
3026,LOCAL3,Z4_MATCHED_Z7,Z7,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,52,83,375,370,370
3026,LOCAL3,Z4_MATCHED_Z7,Z7,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,72,375,370,370
3026,LOCAL3,Z4_MATCHED_Z7,Z7,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,222,66,82,375,370,370
3026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,243,59,67,374,370,369
3026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,234,69,66,374,370,369
3026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,51,83,374,370,369
3026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,71,374,370,369
3026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,221,66,82,374,370,369
3026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,243,59,67,374,370,369
3026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,234,69,66,374,370,369
3026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,51,83,374,370,369
3026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,71,374,370,369
3026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,221,66,82,374,370,369
3026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,0,244,59,67,375,370,370
3026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,1,235,69,66,375,370,370
3026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,2,235,52,83,375,370,370
3026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,3,237,61,72,375,370,370
3026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,difference,natural_target,256,4,222,66,82,375,370,370
2026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
2026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
2026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
2026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
2026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
2026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
2026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
2026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
2026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
2026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
2026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,0,244,59,67,375,370,370
2026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,1,235,69,66,375,370,370
2026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,2,235,52,83,375,370,370
2026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,3,237,61,72,375,370,370
2026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,4,222,66,82,375,370,370
2026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
2026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
2026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
2026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
2026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
2026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,243,59,67,374,370,369
2026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,234,69,66,374,370,369
2026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,51,83,374,370,369
2026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,71,374,370,369
2026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,221,66,82,374,370,369
2026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,243,59,67,374,370,369
2026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,234,69,66,374,370,369
2026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,51,83,374,370,369
2026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,71,374,370,369
2026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,221,66,82,374,370,369
2026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
2026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
2026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
2026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
2026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
2026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
2026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
2026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
2026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
2026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
2026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
2026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
2026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
2026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
2026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
2026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,0,244,59,67,375,370,370
2026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,1,235,69,66,375,370,370
2026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,2,235,52,83,375,370,370
2026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,3,237,61,72,375,370,370
2026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,4,222,66,82,375,370,370
2026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
2026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
2026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
2026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
2026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
2026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,243,59,67,374,370,369
2026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,234,69,66,374,370,369
2026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,51,83,374,370,369
2026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,71,374,370,369
2026,LOCAL3,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,221,66,82,374,370,369
2026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,243,59,67,374,370,369
2026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,234,69,66,374,370,369
2026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,51,83,374,370,369
2026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,71,374,370,369
2026,LOCAL3,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,221,66,82,374,370,369
2026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
2026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
2026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
2026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
2026,LOCAL3,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
3026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
3026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
3026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
3026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
3026,LOCAL0,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
3026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
3026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
3026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
3026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
3026,LOCAL0,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
3026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,0,244,59,67,375,370,370
3026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,1,235,69,66,375,370,370
3026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,2,235,52,83,375,370,370
3026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,3,237,61,72,375,370,370
3026,LOCAL0,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,4,222,66,82,375,370,370
3026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
3026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
3026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
3026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
3026,LOCAL0,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,243,59,67,374,370,369
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,234,69,66,374,370,369
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,51,83,374,370,369
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,71,374,370,369
3026,LOCAL0,Z5,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,221,66,82,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,243,59,67,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,234,69,66,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,51,83,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,71,374,370,369
3026,LOCAL0,Z6,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,221,66,82,374,370,369
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
3026,LOCAL0,Z7,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
3026,LOCAL3,Z1,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,0,244,59,67,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,1,235,69,66,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,2,235,52,83,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,3,237,61,72,375,370,370
3026,LOCAL3,Z2,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,576,4,222,66,82,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,0,244,59,67,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,1,235,69,66,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,2,235,52,83,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,3,237,61,72,375,370,370
3026,LOCAL3,Z3,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,384,4,222,66,82,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,0,244,59,67,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,1,235,69,66,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,2,235,52,83,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,3,237,61,72,375,370,370
3026,LOCAL3,Z4,,dynamic,adjacent_percent_change_new_extension,raw,LD,,T1->T2,prefix,natural_target,768,4,222,66,82,375,370,370
