residualizer_id,fold,task_type,target_kind,target,timing,interval,predictors,model,alpha,fit_scope,target_space,n_train,intercept,coefficient_json,residual_train_mean,residual_train_population_scale
49161e914e2fe7b7ba181f5b973c7d8d43e88d2fea042defad86b0b756c168a6,0,dynamic,residual_ftv,BPE,,T1->T2,delta_FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,247,-1.4781206867621428e-17,[0.2095733354778773],8.98966011842232e-19,0.9776110584313464
628177d030929cdb8c7dca64363c775f392805d407c709545edee801e0931d5f,0,dynamic,residual_ftv_ld,SPH,,T1->T2,delta_FTV+delta_LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,244,-5.1461483629285916e-18,"[-0.32882228976681516,-0.14251474005984682]",-1.2740264217009993e-17,0.9200908359263069
d02ff48b0a551120b572d304f5d4660dd11f28b381a2fb4f9655c84be1ce92b6,0,dynamic,residual_ftv_ld,BPE,,T1->T2,delta_FTV+delta_LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,244,-3.7867170275748786e-17,"[0.20036484262122556,-0.003649229141271451]",2.0475424634480347e-17,0.9797372375728903
ec3bfefd6bd96b58a00ee000b228a2b970c4a63a47f9134fd7a7ac0373b9703d,0,dynamic,residual_ftv,LD,,T2->T3,delta_FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,207,-1.257884752872071e-16,[0.17089421254934298],-8.581434006764495e-18,0.9851461799288554
b1d1e35fe2aec0caa3b7e81d312d5c3e5f991f3b58f2e1f222fd815db53c8702,0,dynamic,residual_ftv,SPH,,T2->T3,delta_FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,247,-1.029258013971342e-17,[-0.3562769149905043],1.5282422201317944e-17,0.9338302631257046
c161a4c67adb26bc09a15dba14415b60309408a42219140f74af061a7a2084ca,0,dynamic,residual_ftv,BPE,,T2->T3,delta_FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,247,1.0515022714760256e-17,[0.17930013592263805],0.0,0.9836621112981496
9e95dc9621a470d0195eb7c33314b57667d2cd749e536e4edb71796998dc51a5,0,dynamic,residual_ftv_ld,SPH,,T2->T3,delta_FTV+delta_LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,207,-3.320580457179385e-17,"[-0.43247006647077746,-0.044419860352130774]",8.581434006764495e-18,0.8958642941079771
a25a2b7f6605ec2fba35612923d27849bc13c16902778c7a3e540fddb785f45f,0,dynamic,residual_ftv_ld,BPE,,T2->T3,delta_FTV+delta_LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,207,-2.9851882749975526e-17,"[0.20195495908813693,-0.04322564291669722]",1.9308226515220113e-17,0.9797610531498965
f69515dc356cf0b1d6251d9c150979f06322761a1e9e6d1fe76a53b8dfdd1a64,1,static,residual_ftv,LD,T0,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,1.9356361814836105e-16,[0.6399527417633964],2.972982157992051e-17,0.7661810356730792
eef73d8ce9f8778b110f7a411da2748473bad6138e9e290f8a278868847c19c3,1,static,residual_ftv,SPH,T0,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,1.0412257668221618e-16,[-0.5587371269798935],-1.1148683092470191e-17,0.8277683117502677
831b8655e07ca96e1b23e6d012c0b12d3d155e492afb1185dcaedacdda4135d4,1,static,residual_ftv,BPE,T0,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,3.325452321600549e-16,[0.14465138771498798],0.0,0.9893941982836015
ed05fafa0a82479cffb88793930b12a83308d961fff24378e70a5b5299ec6151,1,static,residual_ftv_ld,SPH,T0,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,9.046535837384101e-17,"[-0.5127358290724758,-0.07188233584351945]",1.4864910789960254e-17,0.8260274044211497
d1ce361ecf8d3972cc2bfe7951a64eecc64ed5b37e70f959b71b516f09435cbe,1,static,residual_ftv_ld,BPE,T0,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,3.9776225021703054e-16,"[0.29994818887311936,-0.24266917074252958]",-7.432455394980127e-18,0.9713129659731218
ff18e8b3a62c52789916e4461119b2ebd38c1a2771b9e10e6174ccd3eddc2754,1,static,residual_ftv,LD,T1,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,-8.672828622417156e-16,[0.5943032047980776],4.2736618521135734e-17,0.8024014476556784
3744074b4beee2ac0bf20a64191c03e7a8b91cb908e6ce58651b858ae0987f17,1,static,residual_ftv,SPH,T1,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,-2.3741052078478274e-16,[-0.5287961267060183],-3.7162276974900636e-17,0.8473692792084463
04713c613102d243529c77b82624105d99dfaf31fefbccf553c48e4f366fb047,1,static,residual_ftv,BPE,T1,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,-1.3782923597520438e-15,[0.22119955694191396],1.4864910789960254e-17,0.9750186184213038
6b2e9792f9f425538c54239c5814dfb9de85a772fe48480eaadcdba83d0e0955,1,static,residual_ftv_ld,SPH,T1,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,-3.1777432834771973e-16,"[-0.4981639287022729,-0.05154304697743141]",7.432455394980127e-18,0.8464216793166048
5bb1bdb9f5c99c2d0b259ab9befefe541f1ef05cbef602dc632b20833e10da14,1,static,residual_ftv_ld,BPE,T1,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,-1.5013295089307414e-15,"[0.3192809223833468,-0.16503590195977036]",-1.9510195411822833e-17,0.965730260165499
4f255a9f1ab01a847321c4561fee21f979cc6d7e35ba75bef4ae64e1a109436f,1,static,residual_ftv,LD,T2,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,1.7775660335208428e-16,[0.5654477933568121],-3.9949447748018185e-17,0.823160505632915
14b4107e16623ca466c5548e4891ff9b0085476cf2c62612deb75ad426cf9cc8,1,static,residual_ftv,SPH,T2,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,239,3.993061068713903e-17,[-0.5805381737920099],2.972982157992051e-17,0.8124993165974015
