oracle_representation,matched_reference,seed,arm,task_type,target_definition,target_kind,target,timing,interval,input_variant,metric_space,n_oracle,spearman_oracle,pearson_oracle,natural_r2_oracle,transformed_r2_oracle,residual_spearman_oracle,residual_transformed_r2_oracle,reconstructed_natural_r2_oracle,rmse_oracle,mae_oracle,reconstructed_natural_rmse_oracle,reconstructed_natural_mae_oracle,prediction_target_variance_ratio_oracle,calibration_slope_oracle,n_full_local_matched,spearman_full_local_matched,pearson_full_local_matched,natural_r2_full_local_matched,transformed_r2_full_local_matched,residual_spearman_full_local_matched,residual_transformed_r2_full_local_matched,reconstructed_natural_r2_full_local_matched,rmse_full_local_matched,mae_full_local_matched,reconstructed_natural_rmse_full_local_matched,reconstructed_natural_mae_full_local_matched,prediction_target_variance_ratio_full_local_matched,calibration_slope_full_local_matched,delta_spearman,delta_pearson,delta_natural_r2,delta_transformed_r2,delta_residual_spearman,delta_residual_transformed_r2,delta_reconstructed_natural_r2,delta_rmse,delta_mae,delta_reconstructed_natural_rmse,delta_reconstructed_natural_mae,delta_prediction_target_variance_ratio,delta_calibration_slope
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,LD,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.05867834328226012,0.09271855319663652,,-0.004466605162373234,0.05867834328226012,-0.004466605162373234,9.631810065835467e-05,,,72.61794995007267,40.870832308473844,0.040755189082890705,0.5055170723746686,311,0.10012801349638024,0.1272659533028878,,-0.0008661942405493547,0.10012801349638024,-0.0008661942405493547,0.0032715717404633304,,,72.50255695735028,40.58950458790792,0.04408622029104868,0.826465323552965,-0.041449670214120125,-0.03454740010625129,,-0.0036004109218238795,-0.041449670214120125,-0.0036004109218238795,-0.0031752536398049758,,,0.11539299272239134,0.28132772056592614,-0.003331031208157975,-0.3209482511782964
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.04517283847287363,0.03527874241854572,,-0.127753259075305,0.04517283847287363,-0.127753259075305,-0.05683277624215455,,,37.84581866640632,26.973796753646223,0.08584623718043126,0.2730110595842511,375,0.04933289364374446,0.007296292253243934,,-0.10650126892935717,0.04933289364374446,-0.10650126892935717,-0.040719319019949296,,,37.55619414733005,26.567635354208324,0.06395183813335908,-0.029164263398976344,-0.004160055170870834,0.027982450165301785,,-0.02125199014594782,-0.004160055170870834,-0.02125199014594782,-0.016113457222205252,,,0.28962451907627695,0.40616139943789875,0.021894399047072174,0.3021753229832274
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.06557085569670543,0.04304734115323416,,-0.07560440688870441,0.06557085569670543,-0.07560440688870441,-0.021308380587630404,,,37.20430662708533,26.200440387602043,0.05251214890510424,0.19227415584913266,375,0.04931810036706025,0.014440386536010399,,-0.11897812798073513,0.04931810036706025,-0.11897812798073513,-0.045926441098446125,,,37.650031015243556,26.642664316403767,0.06528503318300731,0.07852533503775984,0.01625275532964518,0.02860695461722376,,0.04337372109203072,0.01625275532964518,0.04337372109203072,0.02461806051081572,,,-0.4457243881582258,-0.4422239288017238,-0.012772884277903067,0.11374882081137282
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.09321220460312768,0.09405654086321706,,-0.07837932834564161,0.09321220460312768,-0.07837932834564161,-0.011099693655682197,,,37.01789818842218,26.09966691871171,0.03941319139837213,0.6756811238780939,375,0.02812240041371992,0.0020256880453267314,,-0.13925631826533377,0.02812240041371992,-0.13925631826533377,-0.055788226189859236,,,37.82711105925811,26.81685704428858,0.08598982159134236,-0.07258742135310614,0.06508980418940775,0.09203085281789034,,0.06087698991969216,0.06508980418940775,0.06087698991969216,0.04468853253417704,,,-0.8092128708359283,-0.7171901255768702,-0.04657663019297023,0.7482685452312
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.07539386656228136,0.09443302255425491,,-0.07647282020808664,0.07539386656228136,-0.07647282020808664,-0.015554633450211908,,,37.0993596186512,26.272395002936953,0.05052679735066306,0.5238707048185748,375,0.019507443911995933,-0.0018549215454259404,,-0.09380153748724342,0.019507443911995933,-0.09380153748724342,-0.03227535138916049,,,37.40352610481779,26.32657047560082,0.0339418609471806,-0.07756563189923081,0.05588642265028543,0.09628794409968085,,0.017328717279156775,0.05588642265028543,0.017328717279156775,0.01672071793894858,,,-0.3041664861665936,-0.05417547266386791,0.016584936403482457,0.6014363367178056
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,374,0.03624788042189116,0.07539056053975375,,-0.03456100486444508,0.03624788042189116,-0.03456100486444508,0.11907634867649697,,,55.027413504544334,37.81012806863881,0.02484861859760684,0.4653158554057822,374,-0.010222295340705748,0.03652594011213092,,-0.08546342709638353,-0.010222295340705748,-0.08546342709638353,0.09041011228628959,,,55.915572576816736,38.8658045442022,0.06618353090201938,0.081393314246595,0.046470175762596905,0.03886462042762283,,0.05090242223193846,0.046470175762596905,0.05090242223193846,0.028666236390207378,,,-0.8881590722724013,-1.0556764755633878,-0.04133491230441254,0.38392254115918717
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,374,0.013824056290698192,0.06372566248655903,,-0.04683123339547969,0.013824056290698192,-0.04683123339547969,0.11327706108496227,,,55.20824433533918,38.35026733888526,0.0476891221943438,0.24994948030032232,374,-0.009864561735817397,0.03843795042891633,,-0.07865888440317545,-0.009864561735817397,-0.07865888440317545,0.09403939511160164,,,55.803908923789315,38.789690958843295,0.05782033415385395,0.11195795118771079,0.02368861802651559,0.0252877120576427,,0.03182765100769576,0.02368861802651559,0.03182765100769576,0.01923766597336063,,,-0.5956645884501341,-0.4394236199580348,-0.010131211959510153,0.13799152911261153
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,374,0.0701705296720663,0.08664987091627734,,-0.031092230537178415,0.0701705296720663,-0.031092230537178415,0.13037281506174403,,,54.67345489675156,37.75816212770426,0.021250724014606433,0.7142070905304537,374,0.029873782576338947,0.09285876929396529,,-0.02866412386567407,0.029873782576338947,-0.02866412386567407,0.1322572992478741,,,54.61418401565056,37.989146464283806,0.01923229883729401,0.6917332249900163,0.04029674709572735,-0.006208898377687955,,-0.0024281066715043445,0.04029674709572735,-0.0024281066715043445,-0.0018844841861300754,,,0.05927088110099987,-0.23098433657954587,0.0020184251773124225,0.0224738655404374
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,374,0.05235966558808236,0.059215366104263784,,-0.036480894860388254,0.05235966558808236,-0.036480894860388254,0.12590373318765602,,,54.813760440199424,37.83363404706781,0.021897518561910724,0.43172636608348336,374,0.02706080845760302,0.0694682182722216,,-0.03422175315721675,0.02706080845760302,-0.03422175315721675,0.12947021232619038,,,54.701820852032206,38.0747197047327,0.018381805131726936,0.5379814454837775,0.02529885713047934,-0.010252852167957821,,-0.0022591417031715064,0.02529885713047934,-0.0022591417031715064,-0.003566479138534362,,,0.11193958816721761,-0.24108565766488965,0.003515713430183788,-0.1062550794002941
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T2->T3,difference,goal6_transformed_standardized_residual,373,0.04250122039653672,0.04459644254236998,,-0.049762297288146656,0.04250122039653672,-0.049762297288146656,0.09585337158523621,,,61.38171358330611,38.077037439393216,0.029846193271018225,0.4039528549635684,373,0.0830458563594765,0.08057481365333975,,-0.0423633763501973,0.0830458563594765,-0.0423633763501973,0.1038497607784663,,,61.10967687657848,37.82944767108299,0.037927691731665894,0.6026014139170655,-0.040544635962939786,-0.03597837111096977,,-0.007398920937949353,-0.040544635962939786,-0.007398920937949353,-0.007996389193230091,,,0.2720367067276257,0.2475897683102275,-0.008081498460647669,-0.19864855895349703
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T2->T3,difference,goal6_transformed_standardized_residual,373,0.022681118039032454,0.024601732596555046,,-0.06723753231047247,0.022681118039032454,-0.06723753231047247,0.07563822705342493,,,62.06411447112569,38.43447965135877,0.03648809216837864,0.2993232930368052,373,0.08589353251307827,0.07728463664772195,,-0.04356522034999681,0.08589353251307827,-0.04356522034999681,0.10170822290603077,,,61.182650464295314,37.76466435756738,0.03746880725437819,0.5730189507070691,-0.06321241447404581,-0.05268290405116691,,-0.02367231196047566,-0.06321241447404581,-0.02367231196047566,-0.026069995852605832,,,0.8814640068303774,0.6698152937913875,-0.0009807150859995548,-0.2736956576702639
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T2->T3,difference,goal6_transformed_standardized_residual,373,0.0028414631421716015,0.04233595323688987,,-0.05730738435762282,0.0028414631421716015,-0.05730738435762282,0.08483216989961473,,,61.75469022456245,38.08728188468594,0.043994588473620186,0.1676651625663969,373,0.03656709089443563,0.07622719752784816,,-0.04596916756898297,0.03656709089443563,-0.04596916756898297,0.09646567962581432,,,61.36092553797602,38.14079607341664,0.04258560471166499,0.4026811138235142,-0.03372562775226403,-0.03389124429095829,,-0.011338216788639853,-0.03372562775226403,-0.011338216788639853,-0.011633509726199587,,,0.3937646865864295,-0.05351418873069491,0.001408983761955196,-0.23501595125711727
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv,SPH,,T2->T3,difference,goal6_transformed_standardized_residual,373,-0.01462471961654148,0.041020931558680196,,-0.07858414118445058,-0.01462471961654148,-0.07858414118445058,0.07733348722907651,,,62.00717620874103,38.69740827863032,0.05997347210016543,0.19998731363257757,373,-0.0015671577122900928,0.04252639377022817,,-0.09430975343732965,-0.0015671577122900928,-0.09430975343732965,0.0695922221971732,,,62.266756099516904,38.89287619299663,0.06266443826975684,0.3492583109095317,-0.013057561904251388,-0.0015054622115479727,,0.01572561225287908,-0.013057561904251388,0.01572561225287908,0.0077412650319033105,,,-0.25957989077587484,-0.1954679143663114,-0.0026909661695914133,-0.14927099727695411
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.06907954658669144,0.04149370206642397,,-0.02367623008761913,0.06907954658669144,-0.02367623008761913,0.09437968571636324,,,34.321783165427696,24.4237026674451,0.0348588028193053,0.12132439976834572,375,0.1078839614312411,0.1099974138437609,,-0.0034416783528591136,0.1078839614312411,-0.0034416783528591136,0.10611356727995902,,,34.09870912350024,24.161726567177634,0.024438801157643165,0.7722392374183532,-0.03880441484454966,-0.06850371177733693,,-0.020234551734760017,-0.03880441484454966,-0.020234551734760017,-0.011733881563595783,,,0.22307404192745395,0.2619761002674643,0.010420001661662133,-0.6509148376500075
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.04592487808961068,0.020478442746540846,,-0.03572620746948781,0.04592487808961068,-0.03572620746948781,0.08491296813324323,,,34.500704687524824,24.55856383026923,0.03520111917166994,0.03591226953280963,375,0.10760424921789372,0.11585579247219943,,-0.005707491855676135,0.10760424921789372,-0.005707491855676135,0.10459680322507281,,,34.127626541456955,24.191281047024113,0.03557862616480367,0.6982555595240416,-0.061679371128283034,-0.09537734972565859,,-0.030018715613811676,-0.061679371128283034,-0.030018715613811676,-0.019683835091829582,,,0.3730781460678685,0.3672827832451162,-0.00037750699313373465,-0.6623432899912319
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T0->T1,difference,goal6_transformed_standardized_residual,375,-0.029870297869731773,-0.02013662327736038,,-0.0696444239774972,-0.029870297869731773,-0.0696444239774972,0.07135242798867747,,,34.755395037148126,24.65506380903947,0.04855996842906783,-0.1508096330386615,375,0.06905406098696136,0.05624322063491621,,-0.06510746877501582,0.06905406098696136,-0.06510746877501582,0.07394416561222839,,,34.7068622009102,24.81839779318048,0.07897749490202563,0.26416368833803167,-0.09892435885669314,-0.07637984391227659,,-0.004536955202481388,-0.09892435885669314,-0.004536955202481388,-0.002591737623550916,,,0.048532836237924926,-0.16333398414101197,-0.030417526472957798,-0.4149733213766932
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T0->T1,difference,goal6_transformed_standardized_residual,375,-0.037854469896456286,-0.02339876013650333,,-0.05396647650546517,-0.037854469896456286,-0.05396647650546517,0.0813540414520092,,,34.56772909199634,24.619861680256395,0.02731864562779062,-0.13038370826649215,375,0.04875694507133211,0.05874262784906389,,-0.07547001464521505,0.04875694507133211,-0.07547001464521505,0.06702303715761737,,,34.83631632896635,24.939921779194254,0.07606920119886293,0.4125327798073089,-0.0866114149677884,-0.08214138798556722,,0.02150353813974988,-0.0866114149677884,0.02150353813974988,0.014331004294391825,,,-0.2685872369700064,-0.3200600989378586,-0.04875055557107231,-0.5429164880738011
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.20063837190495176,0.18160803345916038,,-0.002522909726123604,0.20063837190495176,-0.002522909726123604,0.04464926964975502,,,35.596967800721615,25.106718336463054,0.03565900247349483,0.997164077920357,369,0.19257296528172554,0.18408488800929548,,-0.007572397765846234,0.19257296528172554,-0.007572397765846234,0.0390385765001362,,,35.70134375134934,25.240086474296866,0.060573171099914704,0.8160980830969109,0.008065406623226218,-0.0024768545501351047,,0.00504948803972263,0.008065406623226218,0.00504948803972263,0.005610693149618817,,,-0.10437595062772687,-0.13336813783381274,-0.024914168626419875,0.1810659948234461
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.1835417637785489,0.17654921606145235,,-0.024608049399630474,0.1835417637785489,-0.024608049399630474,0.02772637188030247,,,35.910862730090685,25.500704439480103,0.05968082585428949,0.9007847295498891,369,0.19723582730943023,0.19068827127823687,,-0.004006128228548146,0.19723582730943023,-0.004006128228548146,0.040881383360579115,,,35.66709562698929,25.17206167103856,0.06427215587801514,0.8035126854123256,-0.013694063530881345,-0.014139055216784518,,-0.020601921171082328,-0.013694063530881345,-0.020601921171082328,-0.013155011480276646,,,0.2437671031013977,0.3286427684415436,-0.004591330023725651,0.09727204413756352
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.15609136241593718,0.16004377495880553,,-0.025300112748717147,0.15609136241593718,-0.025300112748717147,0.026782987239224454,,,35.92828043101564,25.373008939152676,0.05686735108659993,0.9256729025715662,369,0.13642650472717177,0.15585511680406935,,-0.06640149104471281,0.13642650472717177,-0.06640149104471281,-0.012502705672360115,,,36.64626197856099,25.993626539369792,0.11825899282534552,0.609542700345854,0.019664857688765414,0.00418865815473618,,0.041101378295995666,0.019664857688765414,0.041101378295995666,0.03928569291158457,,,-0.7179815475453566,-0.6206176002171162,-0.06139164173874559,0.3161302022257122
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.14462594444442892,0.15325351267275505,,-0.030626000689066204,0.14462594444442892,-0.030626000689066204,0.02259800350038621,,,36.00544614635953,25.46006721356619,0.057176899261518414,0.9383039925302276,369,0.14051691798964625,0.16582444584301673,,-0.018630160481894194,0.14051691798964625,-0.018630160481894194,0.02849749956971459,,,35.89661912998297,25.524897876846946,0.07219265562601974,0.6814071397461378,0.004109026454782672,-0.012570933170261672,,-0.01199584020717201,0.004109026454782672,-0.01199584020717201,-0.0058994960693283804,,,0.10882701637655856,-0.06483066328075537,-0.01501575636450133,0.2568968527840898
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.06944460232257887,0.058781607877452124,,-0.051195499733260305,0.06944460232257887,-0.051195499733260305,-0.019204456451513252,,,44.933325145851306,29.012452566603205,0.053703865596351805,0.47486453292691805,311,0.09186815281236863,0.05256273735764851,,-0.05797925096687699,0.09186815281236863,-0.05797925096687699,-0.01613332036549986,,,44.865575997306216,29.1837851360799,0.0567344637516121,0.2875725605598298,-0.02242355048978975,0.006218870519803611,,0.006783751233616686,-0.02242355048978975,0.006783751233616686,-0.003071136086013393,,,0.06774914854509007,-0.1713325694766965,-0.003030598155260293,0.18729197236708822
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.13813278720957284,0.1242009251166647,,-0.0750044293299879,0.13813278720957284,-0.0750044293299879,-0.026117688585818755,,,45.08545827685994,29.469763728460574,0.14552031175368577,0.5837153007515258,311,0.06503230704263818,0.050507563015196134,,-0.06419764334614787,0.06503230704263818,-0.06419764334614787,-0.01628913010130817,,,44.869015617605065,29.361901868387204,0.06049329108816863,0.2985842888790943,0.07310048016693466,0.07369336210146857,,-0.010806785983840023,0.07310048016693466,-0.010806785983840023,-0.009828558484510586,,,0.2164426592548736,0.10786186007337051,0.08502702066551714,0.2851310118724315
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.10781229149086549,0.08556535819202904,,-0.025689582555383467,0.10781229149086549,-0.025689582555383467,-0.008700293985501428,,,44.70117871332517,28.86333686943452,0.04817477485683459,0.477587484151821,311,0.14614762340609083,0.13505924133082964,,-0.0411038887468771,0.14614762340609083,-0.0411038887468771,-0.002055781602409157,,,44.55370761435677,28.92894428649469,0.09789434001692383,0.5969971152877681,-0.03833533191522534,-0.0494938831388006,,0.015414306191493633,-0.03833533191522534,0.015414306191493633,-0.0066445123830922714,,,0.14747109896840271,-0.06560741706017126,-0.04971956516008924,-0.1194096311359471
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,BPE,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.11379056704546033,0.0759975651314708,,-0.02709349307991345,0.11379056704546033,-0.02709349307991345,-0.011060212908366784,,,44.75343879959182,28.81573208231544,0.04420004709429538,0.45009529220429706,311,0.1521958415624076,0.1400868866333467,,-0.030014358356175327,0.1521958415624076,-0.030014358356175327,0.007084379703829247,,,44.35004581983286,28.99396175005227,0.099270754738546,0.48297713233983175,-0.038405274516947266,-0.0640893215018759,,0.002920865276261876,-0.038405274516947266,0.002920865276261876,-0.01814459261219603,,,0.40339297975896216,-0.1782296677368329,-0.05507070764425062,-0.03288184013553469
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.05060353378413575,0.040796725010392415,,-0.12119228452874946,0.05060353378413575,-0.12119228452874946,-0.08132218247630818,,,38.28179765379749,27.555921702517317,0.08363396213198993,0.29272775221684794,375,0.05749661490180382,0.01181352989349163,,-0.10413458132129265,0.05749661490180382,-0.10413458132129265,-0.06790290066395666,,,38.043516217657384,27.209693758584244,0.06291658148137595,0.0019737073755671493,-0.006893081117668072,0.028983195116900784,,-0.01705770320745681,-0.006893081117668072,-0.01705770320745681,-0.013419281812351525,,,0.238281436140106,0.3462279439330729,0.020717380650613973,0.2907540448412808
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.05714000553074146,0.03414786143750992,,-0.07397467989505732,0.05714000553074146,-0.07397467989505732,-0.04768321136726583,,,37.68163682521447,26.844363673972857,0.02730979376000453,0.24521155852173335,375,0.05137040086204441,0.014460368221192017,,-0.11819331176412845,0.05137040086204441,-0.11819331176412845,-0.07397834470591658,,,38.15158009282332,27.2754395604187,0.06360832246416669,0.08564713157192372,0.005769604668697047,0.0196874932163179,,0.04421863186907113,0.005769604668697047,0.04421863186907113,0.026295133338650745,,,-0.46994326760885485,-0.4310758864458428,-0.036298528704162156,0.15956442694980963
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.10234290603102651,0.09771103513192976,,-0.07478457131076932,0.10234290603102651,-0.07478457131076932,-0.0371372398775871,,,37.49150561082617,26.75628589706719,0.03892009607126779,0.7048612744046707,375,0.034215170108682164,0.010840304730949636,,-0.13009255230417544,0.034215170108682164,-0.13009255230417544,-0.08019230946263756,,,38.261792110768575,27.383007960086058,0.08233280569191513,-0.02956471597963041,0.06812773592234435,0.08687073040098012,,0.055307980993406114,0.06812773592234435,0.055307980993406114,0.043055069585050454,,,-0.7702864999424079,-0.6267220630188675,-0.04341270962064734,0.7344259903843011
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T0->T1,difference,goal6_transformed_standardized_residual,375,0.09053434562730073,0.09771335508940458,,-0.0726714145573535,0.09053434562730073,-0.0726714145573535,-0.04125420511442579,,,37.56584406214026,26.89957866610866,0.04939630456324756,0.5510659777107212,375,0.027816712768398484,0.006180003753186108,,-0.08862364862268454,0.027816712768398484,-0.08862364862268454,-0.05792616931877115,,,37.865391137852384,26.923382834427034,0.033057338644970825,-0.03629541206574938,0.06271763285890225,0.09153335133621847,,0.015952234065331042,0.06271763285890225,0.015952234065331042,0.016671964204345358,,,-0.2995470757121268,-0.023804168318374508,0.016338965918276736,0.5873613897764706
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.06358192697930756,0.09612168385347698,,-0.04550804622635335,0.06358192697930756,-0.04550804622635335,0.10658484564762816,,,55.66983351186416,38.122461391897616,0.04349345460552759,0.5569895161369118,369,-0.008017895836966547,0.03838948600322326,,-0.0878635575292687,-0.008017895836966547,-0.0878635575292687,0.08363988159202596,,,56.38016660888486,39.10947833622283,0.06476534549335575,0.10416961923740185,0.07159982281627411,0.05773219785025372,,0.042355511302915344,0.07159982281627411,0.042355511302915344,0.0229449640556022,,,-0.7103330970207011,-0.9870169443252124,-0.02127189088782816,0.45281989689950997
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.036023138869531394,0.06318978110856747,,-0.042602995661669724,0.036023138869531394,-0.042602995661669724,0.11100666006132698,,,55.53189819058424,38.13841263141237,0.026366434742163256,0.3893054577001323,369,-0.009300108813167512,0.041999704182864535,,-0.08030490267574761,-0.009300108813167512,-0.08030490267574761,0.08759106540387673,,,56.25848461356774,38.99925033108567,0.05656777504595781,0.13345638506272628,0.04532324768269891,0.02119007692570294,,0.037701907014077884,0.04532324768269891,0.037701907014077884,0.023415594657450245,,,-0.7265864229834946,-0.8608376996732972,-0.030201340303794552,0.255849072637406
Z5,Z4_MATCHED_Z5,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.07185265054885262,0.09904345814805977,,-0.0328071183378282,0.07185265054885262,-0.0328071183378282,0.12492868758707021,,,55.09535533228483,37.86917994412689,0.021751623692523803,0.808339841032969,369,0.03610278414973943,0.099047507331029,,-0.03165237938866112,0.03610278414973943,-0.03165237938866112,0.12581128454945456,,,55.06756373401625,38.098792572524985,0.019555933954570105,0.7281420617606345,0.03574986639911319,-4.04918296922907e-06,,-0.0011547389491670806,0.03574986639911319,-0.0011547389491670806,-0.0008825969623843521,,,0.02779159826858546,-0.22961262839809393,0.002195689737953699,0.08019777927233451
Z5,Z4_MATCHED_Z5,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T1->T2,difference,goal6_transformed_standardized_residual,369,0.057005088008926,0.06892402721050489,,-0.039277133971007565,0.057005088008926,-0.039277133971007565,0.11945129789577613,,,55.26751728270864,37.98628468978357,0.02248152343605701,0.512686278662856,369,0.023517269969492834,0.07565648025892227,,-0.03763268830900122,0.023517269969492834,-0.03763268830900122,0.12268696921855038,,,55.16588059690517,38.228512044050284,0.018985240079070025,0.5753215879514386,0.03348781803943317,-0.006732453048417381,,-0.001644445662006347,0.03348781803943317,-0.001644445662006347,-0.0032356713227742473,,,0.10163668580347007,-0.24222735426671704,0.0034962833569869844,-0.06263530928858263
Z5,Z4_MATCHED_Z5,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.04018872540094411,0.03679616125090779,,-0.07833713345057329,0.04018872540094411,-0.07833713345057329,0.08411253295079413,,,64.78222409716231,39.54063797772971,0.04764766654678903,0.39578358180134593,311,0.06328139627740055,0.02941472681322401,,-0.0735071156075481,0.06328139627740055,-0.0735071156075481,0.09487365549908633,,,64.40052366534323,39.45530699274212,0.05547260114064039,0.07217467183075053,-0.023092670876456438,0.007381434437683777,,-0.004830017843025183,-0.023092670876456438,-0.004830017843025183,-0.010761122548292201,,,0.381700431819084,0.08533098498758562,-0.007824934593851363,0.3236089099705954
Z5,Z4_MATCHED_Z5,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,residual_ftv_ld,SPH,,T2->T3,difference,goal6_transformed_standardized_residual,311,0.04679636513500484,0.0369148116237706,,-0.08065906057619499,0.04679636513500484,-0.08065906057619499,0.07567334491869304,,,65.07999854204805,39.52328839725555,0.04633007148151286,0.41108190362050523,311,0.06265301789991136,0.0283403325444964,,-0.07813625451115713,0.06265301789991136,-0.07813625451115713,0.09075021357610025,,,64.54705020674503,39.3944259804766,0.05584318498919187,0.06627997488245535,-0.01585665276490652,0.008574479079274205,,-0.0025228060650378525,-0.01585665276490652,-0.0025228060650378525,-0.015076868657407205,,,0.5329483353030184,0.12886241677895072,-0.009513113507679014,0.3448019287380499
