comparison,candidate,reference,seed,arm,task_type,target_definition,target_kind,target,timing,interval,input_variant,metric_space,n_candidate,spearman_candidate,pearson_candidate,natural_r2_candidate,transformed_r2_candidate,residual_spearman_candidate,residual_transformed_r2_candidate,reconstructed_natural_r2_candidate,rmse_candidate,mae_candidate,reconstructed_natural_rmse_candidate,reconstructed_natural_mae_candidate,prediction_target_variance_ratio_candidate,calibration_slope_candidate,n_reference,spearman_reference,pearson_reference,natural_r2_reference,transformed_r2_reference,residual_spearman_reference,residual_transformed_r2_reference,reconstructed_natural_r2_reference,rmse_reference,mae_reference,reconstructed_natural_rmse_reference,reconstructed_natural_mae_reference,prediction_target_variance_ratio_reference,calibration_slope_reference,delta_spearman,delta_pearson,delta_natural_r2,delta_transformed_r2,delta_residual_spearman,delta_residual_transformed_r2,delta_reconstructed_natural_r2,delta_rmse,delta_mae,delta_reconstructed_natural_rmse,delta_reconstructed_natural_mae,delta_prediction_target_variance_ratio,delta_calibration_slope
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T1->T2,difference,natural_target,375,0.1169689384457845,0.11454980137466024,-0.010671233419205173,-0.026586631445668956,,,,36.51015642568817,26.259744533441392,,,0.07059047412190553,0.43114295207306574,375,0.10892797815451133,0.11560903593327398,2.5853765893146807e-05,-0.0145483592355801,,,,36.316428122116825,25.88813106670635,,,0.051220557166931746,0.5108220439036157,0.008040960291273172,-0.0010592345586137447,-0.01069708718509832,-0.012038272210088855,,,,0.19372830357134774,0.3716134667350417,,,0.01936991695497378,-0.07967909183055
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T1->T2,difference,natural_target,375,0.15021162817157813,0.13355208620636846,-0.0029954476694442622,-0.009570738361806988,,,,36.37124960084145,26.082421792771218,,,0.07484359720299527,0.4881725441020014,375,0.1485509159176243,0.1403269670754014,-0.0005824352915784203,-0.015468558571191926,,,,36.32747217132542,26.304653373995258,,,0.07762039785249869,0.5036782606161567,0.0016607122539538388,-0.00677488086903294,-0.002413012377865842,0.005897820209384938,,,,0.043777429516033806,-0.2222315812240403,,,-0.002776800649503419,-0.015505716514155332
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T1->T2,prefix,natural_target,375,0.20626464899305952,0.15780659126104948,0.006031524568647306,-0.007771197787920418,,,,36.207208811606925,25.949111790428315,,,0.08523086699253758,0.5405385667166063,375,0.17144999431107066,0.108952930983989,-0.013158929522362861,-0.03239163812676821,,,,36.55506239955268,26.00939420305853,,,0.069774689121283,0.4124677168945141,0.034814654681988855,0.04885366027706048,0.019190454091010167,0.02462044033884779,,,,-0.3478535879457567,-0.060282412630215276,,,0.015456177871254584,0.12807084982209216
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T1->T2,prefix,natural_target,375,0.1921142337012174,0.15560700667224095,0.004747589649350514,-0.012307103361355758,,,,36.23058616119986,26.09047780122677,,,0.08473585209466146,0.5345588795344959,375,0.17468403686426215,0.13873360282105568,-0.00567843352605113,-0.025772910221805438,,,,36.41986316996944,25.96528272248555,,,0.08509099364553692,0.47559783305863235,0.017430196836955264,0.01687340385118527,0.010426023175401644,0.01346580686044968,,,,-0.18927700876957942,0.1251950787412177,,,-0.0003551415508754596,0.05896104647586353
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T1->T2,prefix,natural_target,375,0.16296848333143704,0.13791369593576383,-0.0008588195260568199,-0.021535676760239104,,,,36.33248907297396,25.738257367686728,,,0.07290382187593444,0.510778077506552,375,0.1353956081465468,0.11413503476484967,-0.01424125299729373,-0.031758465738358575,,,,36.57458245722644,26.006864217168662,,,0.076176912043639,0.4135302590952765,0.02757287518489024,0.023778661170914164,0.01338243347123691,0.01022278897811947,,,,-0.2420933842524846,-0.2686068494819338,,,-0.003273090167704551,0.0972478184112755
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T1->T2,prefix,natural_target,375,0.17479258163613606,0.1611948201301629,0.01564405435134153,0.002663837772901374,,,,36.031706044791505,25.65651971480137,,,0.06535109976626685,0.6305574071531402,375,0.16827238593696667,0.141248620271875,0.003779009921640597,-0.010822891950021968,,,,36.248211678671716,25.911012950378435,,,0.0701375056761661,0.533346016641647,0.0065201956991693955,0.01994619985828791,0.011865044429700933,0.013486729722923342,,,,-0.21650563388021027,-0.2544932355770655,,,-0.004786405909899247,0.09721139051149319
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,difference,natural_target,375,0.13288459033145303,0.10811959257748845,0.004722267489150722,-0.015966655437046322,,,,45.77403761647537,29.359208709788916,,,0.0347200217290768,0.5802490075872243,375,0.04054832207778679,0.03406055146695295,-0.012429298739356165,-0.04419033590987897,,,,46.16676361914026,29.90525910755858,,,0.021851561906051573,0.23041483265391025,0.09233626825366624,0.07405904111053549,0.017151566228506887,0.028223680472832646,,,,-0.39272600266489377,-0.5460503977696654,,,0.01286845982302523,0.34983417493331403
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,difference,natural_target,375,0.1344564424032772,0.10700375095442037,0.004817096605901128,-0.016788425296263208,,,,45.771856911122924,29.48927664791622,,,0.03330800931548688,0.586306438190848,375,0.04221608955290793,0.04748854156989316,-0.008521225037038116,-0.036851455128668116,,,,46.07757340876485,29.83100716261618,,,0.021770922583511636,0.3218477040328615,0.09224035285036927,0.05951520938452721,0.013338321642939244,0.02006302983240491,,,,-0.30571649764192443,-0.34173051469996096,,,0.011537086731975243,0.26445873415798654
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,difference,natural_target,375,0.11739726783325818,0.0847543622602967,-0.02811429530003018,-0.07420310068665828,,,,46.52300697824307,30.213071702149886,,,0.07430994482517005,0.31091279212654593,375,0.06674813218122151,0.09543466849895646,-0.0002054352803140258,-0.04603723832423529,,,,45.88721323618637,29.966754475142835,,,0.03683351659124548,0.49726120408906,0.05064913565203667,-0.01068030623865976,-0.027908860019716153,-0.028165862362422987,,,,0.6357937420566984,0.24631722700705083,,,0.037476428233924566,-0.18634841196251406
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,difference,natural_target,375,0.12975237783161608,0.1119144741844975,-0.017011422719789504,-0.059222328233373984,,,,46.27111807742797,30.209145418377517,,,0.08041470391060328,0.3946558320262099,375,0.055504525830322914,0.0651538486812221,-0.02361847936818129,-0.08777104174559792,,,,46.42117587119676,30.449355003596445,,,0.053858372683384566,0.28074592502837215,0.07424785200129316,0.046760625503275394,0.006607056648391785,0.02854871351222394,,,,-0.15005779376878792,-0.24020958521892766,,,0.02655633122721871,0.11390990699783776
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,prefix,natural_target,375,0.12483054092079669,0.1394856996370057,0.008201313199950655,-0.02333594922416492,,,,45.69396480139229,29.946857093280094,,,0.05771973700954233,0.5805872754509376,375,0.056790110814726916,0.0822787713527188,-0.020303951664733866,-0.07683046234396121,,,,46.34595789024458,30.561171801861338,,,0.0594002047087373,0.3375933063392677,0.06804043010606978,0.05720692828428689,0.02850526486468452,0.05349451311979629,,,,-0.6519930888522865,-0.6143147085812437,,,-0.0016804676991949707,0.24299396911166987
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,prefix,natural_target,375,0.13388424956439166,0.14171920831717835,0.00863177518351721,-0.020046806151131507,,,,45.6840476429514,29.934877379098896,,,0.059426128097952315,0.5813531101143506,375,0.06961182706328756,0.09446172673214705,-0.015802559479417555,-0.06542257972676128,,,,46.2436099864722,30.487368147632225,,,0.06120271227906288,0.3818304379751343,0.0642724225011041,0.047257481585031305,0.024434334662934765,0.045375773575629774,,,,-0.5595623435208026,-0.5524907685333282,,,-0.0017765841811105687,0.19952267213921637
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,prefix,natural_target,375,0.11797765273505877,0.11085104811365751,-0.02187800671443063,-0.07467601341544901,,,,46.381693797484566,30.90755997359738,,,0.08734848884479518,0.37506980770929915,375,0.09899186425753351,0.13487542829946872,0.0015511643514920515,-0.05449269107153333,,,,45.846901075927654,30.429234955096376,,,0.0694945678660845,0.5116316558357418,0.01898578847752526,-0.02402438018581121,-0.023429171065922683,-0.020183322343915677,,,,0.5347927215569115,0.4783250185010033,,,0.017853920978710677,-0.13656184812644262
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,BPE,,T2->T3,prefix,natural_target,375,0.14208746278729276,0.1317736210205382,-0.019717531317753112,-0.07325673490701717,,,,46.33263729153513,30.78811959220824,,,0.10456599990762812,0.4075052729992277,375,0.08172390586183247,0.10023185043964634,-0.009800319718135553,-0.06714023934794866,,,,46.106783950891995,30.566745552767383,,,0.05812326888830635,0.4157485397928514,0.06036355692546029,0.031541770580891845,-0.00991721159961756,-0.006116495559068513,,,,0.225853340643134,0.22137403944085676,,,0.04644273101932177,-0.00824326679362375
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,FTV,,T0->T1,difference,natural_target,375,0.3904992604391854,0.2028856680124101,0.03909562271179445,0.11509514950521063,,,,88.16955709269028,32.27964863921994,,,0.04200239007846925,0.9899525240372213,375,0.37658664239390155,0.20831571564098328,0.04025228333060271,0.116564537353512,,,,88.11647534756356,32.26759676206159,,,0.032353019057697836,1.1581495111851328,0.013912618045283875,-0.005430047628573187,-0.0011566606188082584,-0.0014693878483013623,,,,0.05308174512671826,0.0120518771583491,,,0.009649371020771416,-0.16819698714791143
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,2026,LOCAL3,dynamic,adjacent_percent_change_new_extension,raw,FTV,,T0->T1,difference,natural_target,375,0.3641624758220503,0.1951729081482541,0.03368068554302639,0.07417949845858773,,,,88.41763686967899,33.56204037441715,,,0.06264110056536383,0.7798118736809743,375,0.3881920582546365,0.21663210423641655,0.044127666424069956,0.12726783071433379,,,,87.93839181953072,32.25183209880896,,,0.03436475558370649,1.1686008248746431,-0.024029582432586183,-0.021459196088162436,-0.010446980881043566,-0.05308833225574605,,,,0.4792450501482648,1.3102082756081899,,,0.02827634498165734,-0.38878895119366885
PREPROJECTOR_MINUS_PROJECTED,Z2,Z1,3026,LOCAL0,dynamic,adjacent_percent_change_new_extension,raw,FTV,,T0->T1,difference,natural_target,375,0.37009147798384345,0.1703758074021803,0.026705201054969208,0.06898108387671817,,,,88.73618934717237,33.40488855605577,,,0.03775733135226704,0.8768136079106684,375,0.3013683012856981,0.15271805510119726,0.02174165400473249,0.03346342308212959,,,,88.96216720028825,34.24147470590528,,,0.02790134572079758,0.9142770311542969,0.06872317669814537,0.017657752300983043,0.004963547050236716,0.03551766079458858,,,,-0.2259778531158787,-0.8365861498495164,,,0.009855985631469461,-0.0374634232436285
