n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,seed,fold,timing,population,arm,model,selected_c,validation_auroc
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.7276125743415462,0.5446646110077498,0.2011206908644832,1.4203596277314903,0.09329925757173012,2026,0,T0,full_808,C3,C_PLUS_M,0.01,0.7426160337552742
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T1,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.7026338147833475,0.49059569339025066,0.23653747404265857,6.249610510977494,0.15682583427012817,2026,0,T0_T1,full_808,C3,C_PLUS_M,0.001,0.7468354430379746
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T2,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6796941376380629,0.49980087685557667,0.21244777889120245,0.5051291037212214,0.08773915550287477,2026,0,T0_T2,full_808,C3,C_PLUS_M,0.1,0.7616033755274261
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T3,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6657604078164826,0.4630429740634455,0.2175300675047045,0.44652317756039417,0.08159217443423161,2026,0,T0_T3,full_808,C3,C_PLUS_M,0.1,0.7531645569620252
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.648768054375531,0.5396590533531349,0.21341722639074936,1.0625899926269138,0.08559745291886374,2026,1,T0,full_808,C3,C_PLUS_M,0.01,0.7871951219512194
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T1,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.681733220050977,0.5555786620733834,0.20434918369972604,0.5619350238278343,0.12899750674625007,2026,1,T0_T1,full_808,C3,C_PLUS_M,10.0,0.7521341463414635
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T2,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6225998300764656,0.511795386850562,0.21926426725734463,0.7106603287649312,0.13629063080120385,2026,1,T0_T2,full_808,C3,C_PLUS_M,0.01,0.7576219512195121
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T3,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6837723024638913,0.5938073865035833,0.19897443550547889,0.7418584575746826,0.06805329890192033,2026,1,T0_T3,full_808,C3,C_PLUS_M,0.1,0.7439024390243902
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0,full_808,C3,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6745964316057773,0.5162276081643055,0.23741223754448482,6.140084872152607,0.14470369593133547,2026,2,T0,full_808,C3,C_PLUS_M,0.001,0.7537673297166968
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T1,full_808,C3,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6079864061172473,0.4334768073578539,0.23897803595812434,2.650833415225551,0.14124291276978793,2026,2,T0_T1,full_808,C3,C_PLUS_M,0.001,0.7257383966244726
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T2,full_808,C3,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6686491079014444,0.508193544184308,0.21310226712495703,1.4205093296265645,0.07934428117830337,2026,2,T0_T2,full_808,C3,C_PLUS_M,0.01,0.7745629897528632
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T3,full_808,C3,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.5928632115548003,0.4039161656391702,0.2410102460921589,1.7702782682607117,0.14505703237449968,2026,2,T0_T3,full_808,C3,C_PLUS_M,0.001,0.7013261000602773
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0,full_808,C3,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.7324185248713552,0.5993124959049282,0.19156795612427222,0.9538873750872684,0.043369120671916436,2026,3,T0,full_808,C3,C_PLUS_M,0.1,0.7326219512195121
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0_T1,full_808,C3,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.6965694682675816,0.5673345443549338,0.20648682784441125,1.2472126805743913,0.0823203737201185,2026,3,T0_T1,full_808,C3,C_PLUS_M,0.01,0.7070121951219511
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0_T2,full_808,C3,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.7421955403087479,0.6567816100583678,0.19585657051172908,1.683536913457882,0.11281385938070237,2026,3,T0_T2,full_808,C3,C_PLUS_M,0.01,0.7265243902439024
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0_T3,full_808,C3,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.7368782161234992,0.6312072074532417,0.2317020253339397,6.85814429055678,0.20550660126502812,2026,3,T0_T3,full_808,C3,C_PLUS_M,0.001,0.7536585365853659
161.0,55.0,106.0,0.7260720411663807,0.5469449832832807,0.23658397401319584,8.6193422736369,0.16428172835802263,2026,4,T0,full_808,C3,C,0.001,0.6853658536585366
161.0,55.0,106.0,0.7281303602058319,0.5313908697293331,0.20359095939501207,1.3266949537863102,0.11337864737866506,2026,4,T0,full_808,C3,C_PLUS_M,0.01,0.6814024390243902
161.0,55.0,106.0,0.7260720411663807,0.5469449832832807,0.23658397401319584,8.6193422736369,0.16428172835802263,2026,4,T0_T1,full_808,C3,C,0.001,0.6853658536585366
161.0,55.0,106.0,0.6401372212692967,0.5017346208191718,0.23781506186168958,3.7651968404269605,0.13897852950306244,2026,4,T0_T1,full_808,C3,C_PLUS_M,0.001,0.7295731707317074
161.0,55.0,106.0,0.7260720411663807,0.5469449832832807,0.23658397401319584,8.6193422736369,0.16428172835802263,2026,4,T0_T2,full_808,C3,C,0.001,0.6853658536585366
161.0,55.0,106.0,0.7250428816466553,0.5274280514710008,0.23466252494069414,7.26381367361491,0.15389677712705174,2026,4,T0_T2,full_808,C3,C_PLUS_M,0.001,0.7179878048780488
161.0,55.0,106.0,0.7260720411663807,0.5469449832832807,0.23658397401319584,8.6193422736369,0.16428172835802263,2026,4,T0_T3,full_808,C3,C,0.001,0.6853658536585366
161.0,55.0,106.0,0.6787307032590051,0.5335507655609738,0.23619750414383725,4.881317214868018,0.1414101491345921,2026,4,T0_T3,full_808,C3,C_PLUS_M,0.001,0.7027439024390244
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,3026,0,T0,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.7174171622769754,0.5318972553061555,0.20133431314929498,0.6543700072311576,0.05859070552720681,3026,0,T0,full_808,C3,C_PLUS_M,0.1,0.7347799879445449
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,3026,0,T0_T1,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6302463891248938,0.4087924203310448,0.2252183877728063,0.6394330648292043,0.09366934425855152,3026,0,T0_T1,full_808,C3,C_PLUS_M,0.01,0.7179023508137432
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,3026,0,T0_T2,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.637892948173322,0.4416160586980371,0.2210770783298494,0.7760918040727398,0.07861754278770602,3026,0,T0_T2,full_808,C3,C_PLUS_M,0.01,0.7329716696805304
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,3026,0,T0_T3,full_808,C3,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6711979609175871,0.4845245431267535,0.21484236950829796,0.9208433754709637,0.09079554024818925,3026,0,T0_T3,full_808,C3,C_PLUS_M,0.01,0.7166968053044002
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,3026,1,T0,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6786745964316058,0.5940488288051854,0.20078525586043386,0.7023284221293371,0.08564803412193522,3026,1,T0,full_808,C3,C_PLUS_M,0.1,0.7448170731707318
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,3026,1,T0_T1,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6689889549702634,0.5616464078624765,0.20892267214108726,0.495559951749703,0.08935157319484557,3026,1,T0_T1,full_808,C3,C_PLUS_M,1.0,0.7609756097560976
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,3026,1,T0_T2,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6485981308411216,0.553493223489949,0.2124110628748051,0.8835371009921383,0.09468632044423037,3026,1,T0_T2,full_808,C3,C_PLUS_M,0.01,0.7310975609756097
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,3026,1,T0_T3,full_808,C3,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6771452846219201,0.5485883993392171,0.20802617374696641,1.259348740725188,0.07371369032281284,3026,1,T0_T3,full_808,C3,C_PLUS_M,0.01,0.7338414634146342
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,3026,2,T0,full_808,C3,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6531860662701784,0.4759934078867749,0.21513102598926756,1.2402247880865493,0.07673975749512531,3026,2,T0,full_808,C3,C_PLUS_M,0.01,0.7637130801687764
