population,arm,timing,model,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,calibration_slope_mean,calibration_slope_std,ece10_mean,ece10_std,n_cells
ftv_complete_375,C2,T0,C_PLUS_F_PLUS_M,0.6580408664649892,0.05825212622349344,0.44808585072654444,0.06872579362913579,0.2307564997669731,0.015471104223047998,6.732333719910008,6.716151337653921,0.18045029678637187,0.04592401245108653,10
ftv_complete_375,C2,T0,C_PLUS_M,0.6547515877789091,0.06000737134136888,0.4480579093766937,0.06763340916341369,0.22542662154112508,0.014816129636776578,5.810256431820303,7.27366949113669,0.16159364288028127,0.05735858884826462,10
ftv_complete_375,C2,T0,F,0.5143817890897032,0.08104862087302242,0.35623717806511823,0.07171634978551912,0.24524256316165785,0.0004047329415159379,32.07148356956655,62.98862718002927,0.19393443205105232,0.016280808941708743,10
ftv_complete_375,C2,T0_T1,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C2,T0_T1,C_PLUS_F,0.7334826232100929,0.050994327501696676,0.5702290612116974,0.0716097210464633,0.18766875813267367,0.011549958342489714,1.3706525283944035,1.5867519518312183,0.14179556385765257,0.051007084954970014,10
ftv_complete_375,C2,T0_T1,C_PLUS_F_PLUS_M,0.6738376384197262,0.07827173972341377,0.47813374520905005,0.11241515955707662,0.2355153189841404,0.043597778964367215,4.219453222926491,6.300263612753337,0.2017662329223513,0.07601425790629249,10
ftv_complete_375,C2,T0_T1,C_PLUS_M,0.6609178172961632,0.07654948746528983,0.443488898601928,0.08829617060396448,0.2442958123934162,0.026596849758871707,7.2469399309094715,5.955655894154168,0.19766139780599154,0.052861374785468956,10
ftv_complete_375,C2,T0_T1,F,0.6752503765245332,0.09331768946019524,0.47053914636541805,0.0937913011621319,0.1973287100809636,0.017531397547250197,1.772349904010057,0.738412843621728,0.09569102657137922,0.028971660757168265,10
ftv_complete_375,C2,T0_T2,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C2,T0_T2,C_PLUS_F,0.7665187709431273,0.04465439435334441,0.5910305508501639,0.06888827141570289,0.1800601327871785,0.008587746310395779,1.517403398665887,1.4076468934022008,0.1103698735158474,0.046913955499267496,10
ftv_complete_375,C2,T0_T2,C_PLUS_F_PLUS_M,0.7080278946502168,0.05777035810029361,0.5310828879939257,0.07667255076564536,0.23366839649222676,0.03898149778122967,5.095761386239465,6.566807039270099,0.19894423378245144,0.07053334342185702,10
ftv_complete_375,C2,T0_T2,C_PLUS_M,0.6653397705793387,0.07701866390767381,0.47100719261398993,0.0886093992800755,0.24100112544450156,0.019874752550900553,6.90704141611869,6.781118678203829,0.2008317225632034,0.045683070319317544,10
ftv_complete_375,C2,T0_T2,F,0.7098247394787803,0.03554747699584222,0.5010608012607328,0.047940515501463596,0.19357681587254907,0.014025457522964982,1.8902611668056495,1.43029868658336,0.09688851174635478,0.040214551508770784,10
ftv_complete_375,C2,T0_T3,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C2,T0_T3,C_PLUS_F,0.7476206349332826,0.028537838987613535,0.5625377631074008,0.04989196462133018,0.20493517205956277,0.030825818411621603,7.407845118183102,8.649821484166376,0.14583980474302993,0.06268423043778189,10
ftv_complete_375,C2,T0_T3,C_PLUS_F_PLUS_M,0.710294892466763,0.03871624984497048,0.5227691313713924,0.05602043735845997,0.22833689408420782,0.025786682407524273,5.823037087751115,5.5472054525344205,0.191318382624872,0.050861023051436575,10
ftv_complete_375,C2,T0_T3,C_PLUS_M,0.6606807265189509,0.05673206296024841,0.45490508062617574,0.051455937497051574,0.23814660976801286,0.027222560327443142,6.552057540240476,6.150300455244088,0.18452991092849144,0.06420262584857217,10
ftv_complete_375,C2,T0_T3,F,0.7062769338682553,0.029021336907898442,0.4894259246237905,0.039911899351419644,0.18854911262793989,0.009915452815459254,1.3313110354573954,0.24896486265954806,0.08906780077215222,0.03287426939552786,10
ftv_complete_375,C3,T0,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C3,T0,C_PLUS_F,0.701030919841618,0.055678843978264767,0.5079266606446124,0.06819616379718443,0.20705573391145818,0.024521534580064883,3.8995293968510483,4.839843912834739,0.1287248329504839,0.04283539802347443,10
ftv_complete_375,C3,T0,C_PLUS_F_PLUS_M,0.6740083469627077,0.08813813733613689,0.47141446969476447,0.0841517213586724,0.21594911905657507,0.022967496811319047,4.413121462954287,6.601684902923089,0.15664765472360015,0.03961371930917887,10
ftv_complete_375,C3,T0,C_PLUS_M,0.6836693524764204,0.08121897059187336,0.47724807320380513,0.08579789249908217,0.21874731651578277,0.024068251815188367,6.22739767517729,8.088892406033606,0.16054044747356855,0.055521648304697496,10
ftv_complete_375,C3,T0,F,0.5143817890897032,0.08104862087302242,0.35623717806511823,0.07171634978551912,0.24524256316165785,0.0004047329415159379,32.07148356956655,62.98862718002927,0.19393443205105232,0.016280808941708743,10
ftv_complete_375,C3,T0_T1,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C3,T0_T1,C_PLUS_F,0.7334826232100929,0.050994327501696676,0.5702290612116974,0.0716097210464633,0.18766875813267367,0.011549958342489714,1.3706525283944035,1.5867519518312183,0.14179556385765257,0.051007084954970014,10
ftv_complete_375,C3,T0_T1,C_PLUS_F_PLUS_M,0.6712679613974804,0.06914584435978725,0.48105482066299976,0.08813356331578028,0.22798731705930564,0.026001185080745174,5.6162491141246935,5.895065110667129,0.18131718859841273,0.04622339581146564,10
ftv_complete_375,C3,T0_T1,C_PLUS_M,0.6487489158997592,0.06274576324089552,0.4332517221999036,0.07687658188707172,0.2326918787377344,0.014093468945600209,5.742041656413441,5.61616785892614,0.18158500809308137,0.0304421358485694,10
ftv_complete_375,C3,T0_T1,F,0.6752503765245332,0.09331768946019524,0.47053914636541805,0.0937913011621319,0.1973287100809636,0.017531397547250197,1.772349904010057,0.738412843621728,0.09569102657137922,0.028971660757168265,10
ftv_complete_375,C3,T0_T2,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C3,T0_T2,C_PLUS_F,0.7665187709431273,0.04465439435334441,0.5910305508501639,0.06888827141570289,0.1800601327871785,0.008587746310395779,1.517403398665887,1.4076468934022008,0.1103698735158474,0.046913955499267496,10
ftv_complete_375,C3,T0_T2,C_PLUS_F_PLUS_M,0.7251440665079374,0.04279003967538227,0.5359340630162617,0.06342852770735792,0.2146609200479785,0.0244474012958619,5.5794859870374065,6.672722176844747,0.16253579467469798,0.05360532949568676,10
ftv_complete_375,C3,T0_T2,C_PLUS_M,0.6727988959154537,0.07836048533931574,0.4829176405666944,0.09638187462059018,0.23633892647130117,0.009446301672040056,9.308547397451083,6.569231452758131,0.19853818201029844,0.03906611464503703,10
ftv_complete_375,C3,T0_T2,F,0.7098247394787803,0.03554747699584222,0.5010608012607328,0.047940515501463596,0.19357681587254907,0.014025457522964982,1.8902611668056495,1.43029868658336,0.09688851174635478,0.040214551508770784,10
ftv_complete_375,C3,T0_T3,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C3,T0_T3,C_PLUS_F,0.7476206349332826,0.028537838987613535,0.5625377631074008,0.04989196462133018,0.20493517205956277,0.030825818411621603,7.407845118183102,8.649821484166376,0.14583980474302993,0.06268423043778189,10
ftv_complete_375,C3,T0_T3,C_PLUS_F_PLUS_M,0.7155704861469324,0.061738517970974315,0.5224922228636064,0.10771470002448384,0.2286947655056796,0.030526492581172644,5.776264158023092,7.137158705100509,0.19398817754020992,0.06433599622794302,10
ftv_complete_375,C3,T0_T3,C_PLUS_M,0.6699243756704039,0.06843031212917845,0.46598362957628614,0.12160970947530822,0.24255162571806546,0.03298320973035413,6.153248896794738,6.704744859015062,0.20475760274550345,0.05531134703486992,10
ftv_complete_375,C3,T0_T3,F,0.7062769338682553,0.029021336907898442,0.4894259246237905,0.039911899351419644,0.18854911262793989,0.009915452815459254,1.3313110354573954,0.24896486265954806,0.08906780077215222,0.03287426939552786,10
ftv_complete_375,C4,T0,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C4,T0,C_PLUS_F,0.701030919841618,0.055678843978264767,0.5079266606446124,0.06819616379718443,0.20705573391145818,0.024521534580064883,3.8995293968510483,4.839843912834739,0.1287248329504839,0.04283539802347443,10
ftv_complete_375,C4,T0,C_PLUS_F_PLUS_M,0.6835914173355668,0.06434162902709291,0.4874620518468139,0.06932500842313136,0.2087046961725524,0.024711213571495506,3.434010301940905,5.189981176299906,0.1397423303394383,0.043826174491483204,10
