n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,seed,fold,timing,population,arm,model,selected_c,validation_auroc
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0,ftv_complete_375,C5,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.6469387755102042,0.43780445346978647,0.2051798822055082,0.3673459099107974,0.119002105751741,2026,0,T0,ftv_complete_375,C5,C_PLUS_M,0.1,0.8157894736842105
69.0,20.0,49.0,0.636734693877551,0.39481787951302605,0.24466798210890778,107.69115081702066,0.19766764250380137,2026,0,T0,ftv_complete_375,C5,F,0.001,0.381578947368421
69.0,20.0,49.0,0.6755102040816326,0.44917445359016517,0.20071627430201536,0.4265958587318156,0.0713208512721438,2026,0,T0,ftv_complete_375,C5,C_PLUS_F,0.1,0.793421052631579
69.0,20.0,49.0,0.6510204081632653,0.4234894308912343,0.21361302024121293,1.146580387894102,0.14437685848710827,2026,0,T0,ftv_complete_375,C5,C_PLUS_F_PLUS_M,0.01,0.7842105263157895
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0_T1,ftv_complete_375,C5,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.6255102040816326,0.3744538524189438,0.22009053233707518,0.8190817778546616,0.13689848942907912,2026,0,T0_T1,ftv_complete_375,C5,C_PLUS_M,0.01,0.7907894736842105
69.0,20.0,49.0,0.6316326530612246,0.3881432863141405,0.2019354130869279,0.6899905703719267,0.04703337444599842,2026,0,T0_T1,ftv_complete_375,C5,F,10.0,0.743421052631579
69.0,20.0,49.0,0.6918367346938775,0.47876987197427817,0.20154303244001012,0.2688640611057228,0.17218446027131104,2026,0,T0_T1,ftv_complete_375,C5,C_PLUS_F,1.0,0.8355263157894737
69.0,20.0,49.0,0.6816326530612244,0.44931437564974364,0.21238426496558527,0.239347531943646,0.15867625938751564,2026,0,T0_T1,ftv_complete_375,C5,C_PLUS_F_PLUS_M,1.0,0.8197368421052631
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0_T2,ftv_complete_375,C5,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.6346938775510204,0.3995467837846645,0.21732153850831418,0.9880942763990249,0.132295002581873,2026,0,T0_T2,ftv_complete_375,C5,C_PLUS_M,0.01,0.8289473684210527
69.0,20.0,49.0,0.6744897959183673,0.43519208822256217,0.1928004742690524,0.8618300513459201,0.0765438669208545,2026,0,T0_T2,ftv_complete_375,C5,F,10.0,0.8052631578947368
69.0,20.0,49.0,0.7418367346938775,0.4934387041790169,0.186571179421622,0.5824722653894249,0.16115477866289737,2026,0,T0_T2,ftv_complete_375,C5,C_PLUS_F,0.1,0.8552631578947368
69.0,20.0,49.0,0.739795918367347,0.49439211535390104,0.1877775456065483,0.5764961532798305,0.13353212797511171,2026,0,T0_T2,ftv_complete_375,C5,C_PLUS_F_PLUS_M,0.1,0.8631578947368421
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0_T3,ftv_complete_375,C5,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.6683673469387755,0.4352171150629771,0.2133090315357452,1.159374322861109,0.13388164417078083,2026,0,T0_T3,ftv_complete_375,C5,C_PLUS_M,0.01,0.7855263157894736
69.0,20.0,49.0,0.6857142857142857,0.4558727704892661,0.18906313994305393,0.9743421316769153,0.10896964719290682,2026,0,T0_T3,ftv_complete_375,C5,F,10.0,0.775
69.0,20.0,49.0,0.7438775510204081,0.5059069032482271,0.1940203040000984,0.36182863203079846,0.13899520065084592,2026,0,T0_T3,ftv_complete_375,C5,C_PLUS_F,1.0,0.8513157894736842
69.0,20.0,49.0,0.7459183673469387,0.5088250378280673,0.1914725596242725,0.3786736680432514,0.17432046854477096,2026,0,T0_T3,ftv_complete_375,C5,C_PLUS_F_PLUS_M,1.0,0.8289473684210527
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0,ftv_complete_375,C5,C,0.01,0.6825396825396824
67.0,20.0,47.0,0.7063829787234042,0.44021695230423336,0.20693708408177378,2.234303971601755,0.15704724982902132,2026,1,T0,ftv_complete_375,C5,C_PLUS_M,0.01,0.7123015873015873
67.0,20.0,47.0,0.41702127659574467,0.28339486862297136,0.24571367559535137,-44.47713175757705,0.1899562531928899,2026,1,T0,ftv_complete_375,C5,F,0.001,0.5267857142857143
67.0,20.0,47.0,0.6936170212765957,0.43469757943575066,0.24128487639909965,12.904098918633558,0.18646997245055996,2026,1,T0,ftv_complete_375,C5,C_PLUS_F,0.001,0.6874999999999999
67.0,20.0,47.0,0.6851063829787234,0.42273935070665936,0.2414451905618152,11.946330136738794,0.1864266034574047,2026,1,T0,ftv_complete_375,C5,C_PLUS_F_PLUS_M,0.001,0.7023809523809523
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0_T1,ftv_complete_375,C5,C,0.01,0.6825396825396824
67.0,20.0,47.0,0.6808510638297872,0.511141891903025,0.19205586309282272,0.7609431249339758,0.11565757632582571,2026,1,T0_T1,ftv_complete_375,C5,C_PLUS_M,0.1,0.701388888888889
67.0,20.0,47.0,0.725531914893617,0.5412142678790525,0.19282071488822766,2.553727889153829,0.10203635698178506,2026,1,T0_T1,ftv_complete_375,C5,F,0.1,0.6180555555555556
67.0,20.0,47.0,0.7276595744680852,0.6659310230953213,0.17014567183662527,0.4664083968690409,0.1466244559596309,2026,1,T0_T1,ftv_complete_375,C5,C_PLUS_F,10.0,0.7331349206349206
67.0,20.0,47.0,0.7265957446808511,0.6599386655050783,0.17039464747484467,0.4598697712266993,0.12007167619759311,2026,1,T0_T1,ftv_complete_375,C5,C_PLUS_F_PLUS_M,10.0,0.740079365079365
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0_T2,ftv_complete_375,C5,C,0.01,0.6825396825396824
67.0,20.0,47.0,0.6957446808510638,0.5008838516667878,0.19079790034099753,0.7945842984484673,0.057169799767223875,2026,1,T0_T2,ftv_complete_375,C5,C_PLUS_M,0.1,0.685515873015873
67.0,20.0,47.0,0.7563829787234043,0.5458804328279717,0.17900254597009135,1.5284082019956076,0.10307471869204837,2026,1,T0_T2,ftv_complete_375,C5,F,1.0,0.6686507936507937
67.0,20.0,47.0,0.7297872340425532,0.6321511435905094,0.1747090461444503,0.560637384449604,0.08544141514714232,2026,1,T0_T2,ftv_complete_375,C5,C_PLUS_F,1.0,0.7757936507936508
67.0,20.0,47.0,0.7382978723404255,0.6021196847512099,0.17485118828078752,0.9310682441640866,0.09194960197985257,2026,1,T0_T2,ftv_complete_375,C5,C_PLUS_F_PLUS_M,0.1,0.751984126984127
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0_T3,ftv_complete_375,C5,C,0.01,0.6825396825396824
67.0,20.0,47.0,0.6978723404255318,0.4411013917814785,0.206807395135681,1.8625178332027135,0.12374025180001288,2026,1,T0_T3,ftv_complete_375,C5,C_PLUS_M,0.01,0.6865079365079366
67.0,20.0,47.0,0.7138297872340426,0.5252261929678913,0.19227472217818078,1.4539064000505553,0.12412776933773625,2026,1,T0_T3,ftv_complete_375,C5,F,0.1,0.6349206349206349
67.0,20.0,47.0,0.7191489361702127,0.6231081757636228,0.17741449657249297,0.8515372265704063,0.08558257591050941,2026,1,T0_T3,ftv_complete_375,C5,C_PLUS_F,0.1,0.7519841269841271
67.0,20.0,47.0,0.7170212765957445,0.6017886855943031,0.18108118345085847,0.7785595529941096,0.08139585806561331,2026,1,T0_T3,ftv_complete_375,C5,C_PLUS_F_PLUS_M,0.1,0.751984126984127
