n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,seed,fold,timing,population,arm,model,selected_c,validation_auroc
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0,full_808,C4,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.7016142735768904,0.5059432040066183,0.20555999987955206,0.6016830758933119,0.10021175260877552,2026,0,T0,full_808,C4,C_PLUS_M,0.1,0.7314647377938518
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T1,full_808,C4,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.690909090909091,0.4950616821907732,0.211793007861124,1.1503719815690185,0.08619278360190877,2026,0,T0_T1,full_808,C4,C_PLUS_M,0.01,0.7399035563592525
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T2,full_808,C4,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6793542905692439,0.486749585369615,0.23780823833069295,5.013991750627043,0.14407709690063564,2026,0,T0_T2,full_808,C4,C_PLUS_M,0.001,0.7576853526220615
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T3,full_808,C4,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6710280373831776,0.4910033201592145,0.21418795303956992,1.0265655283803488,0.07793897733048284,2026,0,T0_T3,full_808,C4,C_PLUS_M,0.01,0.7510548523206751
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0,full_808,C4,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6939677145284623,0.5599575952338236,0.20580651546323359,1.6619984859606864,0.08568048516903086,2026,1,T0,full_808,C4,C_PLUS_M,0.01,0.699390243902439
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T1,full_808,C4,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6927782497875957,0.573582811620727,0.20297123289771893,0.6754854969977755,0.10241415204140751,2026,1,T0_T1,full_808,C4,C_PLUS_M,10.0,0.726219512195122
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T2,full_808,C4,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6570943075615973,0.5206741768286307,0.21425129129576492,0.5061338174262238,0.07875891273459724,2026,1,T0_T2,full_808,C4,C_PLUS_M,1.0,0.6832317073170732
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T3,full_808,C4,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6647408666100255,0.49275189084974413,0.21008245861588465,0.6742840160238657,0.09160829554340959,2026,1,T0_T3,full_808,C4,C_PLUS_M,0.1,0.6865853658536585
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0,full_808,C4,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6604927782497877,0.44863844981404344,0.23931698505917004,5.241024349615845,0.14282451971299348,2026,2,T0,full_808,C4,C_PLUS_M,0.001,0.7585895117540686
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T1,full_808,C4,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6881903143585387,0.48619363935317617,0.21254958678556213,1.5091585540916894,0.11381474404821006,2026,2,T0_T1,full_808,C4,C_PLUS_M,0.01,0.7751657625075347
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T2,full_808,C4,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6786745964316058,0.49920611732807363,0.2106801241493119,1.552799430073096,0.07145893849767147,2026,2,T0_T2,full_808,C4,C_PLUS_M,0.01,0.7697408077154912
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T3,full_808,C4,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6392523364485982,0.4362129135797162,0.22191519392979867,0.5240342337693721,0.07365582655362851,2026,2,T0_T3,full_808,C4,C_PLUS_M,0.1,0.7661241711874623
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0,full_808,C4,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.6965694682675815,0.5538507260752845,0.20147468859702947,0.6504395159515795,0.06186372104293747,2026,3,T0,full_808,C4,C_PLUS_M,10.0,0.7225609756097561
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0_T1,full_808,C4,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.7017152658662092,0.5222605798348946,0.20760468479382455,1.6706282822667138,0.1083678823514222,2026,3,T0_T1,full_808,C4,C_PLUS_M,0.01,0.7207317073170731
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0_T2,full_808,C4,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.7032590051457975,0.5594681136322668,0.20575674458005624,1.7021821471194243,0.09172585328332859,2026,3,T0_T2,full_808,C4,C_PLUS_M,0.01,0.7134146341463414
161.0,55.0,106.0,0.7213550600343053,0.5493315305123938,0.20432842949092142,1.879026922326683,0.09093800214690882,2026,3,T0_T3,full_808,C4,C,0.01,0.7047256097560977
161.0,55.0,106.0,0.7048027444253859,0.5409789883220397,0.2065406178067648,1.5443277027294995,0.08575423724024116,2026,3,T0_T3,full_808,C4,C_PLUS_M,0.01,0.7192073170731708
161.0,55.0,106.0,0.7260720411663807,0.5469449832832807,0.23658397401319584,8.6193422736369,0.16428172835802263,2026,4,T0,full_808,C4,C,0.001,0.6853658536585366
161.0,55.0,106.0,0.7243567753001715,0.538392464849042,0.23636107698191638,8.564492339206451,0.14507963067213236,2026,4,T0,full_808,C4,C_PLUS_M,0.001,0.676219512195122
161.0,55.0,106.0,0.7260720411663807,0.5469449832832807,0.23658397401319584,8.6193422736369,0.16428172835802263,2026,4,T0_T1,full_808,C4,C,0.001,0.6853658536585366
161.0,55.0,106.0,0.6891938250428816,0.4788718245300182,0.2365607710655668,5.229157640994457,0.14043423682665182,2026,4,T0_T1,full_808,C4,C_PLUS_M,0.001,0.7301829268292682
