n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,seed,fold,timing,population,arm,model,selected_c,validation_auroc
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0,full_808,C1,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.703143585386576,0.5152872759405449,0.20407699785118147,0.6333083878292862,0.06403555617962856,2026,0,T0,full_808,C1,C_PLUS_M,0.1,0.7525617842073539
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T1,full_808,C1,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6829226847918437,0.46539326863030483,0.23773201795923346,5.360541525185022,0.14184929556134473,2026,0,T0_T1,full_808,C1,C_PLUS_M,0.001,0.7522603978300181
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T2,full_808,C1,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6659303313508921,0.48088953423566,0.21518339210722937,1.0196718832995606,0.07944747864490104,2026,0,T0_T2,full_808,C1,C_PLUS_M,0.01,0.7733574442435202
162.0,55.0,107.0,0.6977909940526763,0.5189698532587201,0.204581612406788,0.5987329242313176,0.07425457956753162,2026,0,T0_T3,full_808,C1,C,0.1,0.7254370102471368
162.0,55.0,107.0,0.6666100254885301,0.48206827580789346,0.21570311349307017,0.9742725054214254,0.07515486177441706,2026,0,T0_T3,full_808,C1,C_PLUS_M,0.01,0.7784810126582279
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0,full_808,C1,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6800339847068819,0.5499934271673255,0.2035129117863615,0.7911057447976463,0.08007191768085499,2026,1,T0,full_808,C1,C_PLUS_M,1.0,0.7149390243902439
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T1,full_808,C1,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6785046728971963,0.5466356191714745,0.20417859233575508,0.7616848984757497,0.08892264652965899,2026,1,T0_T1,full_808,C1,C_PLUS_M,10.0,0.7054878048780489
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T2,full_808,C1,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6768054375531012,0.5038129714043167,0.2118515524320297,0.5397612796018277,0.09924055567633726,2026,1,T0_T2,full_808,C1,C_PLUS_M,10.0,0.697560975609756
162.0,55.0,107.0,0.6807986406117247,0.5515332886856389,0.20364924721577493,0.7807298982139561,0.08823721335193795,2026,1,T0_T3,full_808,C1,C,10.0,0.7158536585365854
162.0,55.0,107.0,0.6769753610875107,0.5084700826472459,0.21173611539839368,0.561795586049272,0.1037468380121565,2026,1,T0_T3,full_808,C1,C_PLUS_M,10.0,0.7097560975609756
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0,full_808,C1,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.7019541206457094,0.4818059876756777,0.20979004300289567,1.7594422783319004,0.08329581059842145,2026,2,T0,full_808,C1,C_PLUS_M,0.01,0.768836648583484
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T1,full_808,C1,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6924384027187765,0.4661137558589779,0.21163379741868352,1.5719260418821668,0.10572887875894622,2026,2,T0_T1,full_808,C1,C_PLUS_M,0.01,0.7667269439421338
162.0,55.0,107.0,0.6895497026338148,0.4726420383024168,0.20587636322743014,0.8815128533034268,0.09739104843978118,2026,2,T0_T2,full_808,C1,C,0.1,0.7558770343580469
162.0,55.0,107.0,0.6929481733220051,0.4709926984444953,0.20612064366801763,0.8482490453274276,0.06526099502347718,2026,2,T0_T2,full_808,C1,C_PLUS_M,0.1,0.7489451476793249
