n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,seed,fold,timing,population,arm,model,selected_c,validation_auroc
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0,ftv_complete_375,C2,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.6683673469387755,0.4056740669893251,0.22257141868416208,0.20543429807992236,0.19244339779890285,2026,0,T0,ftv_complete_375,C2,C_PLUS_M,1.0,0.7960526315789475
69.0,20.0,49.0,0.636734693877551,0.39481787951302605,0.24466798210890778,107.69115081702066,0.19766764250380137,2026,0,T0,ftv_complete_375,C2,F,0.001,0.381578947368421
69.0,20.0,49.0,0.6755102040816326,0.44917445359016517,0.20071627430201536,0.4265958587318156,0.0713208512721438,2026,0,T0,ftv_complete_375,C2,C_PLUS_F,0.1,0.793421052631579
69.0,20.0,49.0,0.6704081632653061,0.4089410225710536,0.2238776908688348,0.15805382582941294,0.19166216865731908,2026,0,T0,ftv_complete_375,C2,C_PLUS_F_PLUS_M,10.0,0.7960526315789475
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0_T1,ftv_complete_375,C2,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.6704081632653062,0.400262958048567,0.24114804253851135,7.116952057030214,0.19681473243579406,2026,0,T0_T1,ftv_complete_375,C2,C_PLUS_M,0.001,0.7881578947368421
69.0,20.0,49.0,0.6316326530612246,0.3881432863141405,0.2019354130869279,0.6899905703719267,0.04703337444599842,2026,0,T0_T1,ftv_complete_375,C2,F,10.0,0.743421052631579
69.0,20.0,49.0,0.6918367346938775,0.47876987197427817,0.20154303244001012,0.2688640611057228,0.17218446027131104,2026,0,T0_T1,ftv_complete_375,C2,C_PLUS_F,1.0,0.8355263157894737
69.0,20.0,49.0,0.6540816326530612,0.3860163284170069,0.24619304739506315,0.18436086718348604,0.22028893967113658,2026,0,T0_T1,ftv_complete_375,C2,C_PLUS_F_PLUS_M,10.0,0.825
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0_T2,ftv_complete_375,C2,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.653061224489796,0.4016468492432553,0.24221976555598876,7.245353902061907,0.19739898374524495,2026,0,T0_T2,ftv_complete_375,C2,C_PLUS_M,0.001,0.7618421052631579
69.0,20.0,49.0,0.6744897959183673,0.43519208822256217,0.1928004742690524,0.8618300513459201,0.0765438669208545,2026,0,T0_T2,ftv_complete_375,C2,F,10.0,0.8052631578947368
69.0,20.0,49.0,0.7418367346938775,0.4934387041790169,0.186571179421622,0.5824722653894249,0.16115477866289737,2026,0,T0_T2,ftv_complete_375,C2,C_PLUS_F,0.1,0.8552631578947368
69.0,20.0,49.0,0.7204081632653061,0.46773979907123064,0.19869812162317857,0.5222184020278327,0.12766297180423086,2026,0,T0_T2,ftv_complete_375,C2,C_PLUS_F_PLUS_M,0.1,0.8210526315789474
69.0,20.0,49.0,0.645408163265306,0.4156385219744753,0.21517827027071298,1.0760861902018748,0.12905051653596716,2026,0,T0_T3,ftv_complete_375,C2,C,0.01,0.8052631578947369
69.0,20.0,49.0,0.653061224489796,0.4047192588424157,0.21046584150827322,0.41315323060407055,0.10130743080302997,2026,0,T0_T3,ftv_complete_375,C2,C_PLUS_M,0.1,0.7881578947368421
69.0,20.0,49.0,0.6857142857142857,0.4558727704892661,0.18906313994305393,0.9743421316769153,0.10896964719290682,2026,0,T0_T3,ftv_complete_375,C2,F,10.0,0.775
69.0,20.0,49.0,0.7438775510204081,0.5059069032482271,0.1940203040000984,0.36182863203079846,0.13899520065084592,2026,0,T0_T3,ftv_complete_375,C2,C_PLUS_F,1.0,0.8513157894736842
69.0,20.0,49.0,0.7489795918367348,0.48816034634304506,0.1899698313089562,0.5967952152018485,0.10941470077231266,2026,0,T0_T3,ftv_complete_375,C2,C_PLUS_F_PLUS_M,0.1,0.8263157894736842
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0,ftv_complete_375,C2,C,0.01,0.6825396825396824
67.0,20.0,47.0,0.6404255319148936,0.459007785914476,0.20438776719616983,0.41530220614801056,0.10133584542027328,2026,1,T0,ftv_complete_375,C2,C_PLUS_M,0.1,0.7232142857142857
67.0,20.0,47.0,0.41702127659574467,0.28339486862297136,0.24571367559535137,-44.47713175757705,0.1899562531928899,2026,1,T0,ftv_complete_375,C2,F,0.001,0.5267857142857143
67.0,20.0,47.0,0.6936170212765957,0.43469757943575066,0.24128487639909965,12.904098918633558,0.18646997245055996,2026,1,T0,ftv_complete_375,C2,C_PLUS_F,0.001,0.6874999999999999
67.0,20.0,47.0,0.6372340425531915,0.4541189876730373,0.20373553475714254,0.43286699222783026,0.09880626491072997,2026,1,T0,ftv_complete_375,C2,C_PLUS_F_PLUS_M,0.1,0.7172619047619048
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0_T1,ftv_complete_375,C2,C,0.01,0.6825396825396824
67.0,20.0,47.0,0.675531914893617,0.5057342157467977,0.2411481894794973,12.539920460255226,0.19984401493226447,2026,1,T0_T1,ftv_complete_375,C2,C_PLUS_M,0.001,0.7470238095238096
67.0,20.0,47.0,0.725531914893617,0.5412142678790525,0.19282071488822766,2.553727889153829,0.10203635698178506,2026,1,T0_T1,ftv_complete_375,C2,F,0.1,0.6180555555555556
67.0,20.0,47.0,0.7276595744680852,0.6659310230953213,0.17014567183662527,0.4664083968690409,0.1466244559596309,2026,1,T0_T1,ftv_complete_375,C2,C_PLUS_F,10.0,0.7331349206349206
67.0,20.0,47.0,0.698936170212766,0.6389718910225932,0.17497123536386452,0.406757706770198,0.10845564923784169,2026,1,T0_T1,ftv_complete_375,C2,C_PLUS_F_PLUS_M,10.0,0.7579365079365079
67.0,20.0,47.0,0.7159574468085106,0.4465769803452942,0.2062013303711982,2.3415560610379336,0.13868230089267755,2026,1,T0_T2,ftv_complete_375,C2,C,0.01,0.6825396825396824
