preview_scope,contract,view,n_images,n_cases,n_visits,source_image,image_mode,sample_mode,image_interpolation,mask_usage,normalization_sensitivity,valid_source_fraction_mean,valid_source_fraction_min,finite_fraction_within_source_mean,finite_fraction_within_source_min,robust_dynamic_range_mean,robust_dynamic_range_min,nonconstant_fraction,mask_center_plane_intersection_fraction,legacy_norm_median_mean,legacy_norm_scale_mean,legacy_norm_source_mean_mean,legacy_norm_source_std_mean,legacy_norm_padding_value_mean,legacy_norm_saturation_fraction_mean,contains_patient_identifiers
selected_T0_strata_plus_middle_stratum_T0_T3,C0,legacy,8,5,4,raw_DCE_NIfTI,first_post_minus_pre,physical_center_plane,scipy_order1_single_pass,nearest_neighbor_audit_overlay_only_not_image_channel,2D_ENHANCEMENT_PLANE_LEGACY_P01_P99_MEDIAN_IQR_WITH_ZERO_PADDING,1.0,1.0,1.0,1.0,474.9781250000001,78.5,1.0,1.0,58.96875,72.55374351371398,0.2689437591470778,1.3370177298784256,,0.024237738715277776,False
selected_T0_strata_plus_middle_stratum_T0_T3,C1B,detail,8,5,4,raw_DCE_NIfTI,first_post_minus_pre,physical_center_plane,scipy_order1_single_pass,nearest_neighbor_audit_overlay_only_not_image_channel,2D_ENHANCEMENT_PLANE_LEGACY_P01_P99_MEDIAN_IQR_WITH_ZERO_PADDING,0.9431818181818181,0.7775213068181818,1.0,1.0,471.6896064257621,143.41542964935303,1.0,0.875,8.533255606889725,37.74463966281034,0.6615234427154064,1.6685159504413605,-0.15714104970296225,0.058251953125000006,False
selected_T0_strata_plus_middle_stratum_T0_T3,C2B,context,8,5,4,raw_DCE_NIfTI,first_post_minus_pre,physical_center_plane,scipy_order1_single_pass,nearest_neighbor_audit_overlay_only_not_image_channel,2D_ENHANCEMENT_PLANE_LEGACY_P01_P99_MEDIAN_IQR_WITH_ZERO_PADDING,0.8551254272460938,0.609375,1.0,1.0,488.8783291554451,144.0363238143921,1.0,0.875,1.9455431699752808,26.85173361798993,0.9359596371650696,1.9105284512043,-0.07746936978461842,0.095306396484375,False
selected_T0_strata_plus_middle_stratum_T0_T3,C2B,detail,5,5,1,raw_DCE_NIfTI,first_post_minus_pre,physical_center_plane,scipy_order1_single_pass,nearest_neighbor_audit_overlay_only_not_image_channel,2D_ENHANCEMENT_PLANE_LEGACY_P01_P99_MEDIAN_IQR_WITH_ZERO_PADDING,0.9090909090909092,0.7775213068181818,1.0,1.0,653.1588452758788,177.23680114746116,1.0,1.0,11.000266695022583,51.927945255029194,0.7705839037895202,1.7280152797698975,-0.15714104970296225,0.06509943181818181,False
