seed_base,fold,arm,task,endpoint,selected_alpha,validation_score,n_train,n_val,n_test,target_transform,model,selected_c,validation_auroc,population,timing
2026,1,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.6893292682926829,full_808,T0-T2
2026,1,A1_PATCH3,,,,,239,69,67,,C+F,10.0,0.7222222222222222,ftv_complete_375,T0-T2
2026,1,A1_PATCH3,,,,,239,69,67,,C+F+M,0.01,0.623015873015873,ftv_complete_375,T0-T2
2026,1,A1_PATCH3,,,,,525,121,162,,M,0.0001,0.6402439024390243,full_808,T0-T3_late
2026,1,A1_PATCH3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T3_late
2026,1,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.6954268292682927,full_808,T0-T3_late
2026,1,A1_PATCH3,,,,,239,69,67,,C+F,0.01,0.7103174603174602,ftv_complete_375,T0-T3_late
2026,1,A1_PATCH3,,,,,239,69,67,,C+F+M,0.1,0.6378968253968254,ftv_complete_375,T0-T3_late
2026,2,A0_LOCAL3,,,,,525,121,162,,M,100.0,0.5855937311633514,full_808,T0
2026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0
2026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7820976491862568,full_808,T0
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F,0.01,0.746218487394958,ftv_complete_375,T0
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.1,0.6705882352941177,ftv_complete_375,T0
2026,2,A0_LOCAL3,,,,,525,121,162,,M,100.0,0.593128390596745,full_808,T0-T1
2026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T1
2026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7516576250753466,full_808,T0-T1
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F,100.0,0.8218487394957983,ftv_complete_375,T0-T1
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.1,0.7529411764705882,ftv_complete_375,T0-T1
2026,2,A0_LOCAL3,,,,,525,121,162,,M,100.0,0.6253767329716696,full_808,T0-T2
2026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T2
2026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7947558770343579,full_808,T0-T2
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F,0.1,0.8117647058823529,ftv_complete_375,T0-T2
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,10.0,0.715966386554622,ftv_complete_375,T0-T2
2026,2,A0_LOCAL3,,,,,525,121,162,,M,0.1,0.5988547317661242,full_808,T0-T3_late
2026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T3_late
2026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7561784207353828,full_808,T0-T3_late
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F,1.0,0.7983193277310925,ftv_complete_375,T0-T3_late
2026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.01,0.6436974789915967,ftv_complete_375,T0-T3_late
2026,2,A1_PATCH3,,,,,525,121,162,,M,100.0,0.6151295961422544,full_808,T0
2026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0
2026,2,A1_PATCH3,,,,,525,121,162,,C+M,10.0,0.7610006027727546,full_808,T0
2026,2,A1_PATCH3,,,,,240,52,83,,C+F,0.01,0.746218487394958,ftv_complete_375,T0
2026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,0.1,0.6823529411764706,ftv_complete_375,T0
2026,2,A1_PATCH3,,,,,525,121,162,,M,10.0,0.6268836648583485,full_808,T0-T1
2026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T1
2026,2,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.7516576250753465,full_808,T0-T1
2026,2,A1_PATCH3,,,,,240,52,83,,C+F,100.0,0.8218487394957983,ftv_complete_375,T0-T1
2026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,0.1,0.7831932773109244,ftv_complete_375,T0-T1
2026,2,A1_PATCH3,,,,,525,121,162,,M,0.1,0.5780590717299577,full_808,T0-T2
2026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T2
2026,2,A1_PATCH3,,,,,525,121,162,,C+M,0.1,0.7456298975286316,full_808,T0-T2
2026,2,A1_PATCH3,,,,,240,52,83,,C+F,0.1,0.8117647058823529,ftv_complete_375,T0-T2
2026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,100.0,0.7630252100840336,ftv_complete_375,T0-T2
2026,2,A1_PATCH3,,,,,525,121,162,,M,0.1,0.5973477998794454,full_808,T0-T3_late
2026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T3_late
2026,2,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.7447257383966245,full_808,T0-T3_late
2026,2,A1_PATCH3,,,,,240,52,83,,C+F,1.0,0.7983193277310925,ftv_complete_375,T0-T3_late
2026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,0.1,0.7008403361344537,ftv_complete_375,T0-T3_late
2026,3,A0_LOCAL3,,,,,526,121,161,,M,100.0,0.5792682926829269,full_808,T0
2026,3,A0_LOCAL3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0
2026,3,A0_LOCAL3,,,,,526,121,161,,C+M,1.0,0.7170731707317074,full_808,T0
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F,0.001,0.7414634146341463,ftv_complete_375,T0
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F+M,0.01,0.6780487804878048,ftv_complete_375,T0
2026,3,A0_LOCAL3,,,,,526,121,161,,M,0.01,0.6128048780487805,full_808,T0-T1
2026,3,A0_LOCAL3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T1
2026,3,A0_LOCAL3,,,,,526,121,161,,C+M,0.01,0.7353658536585367,full_808,T0-T1
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F,0.1,0.8134146341463415,ftv_complete_375,T0-T1
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F+M,0.01,0.7402439024390244,ftv_complete_375,T0-T1
2026,3,A0_LOCAL3,,,,,526,121,161,,M,0.001,0.5701219512195121,full_808,T0-T2
2026,3,A0_LOCAL3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T2
2026,3,A0_LOCAL3,,,,,526,121,161,,C+M,0.01,0.7033536585365854,full_808,T0-T2
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F,0.001,0.824390243902439,ftv_complete_375,T0-T2
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F+M,0.01,0.701219512195122,ftv_complete_375,T0-T2
2026,3,A0_LOCAL3,,,,,526,121,161,,M,0.001,0.5917682926829269,full_808,T0-T3_late
2026,3,A0_LOCAL3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T3_late
2026,3,A0_LOCAL3,,,,,526,121,161,,C+M,0.01,0.7060975609756098,full_808,T0-T3_late
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F,0.1,0.8219512195121951,ftv_complete_375,T0-T3_late
2026,3,A0_LOCAL3,,,,,242,61,72,,C+F+M,0.01,0.7414634146341463,ftv_complete_375,T0-T3_late
2026,3,A1_PATCH3,,,,,526,121,161,,M,0.001,0.5917682926829267,full_808,T0
2026,3,A1_PATCH3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0
2026,3,A1_PATCH3,,,,,526,121,161,,C+M,0.01,0.7152439024390244,full_808,T0
2026,3,A1_PATCH3,,,,,242,61,72,,C+F,0.001,0.7414634146341463,ftv_complete_375,T0
2026,3,A1_PATCH3,,,,,242,61,72,,C+F+M,0.01,0.6719512195121952,ftv_complete_375,T0
2026,3,A1_PATCH3,,,,,526,121,161,,M,0.001,0.6067073170731707,full_808,T0-T1
2026,3,A1_PATCH3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T1
2026,3,A1_PATCH3,,,,,526,121,161,,C+M,0.01,0.7103658536585366,full_808,T0-T1
2026,3,A1_PATCH3,,,,,242,61,72,,C+F,0.1,0.8134146341463415,ftv_complete_375,T0-T1
2026,3,A1_PATCH3,,,,,242,61,72,,C+F+M,0.01,0.6951219512195123,ftv_complete_375,T0-T1
2026,3,A1_PATCH3,,,,,526,121,161,,M,0.01,0.6070121951219513,full_808,T0-T2
2026,3,A1_PATCH3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T2
2026,3,A1_PATCH3,,,,,526,121,161,,C+M,0.01,0.699390243902439,full_808,T0-T2
2026,3,A1_PATCH3,,,,,242,61,72,,C+F,0.001,0.824390243902439,ftv_complete_375,T0-T2
2026,3,A1_PATCH3,,,,,242,61,72,,C+F+M,0.1,0.7207317073170731,ftv_complete_375,T0-T2
2026,3,A1_PATCH3,,,,,526,121,161,,M,0.01,0.6219512195121951,full_808,T0-T3_late
2026,3,A1_PATCH3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T3_late
2026,3,A1_PATCH3,,,,,526,121,161,,C+M,0.01,0.7079268292682928,full_808,T0-T3_late
2026,3,A1_PATCH3,,,,,242,61,72,,C+F,0.1,0.8219512195121951,ftv_complete_375,T0-T3_late
2026,3,A1_PATCH3,,,,,242,61,72,,C+F+M,0.1,0.7402439024390244,ftv_complete_375,T0-T3_late
2026,4,A0_LOCAL3,,,,,526,121,161,,M,0.1,0.6234756097560975,full_808,T0
2026,4,A0_LOCAL3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0
2026,4,A0_LOCAL3,,,,,526,121,161,,C+M,0.1,0.6984756097560976,full_808,T0
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F,0.001,0.7032608695652174,ftv_complete_375,T0
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F+M,1.0,0.6923913043478261,ftv_complete_375,T0
2026,4,A0_LOCAL3,,,,,526,121,161,,M,0.01,0.5810975609756098,full_808,T0-T1
2026,4,A0_LOCAL3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0-T1
2026,4,A0_LOCAL3,,,,,526,121,161,,C+M,0.1,0.6905487804878049,full_808,T0-T1
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F,0.001,0.733695652173913,ftv_complete_375,T0-T1
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F+M,0.1,0.6021739130434783,ftv_complete_375,T0-T1
2026,4,A0_LOCAL3,,,,,526,121,161,,M,1.0,0.6545731707317073,full_808,T0-T2
2026,4,A0_LOCAL3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0-T2
2026,4,A0_LOCAL3,,,,,526,121,161,,C+M,1.0,0.6972560975609757,full_808,T0-T2
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F,10.0,0.7826086956521738,ftv_complete_375,T0-T2
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F+M,0.1,0.6467391304347826,ftv_complete_375,T0-T2
2026,4,A0_LOCAL3,,,,,526,121,161,,M,0.1,0.6783536585365852,full_808,T0-T3_late
2026,4,A0_LOCAL3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0-T3_late
2026,4,A0_LOCAL3,,,,,526,121,161,,C+M,0.1,0.7082317073170732,full_808,T0-T3_late
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F,0.001,0.7945652173913044,ftv_complete_375,T0-T3_late
2026,4,A0_LOCAL3,,,,,225,66,84,,C+F+M,0.01,0.6097826086956522,ftv_complete_375,T0-T3_late
2026,4,A1_PATCH3,,,,,526,121,161,,M,100.0,0.5707317073170732,full_808,T0
2026,4,A1_PATCH3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0
2026,4,A1_PATCH3,,,,,526,121,161,,C+M,1.0,0.6564024390243902,full_808,T0
2026,4,A1_PATCH3,,,,,225,66,84,,C+F,0.001,0.7032608695652174,ftv_complete_375,T0
2026,4,A1_PATCH3,,,,,225,66,84,,C+F+M,0.001,0.6228260869565216,ftv_complete_375,T0
2026,4,A1_PATCH3,,,,,526,121,161,,M,1.0,0.5567073170731708,full_808,T0-T1
2026,4,A1_PATCH3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0-T1
2026,4,A1_PATCH3,,,,,526,121,161,,C+M,1.0,0.6625000000000001,full_808,T0-T1
2026,4,A1_PATCH3,,,,,225,66,84,,C+F,0.001,0.733695652173913,ftv_complete_375,T0-T1
2026,4,A1_PATCH3,,,,,225,66,84,,C+F+M,0.1,0.575,ftv_complete_375,T0-T1
2026,4,A1_PATCH3,,,,,526,121,161,,M,10.0,0.6841463414634146,full_808,T0-T2
2026,4,A1_PATCH3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0-T2
2026,4,A1_PATCH3,,,,,526,121,161,,C+M,100.0,0.6798780487804877,full_808,T0-T2
2026,4,A1_PATCH3,,,,,225,66,84,,C+F,10.0,0.7826086956521738,ftv_complete_375,T0-T2
2026,4,A1_PATCH3,,,,,225,66,84,,C+F+M,1.0,0.6119565217391303,ftv_complete_375,T0-T2
2026,4,A1_PATCH3,,,,,526,121,161,,M,10.0,0.5820121951219512,full_808,T0-T3_late
2026,4,A1_PATCH3,,,,,526,121,161,,C,0.0001,0.6935975609756098,full_808,T0-T3_late
2026,4,A1_PATCH3,,,,,526,121,161,,C+M,10.0,0.665548780487805,full_808,T0-T3_late
2026,4,A1_PATCH3,,,,,225,66,84,,C+F,0.001,0.7945652173913044,ftv_complete_375,T0-T3_late
2026,4,A1_PATCH3,,,,,225,66,84,,C+F+M,0.0001,0.6,ftv_complete_375,T0-T3_late
3026,0,A0_LOCAL3,,,,,525,121,162,,M,1.0,0.5623869801084991,full_808,T0
3026,0,A0_LOCAL3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0
3026,0,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7209162145871006,full_808,T0
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F,0.0001,0.8473684210526317,ftv_complete_375,T0
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F+M,0.1,0.7210526315789474,ftv_complete_375,T0
3026,0,A0_LOCAL3,,,,,525,121,162,,M,100.0,0.5874020494273658,full_808,T0-T1
3026,0,A0_LOCAL3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0-T1
3026,0,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.7233273056057866,full_808,T0-T1
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F,10.0,0.8447368421052631,ftv_complete_375,T0-T1
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F+M,0.1,0.7447368421052631,ftv_complete_375,T0-T1
3026,0,A0_LOCAL3,,,,,525,121,162,,M,0.01,0.6738999397227246,full_808,T0-T2
3026,0,A0_LOCAL3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0-T2
3026,0,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.7733574442435202,full_808,T0-T2
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F,1.0,0.8657894736842104,ftv_complete_375,T0-T2
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F+M,0.1,0.7605263157894737,ftv_complete_375,T0-T2
3026,0,A0_LOCAL3,,,,,525,121,162,,M,0.01,0.6262808921036769,full_808,T0-T3_late
3026,0,A0_LOCAL3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0-T3_late
3026,0,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7519590114526823,full_808,T0-T3_late
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F,0.1,0.8473684210526315,ftv_complete_375,T0-T3_late
3026,0,A0_LOCAL3,,,,,247,59,69,,C+F+M,100.0,0.8184210526315789,ftv_complete_375,T0-T3_late
3026,0,A1_PATCH3,,,,,525,121,162,,M,10.0,0.5753465943339361,full_808,T0
3026,0,A1_PATCH3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0
3026,0,A1_PATCH3,,,,,525,121,162,,C+M,1.0,0.6654611211573237,full_808,T0
3026,0,A1_PATCH3,,,,,247,59,69,,C+F,0.0001,0.8473684210526317,ftv_complete_375,T0
3026,0,A1_PATCH3,,,,,247,59,69,,C+F+M,10.0,0.6539473684210526,ftv_complete_375,T0
3026,0,A1_PATCH3,,,,,525,121,162,,M,0.001,0.4990958408679928,full_808,T0-T1
3026,0,A1_PATCH3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0-T1
3026,0,A1_PATCH3,,,,,525,121,162,,C+M,0.1,0.6353224834237493,full_808,T0-T1
3026,0,A1_PATCH3,,,,,247,59,69,,C+F,10.0,0.8447368421052631,ftv_complete_375,T0-T1
3026,0,A1_PATCH3,,,,,247,59,69,,C+F+M,1.0,0.6921052631578947,ftv_complete_375,T0-T1
3026,0,A1_PATCH3,,,,,525,121,162,,M,0.001,0.546112115732369,full_808,T0-T2
3026,0,A1_PATCH3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0-T2
3026,0,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.6588306208559374,full_808,T0-T2
3026,0,A1_PATCH3,,,,,247,59,69,,C+F,1.0,0.8657894736842104,ftv_complete_375,T0-T2
3026,0,A1_PATCH3,,,,,247,59,69,,C+F+M,1.0,0.6460526315789472,ftv_complete_375,T0-T2
3026,0,A1_PATCH3,,,,,525,121,162,,M,0.01,0.5650994575045208,full_808,T0-T3_late
3026,0,A1_PATCH3,,,,,525,121,162,,C,0.0001,0.7399035563592526,full_808,T0-T3_late
3026,0,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.6540084388185654,full_808,T0-T3_late
3026,0,A1_PATCH3,,,,,247,59,69,,C+F,0.1,0.8473684210526315,ftv_complete_375,T0-T3_late
3026,0,A1_PATCH3,,,,,247,59,69,,C+F+M,100.0,0.6026315789473684,ftv_complete_375,T0-T3_late
3026,1,A0_LOCAL3,,,,,525,121,162,,M,0.001,0.6387195121951219,full_808,T0
3026,1,A0_LOCAL3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0
3026,1,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.738719512195122,full_808,T0
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F,0.0001,0.6448412698412698,ftv_complete_375,T0
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F+M,0.001,0.6696428571428571,ftv_complete_375,T0
3026,1,A0_LOCAL3,,,,,525,121,162,,M,0.001,0.7024390243902439,full_808,T0-T1
3026,1,A0_LOCAL3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T1
3026,1,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.7588414634146342,full_808,T0-T1
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F,10.0,0.6904761904761905,ftv_complete_375,T0-T1
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F+M,0.01,0.6785714285714285,ftv_complete_375,T0-T1
3026,1,A0_LOCAL3,,,,,525,121,162,,M,0.0001,0.6704268292682927,full_808,T0-T2
3026,1,A0_LOCAL3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T2
3026,1,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.75,full_808,T0-T2
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F,10.0,0.7222222222222222,ftv_complete_375,T0-T2
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F+M,10.0,0.7013888888888888,ftv_complete_375,T0-T2
3026,1,A0_LOCAL3,,,,,525,121,162,,M,0.01,0.7140243902439024,full_808,T0-T3_late
3026,1,A0_LOCAL3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T3_late
3026,1,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.7710365853658536,full_808,T0-T3_late
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F,0.01,0.7103174603174602,ftv_complete_375,T0-T3_late
3026,1,A0_LOCAL3,,,,,239,69,67,,C+F+M,0.1,0.6934523809523809,ftv_complete_375,T0-T3_late
3026,1,A1_PATCH3,,,,,525,121,162,,M,1.0,0.6954268292682928,full_808,T0
3026,1,A1_PATCH3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0
3026,1,A1_PATCH3,,,,,525,121,162,,C+M,0.1,0.776219512195122,full_808,T0
3026,1,A1_PATCH3,,,,,239,69,67,,C+F,0.0001,0.6448412698412698,ftv_complete_375,T0
3026,1,A1_PATCH3,,,,,239,69,67,,C+F+M,1.0,0.7331349206349206,ftv_complete_375,T0
3026,1,A1_PATCH3,,,,,525,121,162,,M,0.01,0.7564024390243903,full_808,T0-T1
3026,1,A1_PATCH3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T1
3026,1,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.825,full_808,T0-T1
3026,1,A1_PATCH3,,,,,239,69,67,,C+F,10.0,0.6904761904761905,ftv_complete_375,T0-T1
3026,1,A1_PATCH3,,,,,239,69,67,,C+F+M,0.01,0.7589285714285714,ftv_complete_375,T0-T1
3026,1,A1_PATCH3,,,,,525,121,162,,M,0.001,0.7192073170731706,full_808,T0-T2
3026,1,A1_PATCH3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T2
3026,1,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.7765243902439024,full_808,T0-T2
3026,1,A1_PATCH3,,,,,239,69,67,,C+F,10.0,0.7222222222222222,ftv_complete_375,T0-T2
3026,1,A1_PATCH3,,,,,239,69,67,,C+F+M,0.1,0.7073412698412699,ftv_complete_375,T0-T2
3026,1,A1_PATCH3,,,,,525,121,162,,M,0.001,0.7091463414634146,full_808,T0-T3_late
3026,1,A1_PATCH3,,,,,525,121,162,,C,0.01,0.7317073170731707,full_808,T0-T3_late
3026,1,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.7716463414634147,full_808,T0-T3_late
3026,1,A1_PATCH3,,,,,239,69,67,,C+F,0.01,0.7103174603174602,ftv_complete_375,T0-T3_late
3026,1,A1_PATCH3,,,,,239,69,67,,C+F+M,0.1,0.7152777777777777,ftv_complete_375,T0-T3_late
3026,2,A0_LOCAL3,,,,,525,121,162,,M,0.001,0.5367691380349608,full_808,T0
3026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0
3026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.01,0.7709463532248342,full_808,T0
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F,0.01,0.746218487394958,ftv_complete_375,T0
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.1,0.6890756302521008,ftv_complete_375,T0
3026,2,A0_LOCAL3,,,,,525,121,162,,M,0.01,0.6151295961422543,full_808,T0-T1
3026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T1
3026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7836045810729355,full_808,T0-T1
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F,100.0,0.8218487394957983,ftv_complete_375,T0-T1
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.1,0.7865546218487396,ftv_complete_375,T0-T1
3026,2,A0_LOCAL3,,,,,525,121,162,,M,0.01,0.6006630500301386,full_808,T0-T2
3026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T2
3026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7784810126582279,full_808,T0-T2
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F,0.1,0.8117647058823529,ftv_complete_375,T0-T2
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.1,0.7714285714285715,ftv_complete_375,T0-T2
3026,2,A0_LOCAL3,,,,,525,121,162,,M,0.1,0.6121157323688969,full_808,T0-T3_late
3026,2,A0_LOCAL3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T3_late
3026,2,A0_LOCAL3,,,,,525,121,162,,C+M,0.1,0.7459312839059674,full_808,T0-T3_late
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F,1.0,0.7983193277310925,ftv_complete_375,T0-T3_late
3026,2,A0_LOCAL3,,,,,240,52,83,,C+F+M,0.01,0.7126050420168066,ftv_complete_375,T0-T3_late
3026,2,A1_PATCH3,,,,,525,121,162,,M,10.0,0.5744424352019288,full_808,T0
3026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0
3026,2,A1_PATCH3,,,,,525,121,162,,C+M,0.1,0.7564798071127187,full_808,T0
3026,2,A1_PATCH3,,,,,240,52,83,,C+F,0.01,0.746218487394958,ftv_complete_375,T0
3026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,1.0,0.6705882352941177,ftv_complete_375,T0
3026,2,A1_PATCH3,,,,,525,121,162,,M,0.001,0.6054852320675105,full_808,T0-T1
3026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T1
3026,2,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.7504520795660037,full_808,T0-T1
3026,2,A1_PATCH3,,,,,240,52,83,,C+F,100.0,0.8218487394957983,ftv_complete_375,T0-T1
3026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,10.0,0.8151260504201681,ftv_complete_375,T0-T1
3026,2,A1_PATCH3,,,,,525,121,162,,M,0.001,0.5708257986738999,full_808,T0-T2
3026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T2
3026,2,A1_PATCH3,,,,,525,121,162,,C+M,1.0,0.7411091018685955,full_808,T0-T2
3026,2,A1_PATCH3,,,,,240,52,83,,C+F,0.1,0.8117647058823529,ftv_complete_375,T0-T2
3026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,0.1,0.773109243697479,ftv_complete_375,T0-T2
3026,2,A1_PATCH3,,,,,525,121,162,,M,0.001,0.5485232067510548,full_808,T0-T3_late
3026,2,A1_PATCH3,,,,,525,121,162,,C,0.001,0.7745629897528632,full_808,T0-T3_late
3026,2,A1_PATCH3,,,,,525,121,162,,C+M,0.01,0.6751054852320675,full_808,T0-T3_late
3026,2,A1_PATCH3,,,,,240,52,83,,C+F,1.0,0.7983193277310925,ftv_complete_375,T0-T3_late
3026,2,A1_PATCH3,,,,,240,52,83,,C+F+M,0.001,0.7008403361344537,ftv_complete_375,T0-T3_late
3026,3,A0_LOCAL3,,,,,526,121,161,,M,0.0001,0.6067073170731707,full_808,T0
3026,3,A0_LOCAL3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0
3026,3,A0_LOCAL3,,,,,526,121,161,,C+M,0.1,0.7292682926829268,full_808,T0
3026,3,A0_LOCAL3,,,,,242,61,72,,C+F,0.001,0.7414634146341463,ftv_complete_375,T0
3026,3,A0_LOCAL3,,,,,242,61,72,,C+F+M,0.01,0.6890243902439024,ftv_complete_375,T0
3026,3,A0_LOCAL3,,,,,526,121,161,,M,0.0001,0.6176829268292683,full_808,T0-T1
3026,3,A0_LOCAL3,,,,,526,121,161,,C,10.0,0.7382621951219512,full_808,T0-T1
3026,3,A0_LOCAL3,,,,,526,121,161,,C+M,0.01,0.7365853658536585,full_808,T0-T1
3026,3,A0_LOCAL3,,,,,242,61,72,,C+F,0.1,0.8134146341463415,ftv_complete_375,T0-T1
3026,3,A0_LOCAL3,,,,,242,61,72,,C+F+M,0.1,0.7560975609756098,ftv_complete_375,T0-T1
