seed_base,finite_cell_count,n_patients,actual_cosine,shuffled_cosine,cosine_gain,actual_normalized_mse,shuffled_normalized_mse,normalized_mse_relative_improvement,target_std,prediction_std,token_variance_ratio,noncollapsed,materially_exceeds_shuffle
2026,5,808,0.39083901839440427,0.3900815374128381,0.0007574809815661943,1.2157335426075169,1.2172544037193973,0.001249419272777611,0.976177073860271,0.48255859795608624,0.4943351066910625,True,False
3026,5,808,0.4092283151532575,0.4084701375201468,0.0007581776331107015,1.17982466827013,1.1813422342264548,0.00128461161580191,0.9783367357484285,0.4861044438621854,0.49686823166291005,True,False
