aggregation_level,task_type,model,run_name,encoder_stream,representation,representation_role,input_variant,target_name,timepoint,transition,probe_type,feature_dim,fold,n,n_patients,n_folds,mae,rmse,r2,spearman,pearson,target_variance_ddof1,predicted_variance_ddof1,predicted_to_target_variance_ratio,standardized_target_variance_ddof1,standardized_predicted_variance_ddof1,standardized_variance_ratio,fold_centered_target_variance,fold_centered_predicted_variance,fold_centered_variance_ratio,near_constant_prediction,near_constant_definition,b0_mae,b0_rmse,rmse_gain_over_b0,sign_accuracy,shrinkage_accuracy,shrinkage_balanced_accuracy,zero_change_mae,zero_change_rmse,rmse_gain_over_zero_change
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T0→T1,single_output_ridge,256,0,69,69,1,0.5055803486117826,0.648960990565579,0.09166102143988586,0.38447204968944104,0.31686237531489514,0.47046726510331355,0.03337885630411812,0.07094830773568953,0.2686716922163272,0.01906180181142462,0.07094830740886753,0.2686716922163272,0.01906180181142462,0.07094830740886753,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.5507075116101875,0.6885005846871477,0.057428555619216164,0.8840579710144928,0.8840579710144928,0.5,0.6879115603843899,0.9447739666000355,0.31310449535247115
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T0→T1,single_output_ridge,256,1,67,67,1,0.5229122344156133,0.6656896822489757,0.227873147097722,0.5105754649213824,0.4948824147589521,0.5826206348075811,0.09091366203392665,0.15604264010311306,0.29897790277877073,0.04665330103235362,0.15604263926780843,0.29897790277877073,0.04665330103235362,0.15604263926780843,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.5908035798409411,0.7578399042318954,0.12159589574043086,0.8656716417910447,0.8656716417910447,0.4915254237288136,0.8538496377524442,1.064714449928666,0.3747716279293704
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T0→T1,single_output_ridge,256,2,83,83,1,0.6155462291193413,0.8336652821918632,-0.28054806806968147,0.4034255488854372,0.3118199719280564,0.5493533614498459,0.46646235832339106,0.8491116848585579,0.3481553701491673,0.2956227951049868,0.849111691077254,0.3481553701491673,0.2956227951049868,0.849111691077254,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.5904444350137809,0.7601236909198543,-0.09674950557456435,0.8192771084337349,0.8192771084337349,0.6299019607843137,0.721124399715497,0.9481620342120571,0.12075652461168536
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T0→T1,single_output_ridge,256,3,72,72,1,0.6418925491701921,0.8286942978591839,-0.025151517255132427,0.156280146633224,0.1922154267719022,0.6793206085268344,0.09936799534162148,0.14627554956283395,0.3797694885556297,0.05555099098394203,0.1462755504535609,0.3797694885556297,0.05555099098394203,0.1462755504535609,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.6374592722940177,0.836179606035169,0.0089517947124751,0.8611111111111112,0.8611111111111112,0.484375,0.9309195847150353,1.1879135049334142,0.30239508649610436
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T0→T1,single_output_ridge,256,4,84,84,1,0.6628515525441027,0.9703540564441712,0.06122818737818214,0.30906145590766426,0.2803553786260924,1.0150831156946283,0.1142183167309074,0.11252114724886053,0.48965375997414534,0.0626308346385903,0.12790841153123655,0.48965375997414534,0.0626308346385903,0.12790841153123655,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.6767904450732862,1.0105297815424754,0.039757091608898364,0.9166666666666666,0.9166666666666666,0.5625,0.9562067465981181,1.3023447424099064,0.25491766899707946
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T1→T2,single_output_ridge,256,0,69,69,1,0.8883669550639579,1.134946489086886,0.11562444525363424,0.3689806357325539,0.3419988922700059,1.4779312081749496,0.13846339049634962,0.0936873040710289,0.7798263979462279,0.0790728622853888,0.10139803229749243,0.7798263979462279,0.0790728622853888,0.10139803229749243,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9673283698731511,1.208023708107802,0.0604931993722054,0.9130434782608695,0.9130434782608695,0.5,1.4514577840123244,1.7934783912060401,0.3671813975279171
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T1→T2,single_output_ridge,256,1,67,67,1,0.8423074980970953,1.0873447823598335,0.04740119497801887,0.25488865831271457,0.3316365755791608,1.2599560158241296,0.07211590719677413,0.05723684500970738,0.6181369332979524,0.03700703560282126,0.059868669237052766,0.6181369332979524,0.03700703560282126,0.059868669237052766,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8787678982147196,1.1444860967848947,0.04992748674324951,0.9253731343283582,0.9253731343283582,0.5,1.563106414708003,1.8816819088542995,0.4221420861606277
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T1→T2,single_output_ridge,256,2,83,83,1,0.9138362268943585,1.1909168981585592,0.043305638379367406,0.24398639855589602,0.24482480290922465,1.5005619879951004,0.021624372255271848,0.014410849020748654,0.8028739420442128,0.013704551405758374,0.01706936878641864,0.8028739420442128,0.013704551405758374,0.01706936878641864,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9425385698951279,1.2184404171301688,0.022589138200484735,0.891566265060241,0.891566265060241,0.5,1.3994232562672932,1.755578911008923,0.3216386397156339
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T1→T2,single_output_ridge,256,3,72,72,1,0.7976060404315726,0.9385229131668048,0.05878625139681892,0.2953887709820568,0.3171622634020143,0.9490206123971355,0.211652534088483,0.2230220622435891,0.5305434121959167,0.11832288628200824,0.22302206296798666,0.5305434121959167,0.11832288628200824,0.22302206296798666,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.811003563440721,0.9799155505763443,0.042241025142619786,0.9027777777777778,0.9027777777777778,0.5,1.2779316672905034,1.5451802016793001,0.39261264663705947
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T1→T2,single_output_ridge,256,4,84,84,1,0.8454694537427878,1.052137088603734,-0.018905048000878555,0.10999291282778173,0.06952213903429638,1.0995428022327869,0.05310396460087649,0.048296405099502185,0.6029267978326373,0.029119196646951197,0.04829640472380234,0.6029267978326373,0.029119196646951197,0.04829640472380234,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8323085317232455,1.0423342566432816,-0.009404691343467206,0.9285714285714286,0.9285714285714286,0.5,1.4399000028207336,1.7073277956784914,0.38375214691235365
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T2→T3,single_output_ridge,256,0,69,69,1,0.9001329561105957,1.1938313414936468,0.07500932416586181,0.17782243332115458,0.2844749151221899,1.5634672030081922,0.1520265463274683,0.09723679910583433,0.7692416775808797,0.08681842989964988,0.11286235838478943,0.7692416775808797,0.08681842989964988,0.11286235838478943,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9184284809726238,1.2431813954660202,0.039696583420856336,0.8115942028985508,0.8115942028985508,0.5,1.133201606075632,1.4878675729971602,0.19762258203611957
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T2→T3,single_output_ridge,256,1,67,67,1,0.8030675688024004,1.1115874012567242,0.01493675416657625,0.242397637481044,0.20012524296123543,1.2733681520874813,0.11846285932949052,0.09303111526331942,0.6110670417809152,0.06079046112332013,0.09948247404433772,0.6110670417809152,0.06079046112332013,0.09948247404433772,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8291295984028485,1.1293918529032076,0.01576463616300708,0.8059701492537313,0.8059701492537313,0.5,1.0710164577230912,1.3644075233619604,0.18529663445586714
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T2→T3,single_output_ridge,256,2,83,83,1,0.9247444840383214,1.264383243680938,0.09236553225101718,0.2933336131984383,0.34293014819083284,1.7828332427576514,0.15379678557139392,0.08626537910719237,0.9205966582222611,0.09746946311422852,0.10587640335611159,0.9205966582222611,0.09746946311422852,0.10587640335611159,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9629291446573571,1.3446595874775817,0.059700123766813364,0.8313253012048193,0.8313253012048193,0.5,1.3336135252485868,1.694809135747727,0.25396717718121753
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T2→T3,single_output_ridge,256,3,72,72,1,0.8826239679016453,1.1692448120644374,0.0364196823509384,0.18396681458614705,0.20231348838939897,1.4387890719397851,0.026799686196771415,0.018626556678415618,0.7207875199357606,0.014982179334212085,0.020785847312599633,0.7207875199357606,0.014982179334212085,0.020785847312599633,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9116580341880263,1.1921362012757457,0.019201991506349218,0.8194444444444444,0.8194444444444444,0.5,1.15627791324129,1.4665541176459467,0.2027264469849487
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ftv,,T2→T3,single_output_ridge,256,4,84,84,1,0.8858962612188209,1.3108205036610547,-0.08242166841349197,0.15476359218386151,0.034674912139913895,1.60653861200753,0.160248788526236,0.09974785998202008,0.6394324004704341,0.08787132976987075,0.13742082776103198,0.6394324004704341,0.08787132976987075,0.13742082776103198,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8937251508178105,1.2608595989352926,-0.03962447902046395,0.7857142857142857,0.7857142857142857,0.4925373134328358,1.0546900108857507,1.499425098253241,0.12578460558776944
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T0→T1,single_output_ridge,256,0,69,69,1,0.3621656418013166,0.8302948196755587,-0.088853123117973,-0.0966214771657515,-0.20690183626706404,0.6424443787943146,0.015586149509464468,0.024260698706268142,1.499819950127085,0.04511275810618924,0.030078782524773508,1.499819950127085,0.04511275810618924,0.030078782524773508,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.3215578838578935,0.7964613784026763,-0.042479701075695965,0.7101449275362319,0.7101449275362319,0.5,0.34098390203821266,0.8424847764964911,0.014469052926540507
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T0→T1,single_output_ridge,256,1,67,67,1,0.2897617629156058,0.5215043708319553,-0.07292881050444389,0.08204166581223273,-0.01837856166662218,0.2573213761416508,0.013310238703929793,0.05172612902786104,0.8216672386934478,0.042501663392670315,0.05172612633339647,0.8216672386934478,0.042501663392670315,0.05172612633339647,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.28539783339385205,0.5060346299037768,-0.030570518328202432,0.7761194029850746,0.7761194029850746,0.53125,0.2722988890759215,0.5476394131372269,0.047723085078105285
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T0→T1,single_output_ridge,256,2,83,83,1,0.26503160924476205,0.37081061452192143,-0.13096018288152944,0.007760103377659306,-0.01703302016641814,0.1230612266099327,0.008945640293400173,0.07269259814673536,0.4284127672868171,0.031142437094637224,0.07269259805646208,0.4284127672868171,0.031142437094637224,0.07269259805646208,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.2601489633674487,0.3595757852623837,-0.031244676977732613,0.6626506024096386,0.6626506024096386,0.5,0.22902090681788806,0.390256231067585,0.04982781823231403
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T0→T1,single_output_ridge,256,3,72,72,1,0.268328542147721,0.40412014212446945,-0.0038773462208629983,-0.016276931592822178,0.10126537877892225,0.1649736138085839,0.004961328274058226,0.030073465444084718,0.43639090941322245,0.015228712607931856,0.034896951974569324,0.43639090941322245,0.015228712607931856,0.034896951974569324,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.26105702465514036,0.4061883104418859,0.005091649031372999,0.7777777777777778,0.7777777777777778,0.5,0.29640455199323235,0.4603449558478665,0.12213626544433794
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T0→T1,single_output_ridge,256,4,84,84,1,0.336979650669853,0.7282198401159635,-0.0507588544796711,-0.02495782991231493,-0.021703679293616277,0.5107673751239125,0.008008915710374468,0.01568016302613592,1.5000451219904687,0.024352616235237007,0.01623458913217395,1.5000451219904687,0.024352616235237007,0.01623458913217395,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.32292949280128774,0.7204401591995154,-0.010798510906293919,0.75,0.75,0.5,0.3768290169328344,0.788190021633779,0.07608594358186355
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T1→T2,single_output_ridge,256,0,69,69,1,1.005557404738406,1.4175988542969133,-0.09388655297309345,0.04761121788386078,0.011149691018253423,1.864123156995471,0.17429614721869097,0.09350033905464457,4.622525065631021,0.5044850829605396,0.10913625687212414,4.622525065631021,0.5044850829605396,0.10913625687212414,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9928328427530402,1.3661541467492784,-0.03765659070760504,0.7681159420289855,0.7681159420289855,0.5084415584415585,0.8691360040624109,1.5284881420899459,0.07254834678757167
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T1→T2,single_output_ridge,256,1,67,67,1,0.8264400235660406,1.162267822757318,0.049965191807095355,0.3136382302353651,0.2595994617609718,1.4434567598043486,0.15304795804633642,0.10602877918357671,4.567706502279029,0.488705945889641,0.10699153845497826,4.567706502279029,0.488705945889641,0.10699153845497826,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8868037899326279,1.1956839495328955,0.027947290576771384,0.8208955223880597,0.8208955223880597,0.5325757575757576,0.8571760478127458,1.442692045074701,0.19437566268888862
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T1→T2,single_output_ridge,256,2,83,83,1,0.8054751052955463,1.1765034788803157,-0.016721677575490146,0.1913078159237962,0.10881873544044675,1.377998002829351,0.027351361456502292,0.01984862198663828,4.77318280414481,0.09521823208565988,0.01994858273665463,4.77318280414481,0.09521823208565988,0.01994858273665463,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8190710451987911,1.1824065270167747,0.004992401514690967,0.8313253012048193,0.8313253012048193,0.5,0.8883372937786241,1.4448670044812026,0.1857357976675827
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T1→T2,single_output_ridge,256,3,72,72,1,1.0322885105521644,1.4550239434190821,-0.04994209591787779,0.28678238102711356,0.07781014342891933,2.044791726269533,0.09479485304228057,0.04635917283136798,6.2764533733983,0.29097118633337254,0.046359172772095364,6.2764533733983,0.29097118633337254,0.046359172772095364,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",1.0534421664719018,1.43508152841368,-0.013896363802721542,0.8888888888888888,0.8888888888888888,0.49230769230769234,1.0688344270345143,1.7608679957739202,0.17368936972496699
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T1→T2,single_output_ridge,256,4,84,84,1,1.1075536595714621,1.536376034452321,-0.026581827577875083,0.055159215459146115,0.030334430949195742,2.327033683614645,0.04599432878456921,0.019765218315673436,5.532189356310595,0.13985441705136367,0.02528012113175972,5.532189356310595,0.13985441705136367,0.02528012113175972,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",1.08247281156851,1.5274678484887712,-0.005831995725712517,0.7976190476190477,0.7976190476190477,0.5,0.9301611424889507,1.675439280492861,0.08300106584562832
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T2→T3,single_output_ridge,256,0,69,69,1,0.9023281590724492,1.1684903609760993,-0.17855928785212494,0.017750225402639777,-0.047899620784016196,1.1755443315404943,0.1534196143500459,0.13050942464160145,3.4025111085251076,0.4440597690093803,0.13050942519975128,3.4025111085251076,0.4440597690093803,0.13050942519975128,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8615816434953761,1.0841177650944116,-0.07782604307230404,0.6811594202898551,0.6956521739130435,0.5133928571428571,0.697738017132335,1.2777468791129223,0.08550716884761599
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T2→T3,single_output_ridge,256,1,67,67,1,0.976399286695762,1.3213484598680683,-0.04455416032613746,0.06320526386906929,-0.014554822761691313,1.696815527294162,0.060041727382729365,0.03538494692966141,4.758317365721105,0.19172257864780512,0.040292095695208065,4.758317365721105,0.19172257864780512,0.040292095695208065,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9831999011654894,1.295806369784309,-0.01971134783664542,0.6716417910447762,0.6716417910447762,0.5,0.8218520069653791,1.449468114839234,0.08839080602016283
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T2→T3,single_output_ridge,256,2,83,83,1,0.8556925890673799,1.0772249825036402,-0.06865338168618429,0.1040202862238906,0.10898119904614426,1.099107595776249,0.11915727489124961,0.10841274807776605,3.7556258214029796,0.41482194856492177,0.11045348186735966,3.7556258214029796,0.41482194856492177,0.11045348186735966,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.818709890672783,1.0515416060614167,-0.024424498559235747,0.6385542168674698,0.6385542168674698,0.5,0.6913963615713437,1.2058366227781152,0.10665760008032259
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T2→T3,single_output_ridge,256,3,72,72,1,1.129572821017999,1.4721135237201861,0.01630121965560416,0.0023497538935046696,0.12950807119027075,2.2340589035559177,0.05048922630115601,0.022599773990199214,6.6015489964501315,0.15497581991449488,0.023475675178330182,6.6015489964501315,0.15497581991449488,0.023475675178330182,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",1.1343702030425857,1.484382641925435,0.008265468659303483,0.6527777777777778,0.6527777777777778,0.5,0.9248998504947699,1.6861942535278647,0.12696089395381208
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,ld,,T2→T3,single_output_ridge,256,4,84,84,1,1.226772704091395,1.6328756390883297,-0.03957852307504428,0.026905143603884088,-0.0484438855000753,2.595673806859932,0.039003393863903744,0.015026307913122325,7.05930151828673,0.11859716308526803,0.016800127148280698,7.05930151828673,0.11859716308526803,0.016800127148280698,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",1.207716409262657,1.6102343283463911,-0.014060879428144928,0.6428571428571429,0.6428571428571429,0.5,1.1074018238879662,1.849414428801929,0.11708505478346219
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T0→T1,single_output_ridge,256,0,69,69,1,0.04484093193564287,0.05928419513131018,-0.06023402280514323,0.024296675191815862,0.05152556842341264,0.0033636925829732996,0.00021345937406838146,0.06345983433471092,0.4159228758463285,0.026394396917603317,0.06345983462413662,0.4159228758463285,0.026394396917603317,0.06345983462413662,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.043769977049684876,0.05842875268061221,-0.01464077892222098,0.5217391304347826,0.5217391304347826,0.5390492359932089,0.0426550371449275,0.05766033212026732,-0.028162567771129514
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T0→T1,single_output_ridge,256,1,67,67,1,0.06958089236929073,0.0936511740453313,-0.07086485006532084,-0.10866789049405381,-0.15447131715412993,0.008314241900448494,0.00012261104212652407,0.014747110271101215,1.1369535267474107,0.016860218941636675,0.01482929472928439,1.1369535267474107,0.016860218941636675,0.01482929472928439,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.06824869386247526,0.09152515857762865,-0.023228754811710405,0.44776119402985076,0.44776119402985076,0.42917448405253283,0.06873928050746263,0.09187785394950228,-0.01930084367015874
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T0→T1,single_output_ridge,256,2,83,83,1,0.04746350298476733,0.06229141324177276,-0.034992582098261726,0.029091977666764614,0.03654624201065717,0.003794751759271841,0.0001729712161244439,0.04558169469236497,0.5012838129204986,0.022849365786683302,0.045581694835829675,0.5012838129204986,0.022849365786683302,0.045581694835829675,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.045472120161981426,0.06154377410720474,-0.012148087201569492,0.5060240963855421,0.5060240963855421,0.5075581395348837,0.045395463774698754,0.06140577937194928,-0.014422646840112357
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T0→T1,single_output_ridge,256,3,72,72,1,0.05723587740569474,0.07592980187704701,-0.5792818819854617,0.045726413274165545,-0.005587250593976943,0.0037020222789571114,0.0015769523567059304,0.42597052040166816,0.44510926030029235,0.1896034215098549,0.4259705165018117,0.44510926030029235,0.1896034215098549,0.4259705165018117,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.047362300151161246,0.06430358628521972,-0.18080197798391837,0.5694444444444444,0.5694444444444444,0.582612116443745,0.046846679652777744,0.06312944392355874,-0.2027636734609572
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T0→T1,single_output_ridge,256,4,84,84,1,0.05915397269280457,0.08245373409145536,-0.26622612844987437,0.0310620633795687,-0.0455780380551781,0.005433886708284002,0.0009692756812073026,0.17837612987580959,0.6527956358740239,0.11644316107331935,0.1783761328572829,0.6527956358740239,0.11644316107331935,0.1783761328572829,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.053449004622263686,0.07532892812773827,-0.09458260114408203,0.5119047619047619,0.5119047619047619,0.5119047619047619,0.05285372192857139,0.07401664315728491,-0.1139891053454245
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T1→T2,single_output_ridge,256,0,69,69,1,0.06938344101071023,0.09975145483359724,0.026989756667165743,0.12692729265619293,0.16521726897833738,0.010376747344016429,0.00023797253634189527,0.022933249548483803,1.2830918580598851,0.029425466120239736,0.02293324981793032,1.2830918580598851,0.029425466120239736,0.02293324981793032,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.06933401111652894,0.10112569482158877,0.013589424432791696,0.6811594202898551,0.6811594202898551,0.5,0.0720821579565217,0.10829719490299336,0.07891007774532781
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T1→T2,single_output_ridge,256,1,67,67,1,0.09740180600268353,0.1400747328297218,0.023976231683591975,0.2143028174634847,0.22490065609994156,0.020407512863785303,0.0004152680970782004,0.020348785265995126,2.3290405086433874,0.05710342979541996,0.02451800627060858,2.3290405086433874,0.05710342979541996,0.02451800627060858,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.0985317832274342,0.14340521034736325,0.02322424345373649,0.6567164179104478,0.6567164179104478,0.5300387596899224,0.10438908244776117,0.15207363630592033,0.07890193045730047
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T1→T2,single_output_ridge,256,2,83,83,1,0.07102222746963105,0.10800431575661153,-0.05318552485717287,-0.01798832962512069,-0.03954332796807259,0.011210928382875112,0.0002838878266637058,0.025322419068999617,1.2612662370462988,0.03750136548244368,0.029733108189961853,1.2612662370462988,0.03750136548244368,0.029733108189961853,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.06935157465105987,0.10568482437843496,-0.021947251100791532,0.6746987951807228,0.6746987951807228,0.4745762711864407,0.07147793684096382,0.11402494671895647,0.05280099781308662
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T1→T2,single_output_ridge,256,3,72,72,1,0.061182467141402824,0.07939539433378028,-0.1744652642265836,-0.027429416682744876,0.006832185643997402,0.00544282776010223,0.00027776220716262893,0.05103270200808483,0.6544133963795621,0.03339648444051526,0.05103270291420682,0.6544133963795621,0.03339648444051526,0.05103270291420682,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.060957033708228754,0.07937809115457192,-0.00021798431981261083,0.5972222222222222,0.5972222222222222,0.5,0.057183487138888864,0.07471854947567536,-0.06259282187520876
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T1→T2,single_output_ridge,256,4,84,84,1,0.076743074547717,0.09948997263339313,0.012842191107514167,0.17015288042928017,0.12247521975799117,0.010147831121356376,0.00025308046801927815,0.024939365367114132,1.2191016113917645,0.030403620222239996,0.024939365134240346,1.2191016113917645,0.030403620222239996,0.024939365134240346,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.07865649764623826,0.10017593716931725,0.00684759788934847,0.6190476190476191,0.6190476190476191,0.5,0.07700182935714281,0.10773734817058607,0.07655075679173438
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T2→T3,single_output_ridge,256,0,69,69,1,0.08187692584684696,0.11211344177932525,0.019381024135142755,0.2982827913774206,0.32281147597534277,0.013006344573753076,9.687365151907398e-05,0.007448184304955745,1.501926352192824,0.011978492957788342,0.007975419660424527,1.501926352192824,0.011978492957788342,0.007975419660424527,True,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.08303668691468014,0.1144717146388881,0.020601358746151762,0.5652173913043478,0.5652173913043478,0.5,0.07608312997101448,0.11590387700713442,0.03270326520290473
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T2→T3,single_output_ridge,256,1,67,67,1,0.08623110727107876,0.1230041518769821,-0.07344160854392001,0.024902226833745714,0.027430368786969802,0.014308430011368943,0.0009560600225423247,0.06681795429566173,1.4918600480835005,0.13146761516614286,0.08812328967119343,1.4918600480835005,0.13146761516614286,0.08812328967119343,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.08179966962036371,0.11997174628783415,-0.02527599774927556,0.6417910447761194,0.6417910447761194,0.5442857142857143,0.08689449968656711,0.12077665931367576,-0.018443071500439494
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T2→T3,single_output_ridge,256,2,83,83,1,0.09581485447975306,0.13726784620166424,0.0024119182770776515,0.02539775828050879,0.08703231675497534,0.01911835963896818,0.0004598873905958103,0.024054751520545748,2.0465522490672177,0.06075077370587975,0.02968444794584105,2.0465522490672177,0.06075077370587975,0.02968444794584105,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.09432528735125842,0.13743371011029967,0.0012068648114230212,0.6385542168674698,0.6385542168674698,0.5370710784313726,0.09648742705421685,0.14241852998863017,0.03616582608581289
fold_test,change,m0,m0_final,online,online_global_pool,global_pool,observed_pair,sphericity,,T2→T3,single_output_ridge,256,3,72,72,1,0.09497966140433876,0.13712359849623248,-0.15751449082948543,-0.12978326580487493,-0.1185571076644973,0.01647297785833953,0.0008867956226855147,0.05383335243400268,1.837531141889264,0.1066230590455882,0.058025171173949924,1.837531141889264,0.1066230590455882,0.058025171173949924,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.08883149407409804,0.13024272281541147,-0.05283117192331005,0.625,0.625,0.469187675070028,0.09710395247222219,0.14104843857819238,0.02782618596507256
