aggregation_level,task_type,model,run_name,encoder_stream,representation,representation_role,input_variant,target_name,timepoint,transition,probe_type,feature_dim,n,n_patients,n_folds,mae,rmse,r2,spearman,pearson,target_variance_ddof1,predicted_variance_ddof1,predicted_to_target_variance_ratio,standardized_target_variance_ddof1,standardized_predicted_variance_ddof1,standardized_variance_ratio,fold_centered_target_variance,fold_centered_predicted_variance,fold_centered_variance_ratio,near_constant_prediction,near_constant_definition,b0_mae,b0_rmse,rmse_gain_over_b0,sign_accuracy,shrinkage_accuracy,shrinkage_balanced_accuracy,zero_change_mae,zero_change_rmse,rmse_gain_over_zero_change
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,current_only,sphericity,,T1→T2,single_output_ridge,128,375,375,5,0.07544207606266741,0.10755625802287062,-0.01783706367371729,0.026922516782341564,0.0048119847191260305,0.011396008720189683,0.0002181350269698144,0.019141353111055148,1.3383481350920432,0.02611851031246804,0.01951548302540263,1.329836584445399,0.025315466201066433,0.01903652410918151,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.07503442444958144,0.10717154949726225,-0.0035896516138194056,0.6453333333333333,0.6453333333333333,0.4959016393442623,0.07596205578879996,0.11331186576273335,0.05079439563650411
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,current_only,sphericity,,T2→T3,single_output_ridge,128,375,375,5,0.08944953850748853,0.1280819167392214,-0.011835508590213095,0.024062350665604734,0.02015302926705677,0.016256437762729836,0.0002774941611671462,0.01706980122074102,1.7757236958554368,0.036852873845419215,0.02075372082460482,1.7807568785549803,0.0352649246280448,0.019803334780130688,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.08804377187502382,0.12762916009687544,-0.0035474388611685063,0.632,0.632,0.49944795436422745,0.09081319018799995,0.13259659447143576,0.03404821783101623
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,bpe,,T0→T1,single_output_ridge,384,375,375,5,8.14178897649266,11.966505882733285,-0.02457886694924194,0.12051700989873707,0.07948797713984723,140.13576509876154,8.950455798823729,0.06386988926428482,1.429636697101559,0.11097969440239412,0.07762789989050645,1.4143793353184488,0.10536937763256203,0.07449866878098725,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",8.120816188027145,11.876554792335497,-0.007573837023497566,0.704,0.704,0.5208845208845209,8.648985439999999,13.05380386350108,0.08329357420544067
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,bpe,,T1→T2,single_output_ridge,384,375,375,5,6.557937756203744,9.222899856297389,-0.025213710000891565,0.1411571282284674,0.12928867618658188,83.19174735357215,9.260025228490015,0.11130942098299851,0.9325671984963494,0.11332471009429641,0.12151908224631817,0.9262843069752559,0.11205143773728118,0.12096873162321042,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",6.3267479271428675,9.155968705803753,-0.0073101113212859226,0.624,0.624,0.530734678808762,6.4668996,9.500660083426302,0.029235887263608182
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,bpe,,T2→T3,single_output_ridge,384,375,375,5,6.170831791860328,9.241238492701102,-0.04927310671211216,-0.05292206166799408,0.004255204155580582,81.6077643507419,3.910775156447881,0.04792160632706179,0.8125841133231128,0.04864171449420056,0.05986052852458224,0.8090589132998466,0.04693019516066402,0.058005905860740635,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",5.861080026071585,9.0674175436547,-0.019169840608921768,0.552,0.552,0.4892612697663441,5.941835200000002,9.126674608137037,-0.012552642608943652
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,ftv,,T0→T1,single_output_ridge,384,375,375,5,0.5545679437421801,0.7566593989014585,0.14784710559858616,0.4429054499943111,0.3846711976563992,0.6736634796504759,0.09764030930226056,0.14493929424958635,0.3647980681755265,0.05598833654357616,0.15347761248734676,0.36258338586930977,0.05533327311258732,0.15260840752513616,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.6115653633277737,0.825048957436942,0.08289151561131501,0.8613333333333333,0.8613333333333333,0.4923780487804878,0.831665934362793,1.103006847382375,0.31400299037386636
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,ftv,,T1→T2,single_output_ridge,384,375,375,5,0.8613676551114487,1.0899316237481569,0.050543449764996695,0.2770731596313574,0.2683554815120066,1.2545358537735372,0.21555404355697244,0.17181975541679753,0.6660046373370572,0.128139937936488,0.19240096953204527,0.6685740605179805,0.12705207474468516,0.19003440642948521,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.8857599499611033,1.121991265544408,0.028573878229520126,0.9093333333333333,0.9093333333333333,0.512227538543328,1.4239827398248797,1.7372358447279361,0.37260583987152984
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,ftv,,T2→T3,single_output_ridge,384,375,375,5,0.8656546867974795,1.1894498717209747,0.07870289698605071,0.2803866196381841,0.28116141526438,1.5397572143942888,0.1348663228737625,0.08758934305550004,0.7353196724585435,0.07561085114571607,0.10282718384632764,0.736152940437164,0.07491918936582244,0.10177122884455467,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9054897557783907,1.2415461635706626,0.0419608173890691,0.8053333333333333,0.8053333333333333,0.49508196721311476,1.153293084666865,1.5140191371465808,0.2143759332113268
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,ld,,T0→T1,single_output_ridge,384,375,375,5,0.3137448743507518,0.5931148427344697,-0.045185373046102706,0.03281267045377891,0.043114126309944975,0.33747680359088883,0.02266441568209198,0.06715844004960782,0.9405642191502867,0.070981893740774,0.07546735490841829,0.9373922729012865,0.07021382293424958,0.0749033515253262,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.2901965225428247,0.5822633677612599,-0.018636712481041998,0.712,0.7173333333333334,0.5033786225337862,0.30340110730794384,0.6306656093388642,0.0595414845020002
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,ld,,T1→T2,single_output_ridge,384,375,375,5,0.9616568345311031,1.3609717135329014,-0.023236620565700417,0.14993544986368113,0.08737723074275097,1.8150215617650212,0.12044395965919978,0.06635952001698196,5.151909619001897,0.36851615562193246,0.07153001175772311,5.167570890914212,0.34105209070654957,0.06599853159367358,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",0.9671460506258062,1.3514186558697598,-0.007068910601203195,0.8186666666666667,0.8186666666666667,0.49356913183279744,0.9232607722211814,1.5773156355249531,0.13715956218239694
pooled_oof_test,change,m0,m0_final,ema_target,ema_global_pool,global_pool,observed_combined,ld,,T2→T3,single_output_ridge,384,375,375,5,1.0132639521627598,1.3388554394263386,-0.016356336007904648,0.061620035732772846,0.08761541061097114,1.7684021788052815,0.10144608162604817,0.05736595602623852,5.157852608783887,0.32037989890104157,0.06211497753065503,5.1567919557786555,0.30949484476764794,0.060016934447167436,False,"fold-centered standardized Var(pred) <= max(1e-10, 0.01*Var(target))",1.003731415205971,1.3284753427510603,-0.00781354108822431,0.6533333333333333,0.656,0.4998576670040486,0.8538891949371882,1.5197576342435881,0.11903358189563429
