task_type,model,run_name,encoder_stream,representation,representation_role,input_variant,target_name,timepoint,transition,probe_type,feature_dim,metric,estimate,ci_low,ci_high,bootstrap_replicates,valid_replicates,bootstrap_unit,ci_method,seed
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T0→T1,single_output_ridge,14,shrinkage_balanced_accuracy,0.6286729514140682,0.5793015873591671,0.6777359446936606,2000,2000,patient within fold,percentile,107670451
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T0→T1,single_output_ridge,14,rmse_gain_over_b0,0.04113718804291278,-0.00344515665094906,0.0822918984389164,2000,2000,patient within fold,percentile,107670451
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T0→T1,single_output_ridge,14,rmse_gain_over_zero_change,0.03432951761185233,-0.011999416194582724,0.07747069814973005,2000,2000,patient within fold,percentile,107670451
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,mae,0.07410972539675643,0.0668189179167799,0.0818353078145912,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,rmse,0.10571667601710324,0.0928926103656637,0.11956332445142431,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,r2,0.011617487740326893,-0.037412009489572864,0.05026134407985164,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,spearman,0.16737411184086964,0.060996407971197555,0.26657844217091337,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,pearson,0.13759723596894877,0.03548408378216477,0.2308983608185043,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,predicted_to_target_variance_ratio,0.04975804691683019,0.034671196164893094,0.07137123725797082,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,fold_centered_variance_ratio,0.05284615894803759,0.038171983729088164,0.07307987140134405,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,sign_accuracy,0.625,0.5788043478260869,0.6739130434782609,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,shrinkage_accuracy,0.625,0.5788043478260869,0.6739130434782609,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,shrinkage_balanced_accuracy,0.49547460302122587,0.47279362972793626,0.5186363276403138,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,rmse_gain_over_b0,0.011821455335777097,-0.01024993011575283,0.03172425415267984,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T1→T2,single_output_ridge,14,rmse_gain_over_zero_change,0.06143932374786017,0.027837953791900225,0.09136939375564455,2000,2000,patient within fold,percentile,515468652
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,mae,0.08420034095041759,0.07588158793597179,0.09333911675648054,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,rmse,0.1220147587075068,0.10950601045407991,0.13463924837137958,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,r2,0.08066332357387418,-0.005067073434647789,0.15083194705500355,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,spearman,0.35275966223706784,0.2535497128092193,0.44318780404898794,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,pearson,0.2899640029522612,0.18235648132464125,0.3970068476187257,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,predicted_to_target_variance_ratio,0.12076045208844136,0.08949997326760493,0.16455807690527743,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,fold_centered_variance_ratio,0.13974347371044246,0.10591732391706787,0.1853915903091927,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,sign_accuracy,0.6902173913043478,0.6413043478260869,0.7391304347826086,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,shrinkage_accuracy,0.6902173913043478,0.6413043478260869,0.7391304347826086,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,shrinkage_balanced_accuracy,0.6128970531955606,0.5700807835199228,0.6584918114407767,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,rmse_gain_over_b0,0.04356299114014843,0.0005667684531343268,0.08131306834787932,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,input_baseline,raw_roi_intensity,raw_roi_intensity,observed_difference,sphericity,,T2→T3,single_output_ridge,14,rmse_gain_over_zero_change,0.07736226165096223,0.030439994933724086,0.11946033018751068,2000,2000,patient within fold,percentile,3185769472
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,mae,0.604098514409794,0.5515548634617236,0.6601470111451205,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,rmse,0.8136699550658134,0.7275014708623747,0.9042774087720574,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,r2,0.014598495371725306,-0.08836165868336328,0.10974089122415535,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,spearman,0.300454886790306,0.20620091506865035,0.39368024069008734,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,pearson,0.22732673421945876,0.11713057657541837,0.34220936708127814,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,predicted_to_target_variance_ratio,0.17593104504389795,0.13277177004101728,0.2340233523457848,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,fold_centered_variance_ratio,0.19113584814330575,0.14513015037999902,0.252331931109581,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,sign_accuracy,0.8506666666666667,0.8106666666666666,0.8826666666666667,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,shrinkage_accuracy,0.8506666666666667,0.8106666666666666,0.8826666666666667,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,shrinkage_balanced_accuracy,0.513622210690192,0.48192634586685107,0.5553169165235768,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,rmse_gain_over_b0,0.01379191170240129,-0.03500999130994471,0.06326101827892265,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128,rmse_gain_over_zero_change,0.2623164969494141,0.21973276122265453,0.3028702661011346,2000,2000,patient within fold,percentile,450514180
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,mae,0.88803993605913,0.8210116542131026,0.9563128497257,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,rmse,1.1164637258285937,1.033424989026549,1.2014887453604117,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,r2,0.0037557622291696235,-0.03904191672265675,0.03683083698489793,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,spearman,0.09322812606667424,-0.016001032118251966,0.19724274559446384,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,pearson,0.10538187452634197,0.008081782575971893,0.19795094416438272,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,predicted_to_target_variance_ratio,0.03638141801743057,0.028616518291594117,0.04586289681950973,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,fold_centered_variance_ratio,0.036440872498772904,0.029024548979140623,0.04529448354695643,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,sign_accuracy,0.912,0.8826666666666667,0.9386666666666666,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,shrinkage_accuracy,0.912,0.8826666666666667,0.9386666666666666,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,shrinkage_balanced_accuracy,0.5,0.5,0.5,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,rmse_gain_over_b0,0.004926544337341407,-0.01459255284828088,0.022384809617030602,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128,rmse_gain_over_zero_change,0.3573332433723528,0.3146007569619718,0.3963312578498386,2000,2000,patient within fold,percentile,2417612695
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,mae,0.8916022100251333,0.8146420465402743,0.9772920353754759,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,rmse,1.212077097444654,1.0877282655443463,1.3340128231978323,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,r2,0.04331732701793212,0.004884409001318579,0.07355231858727479,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,spearman,0.16267197633405392,0.06140365778604238,0.2582195214143039,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,pearson,0.20966244900272918,0.11711330273932143,0.2952360355217774,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,predicted_to_target_variance_ratio,0.034221424087306974,0.026088230902042153,0.045965566102128964,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,fold_centered_variance_ratio,0.04067072893666387,0.032193577515051384,0.052124540819875345,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,sign_accuracy,0.8133333333333334,0.7733333333333333,0.8533333333333334,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,shrinkage_accuracy,0.8133333333333334,0.7733333333333333,0.8533333333333334,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,shrinkage_balanced_accuracy,0.5,0.5,0.5,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,rmse_gain_over_b0,0.023735779619548078,0.006694832309253552,0.040644877380166554,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128,rmse_gain_over_zero_change,0.19943079469324704,0.15714524838237795,0.23958665777031876,2000,2000,patient within fold,percentile,989195860
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,mae,0.2975942609891703,0.24974225212824905,0.35278696675790566,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,rmse,0.5883838929637472,0.40094189934934016,0.7612463831563855,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,r2,-0.028578137830097328,-0.08140303413738918,-0.01303009896949954,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,spearman,0.030334289157503646,-0.06306929567568695,0.12587193854798276,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,pearson,-0.023620367182401302,-0.07363300106944344,0.0362389414300474,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,predicted_to_target_variance_ratio,0.02152255645683525,0.011672690287206402,0.05030592512998117,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,fold_centered_variance_ratio,0.02276259388617217,0.012978597815527118,0.05082712826986956,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,sign_accuracy,0.7306666666666667,0.688,0.7733999999999996,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,shrinkage_accuracy,0.7306666666666667,0.688,0.7733999999999996,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,shrinkage_balanced_accuracy,0.5,0.5,0.5,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,rmse_gain_over_b0,-0.010511609593473234,-0.028462544825460713,-0.0015936899431626412,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128,rmse_gain_over_zero_change,0.06704300305742301,0.04425443506772328,0.10234954160274089,2000,2000,patient within fold,percentile,3604888193
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,mae,0.9635647430963643,0.8682615339284598,1.0680008126464524,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,rmse,1.362620521980025,1.2253745799009048,1.4977098661471793,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,r2,-0.02571741151061291,-0.06560202948813436,0.008457098811841165,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,spearman,-0.010655878929110744,-0.11192930869272774,0.09464325030277042,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,pearson,0.012633854179483442,-0.10059007812704406,0.11878757657507266,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,predicted_to_target_variance_ratio,0.028598480453654845,0.02135801962125481,0.0382740741996924,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,fold_centered_variance_ratio,0.025494562431940114,0.01873013876385059,0.03417522463636021,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,sign_accuracy,0.8266666666666667,0.7866666666666666,0.864,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,shrinkage_accuracy,0.8266666666666667,0.7866666666666666,0.864,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,shrinkage_balanced_accuracy,0.5045970659163987,0.49346351655416265,0.5238103219725994,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,rmse_gain_over_b0,-0.008288968086692328,-0.024438161062648043,0.007261549023730913,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128,rmse_gain_over_zero_change,0.13611423656082292,0.10126188475041804,0.16601502696529372,2000,2000,patient within fold,percentile,3567807681
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,mae,1.0074574847363238,0.9217645595130365,1.0989461969267833,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,rmse,1.3365589985837047,1.2196721846893228,1.4509990958670909,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,r2,-0.012872762710376184,-0.05152571754264209,0.015000326865097837,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,spearman,0.07625432578862933,-0.02178705086067204,0.168297473516413,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,pearson,0.030902288047707702,-0.07561044679652751,0.13613303607373148,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,predicted_to_target_variance_ratio,0.021390039626003523,0.016119148984688986,0.02813281949852007,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,fold_centered_variance_ratio,0.021814498244470074,0.016503713341964897,0.028642524541572695,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,sign_accuracy,0.6533333333333333,0.6053333333333333,0.7013333333333334,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,shrinkage_accuracy,0.6533333333333333,0.6053333333333333,0.7013333333333334,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,shrinkage_balanced_accuracy,0.4959514170040486,0.4896694214876033,0.5,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,rmse_gain_over_b0,-0.0060849122091378195,-0.02321807721438573,0.008911088049587552,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128,rmse_gain_over_zero_change,0.12054463917930228,0.08364025814070436,0.15045066677738783,2000,2000,patient within fold,percentile,2041512171
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,mae,0.053182210666287685,0.04857150036207773,0.058414960121320025,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,rmse,0.07276028348519782,0.06625453275851792,0.07959330490443957,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,r2,-0.07449409681639452,-0.130494633437285,-0.02844962537234795,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,spearman,-0.05452429172829674,-0.15271855623758954,0.04789886362452766,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,pearson,-0.034584375850816564,-0.13415310972614547,0.06653835390530931,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,predicted_to_target_variance_ratio,0.05561669777353216,0.040774808331661694,0.07329006890882407,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,fold_centered_variance_ratio,0.053607689865044786,0.039367362373498464,0.07007809548632087,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,sign_accuracy,0.488,0.43733333333333335,0.5386666666666666,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,shrinkage_accuracy,0.488,0.43733333333333335,0.5386666666666666,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,shrinkage_balanced_accuracy,0.4839924670433145,0.43510219903540953,0.534191579483679,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,rmse_gain_over_b0,-0.026102110201363098,-0.04929784146783312,-0.003087773504151726,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128,rmse_gain_over_zero_change,-0.03449334631344693,-0.05824536767043308,-0.01154765897681321,2000,2000,patient within fold,percentile,4186693456
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,mae,0.07590907057890843,0.0684737184471638,0.08380967139776943,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,rmse,0.1081774688274103,0.09477205790814365,0.12193818062174724,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,r2,-0.029628424772099926,-0.05423515403662932,-0.011987161619401996,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,spearman,-0.10821003527136194,-0.2113726115477114,-0.009160618288692447,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,pearson,-0.10793490844235634,-0.208547401805704,-0.004962113098960766,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,predicted_to_target_variance_ratio,0.009044758786787788,0.006686081326740932,0.012336608711477667,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,fold_centered_variance_ratio,0.007687261969079003,0.005788229365690232,0.01013496232863178,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,sign_accuracy,0.648,0.6,0.6986666666666667,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,shrinkage_accuracy,0.648,0.6,0.6986666666666667,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,shrinkage_balanced_accuracy,0.4979508196721312,0.4936702156189659,0.5,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,rmse_gain_over_b0,-0.009386066870048868,-0.018141962334978525,-0.0010100091477868453,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128,rmse_gain_over_zero_change,0.04531208537395446,0.015265868967476027,0.07071526299968324,2000,2000,patient within fold,percentile,1887667268
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T2→T3,single_output_ridge,128,mae,0.08830735547573088,0.0795897206572719,0.0980253821313309,2000,2000,patient within fold,percentile,1522882232
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T2→T3,single_output_ridge,128,rmse,0.12660978763460012,0.11345444262595225,0.13950776884684604,2000,2000,patient within fold,percentile,1522882232
change,m1,m1_final,online,online_global_pool,global_pool,observed_difference,sphericity,,T2→T3,single_output_ridge,128,r2,0.011290196258881502,-0.018826188661679,0.03471583361901216,2000,2000,patient within fold,percentile,1522882232
