task_type,model,run_name,encoder_stream,representation,representation_role,input_variant,target_name,timepoint,transition,probe_type,feature_dim,comparison_type,comparison_dimension,left_method,right_method,pair_scope,fold,n,mae_reduction,rmse_reduction,r2_gain,spearman_gain,pearson_gain,sign_accuracy_gain,rmse_gain_over_b0_difference
static,,,online,online_roi_mean,roi_mean,current,sphericity,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,2,83,0.00155063716129792,0.0009015466902432823,0.020660833318546623,0.0010285042609463613,-0.023989452262681454,,0.011945745301320865
static,,,online,online_roi_mean,roi_mean,current,sphericity,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,2,83,-0.0021525467217104743,-0.003912868949988671,-0.08662905656706921,-0.049032366399395455,-0.08109578747473717,,-0.04952479653147447
static,,,online,online_roi_mean,roi_mean,current,sphericity,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,2,82,-0.0026948387399813867,0.00013461898076977397,0.0020758234577282764,-0.05080484539785163,0.026245140065434186,,0.001054406793028444
static,,,online,online_roi_mean,roi_mean,current,sphericity,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,2,83,-0.0017238096079094378,-0.0010119716748116792,-0.015041103274153533,-0.06907770454640863,-0.04430432708771816,,-0.007550978282955263
change,,,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0005492886818069254,-0.018234416265433206,-0.04321343253097587,0.04964949514438227,-0.006503579406126059,0.0,-0.021806817738468355
change,,,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.017301881291576504,-0.024815961288115362,-0.05035930645225861,-0.1179175509679079,-0.12150355135648505,0.0,-0.025324591770708896
change,,,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0338802197729452,0.023810418351801754,0.03989723050615157,-0.029069393530130605,-0.012738383831841393,0.04166666666666663,0.019972901021142894
change,,,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.002320202488151568,-4.9299524017831775e-05,-0.00024632627102039173,0.09434502387135307,-0.0022843037631071067,0.0,-0.00012137110485577391
change,,,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.004911553071826891,0.021430414558301303,0.03145035652991268,-0.0583340703277847,0.034341767902338005,0.0,0.014933238379836303
change,,,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.022213716602485833,-0.0022206237718171984,-0.0029637238864791415,-0.1321858104090868,0.0037527340612307503,0.0,-0.001495991470862771
change,,,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.001490871466951496,0.00214724370987443,0.07818345432865659,0.040870795549553036,-0.025834010672189767,0.09722222222222221,0.0333922854683453
change,,,online,online_global_pool,global_pool,observed_difference,sphericity,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0001782632563807271,0.0003656078106557825,0.010646010315884746,-0.025017686024824723,0.029554895988915086,0.0,0.00460590328310918
change,,,online,online_global_pool,global_pool,observed_difference,sphericity,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.012718500833178006,0.01683229925779703,0.2843966792387107,0.1740626406842884,0.21174277229659275,0.20833333333333331,0.12923792511350418
change,,,online,online_preprojector,preprojector,observed_difference,ftv,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.019571636809890047,-0.006775720358962234,-0.01641408119275789,0.023409865586211387,-0.0364429576536279,0.01388888888888884,-0.008103187772170149
change,,,online,online_preprojector,preprojector,observed_difference,ftv,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.04448551812395041,-0.03069166649710031,-0.06285661632667217,-0.2188565181040581,-0.14704387568284566,0.0,-0.03132072603506373
change,,,online,online_preprojector,preprojector,observed_difference,ftv,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.02863955605491697,0.01758235649913953,0.029428284357962964,-0.02942311402662552,-0.035877324031273056,0.05555555555555558,0.01474861385831925
change,,,online,online_preprojector,preprojector,observed_difference,ld,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.006435910282012569,-0.004181544235552059,-0.02084421616128762,0.07370503742031645,-0.044293581297971465,0.0,-0.010294595211277801
change,,,online,online_preprojector,preprojector,observed_difference,ld,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.015615667087154561,0.0012900210230566422,0.0018486173243232873,-0.11776150250294795,-0.03161423668987137,0.0,0.000898918282700366
change,,,online,online_preprojector,preprojector,observed_difference,ld,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.04164985557006129,-0.03913668903670642,-0.05271575113695026,-0.09912720390736596,-0.1608029263000696,0.0,-0.026365633719578604
change,,,online,online_preprojector,preprojector,observed_difference,sphericity,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0005689099078704241,-0.0009348937354428238,-0.03389733232378522,0.08662936523249085,0.11541742207965469,0.06944444444444442,-0.014538749538728458
change,,,online,online_preprojector,preprojector,observed_difference,sphericity,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0005491590971348145,0.000601206344094482,0.017332135737274657,0.06119364589362661,0.045021174279320564,0.0,0.007573958196144585
change,,,online,online_preprojector,preprojector,observed_difference,sphericity,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.011983956860687955,0.012201824315118653,0.203092640475399,0.11949321499774908,0.18237690313974325,0.13888888888888895,0.09368526740961858
change,,,online,online_projected,projected,observed_difference,ftv,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0199755102484378,-0.03505586167914809,-0.08630977033751364,-0.06926490449546596,-0.18439125078138507,0.0,-0.04192384199056114
change,,,online,online_projected,projected,observed_difference,ftv,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.039849398425475524,-0.0283493433126355,-0.057801293926550756,-0.2277638433339765,-0.11211406469629742,0.0,-0.028930394354862145
change,,,online,online_projected,projected,observed_difference,ftv,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.10958974420218781,0.10477545045042036,0.18304476788559398,0.13608592192423952,0.05420947337462417,0.08333333333333326,0.08788882540291669
change,,,online,online_projected,projected,observed_difference,ld,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.010473771979196744,-0.005470528370753847,-0.027588230464761443,0.1529001180386075,0.060608526632099056,-0.04166666666666663,-0.013467961115873926
change,,,online,online_projected,projected,observed_difference,ld,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.009579953708316102,0.022985864842349546,0.03254153643039759,0.08058719969207745,0.1133829495560202,-0.01388888888888884,0.016017114280439393
change,,,online,online_projected,projected,observed_difference,ld,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.03266205244966969,-0.019616488111492192,-0.026434603207949547,-0.2896355264731652,-0.1317245667515162,0.0,-0.013215250271349906
change,,,online,online_projected,projected,observed_difference,sphericity,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0012488630047773272,-0.0008575135537596118,-0.03050526246660401,-0.11566660235384914,-0.02590791760250001,-0.1111111111111111,-0.013335392367637084
change,,,online,online_projected,projected,observed_difference,sphericity,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0005134395235827857,0.0011691696407439556,0.033300178190195595,0.07804360409029518,0.09161343025364524,0.0,0.014729122655107021
change,,,online,online_projected,projected,observed_difference,sphericity,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0037991407022157087,0.0068225172388512445,0.11117546856306615,0.16287221043153902,0.25163009066649633,0.05555555555555558,0.052383097430484186
change,,,online,online_roi_mean,roi_mean,observed_difference,ftv,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.004747383928104698,-0.021980153630471233,-0.0533212404820238,-0.07788282204643387,-0.06695907188671651,0.02777777777777779,-0.026286920986236608
change,,,online,online_roi_mean,roi_mean,observed_difference,ftv,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.015160265335027123,0.016544546978492614,0.03707583649362012,0.061547366390121566,0.007889414117903282,0.0,0.016932820313667885
change,,,online,online_roi_mean,roi_mean,observed_difference,ftv,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.03645464795970865,-0.018091320732108285,-0.029484384585526824,-0.03080583960383304,-0.02936188798209144,-0.02777777777777779,-0.015167336637965774
change,,,online,online_roi_mean,roi_mean,observed_difference,ld,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0010956705443463388,0.0012394049276627794,0.006301258328192727,0.024020951470317187,-0.0033619362530596993,0.0,0.0030519097625005577
change,,,online,online_roi_mean,roi_mean,observed_difference,ld,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.06205169596371363,-0.050980243056701235,-0.07454420591585964,-0.1545820705984901,-0.06416158455998278,-0.02777777777777779,-0.035481941029317336
change,,,online,online_roi_mean,roi_mean,observed_difference,ld,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-1.8834077384788372e-05,0.0016193392601266954,0.0021800850544063666,0.05441705913371506,0.011594231007992492,0.0,0.001090675728757927
change,,,online,online_roi_mean,roi_mean,observed_difference,sphericity,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0008193833462255551,-0.0013983095103475701,-0.04856834495746365,-0.005595215126374703,-0.10461298311912788,0.06944444444444442,-0.02179768389133632
change,,,online,online_roi_mean,roi_mean,observed_difference,sphericity,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0004790647424579922,-0.0008483359089010989,-0.02521810699672833,-0.2033249726670526,-0.18258189918538587,0.0,-0.010776471743710872
change,,,online,online_roi_mean,roi_mean,observed_difference,sphericity,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.002206922488339161,-0.0025540904493823458,-0.041873772842929924,-0.12254807383111457,-0.18818859312185457,-0.02777777777777779,-0.019556649942742414
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ftv,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.027585043976764423,0.036293139566731525,0.09271206356014838,0.04762364139172938,0.1542945595965271,0.0,0.04340352156974881
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ftv,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.01671283919791633,0.0005941802246781647,0.0012522348033723318,0.028940767895041488,-0.03630093822560082,0.0,0.0006063586033803556
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ftv,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.03439515142955141,-0.034619016974295036,-0.05700130393142244,-0.21049585182326846,-0.14419937601141963,0.0,-0.029039481342188957
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ld,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0072058372735639975,-0.009992857388058052,-0.05053348125980084,-0.05272695446735176,-0.06711952427436202,0.0,-0.0246015385750195
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ld,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.02154052357925118,0.0040849573887706825,0.00595191742146528,-0.1498709673443443,-0.02151111650517354,0.0,0.002846498479627247
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,ld,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0065347127094759205,-0.018759286191901925,-0.025290624326858913,-0.15605606892724116,-0.11074303887187625,0.0,-0.01263776984589952
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,sphericity,,T0→T1,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.00030378246127672065,-0.00019745927127530483,-0.007046687890850167,-0.009228889317641008,-0.008147295328993713,-0.02777777777777779,-0.003070734972688314
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,sphericity,,T1→T2,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0013936924586932659,0.0006880537588986047,0.02080796421415454,0.11193645893626601,0.11115846616265039,0.0,0.008668056246890172
change,,,transition,transition_predicted_delta,transition_delta,predicted_next_delta,sphericity,,T2→T3,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.003080342912907638,0.0021779073137905003,0.03492645938439365,0.1708148433982893,0.1621668576731829,0.01388888888888895,0.01672191172536506
static,,,online,online_global_pool,global_pool,current,ftv,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.8291457257404602,-6.369447434276623,-0.19702067282362212,0.023345552768666678,-0.04987206567639557,,-0.12211246645892698
static,,,online,online_global_pool,global_pool,current,ftv,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.5979448889973247,0.7224047589000637,0.05755154794913009,0.028490578172229775,0.10858179261289158,,0.03645779001849994
static,,,online,online_global_pool,global_pool,current,ftv,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.29411237357866993,-0.20452713743674344,-0.02884524038864522,-0.020965978519518924,-0.09013461457442773,,-0.016235957129305867
static,,,online,online_global_pool,global_pool,current,ftv,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.02551040981441144,-0.39963498695251154,-0.05968770846727045,0.03495401633545567,-0.07169878809311941,,-0.029485834457234066
static,,,online,online_global_pool,global_pool,current,ld,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.006432615556327015,-0.003445268502325849,-0.0025988908683531875,-0.06604844188262315,0.032803463423700885,,-0.0014194574356349021
static,,,online,online_global_pool,global_pool,current,ld,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.048557725964313514,0.03618486094196971,0.0324642863849216,-0.013384707904242399,0.04594905346473818,,0.014929081766717946
static,,,online,online_global_pool,global_pool,current,ld,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.050790211693341636,-0.04069931847961383,-0.04552725131042612,-0.24708180864651152,-0.22641052365226577,,-0.018487636323677725
static,,,online,online_global_pool,global_pool,current,ld,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.00978788060139002,-0.07240637298477637,-0.08414293304819331,-0.1457429955661865,-0.11338022222408557,,-0.032889201034653856
static,,,online,online_global_pool,global_pool,current,sphericity,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.004516345653218443,-0.0034686884864354173,-0.06838918659220394,-0.12106887902759028,-0.10431449298861867,,-0.0356219446711603
static,,,online,online_global_pool,global_pool,current,sphericity,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0027137579402068124,0.0029801960625858853,0.06474293724538704,0.06807511737089211,0.1096387767199033,,0.033483492954489026
static,,,online,online_global_pool,global_pool,current,sphericity,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0011449896535676574,9.057400925634174e-05,0.002166211038320931,-0.017782494051064385,-0.01586584840269789,,0.0009334224356994415
static,,,online,online_global_pool,global_pool,current,sphericity,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0032061194906607693,0.0032993536844637683,0.04416945190683097,0.12315904559778766,0.14736762280074694,,0.022067368299059642
static,,,online,online_preprojector,preprojector,current,ftv,T0,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.21596585044556704,3.763761031849029,0.12524302357631134,-0.04720560807768992,0.1859854306338241,,0.07215730210563828
static,,,online,online_preprojector,preprojector,current,ftv,T1,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.5149258064192219,0.6433825295918307,0.051162479131549476,-0.10344716702038714,0.11112093562109915,,0.03246975449212841
static,,,online,online_preprojector,preprojector,current,ftv,T2,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-2.786486458398951,-6.649655673643286,-1.2440535921616953,-0.05759212811113251,-0.4123901324932787,,-0.5278689458767254
static,,,online,online_preprojector,preprojector,current,ftv,T3,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.011915139720864332,-1.0781587422887036,-0.15619789430921482,0.09007010097112358,-0.32863009769860313,,-0.07954861619140978
static,,,online,online_preprojector,preprojector,current,ld,T0,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.10388356139192734,0.17877274619491335,0.1407753831210835,-0.07359269888285458,0.007335880771488057,,0.07365472493767301
static,,,online,online_preprojector,preprojector,current,ld,T1,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.030290278501248658,0.05107775490256339,0.045737754717092516,0.041328503132209954,0.08636313097497977,,0.021073563903524523
static,,,online,online_preprojector,preprojector,current,ld,T2,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.17463943991938002,-0.12122599190926175,-0.1371614936575416,-0.20106578860844332,-0.2364041183765255,,-0.055066820161082816
static,,,online,online_preprojector,preprojector,current,ld,T3,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0008266927075046837,0.020649452887525843,0.023240807739107305,-0.007393241130859707,0.02977794535236153,,0.009379616451941915
static,,,online,online_preprojector,preprojector,current,sphericity,T0,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0038210195535525737,-0.0024786584251791782,-0.04863777354658383,-0.09862370570454698,-0.07154520334954495,,-0.0254547600990176
static,,,online,online_preprojector,preprojector,current,sphericity,T1,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0023556050359801045,0.0021948677877808714,0.04783459914484012,0.06048620490063672,0.08512686684950174,,0.02466006885615023
static,,,online,online_preprojector,preprojector,current,sphericity,T2,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0006547670751966272,-0.0015592319378583824,-0.03783467665579021,-0.06167599202521065,-0.09394201311533024,,-0.016068871028299205
static,,,online,online_preprojector,preprojector,current,sphericity,T3,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.004623585995892521,0.004209215664402716,0.05703466014274561,0.05746350247604348,0.13198873809506043,,0.02815288120031976
static,,,online,online_projected,projected,current,ftv,T0,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.2902153393034368,5.77116895085647,0.20276834009170797,-0.12470255321885648,0.252020962829703,,0.11064251368930528
static,,,online,online_projected,projected,current,ftv,T1,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.79084262184693,1.1118309414764713,0.09469221644058246,0.027268634638883515,0.11433523821962732,,0.056111063086210694
static,,,online,online_projected,projected,current,ftv,T2,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.4277659824521045,-2.846716120609649,-0.4843994431946751,0.03392501125474301,-0.16750665565434283,,-0.22598057877682332
static,,,online,online_projected,projected,current,ftv,T3,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.006330361397556938,0.11645792699684421,0.01749169039876597,0.028040388449417974,0.07074639485096545,,0.008592488817976397
static,,,online,online_projected,projected,current,ld,T0,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.07150118897911328,0.12237075668275388,0.09964019207217445,-0.1694964520499756,0.034262286311501966,,0.05041699372932497
static,,,online,online_projected,projected,current,ld,T1,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.08794404975578263,0.09917058707547444,0.0886350130234661,0.12713863770099465,0.13320755775989754,,0.04091561400989007
static,,,online,online_projected,projected,current,ld,T2,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.09693200219159492,-0.08550273241006368,-0.09582818726688136,-0.48320050234360257,-0.4569668330425173,,-0.038839555071905674
static,,,online,online_projected,projected,current,ld,T3,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.13453233782965435,0.37386219224829764,0.4702768842677649,0.08240314273879809,0.13107027689121778,,0.16981970361498347
static,,,online,online_projected,projected,current,sphericity,T0,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.001250981453380512,-0.0009801674451297426,-0.019128074085758895,-0.009357514952730073,-0.0025743015697082816,,-0.010065899729948063
static,,,online,online_projected,projected,current,sphericity,T1,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.005379966870072278,0.005196734522522131,0.1147765959096283,0.25879477779921545,0.26990258628623337,,0.05838703901253983
static,,,online,online_projected,projected,current,sphericity,T2,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0016841200128114575,-0.000522296754305332,-0.012497389824541738,0.0029262331982764234,-0.011224842245576377,,-0.005382598303469285
static,,,online,online_projected,projected,current,sphericity,T3,,single_output_ridge,192.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.0019013720886085356,0.0011381609417884797,0.01519830406919409,0.14283876776641588,0.07276928568872713,,0.00761246567905708
static,,,online,online_roi_mean,roi_mean,current,ftv,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.9910067823715742,3.0225936449226793,0.11054010341568299,0.05154672326194598,0.15222279971365604,,0.05794794115080168
static,,,online,online_roi_mean,roi_mean,current,ftv,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.041550363091733544,-0.1689427267455521,-0.015871147977828848,-0.04543700559521502,0.05581802720015816,,-0.008522580872895272
static,,,online,online_roi_mean,roi_mean,current,ftv,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.16509696906713334,0.020180789321317505,0.0031845045914488113,-0.10376873110810986,-0.003375614519908865,,0.0016038931474173096
static,,,online,online_roi_mean,roi_mean,current,ftv,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.2577557452003485,0.05495766397563706,0.008403781842689195,-0.02977683452312041,-0.0762583508492879,,0.004054769088021193
static,,,online,online_roi_mean,roi_mean,current,ld,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.08296995004360763,-0.06112630451076839,-0.04705910934923496,-0.07703506774863189,-0.004065412712451033,,-0.02518415832963912
static,,,online,online_roi_mean,roi_mean,current,ld,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.021682687624203334,-0.016831668209992934,-0.015464660384499451,-0.11779186451305622,-0.03117276180979818,,-0.006950073976827165
static,,,online,online_roi_mean,roi_mean,current,ld,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.014993808129093011,0.020643035578135294,0.02287579436365017,-0.0689755921412728,0.006896232362449406,,0.009433839546661348
static,,,online,online_roi_mean,roi_mean,current,ld,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.04326555345782723,-0.012173156556364972,-0.014003544598994777,-0.091967941242175,-0.035147603218541906,,-0.005537211894710455
static,,,online,online_roi_mean,roi_mean,current,sphericity,T0,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.003937714261463596,-0.003869177945634933,-0.06545810264412377,-0.06196539970416104,-0.05011087004447279,,-0.039734799836095736
static,,,online,online_roi_mean,roi_mean,current,sphericity,T1,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,0.008279431262611048,0.0067893208227766955,0.1281163800798817,0.05743134606727118,0.11900090416217218,,0.07631314966727545
static,,,online,online_roi_mean,roi_mean,current,sphericity,T2,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.002534926953940808,-0.0035890141561838174,-0.08419671778609383,-0.09540806482732014,-0.18535104465029853,,-0.03724285011313907
static,,,online,online_roi_mean,roi_mean,current,sphericity,T3,,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,3,72,-0.0025044646735922493,-0.0013940745483480843,-0.01904209619969177,0.0477844234355907,0.03976332472090546,,-0.009328554302394711
change,,,online,online_global_pool,global_pool,observed_difference,ftv,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,-0.05388381186742863,-0.02927469279073469,-0.08459261899661574,-0.15714285714285714,-0.13321941321004047,0.0,-0.04251948864217306
change,,,online,online_global_pool,global_pool,observed_difference,ftv,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,-0.03211481340882638,-0.03067053983579049,-0.05049566263060068,-0.19638290098648156,-0.16653853922552192,0.0,-0.02538902144878559
change,,,online,online_global_pool,global_pool,observed_difference,ftv,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,0.011509975556642682,-0.04193443571155009,-0.06549660950675085,-0.032773109243697474,-0.1048899547424115,0.0,-0.033731550250420614
change,,,online,online_global_pool,global_pool,observed_difference,ld,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,-0.0013257752269731915,0.001078983960044022,0.0027945510710032373,0.05919779433542162,0.02111949892009525,0.0,0.0013547222618728247
change,,,online,online_global_pool,global_pool,observed_difference,ld,,T1→T2,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,0.03850779613965061,-0.008280536458346255,-0.012323166668419816,0.010724399423571097,-0.015281121980133976,-0.01449275362318836,-0.006061202155005375
change,,,online,online_global_pool,global_pool,observed_difference,ld,,T2→T3,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,-0.02539786278200684,-0.0039355534870675335,-0.007513334507157854,-0.18336369917493306,-0.022484098402294858,0.0,-0.0036301900160494137
change,,,online,online_global_pool,global_pool,observed_difference,sphericity,,T0→T1,single_output_ridge,128.0,m1_minus_m0,model,m1,m0,exact patient set,0,69,-0.0002983726790844535,-8.926642796604906e-05,-0.0030426756977935954,-0.01786627694556081,0.017644127061960113,0.0,-0.001527782536348228
