metric,count,mean,minimum,q05,median,q95,maximum
anatomy_residual_before_mm,858,24.958093959065433,1.569295816004942,6.636223459211335,21.004007287507697,56.08334704625421,117.0931020960071
anatomy_residual_after_mm,858,12.733253435366917,1.1696269253920948,3.249875819168998,10.445070317230915,28.243369403481278,116.83797806854973
anatomy_residual_reduction_mm,858,12.224840523698514,-110.3781040927354,-5.599299275366437,8.354180622319419,42.9881853370598,108.18766246705302
lesion_residual_before_mm,858,24.96338436302271,1.752519822269767,6.591785724986076,21.144565910307133,54.4366191611104,105.72799918102191
lesion_residual_after_mm,858,13.033133543130798,0.43824755235657736,2.553198377950716,9.868167323216998,30.167657714227193,174.003037174345
lesion_residual_reduction_mm,858,11.930250819891913,-160.38899986720915,-8.067269797909944,9.4495455432375,40.89017407145592,95.87625924357945
