model,task,target,timepoint,transition,representation,fold_count,spearman_mean,spearman_sd_ddof1,pearson_mean,pearson_sd_ddof1,r2_mean,r2_sd_ddof1,mae_mean,mae_sd_ddof1,rmse_mean,rmse_sd_ddof1,rmse_gain_over_b0_mean,rmse_gain_over_b0_sd_ddof1,prediction_target_variance_ratio_mean,prediction_target_variance_ratio_sd_ddof1
G3,change,ftv,,T1→T2,response_state,5,0.33800993735288987,0.10877053645790322,0.3447292761749361,0.13593538948276318,0.08926712294304417,0.10091425717189637,0.8423121211094639,0.032648348104484776,1.0533068563457109,0.04878004244351122,0.054702450712611414,0.052447336583298886,0.15003984280929444,0.030575417560515277
G3,change,ftv,,T2→T3,response_state,5,0.2760189398680038,0.0895005082412705,0.343478353230536,0.07253988837831928,0.10795130144240214,0.04335998805672675,0.8567434154433897,0.05706609135721536,1.159389114167009,0.07583131226580124,0.06026473746535528,0.02760437397459065,0.13424611166525838,0.0338409081772175
G3,change,ld,,T0→T1,response_state,5,0.1786416410633021,0.08529976740442503,0.14127024397357224,0.12456720774214734,-0.004828267864013669,0.039330452270542056,0.2893098966188196,0.042775934978281256,0.5549255942328767,0.1995795352239075,0.009239493272937707,0.022064144333822238,0.050662280239403376,0.03867796614686411
G3,change,ld,,T1→T2,response_state,5,0.0807520629793175,0.17738692858161909,0.11280276678200558,0.09047829112346993,-0.006465091110471754,0.03949572434715533,0.9604065842689055,0.11428703570033692,1.3356758976448142,0.1658982469440365,0.005316640687421834,0.017089763656998616,0.0278990383453679,0.0121272730087215
G3,change,ld,,T2→T3,response_state,5,0.24412929669077893,0.09039557785032976,0.1691781571161647,0.09334682967438557,0.008815025624113982,0.03525637945130879,0.9826797914769212,0.16060121280792114,1.2957493110754403,0.26015009321522004,0.009304219825360737,0.01893302705585328,0.038817004019909326,0.013928226388247098
G3,change,sphericity,,T0→T1,response_state,5,0.04211513916355035,0.10069860519856866,0.032500247464226334,0.11924799778967901,-0.08163263189404521,0.07520975776327601,0.05231422550082872,0.009322845159780014,0.07102623724430948,0.012199066535384816,-0.014343335845892924,0.020289124154457366,0.05015923811986882,0.049514729827851
G3,change,sphericity,,T1→T2,response_state,5,0.054541366114828516,0.06483571805466332,0.05266625814124868,0.09984824766426184,-0.06420287130382099,0.11934587792259728,0.07688731599513705,0.014515305047631669,0.1067149370370321,0.021988526483634616,-0.009801674048093945,0.02262845759707248,0.027001651714397383,0.017601607022463488
G3,change,sphericity,,T2→T3,response_state,5,0.05717119362564953,0.07113417488015027,0.049559949209351924,0.04470880858795625,-0.04023586435590221,0.031059098073360186,0.08990810536626702,0.0036262397146953986,0.1280110233248845,0.008088095398560957,-0.010937357023660213,0.01413691290682569,0.03719463970583521,0.028442900815160765
G3,static,ftv,T0,,response_state,5,0.6973076152004489,0.052768833050992094,0.5650248224237012,0.21654521659906284,0.2249501506760272,0.29043170959023523,16.005059529452588,4.008092869595283,37.56265011009756,17.257508506951414,0.17210320912753801,0.1616332969400553,0.30537565958587354,0.241892810688398
G3,static,ftv,T1,,response_state,5,0.6836619146171448,0.04899074568053409,0.4448468807116777,0.21355268687568468,0.17103469867384777,0.20893439034054387,11.309192882494026,5.139490400368573,31.315201138288508,21.44528754074752,0.13438606907460438,0.10881223468165623,0.20873660522127882,0.1607422979606509
