comparison,kind,task,target,timepoint,transition,representation,fold,metric,estimate,n_patients,decision_point
G4-G2,probe,change,ld,,T0→T1,response_state,3,spearman,-0.02144497812229393,72,
G4-G2,probe,change,ld,,T0→T1,response_state,3,pearson,0.012607704256994673,72,
G4-G2,probe,change,ld,,T0→T1,response_state,3,r2,0.007319207434860253,72,
G4-G2,probe,change,ld,,T0→T1,response_state,3,mae,-0.0059583417412474304,72,
G4-G2,probe,change,ld,,T0→T1,response_state,3,rmse,-0.0015003757452448085,72,
G4-G2,probe,change,ld,,T0→T1,response_state,3,rmse_gain_over_b0,0.0036937935113735554,72,
G4-G2,probe,change,ld,,T0→T1,response_state,3,prediction_target_variance_ratio,-0.005545401380432621,72,
G4-G2,probe,change,ld,,T0→T1,response_state,4,spearman,0.007235034737065715,84,
G4-G2,probe,change,ld,,T0→T1,response_state,4,pearson,-0.0038916417554497595,84,
G4-G2,probe,change,ld,,T0→T1,response_state,4,r2,-0.0051965804086877565,84,
G4-G2,probe,change,ld,,T0→T1,response_state,4,mae,0.0018091887402311713,84,
G4-G2,probe,change,ld,,T0→T1,response_state,4,rmse,0.0018215346815442235,84,
G4-G2,probe,change,ld,,T0→T1,response_state,4,rmse_gain_over_b0,-0.0025283636105536264,84,
G4-G2,probe,change,ld,,T0→T1,response_state,4,prediction_target_variance_ratio,0.0039015407569863575,84,
G4-G2,probe,change,ld,,T1→T2,response_state,0,spearman,-0.019110258598050073,69,
G4-G2,probe,change,ld,,T1→T2,response_state,0,pearson,-0.013649237132485115,69,
G4-G2,probe,change,ld,,T1→T2,response_state,0,r2,-0.006615081931307332,69,
G4-G2,probe,change,ld,,T1→T2,response_state,0,mae,0.0018221521525026985,69,
G4-G2,probe,change,ld,,T1→T2,response_state,0,rmse,0.004685100903102368,69,
G4-G2,probe,change,ld,,T1→T2,response_state,0,rmse_gain_over_b0,-0.003429408690067623,69,
G4-G2,probe,change,ld,,T1→T2,response_state,0,prediction_target_variance_ratio,0.0013250938133227627,69,
G4-G2,probe,change,ld,,T1→T2,response_state,1,spearman,-0.009699534196270315,67,
G4-G2,probe,change,ld,,T1→T2,response_state,1,pearson,-0.043082018423169416,67,
G4-G2,probe,change,ld,,T1→T2,response_state,1,r2,-0.016594652945168265,67,
G4-G2,probe,change,ld,,T1→T2,response_state,1,mae,0.010988563738650092,67,
G4-G2,probe,change,ld,,T1→T2,response_state,1,rmse,0.010037163057764031,67,
G4-G2,probe,change,ld,,T1→T2,response_state,1,rmse_gain_over_b0,-0.008394495102453775,67,
G4-G2,probe,change,ld,,T1→T2,response_state,1,prediction_target_variance_ratio,-0.0008735169271198648,67,
G4-G2,probe,change,ld,,T1→T2,response_state,2,spearman,0.11649751792594568,83,
G4-G2,probe,change,ld,,T1→T2,response_state,2,pearson,0.13547786341191936,83,
G4-G2,probe,change,ld,,T1→T2,response_state,2,r2,0.11473342329374092,83,
G4-G2,probe,change,ld,,T1→T2,response_state,2,mae,-0.03601276551873811,83,
G4-G2,probe,change,ld,,T1→T2,response_state,2,rmse,-0.06416618750724568,83,
G4-G2,probe,change,ld,,T1→T2,response_state,2,rmse_gain_over_b0,0.054267450344217455,83,
G4-G2,probe,change,ld,,T1→T2,response_state,2,prediction_target_variance_ratio,0.008842761381329889,83,
G4-G2,probe,change,ld,,T1→T2,response_state,3,spearman,0.06811001155140461,72,
G4-G2,probe,change,ld,,T1→T2,response_state,3,pearson,0.044114202639586264,72,
G4-G2,probe,change,ld,,T1→T2,response_state,3,r2,0.020067685926129952,72,
G4-G2,probe,change,ld,,T1→T2,response_state,3,mae,-0.017820214121349043,72,
G4-G2,probe,change,ld,,T1→T2,response_state,3,rmse,-0.014843739434106773,72,
G4-G2,probe,change,ld,,T1→T2,response_state,3,rmse_gain_over_b0,0.010343481637694135,72,
G4-G2,probe,change,ld,,T1→T2,response_state,3,prediction_target_variance_ratio,0.0035563326654567823,72,
G4-G2,probe,change,ld,,T1→T2,response_state,4,spearman,0.0658629589400195,84,
G4-G2,probe,change,ld,,T1→T2,response_state,4,pearson,0.0228070275082283,84,
G4-G2,probe,change,ld,,T1→T2,response_state,4,r2,0.007548888456605507,84,
G4-G2,probe,change,ld,,T1→T2,response_state,4,mae,-0.006038721035515504,84,
G4-G2,probe,change,ld,,T1→T2,response_state,4,rmse,-0.005698340391602441,84,
G4-G2,probe,change,ld,,T1→T2,response_state,4,rmse_gain_over_b0,0.0037305795975951703,84,
G4-G2,probe,change,ld,,T1→T2,response_state,4,prediction_target_variance_ratio,0.0047652324817767586,84,
G4-G2,probe,change,ld,,T2→T3,response_state,0,spearman,-0.0021381372239939883,69,
G4-G2,probe,change,ld,,T2→T3,response_state,0,pearson,-0.005631452610030022,69,
G4-G2,probe,change,ld,,T2→T3,response_state,0,r2,-0.005327457048248663,69,
G4-G2,probe,change,ld,,T2→T3,response_state,0,mae,0.009154758672312524,69,
G4-G2,probe,change,ld,,T2→T3,response_state,0,rmse,0.0028226118988892157,69,
G4-G2,probe,change,ld,,T2→T3,response_state,0,rmse_gain_over_b0,-0.0026036026624541913,69,
G4-G2,probe,change,ld,,T2→T3,response_state,0,prediction_target_variance_ratio,0.00222013487471448,69,
G4-G2,probe,change,ld,,T2→T3,response_state,1,spearman,-0.02561561075431132,67,
G4-G2,probe,change,ld,,T2→T3,response_state,1,pearson,-0.04553271124580381,67,
G4-G2,probe,change,ld,,T2→T3,response_state,1,r2,-0.016426912637180435,67,
G4-G2,probe,change,ld,,T2→T3,response_state,1,mae,0.006941258845932885,67,
G4-G2,probe,change,ld,,T2→T3,response_state,1,rmse,0.01061405225939649,67,
G4-G2,probe,change,ld,,T2→T3,response_state,1,rmse_gain_over_b0,-0.008191078933861697,67,
G4-G2,probe,change,ld,,T2→T3,response_state,1,prediction_target_variance_ratio,0.000513186395143566,67,
G4-G2,probe,change,ld,,T2→T3,response_state,2,spearman,-0.026042063122908632,83,
G4-G2,probe,change,ld,,T2→T3,response_state,2,pearson,-0.05382067675665811,83,
G4-G2,probe,change,ld,,T2→T3,response_state,2,r2,-0.030283418747843682,83,
G4-G2,probe,change,ld,,T2→T3,response_state,2,mae,0.015683660449357206,83,
G4-G2,probe,change,ld,,T2→T3,response_state,2,rmse,0.015834040972973362,83,
G4-G2,probe,change,ld,,T2→T3,response_state,2,rmse_gain_over_b0,-0.01505793102081882,83,
G4-G2,probe,change,ld,,T2→T3,response_state,2,prediction_target_variance_ratio,0.0054642109846610165,83,
G4-G2,probe,change,ld,,T2→T3,response_state,3,spearman,0.012267335844020955,72,
G4-G2,probe,change,ld,,T2→T3,response_state,3,pearson,-0.018054758609438643,72,
G4-G2,probe,change,ld,,T2→T3,response_state,3,r2,-0.0037985801979285583,72,
G4-G2,probe,change,ld,,T2→T3,response_state,3,mae,0.013065850609509155,72,
G4-G2,probe,change,ld,,T2→T3,response_state,3,rmse,0.0028862226994363915,72,
G4-G2,probe,change,ld,,T2→T3,response_state,3,rmse_gain_over_b0,-0.0019443926504404824,72,
G4-G2,probe,change,ld,,T2→T3,response_state,3,prediction_target_variance_ratio,0.0046411231227516045,72,
G4-G2,probe,change,ld,,T2→T3,response_state,4,spearman,0.017831531586071536,84,
G4-G2,probe,change,ld,,T2→T3,response_state,4,pearson,0.03190692311625769,84,
G4-G2,probe,change,ld,,T2→T3,response_state,4,r2,0.006529597552350719,84,
G4-G2,probe,change,ld,,T2→T3,response_state,4,mae,-0.004825876673032248,84,
G4-G2,probe,change,ld,,T2→T3,response_state,4,rmse,-0.005214743360090646,84,
G4-G2,probe,change,ld,,T2→T3,response_state,4,rmse_gain_over_b0,0.0032384996826202938,84,
G4-G2,probe,change,ld,,T2→T3,response_state,4,prediction_target_variance_ratio,0.000978846044548922,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,spearman,0.07025940811107054,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,pearson,0.06553742512407165,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,r2,0.026925473265816402,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,mae,-0.00023031858838834518,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,rmse,-0.0007847462272604772,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,rmse_gain_over_b0,0.013430822871262175,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,0,prediction_target_variance_ratio,0.0031397795239639092,69,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,spearman,-0.03898954425732298,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,pearson,-0.014907511403302064,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,r2,-0.007190042097377836,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,mae,0.0004518345773742438,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,rmse,0.00031974797664398313,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,rmse_gain_over_b0,-0.0034935528289318065,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,1,prediction_target_variance_ratio,0.0016157464929912983,67,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,spearman,0.1071323622014189,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,pearson,0.08686854311568516,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,r2,0.036674047885344896,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,mae,-0.0010023700663178842,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,rmse,-0.0011042908319626177,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,rmse_gain_over_b0,0.01794317699538637,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,2,prediction_target_variance_ratio,-6.60219129952136e-05,83,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,spearman,-0.04186764422149335,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,pearson,-0.04740400292790315,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,r2,-0.016152081618346692,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,mae,0.0001564900400747929,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,rmse,0.00044384063372110427,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,rmse_gain_over_b0,-0.006902268751040844,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,3,prediction_target_variance_ratio,-0.013057903360055509,72,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,spearman,0.021747494178394264,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,pearson,0.018273135707363775,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,r2,-0.004190568651997406,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,mae,-3.9563779396803445e-05,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,rmse,0.00014191692055900984,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,rmse_gain_over_b0,-0.00188396309409649,84,
G4-G2,probe,change,sphericity,,T0→T1,response_state,4,prediction_target_variance_ratio,0.0075819501385967075,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,spearman,0.01472415052977713,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,pearson,0.02306800058500935,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,r2,0.007109101237087634,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,mae,-0.00018283560850176905,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,rmse,-0.000359209922332987,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,rmse_gain_over_b0,0.00355211326820046,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,0,prediction_target_variance_ratio,0.001750424219588504,69,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,spearman,0.046931119802059225,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,pearson,0.041428057563310375,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,r2,0.009784143815835256,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,mae,-0.0007837680457333795,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,rmse,-0.0006740334235894319,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,rmse_gain_over_b0,0.004700201769864123,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,1,prediction_target_variance_ratio,-0.0007927967112128509,67,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,spearman,0.043826875446035,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,pearson,-0.025221424314557567,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,r2,0.08747263111019865,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,mae,-0.008567025530005767,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,rmse,-0.004521092166901941,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,rmse_gain_over_b0,0.04277901007925959,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,2,prediction_target_variance_ratio,-0.18233302585529132,83,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,spearman,0.03958453919866231,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,pearson,0.001149085260315319,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,r2,-0.016620484805247138,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,mae,0.00021207174876852752,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,rmse,0.0005259006958840823,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,rmse_gain_over_b0,-0.006625262561583842,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,3,prediction_target_variance_ratio,0.011197343244619407,72,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,spearman,0.04778778981472108,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,pearson,0.00967930439674805,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,r2,0.001783963128447641,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,mae,-0.0001973253744304987,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,rmse,-8.958641523455768e-05,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,rmse_gain_over_b0,0.0008942907624020125,84,
G4-G2,probe,change,sphericity,,T1→T2,response_state,4,prediction_target_variance_ratio,0.0027138673479242155,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,spearman,-0.03419802703690171,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,pearson,0.03971084637357015,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,r2,0.01109248437749466,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,mae,0.00015337397648954032,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,rmse,-0.0006093875284375883,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,rmse_gain_over_b0,0.005323476898134366,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,0,prediction_target_variance_ratio,-0.00115422740727978,69,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,spearman,0.02222843004230187,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,pearson,0.033297377990699276,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,r2,0.011542592467733037,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,mae,-0.0009027809901060724,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,rmse,-0.0006534370198880285,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,rmse_gain_over_b0,0.005446590885472322,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,1,prediction_target_variance_ratio,-0.0031970307300269243,67,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,spearman,0.03878930355568613,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,pearson,-0.017170902629016216,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,r2,-0.007903982891983685,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,mae,-0.0005757592642232495,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,rmse,0.0005483080271931617,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,rmse_gain_over_b0,-0.003989618171212963,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,2,prediction_target_variance_ratio,0.006353719410588984,83,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,spearman,0.00025725127017815763,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,pearson,0.017691797280309313,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,r2,0.001419036228575088,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,mae,-0.00025728388516921274,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,rmse,-8.49054887967493e-05,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,rmse_gain_over_b0,0.0006519019791645306,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,3,prediction_target_variance_ratio,0.002766341806918045,72,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,spearman,0.03972866254935711,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,pearson,0.023474944977792428,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,r2,0.004413207520361562,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,mae,-0.00048683872812681217,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,rmse,-0.00028926816986557524,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,rmse_gain_over_b0,0.002201014638465709,84,
G4-G2,probe,change,sphericity,,T2→T3,response_state,4,prediction_target_variance_ratio,0.00829372488874551,84,
G4-G2,probe,static,ftv,T0,,response_state,0,spearman,0.000876872488125624,69,
G4-G2,probe,static,ftv,T0,,response_state,0,pearson,0.05988786360464632,69,
G4-G2,probe,static,ftv,T0,,response_state,0,r2,-0.05443216735412637,69,
G4-G2,probe,static,ftv,T0,,response_state,0,mae,2.602983147188951,69,
G4-G2,probe,static,ftv,T0,,response_state,0,rmse,1.3299505554573585,69,
G4-G2,probe,static,ftv,T0,,response_state,0,rmse_gain_over_b0,-0.02289118598406567,69,
G4-G2,probe,static,ftv,T0,,response_state,0,prediction_target_variance_ratio,0.27301793551428233,69,
G4-G2,probe,static,ftv,T0,,response_state,1,spearman,-0.029491579535477652,67,
G4-G2,probe,static,ftv,T0,,response_state,1,pearson,0.06077554262299112,67,
G4-G2,probe,static,ftv,T0,,response_state,1,r2,0.04526255002213342,67,
G4-G2,probe,static,ftv,T0,,response_state,1,mae,-0.6582626204654147,67,
G4-G2,probe,static,ftv,T0,,response_state,1,rmse,-0.9880924938678213,67,
G4-G2,probe,static,ftv,T0,,response_state,1,rmse_gain_over_b0,0.0351400271437291,67,
G4-G2,probe,static,ftv,T0,,response_state,1,prediction_target_variance_ratio,-0.14741068525575451,67,
G4-G2,probe,static,ftv,T0,,response_state,2,spearman,0.030435330170857644,83,
G4-G2,probe,static,ftv,T0,,response_state,2,pearson,-0.017511097659608565,83,
G4-G2,probe,static,ftv,T0,,response_state,2,r2,0.2388646781611311,83,
G4-G2,probe,static,ftv,T0,,response_state,2,mae,-1.3528065392389443,83,
G4-G2,probe,static,ftv,T0,,response_state,2,rmse,-5.844992626001805,83,
G4-G2,probe,static,ftv,T0,,response_state,2,rmse_gain_over_b0,0.1316973666407725,83,
G4-G2,probe,static,ftv,T0,,response_state,2,prediction_target_variance_ratio,-0.8224419961137414,83,
G4-G2,probe,static,ftv,T0,,response_state,3,spearman,0.009035950865007303,72,
G4-G2,probe,static,ftv,T0,,response_state,3,pearson,-0.03817889464141522,72,
G4-G2,probe,static,ftv,T0,,response_state,3,r2,0.011431940836563736,72,
G4-G2,probe,static,ftv,T0,,response_state,3,mae,0.28489519951024533,72,
G4-G2,probe,static,ftv,T0,,response_state,3,rmse,-0.34929235697448746,72,
G4-G2,probe,static,ftv,T0,,response_state,3,rmse_gain_over_b0,0.006696491597665694,72,
G4-G2,probe,static,ftv,T0,,response_state,3,prediction_target_variance_ratio,0.06236837044172763,72,
G4-G2,probe,static,ftv,T0,,response_state,4,spearman,0.01437683507137788,84,
G4-G2,probe,static,ftv,T0,,response_state,4,pearson,-0.0014583184104167701,84,
G4-G2,probe,static,ftv,T0,,response_state,4,r2,0.032807918649352175,84,
G4-G2,probe,static,ftv,T0,,response_state,4,mae,-0.5273469956639261,84,
G4-G2,probe,static,ftv,T0,,response_state,4,rmse,-0.7659157943413639,84,
G4-G2,probe,static,ftv,T0,,response_state,4,rmse_gain_over_b0,0.022122934379461,84,
G4-G2,probe,static,ftv,T0,,response_state,4,prediction_target_variance_ratio,0.04721835861654711,84,
G4-G2,probe,static,ftv,T1,,response_state,0,spearman,0.04943368651808544,69,
G4-G2,probe,static,ftv,T1,,response_state,0,pearson,-0.04001876959139011,69,
G4-G2,probe,static,ftv,T1,,response_state,0,r2,0.00355118010271116,69,
G4-G2,probe,static,ftv,T1,,response_state,0,mae,-0.3795159827113661,69,
G4-G2,probe,static,ftv,T1,,response_state,0,rmse,-0.10463304704722276,69,
G4-G2,probe,static,ftv,T1,,response_state,0,rmse_gain_over_b0,0.0017687842349859428,69,
G4-G2,probe,static,ftv,T1,,response_state,0,prediction_target_variance_ratio,0.013175996299037523,69,
G4-G2,probe,static,ftv,T1,,response_state,1,spearman,-0.02007342964322767,67,
G4-G2,probe,static,ftv,T1,,response_state,1,pearson,0.020466456658927157,67,
G4-G2,probe,static,ftv,T1,,response_state,1,r2,0.015740303132851907,67,
G4-G2,probe,static,ftv,T1,,response_state,1,mae,0.040951244469449755,67,
G4-G2,probe,static,ftv,T1,,response_state,1,rmse,-0.11437769685700339,67,
G4-G2,probe,static,ftv,T1,,response_state,1,rmse_gain_over_b0,0.007782171859619588,67,
G4-G2,probe,static,ftv,T1,,response_state,1,prediction_target_variance_ratio,0.01344809216783402,67,
G4-G2,probe,static,ftv,T1,,response_state,2,spearman,0.19915200873179117,83,
G4-G2,probe,static,ftv,T1,,response_state,2,pearson,0.11228195078577924,83,
G4-G2,probe,static,ftv,T1,,response_state,2,r2,0.01131154706981563,83,
G4-G2,probe,static,ftv,T1,,response_state,2,mae,-1.007403001532122,83,
G4-G2,probe,static,ftv,T1,,response_state,2,rmse,-0.2953720900860617,83,
G4-G2,probe,static,ftv,T1,,response_state,2,rmse_gain_over_b0,0.005563922528765239,83,
G4-G2,probe,static,ftv,T1,,response_state,2,prediction_target_variance_ratio,-0.018835449050667946,83,
G4-G2,probe,static,ftv,T1,,response_state,3,spearman,-0.0038587690526721286,72,
G4-G2,probe,static,ftv,T1,,response_state,3,pearson,0.12646065812388163,72,
G4-G2,probe,static,ftv,T1,,response_state,3,r2,0.1916651101260074,72,
G4-G2,probe,static,ftv,T1,,response_state,3,mae,-0.4451735664286165,72,
G4-G2,probe,static,ftv,T1,,response_state,3,rmse,-2.7190708101737613,72,
G4-G2,probe,static,ftv,T1,,response_state,3,rmse_gain_over_b0,0.13722405814945798,72,
G4-G2,probe,static,ftv,T1,,response_state,3,prediction_target_variance_ratio,0.12029002063043864,72,
G4-G2,probe,static,ftv,T1,,response_state,4,spearman,0.06890756302521017,84,
G4-G2,probe,static,ftv,T1,,response_state,4,pearson,0.27666432804847435,84,
G4-G2,probe,static,ftv,T1,,response_state,4,r2,0.11401216461171437,84,
G4-G2,probe,static,ftv,T1,,response_state,4,mae,-0.4271125958039299,84,
G4-G2,probe,static,ftv,T1,,response_state,4,rmse,-1.42159371587557,84,
G4-G2,probe,static,ftv,T1,,response_state,4,rmse_gain_over_b0,0.05634975100854442,84,
G4-G2,probe,static,ftv,T1,,response_state,4,prediction_target_variance_ratio,-0.43083546775918047,84,
G4-G2,probe,static,ftv,T2,,response_state,0,spearman,0.005553525758129396,69,
G4-G2,probe,static,ftv,T2,,response_state,0,pearson,-0.08059742374784801,69,
G4-G2,probe,static,ftv,T2,,response_state,0,r2,-0.03724513082642167,69,
G4-G2,probe,static,ftv,T2,,response_state,0,mae,0.43213636767343466,69,
G4-G2,probe,static,ftv,T2,,response_state,0,rmse,0.8393693236969497,69,
G4-G2,probe,static,ftv,T2,,response_state,0,rmse_gain_over_b0,-0.017791306069164542,69,
G4-G2,probe,static,ftv,T2,,response_state,0,prediction_target_variance_ratio,0.06796532748760413,69,
G4-G2,probe,static,ftv,T2,,response_state,1,spearman,0.0021949078138718825,67,
G4-G2,probe,static,ftv,T2,,response_state,1,pearson,0.06555249455315931,67,
G4-G2,probe,static,ftv,T2,,response_state,1,r2,0.09923977318013932,67,
G4-G2,probe,static,ftv,T2,,response_state,1,mae,-0.21771976873881327,67,
G4-G2,probe,static,ftv,T2,,response_state,1,rmse,-0.44591997127240646,67,
G4-G2,probe,static,ftv,T2,,response_state,1,rmse_gain_over_b0,0.054036906219686404,67,
G4-G2,probe,static,ftv,T2,,response_state,1,prediction_target_variance_ratio,0.09742272968147536,67,
G4-G2,probe,static,ftv,T2,,response_state,2,spearman,0.03135888501742157,83,
G4-G2,probe,static,ftv,T2,,response_state,2,pearson,0.07051691656299619,83,
G4-G2,probe,static,ftv,T2,,response_state,2,r2,-0.007183973666761823,83,
G4-G2,probe,static,ftv,T2,,response_state,2,mae,-0.1904584187836491,83,
G4-G2,probe,static,ftv,T2,,response_state,2,rmse,0.1644329875868138,83,
G4-G2,probe,static,ftv,T2,,response_state,2,rmse_gain_over_b0,-0.0033577209555736166,83,
G4-G2,probe,static,ftv,T2,,response_state,2,prediction_target_variance_ratio,-0.004096766743439499,83,
G4-G2,probe,static,ftv,T2,,response_state,3,spearman,0.11994340472056081,72,
G4-G2,probe,static,ftv,T2,,response_state,3,pearson,0.08649191825097738,72,
G4-G2,probe,static,ftv,T2,,response_state,3,r2,0.035001574830802906,72,
G4-G2,probe,static,ftv,T2,,response_state,3,mae,-0.22175447521694824,72,
G4-G2,probe,static,ftv,T2,,response_state,3,rmse,-0.2131515261743857,72,
G4-G2,probe,static,ftv,T2,,response_state,3,rmse_gain_over_b0,0.016920586110895832,72,
G4-G2,probe,static,ftv,T2,,response_state,3,prediction_target_variance_ratio,0.013690871910809595,72,
G4-G2,probe,static,ftv,T2,,response_state,4,spearman,0.012392426850258209,84,
G4-G2,probe,static,ftv,T2,,response_state,4,pearson,0.09298995976317259,84,
G4-G2,probe,static,ftv,T2,,response_state,4,r2,0.06283486188499887,84,
G4-G2,probe,static,ftv,T2,,response_state,4,mae,-0.2608337478335896,84,
G4-G2,probe,static,ftv,T2,,response_state,4,rmse,-0.3763230030167435,84,
G4-G2,probe,static,ftv,T2,,response_state,4,rmse_gain_over_b0,0.0303864626102395,84,
G4-G2,probe,static,ftv,T2,,response_state,4,prediction_target_variance_ratio,-0.03839946928597547,84,
G4-G2,probe,static,ftv,T3,,response_state,0,spearman,0.037449762513701135,69,
G4-G2,probe,static,ftv,T3,,response_state,0,pearson,0.2536483637194785,69,
G4-G2,probe,static,ftv,T3,,response_state,0,r2,0.186729056259465,69,
G4-G2,probe,static,ftv,T3,,response_state,0,mae,-0.3583868503820824,69,
G4-G2,probe,static,ftv,T3,,response_state,0,rmse,-0.768324102202059,69,
G4-G2,probe,static,ftv,T3,,response_state,0,rmse_gain_over_b0,0.1012290421034675,69,
G4-G2,probe,static,ftv,T3,,response_state,0,prediction_target_variance_ratio,-0.04853865685316186,69,
G4-G2,probe,static,ftv,T3,,response_state,1,spearman,0.06752334583765668,67,
G4-G2,probe,static,ftv,T3,,response_state,1,pearson,-0.026895146617278376,67,
G4-G2,probe,static,ftv,T3,,response_state,1,r2,-0.08673989461389742,67,
G4-G2,probe,static,ftv,T3,,response_state,1,mae,-0.09309319258180127,67,
