epoch,fold,model_name,model,lambda_ftv,learning_rate,total_loss,base_loss,ftv_loss,weighted_ftv_loss,val_base_loss,val_base_objective,val_ftv_metric,val_representation_std,representation_std,encoder_grad_norm,ftv_head_grad_norm,grounded_patients,grounded_visits,ungrounded_patients,val_ftv_loss,noncollapse,base_gate_pass,checkpoint_eligible,validation_selection_metric,is_selected_checkpoint,train_loss,train_base_loss,train_state_loss,train_sigreg_loss,train_gradient_norm,train_encoder_gradient_norm,train_response_projection_gradient_norm,train_ftv_head_gradient_norm,train_ftv_loss,train_weighted_ftv_loss,train_grounded_patients,train_ungrounded_patients,train_valid_ftv_visits,train_roi_valid_visits,train_roi_empty_visits,train_representation_std,train_samples,train_batches,train_seconds,train_peak_gpu_memory_mb,train_first_valid_base_shared_gradient_norm,train_first_valid_ftv_encoder_gradient_norm_raw,train_first_valid_ftv_response_projection_gradient_norm_raw,train_first_valid_ftv_head_gradient_norm_raw,train_first_valid_ftv_encoder_gradient_norm_weighted,train_first_valid_ftv_response_projection_gradient_norm_weighted,train_first_valid_ftv_head_gradient_norm_weighted,train_objective_reconstructed,val_loss,val_state_loss,val_sigreg_loss,val_gradient_norm,val_encoder_gradient_norm,val_response_projection_gradient_norm,val_ftv_head_gradient_norm,val_weighted_ftv_loss,val_grounded_patients,val_ungrounded_patients,val_valid_ftv_visits,val_roi_valid_visits,val_roi_empty_visits,val_samples,val_batches,val_seconds,val_peak_gpu_memory_mb,val_first_valid_base_shared_gradient_norm,val_first_valid_ftv_encoder_gradient_norm_raw,val_first_valid_ftv_response_projection_gradient_norm_raw,val_first_valid_ftv_head_gradient_norm_raw,val_first_valid_ftv_encoder_gradient_norm_weighted,val_first_valid_ftv_response_projection_gradient_norm_weighted,val_first_valid_ftv_head_gradient_norm_weighted,val_objective_reconstructed,source_history_file,source_history_sha256,run_name
2,3,G1,G1,0.0,5e-05,1.3475843838282997,1.3475843838282997,0.0,0.0,0.1204971309043159,1.0603109696679864,0.0,0.4830113649368286,0.4830113649368286,2.4396683942703974,0.0,0.0,0.0,672.0,0.0,True,True,True,0.1204971309043159,False,1.3475843838282997,1.3475843838282997,0.242404016710463,12.27978129613967,3.321260849634806,2.4396683942703974,0.6506575487908863,0.0,0.0,0.0,0.0,672.0,0.0,2656.0,32.0,0.3657652139663696,672.0,21.0,12.036909263988491,28613.7578125,3.6300981044769287,0.0,0.0,0.0,0.0,0.0,0.0,1.3475843838282997,1.0603109696679864,0.1204971309043159,10.442375695409854,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,479.0,5.0,121.0,4.0,2.0855551259883214,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0603109696679864,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_3.csv,855ca490eb6270fda5d83ba1f037bb7b44b031a41a526783382aed8e6131c816,g1
3,3,G1,G1,0.0,5e-05,0.9825770769800458,0.9825770769800458,0.0,0.0,0.1023255576772138,0.8201849046817495,0.0,0.6672545075416565,0.6672545075416565,5.264970325288319,0.0,0.0,0.0,672.0,0.0,True,True,True,0.1023255576772138,True,0.9825770769800458,0.9825770769800458,0.1581222074372427,9.160609449659075,5.586405436197917,5.264970325288319,0.6241409338655926,0.0,0.0,0.0,0.0,672.0,0.0,2656.0,32.0,0.6545968651771545,672.0,21.0,12.242045549006434,28613.7578125,8.202375411987305,0.0,0.0,0.0,0.0,0.0,0.0,0.9825770769800458,0.8201849046817495,0.1023255576772138,7.976214515276192,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,479.0,5.0,121.0,4.0,2.1010107540059835,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8201849046817495,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_3.csv,855ca490eb6270fda5d83ba1f037bb7b44b031a41a526783382aed8e6131c816,g1
4,3,G1,G1,0.0,5e-05,0.8532023827234904,0.8532023827234904,0.0,0.0,0.1418353063015898,0.8013589717139883,0.0,0.7032511830329895,0.7032511830329895,4.619970281918843,0.0,0.0,0.0,672.0,0.0,True,True,True,0.1418353063015898,False,0.8532023827234904,0.8532023827234904,0.1598726078158333,7.703663916814895,4.901091865130833,4.619970281918843,0.4930541089602879,0.0,0.0,0.0,0.0,672.0,0.0,2656.0,32.0,0.7251930832862854,672.0,21.0,12.156542124983387,28613.7578125,8.195594787597656,0.0,0.0,0.0,0.0,0.0,0.0,0.8532023827234904,0.8013589717139883,0.1418353063015898,7.328040327907594,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,479.0,5.0,121.0,4.0,2.2966624520195182,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8013589717139883,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_3.csv,855ca490eb6270fda5d83ba1f037bb7b44b031a41a526783382aed8e6131c816,g1
5,3,G1,G1,0.0,5e-05,0.8315637622560773,0.8315637622560773,0.0,0.0,0.2074171195099176,0.8379189445952738,0.0,0.7145221829414368,0.7145221829414368,4.6521870749337335,0.0,0.0,0.0,672.0,0.0,True,True,True,0.2074171195099176,False,0.8315637622560773,0.8315637622560773,0.2106228768825531,6.899342695871989,4.849024937266395,4.6521870749337335,0.4689201215902964,0.0,0.0,0.0,0.0,672.0,0.0,2656.0,32.0,0.7705821990966797,672.0,21.0,11.49684399800026,28613.7578125,11.31000804901123,0.0,0.0,0.0,0.0,0.0,0.0,0.8315637622560773,0.8379189445952738,0.2074171195099176,7.005575700239702,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,479.0,5.0,121.0,4.0,1.825682394002797,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8379189445952738,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_3.csv,855ca490eb6270fda5d83ba1f037bb7b44b031a41a526783382aed8e6131c816,g1
6,3,G1,G1,0.0,5e-05,0.8566059299877712,0.8566059299877712,0.0,0.0,0.2936693090052644,1.1799296209634829,0.0,0.6021143794059753,0.6021143794059753,7.247957286380586,0.0,0.0,0.0,672.0,0.0,True,True,True,0.2936693090052644,False,0.8566059299877712,0.8566059299877712,0.2940483902181898,6.250638984498524,7.385991323561895,7.247957286380586,0.5507714308443523,0.0,0.0,0.0,0.0,672.0,0.0,2656.0,32.0,0.7932466864585876,672.0,21.0,11.825340869982028,28613.7578125,3.43264102935791,0.0,0.0,0.0,0.0,0.0,0.0,0.8566059299877712,1.1799296209634829,0.2936693090052644,9.847336304089255,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,479.0,5.0,121.0,4.0,2.0152688499947544,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799296209634829,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_3.csv,855ca490eb6270fda5d83ba1f037bb7b44b031a41a526783382aed8e6131c816,g1
7,3,G1,G1,0.0,5e-05,0.9858992326827276,0.9858992326827276,0.0,0.0,0.379787118474314,0.9508116984170332,0.0,0.7499846816062927,0.7499846816062927,10.754292226973034,0.0,0.0,0.0,672.0,0.0,True,True,True,0.379787118474314,False,0.9858992326827276,0.9858992326827276,0.3958196441332499,6.556439604078021,10.867253530593146,10.754292226973034,0.6939896742502848,0.0,0.0,0.0,0.0,672.0,0.0,2656.0,32.0,0.8026837706565857,672.0,21.0,12.117851576011162,28613.7578125,8.488407135009766,0.0,0.0,0.0,0.0,0.0,0.0,0.9858992326827276,0.9508116984170332,0.379787118474314,6.344717451363556,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,479.0,5.0,121.0,4.0,1.8023422789992765,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9508116984170332,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_3.csv,855ca490eb6270fda5d83ba1f037bb7b44b031a41a526783382aed8e6131c816,g1
1,4,G1,G1,0.0,5e-05,2.194111449377877,2.194111449377877,0.0,0.0,0.3196899272686194,1.4627609824346115,0.0,0.2302091866731643,0.2302091866731643,4.107157094138009,0.0,0.0,0.0,672.0,0.0,True,True,True,0.3196899272686194,False,2.194111449377877,2.194111449377877,0.9019570350646972,14.357270694914318,6.454717545282273,4.107157094138009,1.2706727442287264,0.0,0.0,0.0,0.0,672.0,0.0,2662.0,26.0,0.341675192117691,672.0,21.0,12.739675452001393,28605.53369140625,13.947250366210938,0.0,0.0,0.0,0.0,0.0,0.0,2.194111449377877,1.4627609824346115,0.3196899272686194,12.700788655556924,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,1.8456859760044608,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4627609824346115,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
2,4,G1,G1,0.0,5e-05,1.32295670963469,1.32295670963469,0.0,0.0,0.1167715312528216,0.9981153208362168,0.0,0.527714192867279,0.527714192867279,3.235782770883469,0.0,0.0,0.0,672.0,0.0,True,True,True,0.1167715312528216,False,1.32295670963469,1.32295670963469,0.2614813234124865,11.794170425051735,4.085139183771043,3.235782770883469,0.827715087504614,0.0,0.0,0.0,0.0,672.0,0.0,2661.0,27.0,0.4199858903884887,672.0,21.0,11.288663207989885,28613.7578125,3.8679587841033936,0.0,0.0,0.0,0.0,0.0,0.0,1.32295670963469,0.9981153208362168,0.1167715312528216,9.792708483609289,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,1.825653220003005,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981153208362168,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
3,4,G1,G1,0.0,5e-05,0.9705794453620912,0.9705794453620912,0.0,0.0,0.1147990188569076,0.8415530328908243,0.0,0.6419578194618225,0.6419578194618225,5.2893830594562345,0.0,0.0,0.0,672.0,0.0,True,True,True,0.1147990188569076,True,0.9705794453620912,0.9705794453620912,0.170744436837378,8.887055260794503,5.656918446222941,5.2893830594562345,0.6684899812652951,0.0,0.0,0.0,0.0,672.0,0.0,2662.0,26.0,0.6550443768501282,672.0,21.0,11.397387228993466,28613.7578125,4.298111438751221,0.0,0.0,0.0,0.0,0.0,0.0,0.9705794453620912,0.8415530328908243,0.1147990188569076,8.075044178765667,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,2.359368390985765,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8415530328908243,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
4,4,G1,G1,0.0,5e-05,0.9064116477966307,0.9064116477966307,0.0,0.0,0.1646210446584323,0.8761309587265834,0.0,0.6482646465301514,0.6482646465301514,7.880666630608695,0.0,0.0,0.0,672.0,0.0,True,True,True,0.1646210446584323,False,0.9064116477966307,0.9064116477966307,0.1840669576610837,8.026051725660052,8.115667649677821,7.880666630608695,0.6537767364865258,0.0,0.0,0.0,0.0,672.0,0.0,2661.0,27.0,0.6825509071350098,672.0,21.0,12.359644628013484,28613.7578125,7.266608238220215,0.0,0.0,0.0,0.0,0.0,0.0,0.9064116477966307,0.8761309587265834,0.1646210446584323,7.905665421288861,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,2.4941466189920902,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761309587265834,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
5,4,G1,G1,0.0,5e-05,0.9273905299958728,0.9273905299958728,0.0,0.0,0.2417271163099068,0.9074598757688664,0.0,0.6645456552505493,0.6645456552505493,7.860048946880159,0.0,0.0,0.0,672.0,0.0,True,True,True,0.2417271163099068,False,0.9273905299958728,0.9273905299958728,0.2485169654800778,7.543039390019008,8.044308815683637,7.860048946880159,0.6153711108934312,0.0,0.0,0.0,0.0,672.0,0.0,2661.0,27.0,0.6972165703773499,672.0,21.0,11.47778762600501,28613.7578125,4.1122331619262695,0.0,0.0,0.0,0.0,0.0,0.0,0.9273905299958728,0.9074598757688664,0.2417271163099068,7.397030215618039,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,2.5685978689871263,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074598757688664,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
6,4,G1,G1,0.0,5e-05,0.9412480025064378,0.9412480025064378,0.0,0.0,0.3147785185782377,0.974144441529739,0.0,0.6786398887634277,0.6786398887634277,6.0394914490836005,0.0,0.0,0.0,672.0,0.0,True,True,True,0.3147785185782377,False,0.9412480025064378,0.9412480025064378,0.3273132053159532,6.821497485751197,6.265444074358259,6.0394914490836005,0.6089873413244883,0.0,0.0,0.0,0.0,672.0,0.0,2664.0,24.0,0.7315194606781006,672.0,21.0,11.541826669010334,28613.7578125,1.6925166845321655,0.0,0.0,0.0,0.0,0.0,0.0,0.9412480025064378,0.974144441529739,0.3147785185782377,7.326287852831124,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,2.387899519992061,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974144441529739,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
7,4,G1,G1,0.0,5e-05,0.9630912230128332,0.9630912230128332,0.0,0.0,0.3999030474296286,0.9919291123870976,0.0,0.7045264840126038,0.7045264840126038,6.104344958350772,0.0,0.0,0.0,672.0,0.0,True,True,True,0.3999030474296286,False,0.9630912230128332,0.9630912230128332,0.3978629992121741,6.280313287462507,6.398601259504046,6.104344958350772,0.7304642370768956,0.0,0.0,0.0,0.0,672.0,0.0,2662.0,26.0,0.7614151835441589,672.0,21.0,12.191344377992207,28613.7578125,2.966212511062622,0.0,0.0,0.0,0.0,0.0,0.0,0.9630912230128332,0.9919291123870976,0.3999030474296286,6.57806741304634,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,483.0,1.0,121.0,4.0,2.510114820994204,10280.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919291123870976,additional_experiments/direct_grounded_response_state/metrics/training/formal/g1/fold_4.csv,28c6f989dc2ddb03142221c1f9b971d8d7564a7dcf960cd163b1288b8f6ff607,g1
1,0,G2,G2,0.0,5e-05,2.197174265271141,2.197174265271141,0.0,0.0,0.7163609995329676,1.544505933099542,0.0,0.7937871813774109,0.7937871813774109,4.461197580610003,0.0,0.0,0.0,672.0,0.0,True,True,True,0.7163609995329676,False,2.197174265271141,2.197174265271141,1.1795078828221277,11.307403882344564,6.063918533779326,4.461197580610003,0.9148759586470468,0.0,0.0,0.0,0.0,672.0,0.0,2662.0,26.0,0.7520555853843689,672.0,21.0,13.575696186017012,28749.81640625,11.718449592590332,0.0,0.0,0.0,0.0,0.0,0.0,2.197174265271141,1.544505933099542,0.7163609995329676,9.201610399671823,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,478.0,6.0,121.0,4.0,2.1046144319989253,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544505933099542,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_0.csv,ce7e6178d7d178602c68faa3652936ef4552525ea628b3de44c8ee7a5cd773b5,g2
2,0,G2,G2,0.0,5e-05,1.3225824946448916,1.3225824946448916,0.0,0.0,0.4497487261768215,1.190989662793057,0.0,0.8275463581085205,0.8275463581085205,4.05278784320468,0.0,0.0,0.0,672.0,0.0,True,True,True,0.4497487261768215,True,1.3225824946448916,1.3225824946448916,0.5676630848929995,8.38799304053897,4.671509447551909,4.05278784320468,0.5490277892067319,0.0,0.0,0.0,0.0,672.0,0.0,2664.0,24.0,0.8642554879188538,672.0,21.0,11.996656700997846,28758.0400390625,3.546677589416504,0.0,0.0,0.0,0.0,0.0,0.0,1.3225824946448916,1.190989662793057,0.4497487261768215,8.236010315004458,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,478.0,6.0,121.0,4.0,2.20779504001257,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.190989662793057,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_0.csv,ce7e6178d7d178602c68faa3652936ef4552525ea628b3de44c8ee7a5cd773b5,g2
3,0,G2,G2,0.0,5e-05,1.0710604361125402,1.0710604361125402,0.0,0.0,0.4786285427976245,1.0491832534143748,0.0,0.8684167265892029,0.8684167265892029,3.0390283380235945,0.0,0.0,0.0,672.0,0.0,True,True,True,0.4786285427976245,False,1.0710604361125402,1.0710604361125402,0.462858878430866,6.757794879731678,3.394039188112532,3.0390283380235945,0.4511397580305735,0.0,0.0,0.0,0.0,672.0,0.0,2663.0,25.0,0.8858173489570618,672.0,21.0,11.962554243014893,28758.0400390625,5.550290584564209,0.0,0.0,0.0,0.0,0.0,0.0,1.0710604361125402,1.0491832534143748,0.4786285427976245,6.33949641550868,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,478.0,6.0,121.0,4.0,2.2679718889994547,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0491832534143748,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_0.csv,ce7e6178d7d178602c68faa3652936ef4552525ea628b3de44c8ee7a5cd773b5,g2
4,0,G2,G2,0.0,5e-05,1.048682158901578,1.048682158901578,0.0,0.0,0.5712980756089707,1.0772958422495311,0.0,0.8740974068641663,0.8740974068641663,4.658440975915818,0.0,0.0,0.0,672.0,0.0,True,True,True,0.5712980756089707,False,1.048682158901578,1.048682158901578,0.5238010017644792,5.832012585231236,4.846604875155857,4.658440975915818,0.4357171853383382,0.0,0.0,0.0,0.0,672.0,0.0,2662.0,26.0,0.8919918537139893,672.0,21.0,11.941829020011935,28758.0400390625,1.9734395742416384,0.0,0.0,0.0,0.0,0.0,0.0,1.048682158901578,1.0772958422495311,0.5712980756089707,5.6221975886132105,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,478.0,6.0,121.0,4.0,2.32491040500463,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0772958422495311,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_0.csv,ce7e6178d7d178602c68faa3652936ef4552525ea628b3de44c8ee7a5cd773b5,g2
5,0,G2,G2,0.0,5e-05,1.070834029288519,1.070834029288519,0.0,0.0,0.6473964896083864,1.1722191818489516,0.0,0.8662551045417786,0.8662551045417786,3.870064298311869,0.0,0.0,0.0,672.0,0.0,True,True,True,0.6473964896083864,False,1.070834029288519,1.070834029288519,0.5993137842132932,5.239113467080252,4.070658138820103,3.870064298311869,0.3863618969917297,0.0,0.0,0.0,0.0,672.0,0.0,2663.0,25.0,0.8959681987762451,672.0,21.0,12.064742245012894,28758.0400390625,2.503069400787353,0.0,0.0,0.0,0.0,0.0,0.0,1.070834029288519,1.1722191818489516,0.6473964896083864,5.831363142029313,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,478.0,6.0,121.0,4.0,2.083073129004333,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1722191818489516,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_0.csv,ce7e6178d7d178602c68faa3652936ef4552525ea628b3de44c8ee7a5cd773b5,g2
6,0,G2,G2,0.0,5e-05,1.0935581014269875,1.0935581014269875,0.0,0.0,0.6975548991487046,1.1964599041899373,0.0,0.8659283518791199,0.8659283518791199,5.082442204157512,0.0,0.0,0.0,672.0,0.0,True,True,True,0.6975548991487046,False,1.0935581014269875,1.0935581014269875,0.6587524584361485,4.831173783256894,5.239212002073016,5.082442204157512,0.4412241223312559,0.0,0.0,0.0,0.0,672.0,0.0,2663.0,25.0,0.8986137509346008,672.0,21.0,11.580592437996527,28758.0400390625,5.34687614440918,0.0,0.0,0.0,0.0,0.0,0.0,1.0935581014269875,1.1964599041899373,0.6975548991487046,5.543388603147396,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,478.0,6.0,121.0,4.0,2.0816821999906097,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1964599041899373,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_0.csv,ce7e6178d7d178602c68faa3652936ef4552525ea628b3de44c8ee7a5cd773b5,g2
1,1,G2,G2,0.0,5e-05,2.2401102781295776,2.2401102781295776,0.0,0.0,0.6192650410754621,1.557071271021504,0.0,0.682595431804657,0.682595431804657,4.569244941075643,0.0,0.0,0.0,672.0,0.0,True,True,True,0.6192650410754621,False,2.2401102781295776,2.2401102781295776,1.1107078137851896,12.548916090102423,6.2883310204460505,4.569244941075643,1.031556157838731,0.0,0.0,0.0,0.0,672.0,0.0,2658.0,30.0,0.6294012665748596,672.0,21.0,14.315039522014558,28749.81640625,12.675907135009766,0.0,0.0,0.0,0.0,0.0,0.0,2.2401102781295776,1.557071271021504,0.6192650410754621,10.420068614739032,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,484.0,0.0,121.0,4.0,2.3134412310027983,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.557071271021504,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_1.csv,6571f295ca419866ee6df9a8a4ae40d84f8b8f02c9b228cfe75be3e271250e3d,g2
2,1,G2,G2,0.0,5e-05,1.3762442952110654,1.3762442952110654,0.0,0.0,0.4267074507622679,1.1663926396488158,0.0,0.8125033974647522,0.8125033974647522,2.997604551769438,0.0,0.0,0.0,672.0,0.0,True,True,True,0.4267074507622679,True,1.3762442952110654,1.3762442952110654,0.5447660045964378,9.23864730199178,3.6164612883613225,2.997604551769438,0.5397128420216697,0.0,0.0,0.0,0.0,672.0,0.0,2659.0,29.0,0.8090013861656189,672.0,21.0,12.532135026005562,28758.0400390625,3.770255088806152,0.0,0.0,0.0,0.0,0.0,0.0,1.3762442952110654,1.1663926396488158,0.4267074507622679,8.218723911884403,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,484.0,0.0,121.0,4.0,1.8879398219869472,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1663926396488158,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_1.csv,6571f295ca419866ee6df9a8a4ae40d84f8b8f02c9b228cfe75be3e271250e3d,g2
3,1,G2,G2,0.0,5e-05,1.116564739318121,1.116564739318121,0.0,0.0,0.4375937246094065,1.0852100878707631,0.0,0.8107892870903015,0.8107892870903015,3.7559458301180886,0.0,0.0,0.0,672.0,0.0,True,True,True,0.4375937246094065,False,1.116564739318121,1.116564739318121,0.4621169751598721,7.271641322544643,4.0173767521267845,3.7559458301180886,0.4613067436785925,0.0,0.0,0.0,0.0,672.0,0.0,2657.0,31.0,0.8583245277404785,672.0,21.0,12.152141453989316,28758.0400390625,3.34777569770813,0.0,0.0,0.0,0.0,0.0,0.0,1.116564739318121,1.0852100878707631,0.4375937246094065,7.195737145163796,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,484.0,0.0,121.0,4.0,1.9258855360094456,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0852100878707631,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_1.csv,6571f295ca419866ee6df9a8a4ae40d84f8b8f02c9b228cfe75be3e271250e3d,g2
4,1,G2,G2,0.0,5e-05,1.058884498618898,1.058884498618898,0.0,0.0,0.5209061365482236,1.039069379656768,0.0,0.8497903943061829,0.8497903943061829,4.679675380388896,0.0,0.0,0.0,672.0,0.0,True,True,True,0.5209061365482236,False,1.058884498618898,1.058884498618898,0.5131235292979649,6.064010642823719,4.876922232764108,4.679675380388896,0.4542353678317297,0.0,0.0,0.0,0.0,672.0,0.0,2658.0,30.0,0.8680600523948669,672.0,21.0,11.930987989006098,28758.0400390625,4.019866466522217,0.0,0.0,0.0,0.0,0.0,0.0,1.058884498618898,1.039069379656768,0.5209061365482236,5.757368895633162,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,484.0,0.0,121.0,4.0,1.9642192299943415,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.039069379656768,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_1.csv,6571f295ca419866ee6df9a8a4ae40d84f8b8f02c9b228cfe75be3e271250e3d,g2
5,1,G2,G2,0.0,5e-05,1.0866401479357766,1.0866401479357766,0.0,0.0,0.6025938736505745,1.172292459109598,0.0,0.8148131966590881,0.8148131966590881,5.774987890606835,0.0,0.0,0.0,672.0,0.0,True,True,True,0.6025938736505745,False,1.0866401479357766,1.0866401479357766,0.5979852108728319,5.429499103909447,5.927199386415028,5.774987890606835,0.4496479091190156,0.0,0.0,0.0,0.0,672.0,0.0,2659.0,29.0,0.8776803016662598,672.0,21.0,12.364660714025376,28758.0400390625,13.380366325378418,0.0,0.0,0.0,0.0,0.0,0.0,1.0866401479357766,1.172292459109598,0.6025938736505745,6.329984207783848,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,484.0,0.0,121.0,4.0,2.2772556739801075,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172292459109598,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_1.csv,6571f295ca419866ee6df9a8a4ae40d84f8b8f02c9b228cfe75be3e271250e3d,g2
6,1,G2,G2,0.0,5e-05,1.145342367036002,1.145342367036002,0.0,0.0,0.6755731361956636,1.2309162518209662,0.0,0.8098991513252258,0.8098991513252258,6.404955705006917,0.0,0.0,0.0,672.0,0.0,True,True,True,0.6755731361956636,False,1.145342367036002,1.145342367036002,0.6700670946212042,5.280836037227085,6.549676509130569,6.404955705006917,0.48380974928538,0.0,0.0,0.0,0.0,672.0,0.0,2657.0,31.0,0.8835430145263672,672.0,21.0,11.58141137700295,28758.0400390625,7.134754180908203,0.0,0.0,0.0,0.0,0.0,0.0,1.145342367036002,1.2309162518209662,0.6755731361956636,6.170478931143264,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,484.0,0.0,121.0,4.0,1.83273680601269,10424.75146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2309162518209662,additional_experiments/direct_grounded_response_state/metrics/training/formal/g2/fold_1.csv,6571f295ca419866ee6df9a8a4ae40d84f8b8f02c9b228cfe75be3e271250e3d,g2
