comparison,kind,task,target,timepoint,transition,representation,metric,estimate,ci_low,ci_high,bootstrap_replicates,finite_replicates,bootstrap_unit,n_patients,decision_point
G4-G2,probe,change,ftv,,T1→T2,response_state,rmse_gain_over_b0,0.014482288749319686,-0.0003789548201860412,0.028882484228015346,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T1→T2,response_state,prediction_target_variance_ratio,0.01160506107632546,0.0020555064408711602,0.0208905243877991,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,spearman,0.041859142109455016,-0.0048410513102203016,0.08991761903050263,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,pearson,0.07202736375505606,0.026347689933892835,0.12273508438078654,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,r2,0.04067337797385606,0.015142440497590129,0.06950375048578096,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,mae,-0.01406535819650434,-0.031056583761429103,0.0030220387076851382,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,rmse,-0.025937073449638248,-0.044061837241829896,-0.009495755072010488,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,rmse_gain_over_b0,0.02089094566720559,0.007741131417271104,0.03566532363502874,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ftv,,T2→T3,response_state,prediction_target_variance_ratio,-0.0005706334325439877,-0.011732547617393129,0.009936481181343581,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,spearman,0.017997505903340996,-0.011756135501370927,0.04845782172903327,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,pearson,0.011184591882657226,-0.009291037231734404,0.031155506640078393,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,r2,0.00267095898051406,-0.00844540064531924,0.013190065428491257,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,mae,-0.0016875358729417367,-0.0050361844166403,0.0017099052729011768,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,rmse,-0.0007639733994447839,-0.0035273322342393677,0.002079071346128946,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,rmse_gain_over_b0,0.001312075328467997,-0.004075372247627537,0.006484740802073626,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T0→T1,response_state,prediction_target_variance_ratio,0.002929967204370519,-0.0009255755684617429,0.008704590480989129,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,spearman,0.041347413652459614,0.010367027985660093,0.07476170513971567,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,pearson,0.04236036655586986,0.006812393360765299,0.0802284807616452,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,r2,0.021974045315102497,0.002977360968840498,0.042969053264892525,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,mae,-0.01044641400736901,-0.021970223908202947,0.0011191763010131171,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,rmse,-0.014988473628221088,-0.028503473998699125,-0.0020480388502156313,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,rmse_gain_over_b0,0.0110909180979831,0.0015296487545895926,0.021372884428817983,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T1→T2,response_state,prediction_target_variance_ratio,0.0034253750649733405,-0.0037482775473172947,0.010754134428956202,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,spearman,-0.009899558942936038,-0.043396914521662874,0.022501085608980117,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,pearson,-0.016207212884024005,-0.04639149114330797,0.015107338177770371,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,r2,-0.006336179561686306,-0.017200417513954337,0.004530450350833065,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,mae,0.00782361096456996,0.0005728428612494313,0.014872801941381303,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,rmse,0.004237606136004102,-0.0030246267889817435,0.011282222134911726,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,rmse_gain_over_b0,-0.0031898267132641905,-0.008612508998846377,0.0022844777945015765,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,ld,,T2→T3,response_state,prediction_target_variance_ratio,0.002720211268762044,0.00042982442725889914,0.005325870420529542,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,spearman,0.022061895551257253,-0.013740280657337362,0.05974131992470017,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,pearson,0.013801453321709824,-0.020822950790455874,0.04665059304744228,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,r2,0.0040536214571806894,-0.008847221185157272,0.01760688177373563,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,mae,-0.00016232494934147884,-0.0005818665546185791,0.0002557348953311881,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,rmse,-0.00013818073854539314,-0.0005890303345968083,0.0002982891716996964,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,rmse_gain_over_b0,0.0019486942689448394,-0.004178937333066688,0.00846869779105954,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T0→T1,response_state,prediction_target_variance_ratio,0.0009578110679500651,-0.0015674039419229769,0.003499448389512851,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,spearman,0.045665718511776074,-0.003442276757183113,0.09381459491425172,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,pearson,-0.021017125481552358,-0.09553343467060355,0.04838770926027926,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,r2,0.021981505680962465,-0.02190699841778975,0.06294554639236119,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,mae,-0.0020733264015521807,-0.003593419453118458,-0.0005291019978222018,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,rmse,-0.001147848432291862,-0.003045468249047994,0.0011853129932924945,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,rmse_gain_over_b0,0.010710383842885866,-0.010791804195982366,0.030078473472277392,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T1→T2,response_state,prediction_target_variance_ratio,-0.03756275726146015,-0.057400101178788306,-0.024007219974679375,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,spearman,0.02522744339515303,-0.018137062601124066,0.06961382598622433,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,pearson,0.018002482355128975,-0.025715052205480097,0.06043436227347613,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,r2,0.0026933203922199223,-0.014000233096694164,0.01827605521263011,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,mae,-0.00041896115675918444,-0.0013399119207446735,0.0004684375605962777,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,rmse,-0.00016848500889987683,-0.0011451793713391592,0.0008994869413294377,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,rmse_gain_over_b0,0.0013201137480079051,-0.006935476773789836,0.008971367933999457,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,change,sphericity,,T2→T3,response_state,prediction_target_variance_ratio,0.003966318497307733,0.0008565133218051644,0.007338385007185492,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,spearman,0.014940266241893152,-0.012061919065808993,0.04290064810914795,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,pearson,0.010310685441273004,-0.07064341155294368,0.05869640947940396,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,r2,0.043904972173100965,-0.16380895915563268,0.2916928916892743,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,mae,-0.0015077185146878946,-1.3702144196063117,1.5195091121826938,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,rmse,-1.024586110724563,-5.502827376648086,3.884437557776384,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,rmse_gain_over_b0,0.022972601801533737,-0.0901475281243926,0.13541246187198336,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T0,,response_state,prediction_target_variance_ratio,-0.0726767222358149,-0.5294059416349067,0.3209391149052992,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,spearman,0.061183297303447515,0.014360932922428099,0.11194294220814699,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,pearson,0.09287953890695938,-0.021412562671635743,0.22393011945525312,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,r2,0.0261124095606714,-0.041098362403528106,0.1598603908346968,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,mae,-0.46663272902716457,-1.3058196145079362,0.23506682305053173,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,rmse,-0.5206018542492927,-2.3612702233057377,0.8056416929855181,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,rmse_gain_over_b0,0.013334769012452036,-0.021871334206740183,0.08174174267812602,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T1,,response_state,prediction_target_variance_ratio,-0.03439370421217356,-0.1464388432867277,0.0013093026611911815,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,spearman,0.01684150642849014,-0.01789442274514151,0.05140603294883381,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,pearson,-0.05000956856715104,-0.1675019829167479,0.07234074332532917,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,r2,-0.014402385536629758,-0.15472289735716535,0.023885164592210545,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,mae,-0.1025445891432506,-0.4925296251828536,0.4226841368120944,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,rmse,0.222161707256884,-0.30504218466258604,1.3878581391694935,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,rmse_gain_over_b0,-0.0069652117460205325,-0.07409661317076663,0.011780734788933179,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T2,,response_state,prediction_target_variance_ratio,0.02655888014208769,-0.0012911242489996547,0.17593777047628023,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,spearman,0.04648071717378077,0.0017421759793589454,0.08913545807955826,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,pearson,0.08644163249454967,-0.012698051066536879,0.18406104690069883,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,r2,0.09745014427004017,-0.014958105657142453,0.2104276129637725,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,mae,-0.11913844464886614,-0.33032414129310295,0.0901793632876534,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,rmse,-0.6471165906984595,-1.5470156736584288,0.052426032499826046,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,rmse_gain_over_b0,0.05091298029759186,-0.007244834325880808,0.12768888401720668,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ftv,T3,,response_state,prediction_target_variance_ratio,0.05604242491576089,0.0017608359988950024,0.1544218696532744,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,spearman,0.02997939132274413,-0.001638696221926412,0.06176236815891539,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,pearson,0.03520195118674907,0.006606581856302809,0.06429476939764814,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,r2,0.02971406602019211,0.007392866662632852,0.052830026201861335,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,mae,-0.022573839292525877,-0.04464300931109103,0.0001718503869554983,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,rmse,-0.03399428079019273,-0.060350605318277975,-0.008695686860532558,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,rmse_gain_over_b0,0.01547342039638111,0.0037981003161933974,0.02744936304875775,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T0,,response_state,prediction_target_variance_ratio,0.01930011652125417,0.01014489386974514,0.030885632792607323,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,spearman,0.06322316538514208,0.025733397949200536,0.10661456143566406,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,pearson,0.0524280977077229,0.021278992450085195,0.09026901311419272,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,r2,0.022517573332369922,-0.0009234523384343495,0.04331831767230413,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,mae,-0.02053258394165325,-0.03966829102411124,-0.0017458137844247705,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,rmse,-0.02229508548844983,-0.04358844418659789,0.000860816952921515,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,rmse_gain_over_b0,0.010415893665004547,-0.00042410266085112457,0.020315812549707938,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T1,,response_state,prediction_target_variance_ratio,0.02034864281286733,0.01043999195396618,0.03576705076900835,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,spearman,0.02570612653813137,0.004997362209837932,0.04626629632704464,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,pearson,0.04234964540834146,0.019216501713601397,0.0668133297212243,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,r2,0.04441070613367648,0.02262411274031026,0.06706614361069188,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,mae,-0.003768074118117415,-0.027757627946436235,0.019311584332218204,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,rmse,-0.045040096445669864,-0.06814901027059271,-0.022531407998006247,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,rmse_gain_over_b0,0.018673877543643205,0.009502739830202023,0.028404808243856317,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T2,,response_state,prediction_target_variance_ratio,0.031375328515745426,0.012226774711433241,0.055900323993877864,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,spearman,0.009589009685843086,-0.01234587922417108,0.031270152532136275,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,pearson,-0.018700280780573397,-0.06888624854212708,0.03494051419506705,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,r2,-0.005318384312225755,-0.04027296803909638,0.022932931581575656,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,mae,0.008913031202591348,-0.00705225136914277,0.02716562733181031,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,rmse,0.004373064991507469,-0.01883539407320528,0.03178678188672539,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,rmse_gain_over_b0,-0.00213238545499652,-0.01597584999726171,0.009335574112820304,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,ld,T3,,response_state,prediction_target_variance_ratio,0.01426844523359394,-0.004638376254796392,0.0436664372837004,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,spearman,-0.005402662418932724,-0.021805012877016833,0.010157387503361315,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,pearson,-0.005217199165564734,-0.019547269205166654,0.009041709111041503,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,r2,-0.006022237039142397,-0.02142439935451433,0.009901410804425251,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,mae,1.721065009379491e-05,-0.0010304535362096819,0.0010305930368662895,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,rmse,0.00034628036675973806,-0.0005689043240071533,0.0012355443600083516,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,rmse_gain_over_b0,-0.0036595511087108568,-0.012958880316330537,0.006107538047898237,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T0,,response_state,prediction_target_variance_ratio,-0.00027211049646519436,-0.013331650968347314,0.012299526416190051,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,spearman,-0.017573102742063973,-0.04827905015479071,0.010664583562103792,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,pearson,-0.01535472324145215,-0.043866903020285265,0.013269863801596126,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,r2,-0.020984610115251656,-0.05890750649621218,0.012973546376051264,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,mae,0.0008044040841187206,-0.0007720420098678678,0.0024362845713227234,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,rmse,0.0010340516970455405,-0.0006738384547171423,0.002698888354681276,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,rmse_gain_over_b0,-0.011304693547578237,-0.030682169795851984,0.0071496299410236845,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T1,,response_state,prediction_target_variance_ratio,0.013960347787705718,-0.011428665224877064,0.041388869791818085,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,spearman,0.012579815678689321,-0.04190370798107062,0.06472884088121932,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,pearson,-0.0182861167129324,-0.09206073373567594,0.045556270810723214,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,r2,-0.017810366607852512,-0.0656493890459297,0.02617521117110459,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,mae,-0.0008328002743782509,-0.0031520746810692777,0.0014871729094757577,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,rmse,0.0011173290035555589,-0.0015612536264240627,0.004192623943650589,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,rmse_gain_over_b0,-0.009152383177745999,-0.03399928965305447,0.013820764317329955,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T2,,response_state,prediction_target_variance_ratio,0.024190647023451278,0.004827256971456767,0.04541812009443274,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,spearman,0.0007841620207076905,-0.04593210841168938,0.04691765108295343,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,pearson,0.009673571972964756,-0.031126523528258208,0.05280900915720751,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,r2,-0.0011786683138569343,-0.03382488837553196,0.031885292217046834,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,mae,-0.0006488373084105187,-0.002955946131117119,0.001662291547154394,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,rmse,8.688877680801399e-05,-0.002348566507713353,0.002468783360606901,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,rmse_gain_over_b0,-0.0006135686403652071,-0.017558811640074733,0.016474767792118424,2000,2000,patient_within_outer_fold,375,
G4-G2,probe,static,sphericity,T3,,response_state,prediction_target_variance_ratio,0.02753600861113692,0.006804974837675533,0.05135825860331561,2000,2000,patient_within_outer_fold,375,
G4-G2,pcr,,,,,,auroc,-0.010049462732389658,-0.04681812756059065,0.026605410028946237,2000,2000,patient_within_outer_fold,808,T0
G4-G2,pcr,,,,,,auprc,-0.008790129259472423,-0.037397953340315336,0.018656947509628236,2000,2000,patient_within_outer_fold,808,T0
G4-G2,pcr,,,,,,accuracy,0.007425742574257377,-0.02970297029702973,0.04207920792079206,2000,2000,patient_within_outer_fold,808,T0
G4-G2,pcr,,,,,,sensitivity,-0.08363636363636362,-0.14844033061594203,-0.01922892720306508,2000,2000,patient_within_outer_fold,808,T0
G4-G2,pcr,,,,,,specificity,0.054409005628517804,0.014787430683918634,0.09294112964078281,2000,2000,patient_within_outer_fold,808,T0
G4-G2,pcr,,,,,,auroc,0.03802831315026434,-0.011757442029696705,0.08281268340624774,2000,2000,patient_within_outer_fold,808,T0-T1
G4-G2,pcr,,,,,,auprc,0.04511791483971894,0.0031372272840367575,0.09006063789015101,2000,2000,patient_within_outer_fold,808,T0-T1
G4-G2,pcr,,,,,,accuracy,0.06559405940594054,0.024721534653465372,0.10519801980198018,2000,2000,patient_within_outer_fold,808,T0-T1
G4-G2,pcr,,,,,,sensitivity,-0.2181818181818182,-0.2835263338480013,-0.1509999259771023,2000,2000,patient_within_outer_fold,808,T0-T1
G4-G2,pcr,,,,,,specificity,0.21200750469043156,0.1673068181818182,0.25676112804116497,2000,2000,patient_within_outer_fold,808,T0-T1
G4-G2,pcr,,,,,,auroc,-0.00843254306668939,-0.023582634719292,0.006522329928751784,2000,2000,patient_within_outer_fold,808,T0-T2
G4-G2,pcr,,,,,,auprc,-0.009232391546044327,-0.02609598134471487,0.008714890286885678,2000,2000,patient_within_outer_fold,808,T0-T2
G4-G2,pcr,,,,,,accuracy,-0.00990099009900991,-0.04087252475247528,0.022308168316831533,2000,2000,patient_within_outer_fold,808,T0-T2
G4-G2,pcr,,,,,,sensitivity,-0.040000000000000036,-0.09898332413170038,0.016447706844271194,2000,2000,patient_within_outer_fold,808,T0-T2
G4-G2,pcr,,,,,,specificity,0.0056285178236397115,-0.029743946079282893,0.04190476190476189,2000,2000,patient_within_outer_fold,808,T0-T2
