model,task,target,timepoint,transition,representation,fold,n,n_patients,n_folds,spearman,pearson,r2,mae,rmse,b0_rmse,rmse_gain_over_b0,target_variance,prediction_variance,prediction_target_variance_ratio
G0,static,ftv,T2,,response_state,4,84,84,1,0.33149741824440626,0.09019768421583889,-0.10764764571045982,5.364857851491027,12.265468685748957,12.384561106824318,0.009616200368193705,137.45731644820782,1.5103797043086729,0.010987990623822231
G0,static,ftv,T3,,response_state,4,84,84,1,0.47384833451452874,0.36821056775256544,0.03678842406145,1.9611491686585698,5.594394222696414,5.936618906484529,0.057646395899576104,32.884075287145116,1.2099308962421589,0.03679382453899013
G0,static,ld,T0,,response_state,4,84,84,1,0.5215943010356199,0.5096512803439646,0.21587986418286154,1.3667260302002862,2.031361883923276,2.3717631857691504,0.1435224662767013,5.3259021801491695,0.8433647058431382,0.15835152004603978
G0,static,ld,T1,,response_state,4,84,84,1,0.15513007734336187,0.05507909924984211,-0.04816416345431662,1.5917324990237374,2.261688687086765,2.2515995368981354,-0.004480881268313306,4.938983075157774,0.13296220001957065,0.026920966927047676
G0,static,ld,T2,,response_state,4,84,84,1,0.09371882151689753,0.08103046009466035,-0.3876591739989894,1.8472084940729179,2.551758741684091,2.568872558525448,0.00666199527281353,4.74895008605852,0.12358999077851686,0.02602469778348264
G0,static,ld,T3,,response_state,4,84,84,1,0.10542310249487077,0.019463535028023244,-0.34211846562923043,1.5407617410852106,2.133856209059768,2.156496963397,0.010498857508970292,3.4335283993115326,0.14424974131633586,0.0420121008305217
G0,static,sphericity,T0,,response_state,4,84,84,1,0.48405386250885896,0.43234810136987784,0.1843299445312937,0.06649312965662046,0.08821862690736233,0.09779696184489617,0.09794102758248119,0.009656222458719428,0.00225252695053768,0.23327206474035622
G0,static,sphericity,T1,,response_state,4,84,84,1,0.2580540649994938,0.23211550930867042,0.012625476916268252,0.07186015319860829,0.09336103495463424,0.09475668011490426,0.014728725812023247,0.008934095520560606,0.001112244440029636,0.12449435283851137
G0,static,sphericity,T2,,response_state,4,84,84,1,0.07085147311936822,0.03468289330240945,-0.01600025961018514,0.0955741785116881,0.127124909387386,0.12644241124287434,-0.005397699536120785,0.016097880068490673,0.00039606963474521687,0.024603838086759464
G0,static,sphericity,T3,,response_state,4,84,84,1,-0.10644932671863927,-0.07385513767890266,-0.08997778745425666,0.11972909847884036,0.15125239974561386,0.14560246348877412,-0.03880385071421093,0.021241642422780652,0.0011450583070345011,0.05390629802742939
G1,change,ftv,,T0→T1,response_state,4,84,84,1,0.45372076541459966,0.3370245651746838,0.07795081166610307,0.6433039247055093,0.9616726173095193,1.0105297814678649,0.04834806955157441,1.0150831156946283,0.04899688217620527,0.048268837712541764
G1,change,ftv,,T1→T2,response_state,4,84,84,1,0.12159562620228814,0.21198187491988651,0.044217614321927834,0.8448557298901873,1.019025341651078,1.0423342566364653,0.02236222673962906,1.0995428022327869,0.053089214923173596,0.04828299072611632
G1,change,ftv,,T2→T3,response_state,4,84,84,1,0.20988154297863723,0.31412760397737727,0.08043674463270067,0.8307578199994464,1.2081915435804658,1.2608595990230793,0.04177154655714327,1.60653861200753,0.05152919466916697,0.03207466928216317
G1,change,ld,,T0→T1,response_state,4,84,84,1,0.10974149328070268,0.11324768079950814,-0.018707945407415716,0.3321759818122657,0.7170275200052548,0.720440158979099,0.0047368805463038404,0.5107673751239125,0.01006401624604727,0.019703717849257178
G1,change,ld,,T1→T2,response_state,4,84,84,1,-0.08025275977854471,-0.0033565835517532596,-0.027041522941624985,1.09950390513594,1.5367199845758053,1.5274678485015414,-0.006057172387189895,2.327033683614645,0.021443929249661695,0.009215134873489348
G1,change,ld,,T2→T3,response_state,4,84,84,1,0.011986129455628908,-0.007354540920295512,-0.057259146008243,1.2251395484842984,1.6467026555456277,1.610234327974786,-0.022647838850081186,2.595673806859932,0.08495283284802516,0.032728624306917545
G1,change,sphericity,,T0→T1,response_state,4,84,84,1,0.0787688569403665,0.051973391103819905,-0.058046846781633965,0.05302956395459768,0.07537149706697954,0.07532892815348403,-0.0005651071180619118,0.005433886708284002,6.726734470594248e-05,0.012379232088772276
G1,change,sphericity,,T1→T2,response_state,4,84,84,1,0.07060848435759846,0.04906235643502687,-0.0198387711360295,0.07948759940442914,0.10112342673456882,0.10017593717946256,-0.009458254964052492,0.010147831121356376,0.0003844161088233618,0.03788160289880544
G1,change,sphericity,,T2→T3,response_state,4,84,84,1,0.20186291384023491,0.09885253291181227,0.005109581363748061,0.08785138614292151,0.13101329902349557,0.13142491867624256,0.00313197570820643,0.017460501391858944,0.0002556631991755975,0.014642374433462826
G1,static,ftv,T0,,response_state,4,84,84,1,0.5787587324086261,0.5675853248782863,0.19929896403101777,16.61124810122601,28.72978171102455,34.620895275648515,0.17016063616262483,1043.2669651396625,140.2513526447292,0.13443476821481998
