target,model,spatial,task,endpoint,analysis_population,split_seed,fold_manifest_sha256,aggregation,n,n_folds,spearman,pearson,r2,rmse,mae,b0_rmse,rmse_gain_over_b0,calibration_slope,calibration_intercept,calibration_mean_bias
FTV,medicalnet_resnet50_3dseg8,LOCAL,delta,T0-T1,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.17430091379401494,0.08421978892446487,-610.4047596855484,383.91107563682965,87.31971105032554,24.445499639427307,-15.1213823920589,0.3101913264166535,-2.213187815511401,5.904528135481945
FTV,medicalnet_resnet50_3dseg8,LOCAL,delta,T1-T2,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,375,5,0.36047582205029016,0.01836487221110846,-271882.4736512652,8965.01494456216,494.3538445171488,17.219808801872187,-519.6222117627378,9.563575656850222,533.9595466482604,460.4330579671906
FTV,medicalnet_resnet50_3dseg8,LOCAL,delta,T1-T2,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.36368966604614894,0.09784504865722407,-232097.85950826676,3907.585033590511,446.1372117050785,16.60517378340784,-222.37729915540496,10.325544879901795,504.0415686553567,410.47320350611653
FTV,medicalnet_resnet50_3dseg8,LOCAL,delta,T2-T3,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,375,5,0.1652078734782114,-0.008735118832671428,-82687.43184219234,7876.0575451876075,457.8640382492623,27.537956917151757,-285.00733049597005,-2.50805620420999,-445.6176045581393,-426.6305866209197
FTV,medicalnet_resnet50_3dseg8,LOCAL,delta,T2-T3,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.16706703358372102,-0.020576941018336035,-532572.5779759537,3596.060094991442,416.30937540384264,22.944585785259125,-322.23259671710764,-8.838698209974869,-423.74530365047684,-385.6665408075172
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T0,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,375,5,0.5636813333898144,0.05098765441471027,-3.4562863819141896,90.06952284913447,33.14684341436394,42.77656700591202,-1.105580909208685,0.0968443005551324,34.60542775939245,8.783333048007368
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T0,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.5751197511732503,0.07815796902366345,-4.493831762159096,87.80028597258908,33.327330482814105,41.82120336681659,-1.2045861237415063,0.14117760738937873,33.62355252565463,9.03608895733554
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T1,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,375,5,0.3417465485944731,0.024534151060399117,-3.6858302290812466,81.56341038833723,25.629018107658805,37.95576601319648,-1.1489069766100681,0.0475626666866968,22.400244888397527,5.672604944202949
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T1,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.3346141386113574,0.026934237823793717,-17.933238618713315,80.87796282948017,25.859694131554573,33.934864367476976,-2.2478725245850355,-0.02104623712507402,23.337783606470087,6.187683323310862
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T2,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,375,5,0.14068984426088288,-0.0175566433862382,-3.4930296757061097,65.9281803693834,18.06992823345764,31.345565059981617,-1.1032698004718011,-0.032414905991377974,13.595722346206598,4.327707261570061
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T2,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.12163806789013194,0.006887867390830288,-24.748431672998414,65.48959643630351,18.30590514713774,25.99578169892136,-2.7987076249775167,-0.10698329296102524,14.233562234687648,4.796227766196974
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T3,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,pooled_oof,375,5,0.1533023539105506,0.0016028597984150735,-3.0085011420217302,24.843590720627255,6.594372403116727,12.477635535818399,-0.9910495581723835,0.00277747270824654,4.878418898112357,1.323698038729807
FTV,medicalnet_resnet50_3dseg8,LOCAL,static,T3,radiomics_complete_case_375,2026,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,outer_fold_macro,375,5,0.17481912513364223,0.04393127674170906,-34.02255753735035,24.666351695471377,6.624149947625267,10.294290046637563,-2.7285069246170166,0.37477745508156485,4.332682424617877,1.5194379430755682
