seed_base,fold,model,task,cell,n,n_patients,n_folds,spearman,pearson,r2,mae,rmse,b0_rmse,rmse_gain_over_b0,target_variance,prediction_variance,prediction_target_variance_ratio
2026,4,G1,static,T0,84,84,1,0.5787587324086261,0.5675618942153592,0.1992740131434645,16.611260817469223,28.730229336253206,34.620895275648515,0.17014770682544011,1030.8471203165714,138.5689586804436,0.13442241429348836
2026,4,G1,static,T1,84,84,1,0.56069656778374,0.4184172201318244,0.12093817397673168,10.600509937890736,22.219680460773667,25.22803899630383,0.11924662618330815,561.6376290759539,136.80527693352585,0.24358281897637024
2026,4,G1,static,T2,84,84,1,0.43962741723195303,0.28399631953768883,-0.06627633460781412,5.130444198653313,12.034227542838355,12.384561106824318,0.028287927280113062,135.8209198238244,2.1098132496484525,0.015533787080702494
2026,4,G1,static,T3,84,84,1,0.49867368634200676,0.05726314774564473,-0.1407693375573793,2.231539404326754,6.088231247626921,5.936618906484529,-0.025538499865097722,32.49259820039339,3.863184973642283,0.11889430786102884
2026,4,G1,change,T0→T1,84,84,1,0.45372076541459966,0.3370284265850518,0.07795299449730009,0.6433021215426341,0.9616714789915968,1.0105297814678649,0.04834919600815526,1.0029987928887398,0.048413805194723256,0.04826905629196872
2026,4,G1,change,T1→T2,84,84,1,0.12159562620228814,0.2119936494872954,0.04422289896913445,0.8448586736557233,1.019022524484247,1.0423342566364653,0.022364929487632388,1.0864530069681109,0.052456071662830964,0.04828195175161463
2026,4,G1,change,T2→T3,84,84,1,0.20988154297863723,0.31415167428013707,0.08044612996091172,0.8307494531004659,1.2081853779887866,1.2608595990230793,0.041776436547816286,1.5874131523407737,0.05091734195593883,0.03207567096244412
2026,0,G3,static,T0,69,69,1,0.7067957617829742,0.3042323836057532,-0.17995013419926775,21.142365669964793,60.55970041450766,58.09880520752063,-0.042357070824383856,3108.16297061886,2116.827150536957,0.6810541051248288
2026,0,G3,static,T1,69,69,1,0.6832663500182683,0.13906024005701098,-0.023508628175733293,16.05271126989358,57.86543366796198,59.15534805072164,0.021805541261521257,3271.4999379628057,190.00172909400624,0.05807786418981934
2026,0,G3,static,T2,69,69,1,0.5709901351845086,0.06870317415098728,-1.5071483257369542,16.52141242705065,72.71032044985581,47.178623111415305,-0.541170887462014,2108.686847782217,3553.3686628184378,1.6851097006440978
2026,0,G3,static,T3,69,69,1,0.39159663865546224,0.452934252128231,0.12406840039600842,2.874106313296872,6.729781602261271,7.58995725176126,0.11333076339796036,51.704905308370954,24.901717667575188,0.4816122864757212
2026,0,G3,change,T0→T1,69,69,1,0.4162586773839971,0.2790729124599014,-0.060149003140346435,0.5313756791481642,0.7010969391039304,0.6885005845537826,-0.01829534329053845,0.46364889894239597,0.15251739968917208,0.32895020356366883
2026,0,G3,change,T1→T2,69,69,1,0.4230544391669712,0.412709541282106,0.16910066263021795,0.8541951568518128,1.1000976253480095,1.2080237080390086,0.08934103029003969,1.456511915302849,0.23992566890388778,0.16472619714477285
2026,0,G3,change,T2→T3,69,69,1,0.20971867007672634,0.3442864335018542,0.1071408277076984,0.8846325983314846,1.1729129490001,1.2431813954936295,0.05652308403925882,1.540808258037059,0.1816844555681123,0.1179150323347647
2026,1,G3,static,T0,67,67,1,0.7226434671561978,0.835097296581078,0.5510541652946612,10.434943151778288,18.369241006846597,28.118717433721507,0.3467255023226203,751.6029531470826,200.80597837234035,0.26717028922190017
2026,1,G3,static,T1,67,67,1,0.7046452230824489,0.5740039307221679,0.2886499560865843,5.93819776293543,11.93794711109714,14.697400535509962,0.18775112086969303,200.34381447890817,64.07595421638118,0.3198299602263337
2026,1,G3,static,T2,67,67,1,0.6997366110623355,0.7202167520760895,0.5032152268226362,2.781435715222593,5.583194799537615,8.25213733479715,0.323424396247659,62.74762402682321,24.869809088691852,0.3963466262572837
2026,1,G3,static,T3,67,67,1,0.36068321494133615,0.36222243361301093,0.06473298610633327,1.3696024336895527,2.5998984203436972,2.8105271318345517,0.0749427782087868,7.227317649068884,0.7845214797854001,0.10854946715763521
2026,1,G3,change,T0→T1,67,67,1,0.6201612259557827,0.5480619031407424,0.2947353641853696,0.4905737013205526,0.6362144828487234,0.7578399042023658,0.16048959770949828,0.5739248044373187,0.20945920053510175,0.36495930985324376
2026,1,G3,change,T1→T2,67,67,1,0.43914119243355415,0.4631766887775932,0.12654769884450168,0.8329862832430298,1.0411944760121166,1.1444860965527222,0.09025152935603821,1.2411507021551127,0.17739131523003732,0.14292488005043874
2026,1,G3,change,T2→T3,67,67,1,0.4232979487588795,0.415163923223209,0.14966874821039267,0.7797677698251225,1.0327747908248028,1.1293918526804367,0.08554786509777652,1.2543626572802054,0.24221136522394646,0.19309516575463562
2026,2,G3,static,T0,83,83,1,0.7585533772721548,0.5855298713658367,0.19225993055261414,16.825259812541994,37.45174112335313,44.382000757426226,0.15615023017891974,1736.4904456581796,185.98966548949045,0.10710664487358872
2026,2,G3,static,T1,83,83,1,0.7475966584106459,0.37344321142567427,-0.01557368134916004,17.27389143204947,50.6943442044138,53.08702422778185,0.04507090118861659,2530.5072212008527,35.911716179048575,0.014191509069081678
2026,2,G3,static,T2,83,83,1,0.6966332227866168,0.24025096526304035,-0.03796564833356708,13.298812295321497,47.85632893673063,48.971605967989944,0.022773952563212102,2206.4585884681987,14.905048169125136,0.006755190533384425
2026,2,G3,static,T3,83,83,1,0.41717392216951427,0.7069133681755643,0.0008167245563596159,5.9589253449842525,21.167823528655955,21.92283072852445,0.03443931165723648,448.44300735655645,1.0438658301642307,0.002327755841968686
2026,2,G3,change,T0→T1,83,83,1,0.5415389782125015,0.4581960320679487,0.15120951496867696,0.5131593616980568,0.6787252784707859,0.7601236907867567,0.10708574578397939,0.542734646251655,0.2108728209294406,0.3885376074400512
2026,2,G3,change,T1→T2,83,83,1,0.3823307165946014,0.4525544272650668,0.18723223027050595,0.8496517736983477,1.0976859036037296,1.2184404171729222,0.09910580104472597,1.482482927898774,0.15667854389203315,0.10568657550350649
2026,2,G3,change,T2→T3,83,83,1,0.2961042777381302,0.4161593597931404,0.15265643141828333,0.9289252102572313,1.2216674716286977,1.3446595880675725,0.09146710255167875,1.76135332417021,0.1987742717639036,0.112853150492987
2026,3,G3,static,T0,72,72,1,0.6174352048363241,0.39897852784068194,0.10814692605539755,17.556621298500758,47.69085807305489,52.16050104449419,0.0856901847554452,2550.2159606679124,230.16164374690055,0.09025182466767255
2026,3,G3,static,T1,72,72,1,0.6687889896456365,0.7037145481640413,0.46617794303614235,7.142493517112801,14.093414441031955,19.8148258172942,0.28874396520148304,372.07966215629017,135.76356587624412,0.3648776853038996
2026,3,G3,static,T2,72,72,1,0.5180719017300148,0.895354176464448,0.7714265133184453,2.9774684220387324,5.839071953191157,12.59717156234494,0.5364775398752905,149.16323747576163,87.81844832983475,0.588740562460002
2026,3,G3,static,T3,72,72,1,0.3175445366261497,0.8140744999571912,0.2612105867876534,2.9118075279391555,11.406150465262748,13.553456916138419,0.15843238106425994,176.09925928759827,7.1167342474955735,0.04041319808093461
2026,3,G3,change,T0→T1,72,72,1,0.3682230368512445,0.4158330203765867,0.1270249122325442,0.594149375705702,0.7647178829605671,0.836179605912315,0.08546216918765855,0.6698856000750728,0.07854773891967344,0.11725545214118761
2026,3,G3,change,T1→T2,72,72,1,0.24860119621840635,0.18450961852030912,-0.029319752315888348,0.7930191746413752,0.981467452765711,0.9799155510350991,-0.001583709666585687,0.9358397705582865,0.13856152747369382,0.14806116584576576
2026,3,G3,change,T2→T3,72,72,1,0.23065792012348063,0.2642939253854725,0.05751387797119378,0.8657613111639464,1.1563757440990572,1.1921362013885097,0.029996956092602067,1.4188058903850658,0.18860303118940897,0.13293082053544467
2026,4,G3,static,T0,84,84,1,0.6808545104788903,0.70136153824045,0.453457081011181,14.066070448961387,23.73609475396147,34.620895275648515,0.31439974139961496,1030.8471203165714,392.83771744220064,0.3810824221166383
2026,4,G3,static,T1,84,84,1,0.6140123519287234,0.43403971012925857,0.13943920232924356,10.138790363362906,21.984615668223892,25.22803899630383,0.12856422683329186,561.6376290759539,161.02698317222163,0.2867097481291534
2026,4,G3,static,T2,84,84,1,0.5193277310924369,0.3312909275338038,0.03162385292143377,4.59538116998694,11.468467161380456,12.384561106824318,0.07397064276577897,135.8209198238244,18.124177811558038,0.1334417248467115
2026,4,G3,static,T3,84,84,1,0.5165941075225271,0.09401904655089074,-0.17079363556649096,2.2232951249005026,6.167830021655898,5.936618906484529,-0.038946598866034354,32.49259820039339,7.245670381509212,0.22299449052435236
2026,4,G3,change,T0→T1,84,84,1,0.6193176065606966,0.49072831420465807,0.1884969603150194,0.6013483672961024,0.902184332179172,1.0105297814678649,0.10721648315135604,1.0029987928887398,0.11409055930944537,0.11374944827286662
2026,4,G3,change,T1→T2,84,84,1,0.1969221423509163,0.2106827317876145,-0.007230758497164924,0.881715752344456,1.0460921977913877,1.0423342566364653,-0.003605312912816514,1.0864530069681109,0.20513299426101353,0.18880981776972017
2026,4,G3,change,T2→T3,84,84,1,0.2193581046876582,0.2774505921041303,0.0727474406110904,0.8246447542367218,1.2132324213915482,1.2608595990230793,0.03777357738199631,1.5874131523407737,0.18169633457841222,0.11446064580634585
3026,0,G1,static,T0,69,69,1,0.8123492875411035,0.5447651351946329,0.25864534379663184,16.128151866409233,48.00261545486021,58.09880520752063,0.17377620273942412,3108.16297061886,521.800983498701,0.16788083135640933
3026,0,G1,static,T1,69,69,1,0.7018633540372672,0.33799191442565996,0.07006419581972956,14.758554441913038,55.156911857763994,59.15534805072164,0.06759213367368347,3271.4999379628057,130.35337430076962,0.039845140385954554
3026,0,G1,static,T2,69,69,1,0.49097552064303995,0.13666952520570372,-0.032198952519917334,11.392612890635917,46.65387824686529,47.178623111415305,0.011122513332167357,2108.686847782217,7.153831068918057,0.00339255260990602
3026,0,G1,static,T3,69,69,1,0.46481549141395695,0.5173252918027544,0.010346816538555847,2.6107511313684717,7.15331560459916,7.58995725176126,0.057528867776004466,51.704905308370954,0.7108611690340773,0.013748428022340654
3026,0,G1,change,T0→T1,69,69,1,0.5317500913408842,0.4270838756753778,0.15917885001793708,0.461578336000056,0.6243763291450619,0.6885005845537826,0.09313609435826352,0.46364889894239597,0.12516498045603797,0.2699563845434442
3026,0,G1,change,T1→T2,69,69,1,0.25783704786262335,0.16378322198366066,0.020910828079382382,0.9794641334411901,1.1941754666071394,1.2080237080390086,0.01146355103771032,1.456511915302849,0.07109168536668505,0.048809546025514745
3026,0,G1,change,T2→T3,69,69,1,0.2103397880891487,0.3543794228427381,0.11173958909400106,0.9057403935842727,1.1698884461397823,1.2431813954936295,0.05895595736834915,1.540808258037059,0.18001282753512635,0.1168301289898699
3026,1,G1,static,T0,67,67,1,0.5378721366429884,0.6823091703047787,0.4061280297369938,12.698466617811887,21.127137208835272,28.118717433721507,0.24864506147430282,751.6029531470826,222.17762868982268,0.29560505019243094
3026,1,G1,static,T1,67,67,1,0.4314789687924016,0.5878023579815336,0.27525075347770267,7.448356886910023,12.04985595718852,14.697400535509962,0.18013692774615395,200.34381447890817,43.419946481495515,0.21672716272489004
3026,1,G1,static,T2,67,67,1,0.5057067603160669,0.6316203443674864,0.2718568130789176,3.3243125819286137,6.759382732958456,8.25213733479715,0.1808930876058169,62.74762402682321,8.151248950934841,0.12990530043735782
3026,1,G1,static,T3,67,67,1,0.22120680022348158,0.12990899009956297,-0.056986555355683643,1.455083011592764,2.7639062188053085,2.8105271318345517,0.01658796049366431,7.227317649068884,0.3141928608025473,0.04347295581273167
3026,1,G1,change,T0→T1,67,67,1,0.5343203767259957,0.44156458011122673,0.12088624974824436,0.5499205032641055,0.7103134429189671,0.7578399042023658,0.06271306250813058,0.5739248044373187,0.01660728004611183,0.028936334372921493
3026,1,G1,change,T1→T2,67,67,1,0.23349828398116373,0.285868440562469,-0.017688486429978445,0.8638217024628079,1.1238793438388934,1.1444860965527222,0.018005245127833188,1.2411507021551127,0.007323274559198391,0.005900391101968829
3026,1,G1,change,T2→T3,67,67,1,0.24850347194508743,0.3366359407258552,0.10347925418619586,0.8015671830697898,1.0604537448780287,1.1293918526804367,0.061040025779178525,1.2543626572802054,0.17245684997236127,0.13748563780294126
3026,2,G1,static,T0,83,83,1,0.6726417866588303,0.5082442064527891,0.08369219840846231,19.666995826705573,39.88934372417972,44.382000757426226,0.10122700546560588,1736.4904456581796,90.70603593599581,0.05223526346648894
3026,2,G1,static,T1,83,83,1,0.5618991646026614,0.3154215200147377,-0.01831348564560842,18.226464716440294,50.7626794886994,53.08702422778185,0.04378366979300498,2530.5072212008527,45.799521854126745,0.01809894928195169
3026,2,G1,static,T2,83,83,1,0.49364006548843453,0.15432188590269574,-0.05350974191943347,13.796780299703302,48.21333444279756,48.971605967989944,0.01548390154262094,2206.4585884681987,17.564218710589948,0.007960366354658688
3026,2,G1,static,T3,83,83,1,0.1992569581461735,0.5881140487706457,-0.045013731245832966,6.121190396801863,21.647842857171188,21.92283072852445,0.012543447274601544,448.44300735655645,0.20162966376515626,0.00044962160287369756
3026,2,G1,change,T0→T1,83,83,1,0.2816002686705008,0.19894653605812296,-0.012696083709300865,0.5823743655191174,0.7413671497661627,0.7601236907867567,0.024675643251140165,0.542734646251655,0.06644780489450366,0.12243147798545584
3026,2,G1,change,T1→T2,83,83,1,0.3629570546996347,0.2613894284059109,0.048032327277090836,0.9224968745106382,1.1879713055134118,1.2184404171729222,0.025006648852149968,1.482482927898774,0.02671098711613006,0.01801773673980138
3026,2,G1,change,T2→T3,83,83,1,0.19785063599345112,0.23959696780689013,0.01907953984464894,0.9289329552575537,1.314438097911499,1.3446595880675725,0.022475197755816585,1.76135332417021,0.037331698499911185,0.021194894850241643
3026,3,G1,static,T0,72,72,1,0.6208437841661845,0.5284014520013846,0.2650338704033537,18.411089830880453,43.29344470295346,52.16050104449419,0.16999561284844475,2550.2159606679124,647.8276178937714,0.2540285324400929
3026,3,G1,static,T1,72,72,1,0.6707505305807449,0.530054336928315,0.24264737357523325,7.791869653845696,16.78676589975884,19.8148258172942,0.15281789229216922,372.07966215629017,86.86006853692349,0.23344481671894865
3026,3,G1,static,T2,72,72,1,0.46977297575406785,0.5413324898954719,0.2484354778012723,3.940670077083679,10.588002517145817,12.59717156234494,0.15949366373677612,149.16323747576163,25.572952126018208,0.171442726497363
3026,3,G1,static,T3,72,72,1,0.21766673097948422,0.4616723481076984,0.03269356412167301,3.320017029115861,13.051511286525406,13.553456916138419,0.03703450955123744,176.09925928759827,1.14630886157295,0.00650944737763402
3026,3,G1,change,T0→T1,72,72,1,0.4005723840761465,0.38574040409546745,0.10188820852818603,0.6080365672093013,0.775649506133147,0.836179605912315,0.07238887357594252,0.6698856000750728,0.04236010413206438,0.06323483312272599
3026,3,G1,change,T1→T2,72,72,1,0.314586147019101,0.3575710003221079,0.08903734052165413,0.7712190754278431,0.9233174352482366,0.9799155510350991,0.05775815653407791,0.9358397705582865,0.04759368547894236,0.05085666048425125
3026,3,G1,change,T2→T3,72,72,1,0.19287413981606538,0.25301846271469985,0.062130720761649494,0.8699507043206126,1.1535399680091574,1.1921362013885097,0.03237569107824961,1.4188058903850658,0.07168155711196196,0.05052245525461379
3026,4,G1,static,T0,84,84,1,0.5635516857345348,0.6471166100090843,0.22493078047957804,16.209602646314412,28.266196648800126,34.620895275648515,0.1835509618180824,1030.8471203165714,1157.8873694553745,1.1232386904275284
3026,4,G1,static,T1,84,84,1,0.47860686443252,0.368883915835764,0.023680415920907305,10.948955553256525,23.416614110981183,25.22803899630383,0.0718020487279269,561.6376290759539,39.03793825091178,0.06950734108599484
3026,4,G1,static,T2,84,84,1,0.39412777159056395,0.13004142185858805,-0.09833478391505146,5.307171017959683,12.213797141996576,12.384561106824318,0.0137884551059016,135.8209198238244,3.869868578328691,0.028492433885357004
3026,4,G1,static,T3,84,84,1,0.3459552495697074,0.11065812827437112,-0.05378912349277476,2.096071836148834,5.851525149702038,5.936618906484529,0.01433370713581498,32.49259820039339,1.0941184364145602,0.033672851572741073
3026,4,G1,change,T0→T1,84,84,1,0.42555431811278727,0.3402839081575184,0.09897397748488679,0.621914329609495,0.9506461028921337,1.0105297814678649,0.059259687021540296,1.0029987928887398,0.09045595300770437,0.09018550535557666
3026,4,G1,change,T1→T2,84,84,1,0.2351118760757315,0.2633851388799285,0.06731328897997568,0.8215475162364368,1.0066381086303573,1.0423342566364653,0.03424635406428719,1.0864530069681109,0.05181675283085949,0.04769350583828832
3026,4,G1,change,T2→T3,84,84,1,0.025088589652728564,-0.09765491352448254,-0.0695691301817345,0.8955340563163736,1.3030150055115124,1.2608595990230793,-0.03343386251815453,1.5874131523407737,0.0533949111660817,0.03363642986537338
3026,0,G3,static,T0,69,69,1,0.8434051881622213,0.5497972770346227,0.2843129416839324,15.04087446951872,47.16430867943621,58.09880520752063,0.1882051875082105,3108.16297061886,745.897052076489,0.23998003294144352
3026,0,G3,static,T1,69,69,1,0.6772378516624041,0.3786448196825539,0.08373636214199298,15.432683018772558,54.7499446064564,59.15534805072164,0.0744717694922175,3271.4999379628057,126.22258082798913,0.038582479969903084
3026,0,G3,static,T2,69,69,1,0.5354402630617464,0.2348380532929062,-0.004312931442999268,10.823918903745016,46.01935972600505,47.178623111415305,0.024571793514884525,2108.686847782217,18.15885356454426,0.008611451047671014
3026,0,G3,static,T3,69,69,1,0.4729630982827914,0.5227620244797788,0.04055982797502089,2.6016223592315044,7.043277876358328,7.58995725176126,0.0720266738361503,51.704905308370954,1.1430555599937342,0.022107294330711694
3026,0,G3,change,T0→T1,69,69,1,0.49254658385093175,0.4288231768045681,0.17387300698461106,0.43326006758684205,0.6188964943334043,0.6885005845537826,0.10109517955673009,0.46364889894239597,0.10192354070268274,0.21982914428390735
3026,0,G3,change,T1→T2,69,69,1,0.3222141030325174,0.25340785760809714,0.06034760149440199,0.9439730038935241,1.1698781623170442,1.2080237080390086,0.03157681878933175,1.456511915302849,0.07730650636073276,0.05307646683045405
3026,0,G3,change,T2→T3,69,69,1,0.22298136645962735,0.3585486114284023,0.11889170497097445,0.9292001405546454,1.1651690594955206,1.2431813954936295,0.06275217460693461,1.540808258037059,0.21176515258212214,0.13743770613736472
3026,1,G3,static,T0,67,67,1,0.6301380796552,0.760614149929157,0.5134909526761898,11.511090330939716,19.122281158411763,28.118717433721507,0.3199447590920603,751.6029531470826,242.43190879978079,0.3225531615924064
3026,1,G3,static,T1,67,67,1,0.5900710351983399,0.5280011075854806,0.22869773986113773,6.983694148815467,12.43083411973721,14.697400535509962,0.15421546213540055,200.34381447890817,67.69123804388092,0.3378753580186391
3026,1,G3,static,T2,67,67,1,0.5677228829116451,0.6619243067552111,0.4177592494015048,2.79395047813842,6.044354697703446,8.25213733479715,0.26754070461043455,62.74762402682321,32.312812281127115,0.5149647143183319
3026,1,G3,static,T3,67,67,1,0.2456700454944529,0.14775605886366155,-0.053806054202903075,1.4367007579269735,2.7597447516457536,2.8105271318345517,0.018068631899543438,7.227317649068884,0.44262149906114523,0.061242845624499345
3026,1,G3,change,T0→T1,67,67,1,0.499281666533642,0.44704703373044785,0.19836979026508328,0.5215540398363943,0.6782886268788227,0.7578399042023658,0.10497108542637588,0.5739248044373187,0.09643644420547084,0.16802975487358146
3026,1,G3,change,T1→T2,67,67,1,0.3584883071274644,0.3689651146533738,0.05074430882427061,0.8230020157086526,1.0854351052124183,1.1444860965527222,0.0515960757567697,1.2411507021551127,0.056614901486811406,0.045614848695252126
3026,1,G3,change,T2→T3,67,67,1,0.3983558145103361,0.42858853234260447,0.15733931329805606,0.7748687360364328,1.028106073397591,1.1293918526804367,0.08968169820108012,1.2543626572802054,0.1196005768607181,0.09534768606715718
3026,2,G3,static,T0,83,83,1,0.7110322824398639,0.5538624832359715,0.13043183760106114,18.183572292150007,38.858677355956125,44.382000757426226,0.1244496261369179,1736.4904456581796,122.92234387226608,0.07078780316909547
3026,2,G3,static,T1,83,83,1,0.6147306998026951,0.46797084459354954,0.03798978826787158,18.11352389577991,49.33937360422315,53.08702422778185,0.07059447535575859,2530.5072212008527,57.241930058546835,0.022620733732339506
3026,2,G3,static,T2,83,83,1,0.5744091347970277,0.22246543335759172,-0.0504610134038197,13.914156399914013,48.14352214863248,48.971605967989944,0.01690946831310249,2206.4585884681987,9.621889065364496,0.004360783889465313
3026,2,G3,static,T3,83,83,1,0.36770076822971326,0.8212207181612687,0.013195896392630968,5.925795753931541,21.036287692781716,21.92283072852445,0.040439259269069903,448.44300735655645,1.1334352181960377,0.0025274900034171896
3026,2,G3,change,T0→T1,83,83,1,0.45818815331010443,0.3137037236166124,0.04653013390109195,0.5573729324899702,0.7193616131604492,0.7601236907867567,0.053625585046714136,0.542734646251655,0.11793277350064628,0.2172936154253975
3026,2,G3,change,T1→T2,83,83,1,0.37345199613786145,0.3290670014427389,0.08846615660233736,0.9024530445556173,1.1624686494865095,1.2184404171729222,0.04593722179397229,1.482482927898774,0.05904554315609288,0.039828818291878905
3026,2,G3,change,T2→T3,83,83,1,0.25849040762352543,0.28743579230200894,0.056487107946822546,0.9143445984180615,1.2891313233396016,1.3446595880675725,0.04129540682320295,1.76135332417021,0.08999457769744319,0.051093994863205816
3026,3,G3,static,T0,72,72,1,0.6836130940896521,0.48517004010944575,0.21143293048903544,15.93006303689955,44.84435668759208,52.16050104449419,0.14026215642869796,2550.2159606679124,490.7466420360848,0.19243336627363752
