seed_base,model,task,cell,n,n_patients,n_folds,spearman,pearson,r2,mae,rmse,b0_rmse,rmse_gain_over_b0,target_variance,prediction_variance,prediction_target_variance_ratio
2026,G1,static,T0,375,375,5,0.6445443167595858,0.4189774212990732,0.12490620854323675,16.998663663829262,39.913390115456274,44.60035130440287,0.10508798814066535,1820.4662472311843,261.13996528114563,0.1434467492480694
2026,G1,static,T1,375,375,5,0.6020441460917055,0.22045318451752402,-0.01574593974712246,12.514855573486265,37.974726014910146,39.04093529952814,0.0273100343636203,1419.7249129703735,202.91718926097616,0.1429271173641866
2026,G1,static,T2,375,375,5,0.5256243031061555,0.09550687809072897,-0.19000486773777037,8.372991191822832,33.92937148208409,31.89590142522411,-0.06375333400208785,967.3928908860065,254.30619835265608,0.26287788627405
2026,G1,static,T3,375,375,5,0.3507008960462457,0.28975257040926966,0.015652374215819775,3.1657552361145207,12.311121266187394,12.7102476994274,0.03140193981097529,153.9737617694037,2.2099632942335066,0.0143528564142196
2026,G1,change,T0→T1,375,375,5,0.3829061326658323,0.2948490123911304,0.0723216955396001,0.5801990435891561,0.7894786127102087,0.825048957340101,0.043113010826131504,0.6718670437047413,0.11277581900522449,0.16785436949454682
2026,G1,change,T1→T2,375,375,5,0.2478134031175333,0.268417463786505,0.07183456348584738,0.8574367944168759,1.0776417339843496,1.1219912655742512,0.03952751946531678,1.251190424830141,0.08171189243982116,0.0653073191883755
2026,G1,change,T2→T3,375,375,5,0.238147001934236,0.2905883758512819,0.08403427051116652,0.872895904129837,1.186003316694931,1.2415461637217322,0.044736835930693546,1.5356511951559042,0.11263891169626793,0.07334928143290538
2026,G3,static,T0,375,375,5,0.7073978837182844,0.4164195144799456,0.116466509356551,16.0002337014467,40.10539736762058,44.60035130440287,0.10078292671068162,1820.4662472311843,618.8961820686205,0.339965754932245
2026,G3,static,T1,375,375,5,0.6865217885993856,0.28630744188330104,0.04433723017060853,11.480392640944114,36.83447084898952,39.04093529952814,0.0565166903305538,1419.7249129703735,118.26386969615591,0.08330055253360466
2026,G3,static,T2,375,375,5,0.5973637501422232,0.0950081055557364,-0.5725262377833944,8.08139950817009,39.00321401068601,31.89590142522411,-0.22282839700028825,967.3928908860065,692.9868615442213,0.7163447944190856
2026,G3,static,T3,375,375,5,0.40107352378390804,0.34802732690185073,0.0763617598167835,3.14953182616437,11.925437281503847,12.7102476994274,0.06174627249466662,153.9737617694037,8.084308924215858,0.05250445810581151
2026,G3,change,T0→T1,375,375,5,0.5034704744567072,0.4147354642616074,0.16750669719890332,0.5477802793981926,0.74788021384241,0.825048957340101,0.09353232048977737,0.6718670437047413,0.15574038079196512,0.231802381514648
2026,G3,change,T1→T2,375,375,5,0.3271204915234953,0.3363357635157915,0.1103417490696218,0.8438190607683579,1.0550506551513155,1.1219912655742512,0.05966232757496075,1.251190424830141,0.18722728233934058,0.14963931838333733
2026,G3,change,T2→T3,375,375,5,0.26620389122767096,0.33863188743536127,0.11406089126769114,0.8586396161978523,1.1664019252213735,1.2415461637217322,0.060524723684137416,1.5356511951559042,0.20268320293774342,0.13198518229731615
3026,G1,static,T0,375,375,5,0.6548558425304358,0.515798236007626,0.23385080408536163,16.755214629082666,37.34633518172715,44.60035130440287,0.16264482028776348,1820.4662472311843,548.4516743916249,0.3012698945810095
3026,G1,static,T1,375,375,5,0.5819290021617932,0.34719283396404954,0.06108728027191346,12.029076322479877,36.51024211509333,39.04093529952814,0.06482153065798597,1419.7249129703735,70.44108978954064,0.04961601303604834
