task,protocol,population,scenario,view,timing,model_type,model,fold,n_train,n_validation,n_test,n_features,validation_auroc,validation_balanced_accuracy,threshold,best_params
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+N,0,245,62,77,76,0.7474747474747474,0.7335858585858586,0.164206432475869,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+N,1,245,62,77,76,0.7676767676767677,0.7184343434343434,0.2777217217379205,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+N,2,245,62,77,76,0.7613636363636364,0.7588383838383839,0.34271516688221865,"{""C"": 10.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+N,3,245,62,77,76,0.7891414141414141,0.7525252525252526,0.3476500064596027,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+N,4,246,62,76,76,0.7853535353535354,0.7462121212121212,0.22429910211594384,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,logistic,C+FULL,0,245,62,77,90,0.8207070707070707,0.7954545454545454,0.06191585970794798,"{""C"": 10.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,logistic,C+FULL,1,245,62,77,90,0.8106060606060606,0.7575757575757576,0.3056927370289983,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,logistic,C+FULL,2,245,62,77,90,0.7916666666666666,0.768939393939394,0.2111034527854875,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,logistic,C+FULL,3,245,62,77,90,0.8131313131313131,0.7462121212121212,0.3031198079511259,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,logistic,C+FULL,4,246,62,76,90,0.7588383838383839,0.7550505050505051,0.6382040628726416,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+FULL,0,245,62,77,90,0.8017676767676768,0.7702020202020202,0.36319804139542416,"{""C"": 100.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+FULL,1,245,62,77,90,0.8194444444444444,0.7702020202020202,0.35694433557805416,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+FULL,2,245,62,77,90,0.8131313131313131,0.768939393939394,0.2508121901056037,"{""C"": 100.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+FULL,3,245,62,77,90,0.8068181818181818,0.7840909090909092,0.13241964833872477,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T2,rbf_svm,C+FULL,4,246,62,76,90,0.7765151515151516,0.7537878787878788,0.46832252661821333,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C,0,245,62,77,34,0.7159090909090908,0.7171717171717171,0.17276289829535207,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C,1,245,62,77,34,0.7601010101010102,0.7525252525252526,0.31496514479969767,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C,2,245,62,77,34,0.6944444444444444,0.7702020202020202,0.3089314819666153,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C,3,245,62,77,34,0.696969696969697,0.6881313131313131,0.27677425037779085,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C,4,246,62,76,34,0.7013888888888888,0.7234848484848485,0.29195549671435445,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C,0,245,62,77,34,0.7525252525252525,0.6994949494949495,0.3538833068104402,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C,1,245,62,77,34,0.779040404040404,0.7588383838383839,0.32824897452184915,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C,2,245,62,77,34,0.6994949494949494,0.731060606060606,0.2982515685464116,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C,3,245,62,77,34,0.7247474747474747,0.7512626262626263,0.21095097736168023,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C,4,246,62,76,34,0.6811868686868688,0.6704545454545454,0.41267075525835717,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,F,0,245,62,77,20,0.7904040404040404,0.779040404040404,0.29451010246170567,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,F,1,245,62,77,20,0.7108585858585859,0.6843434343434344,0.31800895410806257,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,F,2,245,62,77,20,0.7058080808080808,0.7070707070707071,0.2759181868736455,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,F,3,245,62,77,20,0.6805555555555555,0.7058080808080808,0.298801656574217,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,F,4,246,62,76,20,0.6717171717171717,0.7146464646464648,0.29432954438422404,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,F,0,245,62,77,20,0.7462121212121212,0.7449494949494949,0.2868518044526557,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,F,1,245,62,77,20,0.7234848484848484,0.7083333333333333,0.29299282234869095,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,F,2,245,62,77,20,0.6388888888888888,0.6439393939393939,0.24524480733656065,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,F,3,245,62,77,20,0.6767676767676768,0.7032828282828283,0.3505131078930363,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,F,4,246,62,76,20,0.6287878787878788,0.6452020202020202,0.30795973523053044,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,N,0,245,62,77,60,0.7348484848484849,0.7234848484848485,0.28461935784163334,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,N,1,245,62,77,60,0.75,0.7285353535353536,0.25077130079638704,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,N,2,245,62,77,60,0.7828282828282828,0.7525252525252526,0.2954379196236612,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,N,3,245,62,77,60,0.7752525252525253,0.7272727272727273,0.2953737702979593,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,N,4,246,62,76,60,0.7626262626262625,0.7601010101010102,0.464468761330329,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,N,0,245,62,77,60,0.6919191919191919,0.7083333333333333,0.30677557614227763,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,N,1,245,62,77,60,0.7449494949494949,0.7537878787878788,0.3642240646980154,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,N,2,245,62,77,60,0.7373737373737373,0.7398989898989898,0.23008373665743678,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,N,3,245,62,77,60,0.7588383838383839,0.7121212121212122,0.2709036637770169,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,N,4,246,62,76,60,0.7664141414141414,0.768939393939394,0.26526502421354853,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,FULL,0,245,62,77,80,0.7840909090909091,0.768939393939394,0.2950381976173622,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,FULL,1,245,62,77,80,0.7765151515151515,0.7626262626262625,0.29748561464544576,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,FULL,2,245,62,77,80,0.8118686868686869,0.8194444444444444,0.26412124709857554,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,FULL,3,245,62,77,80,0.7765151515151515,0.7676767676767677,0.29761612782201696,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,FULL,4,246,62,76,80,0.7878787878787878,0.7828282828282829,0.6456050958363401,"{""C"": 100.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,FULL,0,245,62,77,80,0.7361111111111112,0.7184343434343434,0.23839426174040773,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,FULL,1,245,62,77,80,0.7525252525252525,0.7588383838383839,0.3279051449203081,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,FULL,2,245,62,77,80,0.7626262626262625,0.7967171717171717,0.24845418830734922,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,FULL,3,245,62,77,80,0.7626262626262627,0.7386363636363636,0.16734847876335798,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,FULL,4,246,62,76,80,0.7361111111111112,0.7487373737373737,0.49475492521366954,"{""C"": 10.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+F,0,245,62,77,54,0.8371212121212122,0.803030303030303,0.30391840135870296,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+F,1,245,62,77,54,0.8169191919191918,0.8143939393939394,0.37588918381438224,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+F,2,245,62,77,54,0.736111111111111,0.7702020202020202,0.28223152372718185,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+F,3,245,62,77,54,0.7626262626262627,0.7525252525252526,0.33451545865198856,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+F,4,246,62,76,54,0.7398989898989898,0.7487373737373737,0.38062484510217,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+F,0,245,62,77,54,0.8295454545454545,0.7853535353535352,0.23729226367631856,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+F,1,245,62,77,54,0.8244949494949495,0.7967171717171717,0.31135868669739764,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+F,2,245,62,77,54,0.7803030303030304,0.7537878787878788,0.318482772330037,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+F,3,245,62,77,54,0.8118686868686869,0.797979797979798,0.32346801307192713,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+F,4,246,62,76,54,0.7373737373737375,0.7714646464646464,0.5858628289265803,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+N,0,245,62,77,94,0.7525252525252525,0.7297979797979798,0.2938863214628336,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+N,1,245,62,77,94,0.773989898989899,0.7335858585858586,0.23227732324759257,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+N,2,245,62,77,94,0.7878787878787878,0.7866161616161615,0.3093729156366638,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+N,3,245,62,77,94,0.7929292929292929,0.7537878787878788,0.4982988983843011,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+N,4,246,62,76,94,0.7815656565656566,0.7815656565656566,0.37341116719559736,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+N,0,245,62,77,94,0.7348484848484849,0.6994949494949495,0.11580488971177706,"{""C"": 10.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+N,1,245,62,77,94,0.7878787878787878,0.8042929292929293,0.40208080880876373,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+N,2,245,62,77,94,0.7638888888888888,0.7171717171717171,0.19485585518494267,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+N,3,245,62,77,94,0.7992424242424242,0.7601010101010102,0.4499524561980719,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+N,4,246,62,76,94,0.7803030303030302,0.7537878787878788,0.399492305272236,"{""C"": 10.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+FULL,0,245,62,77,114,0.7941919191919192,0.7525252525252526,0.29625062437243815,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+FULL,1,245,62,77,114,0.821969696969697,0.7563131313131313,0.21178255872485988,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+FULL,2,245,62,77,114,0.8118686868686867,0.768939393939394,0.3071864848686797,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+FULL,3,245,62,77,114,0.7992424242424243,0.7765151515151515,0.4692592910344408,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,logistic,C+FULL,4,246,62,76,114,0.7828282828282828,0.8106060606060606,0.5576919667835223,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+FULL,0,245,62,77,114,0.7929292929292929,0.731060606060606,0.3093919723195986,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+FULL,1,245,62,77,114,0.8143939393939394,0.7588383838383839,0.3508582385616175,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+FULL,2,245,62,77,114,0.7954545454545455,0.7575757575757576,0.249553377411888,"{""C"": 10.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+FULL,3,245,62,77,114,0.7941919191919191,0.7449494949494949,0.16128734227269587,"{""C"": 10.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,train_median_indicator,longitudinal,T3,rbf_svm,C+FULL,4,246,62,76,114,0.7752525252525253,0.7588383838383839,0.4177147847046217,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+D,0,245,62,77,36,0.7702020202020202,0.7967171717171717,0.2939896385899443,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+D,1,245,62,77,36,0.7121212121212122,0.6994949494949495,0.19039065724706405,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+D,2,245,62,77,36,0.696969696969697,0.7588383838383839,0.3119185745937837,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+D,3,245,62,77,36,0.7171717171717172,0.7133838383838385,0.29855027590116023,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+D,4,246,62,76,36,0.7196969696969696,0.7297979797979798,0.3060030039496572,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+S,0,245,62,77,36,0.75,0.7348484848484849,0.293873452942526,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+S,1,245,62,77,36,0.773989898989899,0.7588383838383839,0.34546246110240236,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+S,2,245,62,77,36,0.6919191919191918,0.7588383838383839,0.30657633787622796,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+S,3,245,62,77,36,0.7007575757575758,0.6944444444444444,0.16792970033766616,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+S,4,246,62,76,36,0.6767676767676767,0.702020202020202,0.3034325336359206,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+B,0,245,62,77,36,0.7386363636363636,0.7348484848484849,0.25787647610435843,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+B,1,245,62,77,36,0.7398989898989901,0.7121212121212122,0.28659063344794433,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+B,2,245,62,77,36,0.712121212121212,0.7702020202020202,0.33213767666223637,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+B,3,245,62,77,36,0.7664141414141413,0.768939393939394,0.29802233376380416,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F+B,4,246,62,76,36,0.7121212121212122,0.7525252525252526,0.30000458609140956,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+D,0,245,62,77,36,0.8131313131313131,0.7626262626262625,0.29482310864084404,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+D,1,245,62,77,36,0.7588383838383838,0.726010101010101,0.4410817455844721,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+D,2,245,62,77,36,0.6767676767676768,0.6691919191919192,0.2579657166508922,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+D,3,245,62,77,36,0.7121212121212122,0.7146464646464648,0.4063530873291015,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+D,4,246,62,76,36,0.6944444444444444,0.6982323232323233,0.4223846422770283,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+S,0,245,62,77,36,0.8017676767676768,0.7967171717171717,0.2942924422043495,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+S,1,245,62,77,36,0.7714646464646465,0.7626262626262625,0.2985827188967893,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+S,2,245,62,77,36,0.6553030303030303,0.6792929292929293,0.27583749221680137,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+S,3,245,62,77,36,0.7007575757575758,0.702020202020202,0.32923167865853786,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+S,4,246,62,76,36,0.7234848484848484,0.7323232323232323,0.43570873918145064,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+B,0,245,62,77,36,0.8156565656565656,0.8080808080808081,0.2946665128676343,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+B,1,245,62,77,36,0.8257575757575757,0.7916666666666667,0.34721340946015095,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+B,2,245,62,77,36,0.7007575757575758,0.7146464646464648,0.38474050288353184,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+B,3,245,62,77,36,0.7171717171717171,0.7133838383838385,0.31879981585241296,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F+B,4,246,62,76,36,0.7146464646464646,0.7424242424242424,0.36243490582147386,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+D,0,245,62,77,36,0.8181818181818181,0.7626262626262625,0.16863310421072128,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+D,1,245,62,77,36,0.8118686868686869,0.7537878787878788,0.3539068811081876,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+D,2,245,62,77,36,0.7777777777777777,0.726010101010101,0.3698108147332494,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+D,3,245,62,77,36,0.7878787878787878,0.7765151515151515,0.5207260222199911,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+D,4,246,62,76,36,0.787878787878788,0.7272727272727273,0.492768059380261,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+S,0,245,62,77,36,0.8244949494949494,0.8080808080808081,0.2940921153916458,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+S,1,245,62,77,36,0.8181818181818182,0.7866161616161615,0.32491051405986676,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+S,2,245,62,77,36,0.7297979797979798,0.7121212121212122,0.24127622828933631,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+S,3,245,62,77,36,0.736111111111111,0.7411616161616161,0.332449657450332,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+S,4,246,62,76,36,0.7563131313131313,0.7361111111111112,0.32226990008139816,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+B,0,245,62,77,36,0.8358585858585859,0.8257575757575758,0.2941815639864688,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+B,1,245,62,77,36,0.8320707070707071,0.7904040404040404,0.28860382422848313,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+B,2,245,62,77,36,0.7424242424242424,0.731060606060606,0.4092521198073313,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+B,3,245,62,77,36,0.7588383838383839,0.7537878787878788,0.2984543645734362,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T2,logistic,C+F+B,4,246,62,76,36,0.7436868686868687,0.7537878787878788,0.32189446514375836,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,C+F+D,0,245,62,77,36,0.8106060606060606,0.7588383838383839,0.29481428264196813,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,C+F+D,1,245,62,77,36,0.803030303030303,0.7601010101010102,0.4610837814232483,"{""C"": 0.1}"
