task,protocol,population,scenario,view,timing,model_type,model,fold,n_train,n_validation,n_test,n_features,validation_auroc,validation_balanced_accuracy,threshold,best_params
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C,0,245,62,77,34,0.7159090909090908,0.7171717171717171,0.17276289829535207,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C,1,245,62,77,34,0.7601010101010102,0.7525252525252526,0.31496514479969767,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C,2,245,62,77,34,0.6944444444444444,0.7702020202020202,0.3089314819666153,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C,3,245,62,77,34,0.696969696969697,0.6881313131313131,0.27677425037779085,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C,4,246,62,76,34,0.7013888888888888,0.7234848484848485,0.29195549671435445,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C,0,245,62,77,34,0.7525252525252525,0.6994949494949495,0.3538833068104402,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C,1,245,62,77,34,0.779040404040404,0.7588383838383839,0.32824897452184915,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C,2,245,62,77,34,0.6994949494949494,0.731060606060606,0.2982515685464116,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C,3,245,62,77,34,0.7247474747474747,0.7512626262626263,0.21095097736168023,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C,4,246,62,76,34,0.6811868686868688,0.6704545454545454,0.41267075525835717,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,F,0,245,62,77,1,0.6439393939393939,0.654040404040404,0.2938424475714092,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,F,1,245,62,77,1,0.5366161616161615,0.5909090909090909,0.29780131049149255,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,F,2,245,62,77,1,0.4494949494949495,0.5681818181818181,0.29373654029902807,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,F,3,245,62,77,1,0.5252525252525252,0.5808080808080808,0.2979159533683929,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,F,4,246,62,76,1,0.4078282828282828,0.5568181818181818,0.29255103743907157,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,F,0,245,62,77,1,0.6300505050505051,0.654040404040404,0.30325930622016434,"{""C"": 10.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,F,1,245,62,77,1,0.6237373737373736,0.6654040404040404,0.28436777806830377,"{""C"": 1.0, ""gamma"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,F,2,245,62,77,1,0.6047979797979798,0.6363636363636364,0.2943148153921862,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,F,3,245,62,77,1,0.6565656565656566,0.6843434343434344,0.30222998417821484,"{""C"": 0.1, ""gamma"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,F,4,246,62,76,1,0.6654040404040404,0.6439393939393939,0.296756631320574,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,N,0,245,62,77,3,0.7575757575757577,0.7752525252525253,0.31669235825516395,"{""C"": 100.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,N,1,245,62,77,3,0.5606060606060606,0.5984848484848485,0.29773667289341343,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,N,2,245,62,77,3,0.683080808080808,0.6906565656565656,0.32035043936430757,"{""C"": 100.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,N,3,245,62,77,3,0.7297979797979798,0.7537878787878788,0.31694079787206675,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,N,4,246,62,76,3,0.5845959595959596,0.6212121212121212,0.27893194930980236,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,N,0,245,62,77,3,0.7487373737373737,0.7916666666666667,0.29115196299636986,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,N,1,245,62,77,3,0.5808080808080809,0.6300505050505051,0.2961563954454002,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,N,2,245,62,77,3,0.5214646464646465,0.5669191919191919,0.2978760033378031,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,N,3,245,62,77,3,0.6439393939393939,0.6906565656565656,0.30432604708279665,"{""C"": 10.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,N,4,246,62,76,3,0.6199494949494949,0.6755050505050505,0.3450367700360046,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,FULL,0,245,62,77,4,0.7436868686868686,0.7525252525252526,0.3046342733292508,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,FULL,1,245,62,77,4,0.5707070707070707,0.606060606060606,0.29806342263736235,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,FULL,2,245,62,77,4,0.7045454545454546,0.7032828282828283,0.33602409314700316,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,FULL,3,245,62,77,4,0.7588383838383838,0.7512626262626263,0.2945001414386448,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,FULL,4,246,62,76,4,0.6452020202020202,0.6578282828282829,0.330849312205529,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,FULL,0,245,62,77,4,0.6477272727272727,0.6792929292929293,0.3093104991038107,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,FULL,1,245,62,77,4,0.6363636363636364,0.6527777777777778,0.3091983404239098,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,FULL,2,245,62,77,4,0.5441919191919192,0.5808080808080808,0.2914008393058919,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,FULL,3,245,62,77,4,0.5871212121212122,0.625,0.30438788758286345,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,FULL,4,246,62,76,4,0.5404040404040404,0.5934343434343434,0.2829611908192792,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F,0,245,62,77,35,0.7234848484848485,0.7121212121212122,0.21404571427776609,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F,1,245,62,77,35,0.7613636363636364,0.7525252525252526,0.2953777939734867,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F,2,245,62,77,35,0.6856060606060607,0.731060606060606,0.3246453089863912,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F,3,245,62,77,35,0.7045454545454546,0.7121212121212122,0.2963778559625093,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+F,4,246,62,76,35,0.7032828282828283,0.7247474747474747,0.30176005101280956,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+F,0,245,62,77,35,0.7651515151515151,0.7676767676767677,0.25225627011619806,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+F,1,245,62,77,35,0.7651515151515151,0.7525252525252526,0.2987653331670206,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+F,2,245,62,77,35,0.6906565656565656,0.7146464646464648,0.33538972518417975,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+F,3,245,62,77,35,0.7070707070707071,0.6792929292929293,0.2577341352022556,"{""C"": 10.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+F,4,246,62,76,35,0.6654040404040404,0.7007575757575758,0.2814874072292408,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+N,0,245,62,77,37,0.7840909090909092,0.7512626262626263,0.2938096282648621,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+N,1,245,62,77,37,0.7323232323232323,0.6755050505050505,0.4516916384381339,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+N,2,245,62,77,37,0.7196969696969697,0.7929292929292929,0.37149995990499646,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+N,3,245,62,77,37,0.7411616161616161,0.7133838383838385,0.2979437247105726,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+N,4,246,62,76,37,0.6957070707070707,0.6893939393939394,0.28561979813705185,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+N,0,245,62,77,37,0.7752525252525253,0.7525252525252526,0.24879672060942198,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+N,1,245,62,77,37,0.7323232323232323,0.696969696969697,0.3583544383250482,"{""C"": 100.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+N,2,245,62,77,37,0.7335858585858586,0.7537878787878788,0.4137048155559541,"{""C"": 1.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+N,3,245,62,77,37,0.7222222222222222,0.7171717171717171,0.2471468028704344,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+N,4,246,62,76,37,0.6843434343434344,0.6691919191919192,0.3574145650821352,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+FULL,0,245,62,77,38,0.7916666666666666,0.773989898989899,0.29383564911753196,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+FULL,1,245,62,77,38,0.726010101010101,0.6856060606060606,0.35070274776050225,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+FULL,2,245,62,77,38,0.7222222222222222,0.7929292929292929,0.36230861943068793,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+FULL,3,245,62,77,38,0.7474747474747475,0.7247474747474747,0.2980038486800753,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,logistic,C+FULL,4,246,62,76,38,0.7045454545454545,0.6957070707070707,0.29699515818435845,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+FULL,0,245,62,77,38,0.7765151515151515,0.7853535353535352,0.25405162147799615,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+FULL,1,245,62,77,38,0.7272727272727273,0.7133838383838385,0.3356572963013898,"{""C"": 0.1, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+FULL,2,245,62,77,38,0.73989898989899,0.7765151515151515,0.3907021447910049,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+FULL,3,245,62,77,38,0.7348484848484849,0.7045454545454546,0.20128409262862654,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,rbf_svm,C+FULL,4,246,62,76,38,0.6755050505050506,0.702020202020202,0.3449538943467444,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C,0,245,62,77,34,0.7159090909090908,0.7171717171717171,0.17276289829535207,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C,1,245,62,77,34,0.7601010101010102,0.7525252525252526,0.31496514479969767,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C,2,245,62,77,34,0.6944444444444444,0.7702020202020202,0.3089314819666153,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C,3,245,62,77,34,0.696969696969697,0.6881313131313131,0.27677425037779085,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C,4,246,62,76,34,0.7013888888888888,0.7234848484848485,0.29195549671435445,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C,0,245,62,77,34,0.7525252525252525,0.6994949494949495,0.3538833068104402,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C,1,245,62,77,34,0.779040404040404,0.7588383838383839,0.32824897452184915,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C,2,245,62,77,34,0.6994949494949494,0.731060606060606,0.2982515685464116,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C,3,245,62,77,34,0.7247474747474747,0.7512626262626263,0.21095097736168023,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C,4,246,62,76,34,0.6811868686868688,0.6704545454545454,0.41267075525835717,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,F,0,245,62,77,1,0.75,0.7512626262626263,0.2939996761272059,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,F,1,245,62,77,1,0.6338383838383838,0.6376262626262625,0.2978568594071356,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,F,2,245,62,77,1,0.5202020202020202,0.5643939393939393,0.2942646302609867,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,F,3,245,62,77,1,0.5454545454545454,0.5871212121212122,0.29773619549461056,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,F,4,246,62,76,1,0.5366161616161615,0.6085858585858586,0.29209433714668664,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,F,0,245,62,77,1,0.7323232323232324,0.7285353535353536,0.29203011089153047,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,F,1,245,62,77,1,0.6123737373737373,0.6325757575757576,0.4817639237802634,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,F,2,245,62,77,1,0.6224747474747475,0.6199494949494949,0.27736895198367933,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,F,3,245,62,77,1,0.5732323232323232,0.6085858585858586,0.28578939373937806,"{""C"": 10.0, ""gamma"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,F,4,246,62,76,1,0.6325757575757575,0.6351010101010102,0.2874139008762301,"{""C"": 0.1, ""gamma"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,N,0,245,62,77,3,0.8080808080808081,0.7575757575757576,0.29402235599892257,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,N,1,245,62,77,3,0.6742424242424243,0.6893939393939394,0.29799702913015147,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,N,2,245,62,77,3,0.6136363636363636,0.6477272727272727,0.29432526225566213,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,N,3,245,62,77,3,0.7247474747474747,0.7462121212121212,0.29662905649966526,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,N,4,246,62,76,3,0.6262626262626262,0.6363636363636364,0.34795994942482344,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,N,0,245,62,77,3,0.7563131313131314,0.7348484848484849,0.3011728974412477,"{""C"": 100.0, ""gamma"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,N,1,245,62,77,3,0.6717171717171717,0.7058080808080808,0.28605698170987537,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,N,2,245,62,77,3,0.7070707070707071,0.726010101010101,0.3157849745463377,"{""C"": 10.0, ""gamma"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,N,3,245,62,77,3,0.7449494949494949,0.7335858585858586,0.26596049026002583,"{""C"": 100.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,N,4,246,62,76,3,0.6477272727272727,0.654040404040404,0.26029338682194597,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,FULL,0,245,62,77,4,0.8295454545454546,0.797979797979798,0.2943160009240566,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,FULL,1,245,62,77,4,0.6792929292929293,0.6792929292929293,0.3048289089884017,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,FULL,2,245,62,77,4,0.625,0.6641414141414141,0.3194769113537975,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,FULL,3,245,62,77,4,0.7386363636363636,0.6906565656565656,0.3390342202308697,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,FULL,4,246,62,76,4,0.6527777777777778,0.6515151515151515,0.29553230426297145,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,FULL,0,245,62,77,4,0.7575757575757576,0.7411616161616161,0.3217509246809344,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,FULL,1,245,62,77,4,0.6565656565656565,0.6401515151515151,0.29785011475457057,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,FULL,2,245,62,77,4,0.6426767676767677,0.6578282828282829,0.2841901078112507,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,FULL,3,245,62,77,4,0.7512626262626262,0.7361111111111112,0.35034048676843366,"{""C"": 1.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,FULL,4,246,62,76,4,0.6262626262626263,0.6691919191919192,0.3196554644797397,"{""C"": 100.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F,0,245,62,77,35,0.8005050505050505,0.7967171717171717,0.29079519205944065,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F,1,245,62,77,35,0.7815656565656565,0.7702020202020202,0.37387741796639135,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F,2,245,62,77,35,0.6641414141414141,0.7070707070707071,0.1826175306896399,"{""C"": 100.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F,3,245,62,77,35,0.6856060606060606,0.6755050505050505,0.3901854773552576,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+F,4,246,62,76,35,0.7095959595959596,0.7474747474747474,0.3389827517978913,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+F,0,245,62,77,35,0.7916666666666666,0.779040404040404,0.2682553788341096,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+F,1,245,62,77,35,0.7954545454545454,0.7904040404040404,0.2808957420934786,"{""C"": 10.0, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+F,2,245,62,77,35,0.7121212121212122,0.7752525252525253,0.295894795420328,"{""C"": 100.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+F,3,245,62,77,35,0.6994949494949495,0.6755050505050505,0.3990050727687187,"{""C"": 0.1, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+F,4,246,62,76,35,0.6849747474747474,0.6868686868686869,0.40780879113405766,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+N,0,245,62,77,37,0.7992424242424242,0.773989898989899,0.2940384027047428,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+N,1,245,62,77,37,0.7272727272727273,0.6881313131313131,0.17792440397377554,"{""C"": 1.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+N,2,245,62,77,37,0.7121212121212122,0.720959595959596,0.49622698096507234,"{""C"": 100.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+N,3,245,62,77,37,0.7575757575757576,0.7436868686868687,0.3068085513468448,"{""C"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+N,4,246,62,76,37,0.7108585858585859,0.6881313131313131,0.4591902746366512,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+N,0,245,62,77,37,0.7702020202020201,0.7398989898989898,0.2516797516640964,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+N,1,245,62,77,37,0.7171717171717171,0.6704545454545454,0.4694745493927088,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+N,2,245,62,77,37,0.7424242424242424,0.7588383838383839,0.30412691963803706,"{""C"": 100.0, ""gamma"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+N,3,245,62,77,37,0.7904040404040404,0.7474747474747474,0.36143840412971606,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+N,4,246,62,76,37,0.7462121212121212,0.7272727272727273,0.44533413805956035,"{""C"": 1.0, ""gamma"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+FULL,0,245,62,77,38,0.8282828282828283,0.7916666666666667,0.2943071262155746,"{""C"": 0.0001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+FULL,1,245,62,77,38,0.7474747474747475,0.7638888888888888,0.3221785608898821,"{""C"": 0.01}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+FULL,2,245,62,77,38,0.6893939393939394,0.7411616161616161,0.22613492989389064,"{""C"": 10.0}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+FULL,3,245,62,77,38,0.7626262626262625,0.7702020202020202,0.3756201530364551,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,logistic,C+FULL,4,246,62,76,38,0.7310606060606061,0.7323232323232323,0.38780913107531245,"{""C"": 0.1}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+FULL,0,245,62,77,38,0.7904040404040404,0.7563131313131313,0.2206088507421096,"{""C"": 0.1, ""gamma"": 0.001}"
pCR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T1,rbf_svm,C+FULL,1,245,62,77,38,0.7537878787878788,0.7133838383838385,0.3493676333991988,"{""C"": 1.0, ""gamma"": 0.01}"
