protocol,population,scenario,view,timing,timing_label,model_type,model,fold,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,logistic,N,4,76,23,53,0.8072190319934373,0.7242297623256391,0.7534864643150123,0.14794839956138744
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C,0,77,23,54,0.6706924315619968,0.5560828901988435,0.571658615136876,0.19950408546481607
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C,1,77,22,55,0.7371900826446282,0.6249332363613302,0.6590909090909092,0.17511823818044714
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C,2,77,23,54,0.7181964573268922,0.5804462099940007,0.6590177133655395,0.1766708880095804
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C,3,77,22,55,0.7140495867768595,0.5661084716501981,0.6181818181818182,0.18525858025166025
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C,4,76,23,53,0.7694831829368335,0.605300911806764,0.6361771944216571,0.1794917561592599
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+F,0,77,23,54,0.8067632850241546,0.6267467420820396,0.7371175523349436,0.15867240056499285
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+F,1,77,22,55,0.8363636363636364,0.6796861599068728,0.7681818181818182,0.1443457705666346
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+F,2,77,23,54,0.7979066022544283,0.6844749109966302,0.7677133655394525,0.15241518544855837
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+F,3,77,22,55,0.6809917355371901,0.5544818853614887,0.6727272727272727,0.17791587580399626
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+F,4,76,23,53,0.9007383100902379,0.8175146651680053,0.7383100902379,0.12397577468294163
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+FULL,0,77,23,54,0.71256038647343,0.47213524708027976,0.677536231884058,0.19484814183753388
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+FULL,1,77,22,55,0.7276859504132231,0.5041585575398599,0.65,0.1801441231538079
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+FULL,2,77,23,54,0.7407407407407407,0.5523326940633912,0.6533816425120773,0.18003571691688167
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+FULL,3,77,22,55,0.7479338842975206,0.6109766224256996,0.6909090909090909,0.17666489421271658
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+FULL,4,76,23,53,0.8662838392124692,0.7931560364932826,0.7231337161607876,0.13157989525765115
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+N,0,77,23,54,0.8091787439613527,0.667802393369812,0.7342995169082125,0.15898324724768212
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+N,1,77,22,55,0.7776859504132232,0.5791981976921197,0.7,0.16874170453505244
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+N,2,77,23,54,0.7793880837359097,0.6693719212834124,0.6932367149758454,0.1611254668105671
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+N,3,77,22,55,0.7239669421487603,0.5220539379046948,0.7,0.18776358732093487
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,C+N,4,76,23,53,0.8396226415094339,0.7828050156740001,0.7555373256767842,0.13476834828783796
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,F,0,77,23,54,0.6682769726247987,0.4874547937271811,0.677938808373591,0.2077626196602627
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,F,1,77,22,55,0.6785123966942148,0.47100626969143283,0.6545454545454545,0.19270920558329965
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,F,2,77,23,54,0.6352657004830918,0.4667466469305859,0.6227858293075684,0.20091673993843426
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,F,3,77,22,55,0.5528925619834711,0.33330131724852696,0.5590909090909091,0.21245819061045051
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,F,4,76,23,53,0.6283839212469238,0.4365126581544424,0.5816242821985234,0.2038611018094043
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,FULL,0,77,23,54,0.8115942028985508,0.6055665740508145,0.7089371980676329,0.16320398865613991
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,FULL,1,77,22,55,0.6950413223140496,0.4520317945272816,0.6227272727272727,0.18707966196557543
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,FULL,2,77,23,54,0.6425120772946861,0.44125042874505055,0.5793075684380032,0.20212341076532628
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,FULL,3,77,22,55,0.6578512396694214,0.4289070025993128,0.6772727272727272,0.2175885329760483
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,FULL,4,76,23,53,0.7990155865463494,0.5837436881754392,0.6977030352748155,0.17043582827082188
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,N,0,77,23,54,0.7777777777777778,0.6002306475418604,0.7246376811594203,0.1656549696484493
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,N,1,77,22,55,0.6735537190082644,0.466784063466637,0.5772727272727273,0.18853044197942456
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,N,2,77,23,54,0.6610305958132044,0.44418933881658695,0.6348631239935587,0.2014531026516696
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,N,3,77,22,55,0.6644628099173554,0.4124540769450592,0.6499999999999999,0.20141080005211276
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T2,T2,rbf_svm,N,4,76,23,53,0.7473338802296964,0.6203126504656508,0.6665299425758819,0.17502454064542075
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C,0,77,23,54,0.7415458937198068,0.5273242826612885,0.6662640901771336,0.18412422990708646
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C,1,77,22,55,0.7644628099173554,0.6562173728190801,0.6545454545454545,0.1607975099648119
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C,2,77,23,54,0.7302737520128825,0.6414738273502397,0.6469404186795491,0.17373344652707662
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C,3,77,22,55,0.7545454545454545,0.5823571039930615,0.6545454545454545,0.19062791954412686
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C,4,76,23,53,0.7284659557013946,0.6153820094946155,0.6337161607875308,0.20940011417921478
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F,0,77,23,54,0.7375201288244766,0.5560483783755654,0.643719806763285,0.2036423392101037
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F,1,77,22,55,0.8305785123966943,0.6628094149675888,0.7818181818181817,0.14736465336972004
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F,2,77,23,54,0.7898550724637681,0.6952641852134042,0.7274557165861514,0.1576457763020294
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F,3,77,22,55,0.7198347107438017,0.5830556662167369,0.6272727272727272,0.1903189718320091
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F,4,76,23,53,0.8580803937653815,0.765018188127524,0.763740771123872,0.17124913013113618
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+B,0,77,23,54,0.785829307568438,0.6621647303264492,0.7214170692431562,0.1786495398623196
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+B,1,77,22,55,0.7933884297520661,0.5862389653417953,0.6818181818181819,0.16060528068542415
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+B,2,77,23,54,0.7020933977455717,0.4608881965721925,0.644122383252818,0.20870817238317857
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+B,3,77,22,55,0.7074380165289257,0.59398939919324,0.6545454545454545,0.18268460010714155
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+B,4,76,23,53,0.8826907301066449,0.7998210043229905,0.7780968006562756,0.1661635379152853
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+D,0,77,23,54,0.822061191626409,0.6588407120802428,0.7648953301127215,0.1569195748716536
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+D,1,77,22,55,0.8487603305785124,0.7458121046022115,0.7363636363636363,0.14765216874781256
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+D,2,77,23,54,0.8647342995169082,0.7875373007496251,0.7552334943639292,0.1302508895063564
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+D,3,77,22,55,0.7446280991735537,0.5838313387842622,0.6590909090909092,0.18624167574194708
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+D,4,76,23,53,0.8638228055783429,0.7496652217254818,0.7600492206726825,0.13716606700243109
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+S,0,77,23,54,0.7045088566827696,0.4842222775303365,0.6473429951690821,0.21672464766824912
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+S,1,77,22,55,0.7851239669421488,0.5800369633634964,0.7090909090909091,0.17593511039183524
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+S,2,77,23,54,0.7922705314009663,0.7199749643259177,0.7274557165861514,0.1558832117992886
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+S,3,77,22,55,0.728099173553719,0.5767879280821463,0.6409090909090909,0.19643847986887045
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+F+S,4,76,23,53,0.8630024610336341,0.7766299274171462,0.6948318293683347,0.1359016494494476
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+FULL,0,77,23,54,0.8099838969404186,0.6495182743720579,0.7584541062801933,0.2067196063526422
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+FULL,1,77,22,55,0.8380165289256198,0.7487033896350292,0.6818181818181819,0.13451475119435827
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+FULL,2,77,23,54,0.8695652173913043,0.808507348116251,0.7246376811594203,0.1489484245424273
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+FULL,3,77,22,55,0.7371900826446282,0.5880659640852113,0.6454545454545454,0.1821049662652886
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+FULL,4,76,23,53,0.8949958982772765,0.8277463750802738,0.7448728465955701,0.11949349936830007
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+N,0,77,23,54,0.8188405797101449,0.6981271462743628,0.7588566827697263,0.20722371048721777
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+N,1,77,22,55,0.7826446280991737,0.5897075895237659,0.6681818181818182,0.16485629373543434
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+N,2,77,23,54,0.825281803542673,0.7625023762589846,0.7334943639291465,0.19266969789107655
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+N,3,77,22,55,0.7462809917355372,0.6004362533710399,0.6090909090909091,0.20297579517300068
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,C+N,4,76,23,53,0.8703855619360131,0.8081223061752063,0.8035274815422477,0.1261054547525399
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,F,0,77,23,54,0.6682769726247987,0.454262490433697,0.6288244766505635,0.20896792099881803
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,F,1,77,22,55,0.703305785123967,0.4292136169339014,0.6863636363636363,0.18298041833688197
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,F,2,77,23,54,0.7391304347826088,0.5090884652130091,0.6940418679549114,0.18219743295562538
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,F,3,77,22,55,0.6148760330578512,0.39334804646384713,0.5909090909090908,0.2038796989111484
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,F,4,76,23,53,0.7694831829368334,0.5662497807831954,0.6513535684987695,0.21024909383109774
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,FULL,0,77,23,54,0.8027375201288244,0.6358159210260694,0.712157809983897,0.2068733451125285
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,FULL,1,77,22,55,0.7553719008264462,0.5331073495873773,0.6727272727272727,0.18922188731410325
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,FULL,2,77,23,54,0.8276972624798712,0.7432468942688474,0.7584541062801933,0.14408983992991004
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,FULL,3,77,22,55,0.6702479338842975,0.3993615944143638,0.6818181818181819,0.20284415395536204
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,FULL,4,76,23,53,0.8277276456111567,0.6054333596439765,0.6390484003281378,0.15874284997211335
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,N,0,77,23,54,0.8067632850241546,0.6434108772768852,0.71256038647343,0.19311762119787773
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,N,1,77,22,55,0.7380165289256198,0.5196335761088442,0.6954545454545454,0.17457378592456677
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,N,2,77,23,54,0.8164251207729468,0.7130064545185529,0.7644927536231885,0.20755813206486484
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,N,3,77,22,55,0.6727272727272727,0.39594023430295405,0.6318181818181818,0.20316555295713884
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),logistic,N,4,76,23,53,0.8162428219852338,0.7067807738027924,0.6324856439704676,0.14713745663506755
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C,0,77,23,54,0.6706924315619968,0.5560828901988435,0.571658615136876,0.19950408546481607
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C,1,77,22,55,0.7371900826446282,0.6249332363613302,0.6590909090909092,0.17511823818044714
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C,2,77,23,54,0.7181964573268922,0.5804462099940007,0.6590177133655395,0.1766708880095804
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C,3,77,22,55,0.7140495867768595,0.5661084716501981,0.6181818181818182,0.18525858025166025
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C,4,76,23,53,0.7694831829368335,0.605300911806764,0.6361771944216571,0.1794917561592599
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+F,0,77,23,54,0.7987117552334944,0.6517955738712765,0.7278582930756844,0.16111869911923596
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+F,1,77,22,55,0.8318181818181819,0.6547161533628802,0.7681818181818182,0.14587348963322613
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+F,2,77,23,54,0.7930756843800322,0.6952374212766155,0.7584541062801933,0.15230456997661118
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+F,3,77,22,55,0.6652892561983471,0.5208319387977508,0.6818181818181819,0.18069159104661703
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+F,4,76,23,53,0.8982772764561116,0.808161533400686,0.7079573420836751,0.131670668169927
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+FULL,0,77,23,54,0.7818035426731079,0.6150604056085778,0.7057165861513688,0.1676207445911211
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+FULL,1,77,22,55,0.771900826446281,0.6141248097293571,0.7181818181818183,0.16462077813559173
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+FULL,2,77,23,54,0.8615136876006442,0.803250178946995,0.7556360708534622,0.1264489552751278
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+FULL,3,77,22,55,0.7272727272727274,0.580988260659307,0.6727272727272727,0.18560501044354819
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+FULL,4,76,23,53,0.8941755537325677,0.816313558220772,0.7694831829368335,0.12676529919982676
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+N,0,77,23,54,0.7809983896940419,0.650984823204736,0.6602254428341384,0.16253552051290637
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+N,1,77,22,55,0.7351239669421488,0.6229193172102097,0.6454545454545454,0.17259535079196567
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+N,2,77,23,54,0.8280998389694042,0.7822615169592995,0.6815619967793881,0.13873575078058076
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+N,3,77,22,55,0.7305785123966942,0.5960718818606169,0.6590909090909092,0.17725606107203623
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,C+N,4,76,23,53,0.8515176374077112,0.7961439884343813,0.7600492206726825,0.1330587433906448
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,F,0,77,23,54,0.6312399355877617,0.3985549912587178,0.6107085346215781,0.2090487812435879
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,F,1,77,22,55,0.684297520661157,0.46378116449156126,0.6727272727272727,0.19742172373754618
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,F,2,77,23,54,0.6360708534621579,0.43675011815946596,0.5579710144927537,0.2033739660177383
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,F,3,77,22,55,0.562809917355372,0.4218414883478822,0.5863636363636363,0.1975346714856527
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,F,4,76,23,53,0.6308449548810501,0.4274667755547952,0.6156685808039377,0.20338319277383268
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,FULL,0,77,23,54,0.7375201288244767,0.5718355726520823,0.6876006441223832,0.1794886702849089
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,FULL,1,77,22,55,0.7363636363636363,0.6152242567798533,0.6727272727272727,0.17222143149080585
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,FULL,2,77,23,54,0.8518518518518519,0.7691969005729519,0.7338969404186796,0.1509234330028321
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,FULL,3,77,22,55,0.6801652892561983,0.4899064059535321,0.6545454545454545,0.21863586270917681
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,FULL,4,76,23,53,0.7465135356849877,0.5214883181207395,0.6144380639868745,0.18665151817533507
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,N,0,77,23,54,0.7926731078904993,0.6158576380155778,0.7834138486312399,0.1630187079618498
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,N,1,77,22,55,0.7053719008264464,0.5806379080901609,0.6136363636363636,0.17603185730822865
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,N,2,77,23,54,0.8236714975845411,0.7730168649096048,0.7278582930756844,0.145573565585716
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,N,3,77,22,55,0.7033057851239669,0.44548765372162447,0.6818181818181819,0.19578054371225914
primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T3,T3 (late/pre-surgery),rbf_svm,N,4,76,23,53,0.7128794093519278,0.6016390639506227,0.6599671862182117,0.18566368399939473
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C,0,77,23,54,0.7415458937198068,0.5273242826612885,0.6662640901771336,0.18412422990708646
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C,1,77,22,55,0.7644628099173554,0.6562173728190801,0.6545454545454545,0.1607975099648119
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C,2,77,23,54,0.7302737520128825,0.6414738273502397,0.6469404186795491,0.17373344652707662
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C,3,77,22,55,0.7545454545454545,0.5823571039930615,0.6545454545454545,0.19062791954412686
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C,4,76,23,53,0.7284659557013946,0.6153820094946155,0.6337161607875308,0.20940011417921478
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F,0,77,23,54,0.7238325281803543,0.5268438150942184,0.6380837359098228,0.18738494358816016
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F,1,77,22,55,0.7636363636363637,0.6542056708759749,0.6681818181818182,0.1612557760113894
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F,2,77,23,54,0.7310789049919485,0.6475010328752001,0.6252012882447665,0.17430209454231152
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F,3,77,22,55,0.7396694214876032,0.5511183751235615,0.6681818181818182,0.2024479922674946
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F,4,76,23,53,0.7473338802296965,0.6466428984545325,0.6874487284659556,0.19730921001067284
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+B,0,77,23,54,0.7101449275362319,0.5092627896901832,0.6163446054750403,0.18439368290963762
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+B,1,77,22,55,0.743801652892562,0.5709163378421751,0.6636363636363636,0.1746531669889271
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+B,2,77,23,54,0.7262479871175523,0.6473427027641211,0.6747181964573269,0.17231316506660077
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+B,3,77,22,55,0.7429752066115703,0.6026763233569478,0.7,0.20403883599994047
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+B,4,76,23,53,0.7719442165709598,0.686854482026803,0.7403609515996719,0.19544178265975218
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+D,0,77,23,54,0.6199677938808373,0.4322561551077047,0.5571658615136876,0.20936882859078074
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+D,1,77,22,55,0.8074380165289256,0.6958677799647142,0.7181818181818181,0.1501483178925421
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+D,2,77,23,54,0.7326892109500804,0.662007377497251,0.6561996779388084,0.17189883906382458
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+D,3,77,22,55,0.7892561983471074,0.704325730294171,0.7227272727272727,0.18807403171620607
primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T0,T0,logistic,C+F+D,4,76,23,53,0.7629204265791634,0.649332550674364,0.737489745693191,0.1948194280364329
