fit_scope,protocol,scenario,view,timing,feature_set,fold,n_train,feature,family,role,transform,winsor_lower,winsor_upper,train_median_after_transform,train_mean_after_imputation,train_scale,all_missing_in_train
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,2,245,FTV__absolute__T1,FTV,absolute,log1p,0.2706224048,149.20698040000005,2.136106132915026,2.264616799315952,1.037716212134774,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,2,245,LD__absolute__T1,LD,absolute,log1p,0.744,10.404000000000003,1.410986973710262,1.4595279760264217,0.4072557322161498,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,2,245,SPH__absolute__T1,SPH,absolute,identity,0.05222066516,0.5061396756000001,0.19730583,0.20904748704195916,0.09184406062003095,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,2,245,BPE__absolute__T1,BPE,absolute,log1p,6.7235764,66.21941200000002,3.053590720091644,3.0717777395587427,0.45862736355495454,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,3,245,FTV__absolute__T1,FTV,absolute,log1p,0.4298653108,200.74578320000018,2.136106132915026,2.2390630359076225,1.0449328484107558,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,3,245,LD__absolute__T1,LD,absolute,log1p,0.0,9.712000000000002,1.3862943611198906,1.42532367127966,0.4245428304485971,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,3,245,SPH__absolute__T1,SPH,absolute,identity,0.05222066516,0.47900416320000005,0.19982873,0.2098007430697143,0.09088935236397298,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,3,245,BPE__absolute__T1,BPE,absolute,log1p,6.27133,68.583532,3.0420193075053046,3.092727798505669,0.4858234102883125,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,4,246,FTV__absolute__T1,FTV,absolute,log1p,0.372321687,130.86744600000054,2.112734521207909,2.2024819494885537,0.9486198120145349,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,4,246,LD__absolute__T1,LD,absolute,log1p,0.3150000000000001,10.230000000000008,1.410986973710262,1.4250312046361164,0.3899181538897126,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,4,246,SPH__absolute__T1,SPH,absolute,identity,0.07870204955,0.45601218300000007,0.19447911,0.2089267271408536,0.08656395070585263,False
outer_train_only,primary_stratified_384,complete_case,static,T1,FTV+LD+SPH+BPE,4,246,BPE__absolute__T1,BPE,absolute,log1p,6.114316,63.345505000000045,3.0891603925982762,3.108613005707833,0.47385848729844376,False
outer_train_only,primary_stratified_384,complete_case,static,T2,FTV,0,245,FTV__absolute__T2,FTV,absolute,log1p,0.031987407360000004,89.87848260000003,1.0279922011257772,1.3433676511435115,1.0568324759087009,False
outer_train_only,primary_stratified_384,complete_case,static,T2,FTV,1,245,FTV__absolute__T2,FTV,absolute,log1p,0.02918169424,152.85776760000022,0.9961037393224607,1.338677558783377,1.1362066767824366,False
outer_train_only,primary_stratified_384,complete_case,static,T2,FTV,2,245,FTV__absolute__T2,FTV,absolute,log1p,0.02483348408,85.16134332,1.0579469832603634,1.369340638465118,1.0712592330911352,False
outer_train_only,primary_stratified_384,complete_case,static,T2,FTV,3,245,FTV__absolute__T2,FTV,absolute,log1p,0.031987407360000004,146.21745304000024,1.0641888077075843,1.377740199875863,1.0944849216662327,False
outer_train_only,primary_stratified_384,complete_case,static,T2,FTV,4,246,FTV__absolute__T2,FTV,absolute,log1p,0.03568357895,90.8674506500001,1.0152625968388047,1.30237575422233,1.0316235312976907,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,0,245,LD__absolute__T2,LD,absolute,log1p,0.0,8.692000000000002,1.0986122886681098,1.0290894999793496,0.6236360815346708,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,0,245,SPH__absolute__T2,SPH,absolute,identity,0.07619029147999999,0.6847760536000004,0.22287028,0.24416486144995916,0.1168400941353573,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,0,245,BPE__absolute__T2,BPE,absolute,log1p,6.2935056,65.511356,2.948006292940323,2.977496957304177,0.4744995264865819,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,1,245,LD__absolute__T2,LD,absolute,log1p,0.0,9.736,1.1631508098056809,1.049291871712478,0.6315985867171777,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,1,245,SPH__absolute__T2,SPH,absolute,identity,0.07084903284,0.589709002,0.24252877,0.25510953062661224,0.11746266227827001,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,1,245,BPE__absolute__T2,BPE,absolute,log1p,6.2935056,68.489124,2.9378541890485144,2.951733025695418,0.45733390203357116,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,2,245,LD__absolute__T2,LD,absolute,log1p,0.0,8.692000000000002,1.1314021114911006,1.0307454172386927,0.6392882993144575,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,2,245,SPH__absolute__T2,SPH,absolute,identity,0.06888042408,0.5994619672,0.22513597,0.24357180945240817,0.11707794205670945,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,2,245,BPE__absolute__T2,BPE,absolute,log1p,6.1918656,60.56870400000004,2.93747266538677,2.9626123387999517,0.4460884426239686,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,3,245,LD__absolute__T2,LD,absolute,log1p,0.0,9.224000000000002,1.1314021114911006,1.0590461536556948,0.6202086254882109,False
outer_train_only,primary_stratified_384,complete_case,static,T2,LD+SPH+BPE,3,245,SPH__absolute__T2,SPH,absolute,identity,0.06888042408,0.6905061076000003,0.22766727,0.24517150923689793,0.12498826360282465,False
