stage,analysis_role,seed_base,arm,pooling,endpoint,analysis_scope,availability,status_reason,feature_dim,aggregation,n_test,spearman,pearson,natural_r2,rmse,mae,b0_rmse,rmse_gain_over_b0,prediction_target_variance_ratio,calibration_slope,calibration_intercept,calibration_mean_bias,transformed_scale,transformed_fold_count,transformed_spearman_fold_mean,transformed_spearman_fold_sd,transformed_r2_fold_mean,transformed_r2_fold_sd,transformed_rmse_fold_mean,transformed_mae_fold_mean
final,primary,2026,N1,PORACLE,macro,primary_measurement_valid,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,1125.0,0.3207416088292183,0.24943849927265735,0.05130464867922172,22.795905900978244,11.207188969753139,23.41187663584034,0.03061958742120457,0.11223439099065291,0.08212359511303778,-8.173267734524087,-0.5427012575202509,standardized_outer_train,5.0,0.336221997493887,0.10366367309722657,-0.271655296833913,0.4887128066439843,0.8943256955514736,0.46570376603710156
final,primary,2026,N1,PVALID,T0→T1,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.15297189668904312,0.08330692164388567,-0.017150127732235232,25.547557241104013,14.154255997742087,25.477864188497076,-0.00273543543883094,0.05689035791060492,0.019870116789018396,-10.810334327812612,-0.001476981445871388,standardized_outer_train,5.0,0.17644323069089393,0.17224967742568956,-0.07983402194961073,0.18321449732476533,0.9505983163148206,0.5349626555086273
final,primary,2026,N1,PVALID,T1→T2,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.18759472067356925,0.2082050674744032,0.024462814477326456,16.98171418610693,9.92863067927377,17.219808801872187,0.013826786261376468,0.11880849277162552,0.07176538824967621,-8.246732824201116,-0.27695076013508013,standardized_outer_train,5.0,0.21903385043180368,0.050998775144863895,0.015134668155357698,0.0668027401643346,0.9069835530525049,0.5430667962556399
final,primary,2026,N1,PVALID,T2→T3,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.055927636818750716,-0.021157154179629913,-0.06454648241096694,28.25978265124881,10.23763076405207,27.537956917151757,-0.026212029318975007,0.054313757697858,-0.004930740835283453,-5.966826022199735,-0.5277347160216197,standardized_outer_train,5.0,0.06541819344573618,0.18303407180166525,-0.6945616291379064,1.2232455982617823,0.9108960830304861,0.3629456243615096
final,primary,2026,N1,PVALID,macro,primary_measurement_valid,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,1125.0,0.13216475139378772,0.09011827831288632,-0.01907793188862524,23.596351359486587,11.440172480355976,23.41187663584034,-0.005040226165476493,0.07667086946002948,0.028901588067803716,-8.34129772473782,-0.26872081920085705,standardized_outer_train,5.0,0.1536317581894779,0.1111911280436407,-0.25308699431071974,0.38943189450044907,0.922825984132604,0.480325025375259
final,primary,2026,N3,P0,T0→T1,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.07168892934349755,0.033438142394703566,-0.008572884256753621,25.439612737194793,13.822793128474595,25.477864188497076,0.0015013602011252336,0.0172964582865971,0.004397650739071516,-11.194023150646405,-0.21453568556265615,standardized_outer_train,5.0,0.058461464001287454,0.17686163335815586,-0.0266963501360011,0.08149121729511248,0.9398289790575722,0.5211437343946702
final,primary,2026,N3,P0,T1→T2,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.21786414836727727,0.23677880523651862,0.02786053129774635,16.952115425162212,9.642154970946098,17.219808801872187,0.015545664867130833,0.16373113987896068,0.09580947656476761,-7.853144908959713,-0.08980434295319735,standardized_outer_train,5.0,0.2278347436504026,0.05682255550599871,0.03747457214715266,0.1385672437316733,0.9016840629843635,0.527556225187184
final,primary,2026,N3,P0,T2→T3,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.07324678575492093,-0.019771950822991442,-0.05055384513627281,28.073441844749635,9.866198845888285,27.537956917151757,-0.01944533972541573,0.04221774738316876,-0.00406253438700955,-5.832277208090837,-0.39788498609124867,standardized_outer_train,5.0,0.07224194737323211,0.17895180847342623,-0.5131440162906485,0.8813656878466232,0.8985928778667402,0.3502943643499645
final,primary,2026,N3,P0,macro,primary_measurement_valid,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,1125.0,0.12093328782189859,0.08348166560274357,-0.010422066031760028,23.488390002368877,11.110382315102994,23.41187663584034,-0.0007994382190532207,0.07441511518290884,0.03204819763894319,-8.293148422565652,-0.23407500486903407,standardized_outer_train,5.0,0.11951271834164068,0.11082580315659975,-0.16745526475983227,0.2607487726429039,0.9133686399695586,0.4663314413106062
final,primary,2026,N3,PLOCAL,T0→T1,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.34122198202298326,0.13506085486626174,0.0011015701618936058,25.31730753678412,13.379678730986459,25.477864188497076,0.0063018097013581124,0.07074265514823899,0.03592279932660936,-10.661514246250611,-0.029685637143565903,standardized_outer_train,5.0,0.3721934666703256,0.10078834298455921,-0.04932526333309662,0.1632315564756928,0.939823722212504,0.5034424897372314
final,primary,2026,N3,PLOCAL,T1→T2,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.354473318921379,0.3206501491846186,0.10218446811827464,16.29120355117278,9.293076106591597,17.219808801872187,0.05392657150748647,0.08837721289726613,0.09532385491498396,-7.926981042555054,-0.15947095015362228,standardized_outer_train,5.0,0.36315190845105494,0.06426838243810437,0.07903506315341721,0.07841867409730144,0.8724576601388625,0.507488398471113
final,primary,2026,N3,PLOCAL,T2→T3,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.17937307998634658,0.0880596999764977,-0.03498612333563256,27.86466115252582,10.550908265838324,27.537956917151757,-0.011863779014432916,0.08649928223009815,0.025899027294115022,-5.734534051134072,-0.46230590973955243,standardized_outer_train,5.0,0.197703002565959,0.13227859623209545,-0.5240844363423104,0.6645676298643867,0.8976343484667175,0.36694246130782726
