seed,arm,fold,epoch,train_state_loss,val_state_loss
2026,N3,0,1,0.9973812330514192,0.3905280668380831
2026,N3,0,2,0.2915783895179629,0.1142226441586313
2026,N3,0,3,0.1480530147440731,0.0919860160547839
2026,N3,0,4,0.1537979251239448,0.1598331265705676
2026,N3,0,5,0.1965095112565905,0.1956066077590481
2026,N3,0,6,0.2146200753282755,0.1940932741835097
2026,N3,0,7,0.2501492691226303,0.275962300106021
2026,N3,1,1,0.8456770721822977,0.270439652864598
2026,N3,1,2,0.2004956761840731,0.0681880744528179
2026,N3,1,3,0.0964749747188761,0.0566988689594032
2026,N3,1,4,0.1031370833050459,0.07179230636309
2026,N3,1,5,0.1115770866163075,0.0941632695434507
2026,N3,1,6,0.1415309121832251,0.136088852547417
2026,N3,1,7,0.1845295706763863,0.1849648474661772
2026,N3,2,1,0.8219521204009652,0.2726388649999602
2026,N3,2,2,0.2016076363623142,0.0831862973772789
2026,N3,2,3,0.1123742549214512,0.0751280843103227
2026,N3,2,4,0.102363685471937,0.1026928624954105
2026,N3,2,5,0.1247936013154685,0.1592450853714273
2026,N3,2,6,0.1638561941683292,0.206997389882064
2026,N3,2,7,0.2037309572100639,0.2426540767850954
2026,N3,3,1,0.8904739828780294,0.343103496003742
2026,N3,3,2,0.2713316522538662,0.1168638382815132
2026,N3,3,3,0.1438295651692897,0.0880307666957378
2026,N3,3,4,0.142743453849107,0.1345236829736016
2026,N3,3,5,0.1764743026811629,0.1355292218898938
2026,N3,3,6,0.215888536395505,0.1677031531191069
2026,N3,3,7,0.2483844106085598,0.231465023534357
2026,N3,4,1,0.9525939809158444,0.3353009280587031
2026,N3,4,2,0.2541273752227425,0.096445560209022
2026,N3,4,3,0.1377631601411849,0.090861414397551
2026,N3,4,4,0.1371782574802637,0.1208939204408117
2026,N3,4,5,0.1665956294629723,0.1593063984774361
2026,N3,4,6,0.2043630077503621,0.2103813943291498
2026,N3,4,7,0.2381541758310049,0.2263068602351117
3026,L1,0,1,0.8958206402137876,0.3228181654756719
3026,L1,0,2,0.2535915672779083,0.0996503151399045
3026,L1,0,3,0.1463862266391515,0.0818385048961836
3026,L1,0,4,0.140527909528464,0.1043730128772002
3026,L1,0,5,0.176370832324028,0.1625710211016915
3026,L1,0,6,0.2399673315696418,0.2218962627008927
3026,L1,0,7,0.319214928895235,0.2943544129202188
3026,L1,1,1,0.8493755921721459,0.3125637695809041
