stage,seed_base,arm,pooling,target_name,endpoint,availability,status_reason,feature_dim,aggregation,n_test,spearman,pearson,natural_r2,rmse,mae,standardized_scale,standardized_fold_count,standardized_spearman_fold_mean,standardized_r2_fold_mean,standardized_r2_fold_sd
final,2026,N1,P0,native_spacing_x_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.49031461601998466,0.40818350464643444,0.15725840858496987,0.1371485056529391,0.0912637696149712,standardized_outer_train,5.0,0.5050811880301379,0.1527084839410499,0.0777676329294378
final,2026,N1,P0,native_spacing_x_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4920481997849699,0.40106842759043765,0.11675880664079064,0.13890731572502468,0.09302490588285162,standardized_outer_train,5.0,0.5061853812949291,0.1092945265281001,0.12475052075562686
final,2026,N1,P0,native_spacing_x_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.49814538060068053,0.4090099432805104,0.1632860799267355,0.13458958560169168,0.08919557557202347,standardized_outer_train,5.0,0.5150778378173319,0.15518429866245956,0.08342741472714428
final,2026,N1,P0,native_spacing_x_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.513514791152547,0.4466085328621053,0.17400052111274011,0.13293612203870836,0.08915454057592992,standardized_outer_train,5.0,0.5133131321696035,0.1485150673184168,0.1785705067536067
final,2026,N1,P0,native_spacing_x_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.4985057468895455,0.4162176020948719,0.15282595406630903,0.13589538225459097,0.09065969791144404,standardized_outer_train,5.0,0.5099143848280006,0.1414255941125066,0.0904965003778519
final,2026,N1,P0,native_spacing_y_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4902754655133138,0.4081835156672901,0.15725842511706,0.13714850399252837,0.09126376769900985,standardized_outer_train,5.0,0.5050854721586713,0.15270849706790546,0.07776765358575422
final,2026,N1,P0,native_spacing_y_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4921020226034563,0.4010681079962435,0.1167583422367433,0.13890735220745984,0.09302493334408582,standardized_outer_train,5.0,0.5064305656178998,0.1092939473243321,0.12475017277973176
final,2026,N1,P0,native_spacing_y_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4981171668977995,0.40900995279494706,0.16328609054083731,0.13458958461836543,0.08919557464739139,standardized_outer_train,5.0,0.5150509167155952,0.15518431051158943,0.0834273997590833
final,2026,N1,P0,native_spacing_y_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5136606658096811,0.4466084885362765,0.17400048857072725,0.1329361243961172,0.08915452813770407,standardized_outer_train,5.0,0.5135036209198056,0.1485150553705592,0.17857062332875537
final,2026,N1,P0,native_spacing_y_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.4985388302060627,0.4162175162486893,0.15282583661634197,0.13589539130361772,0.09065970095704778,standardized_outer_train,5.0,0.510017643852993,0.14142545256859657,0.09049661102641825
final,2026,N1,P0,native_spacing_z_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.47479608677430507,0.49793985772520427,0.23587847200120404,0.4758851789557949,0.3835505616920117,standardized_outer_train,5.0,0.4775585434361215,0.23544993616868953,0.04648425068572715
final,2026,N1,P0,native_spacing_z_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.43870462561903,0.4636658341519884,0.20480725684713796,0.4857194055793088,0.39385977358368346,standardized_outer_train,5.0,0.4384361970961484,0.2044394457760276,0.0593331990497972
final,2026,N1,P0,native_spacing_z_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.41918487269786575,0.42377579829838913,0.1629456818354016,0.49668287163846925,0.4096192157913705,standardized_outer_train,5.0,0.41653978548953985,0.16277151754207914,0.05073858096566929
final,2026,N1,P0,native_spacing_z_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4116311593056918,0.4282718862235673,0.16540477859823344,0.4986090061405958,0.4066089541728123,standardized_outer_train,5.0,0.4062170308802351,0.16652825500301266,0.15620063959658562
final,2026,N1,P0,native_spacing_z_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.4360791860992232,0.4534133440997873,0.19225904732049426,0.4892241155785422,0.39840962630996946,standardized_outer_train,5.0,0.43468788922551127,0.19229728862245224,0.07259269925965393
final,2026,N1,P0,padding_fraction,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5242367887387797,0.5382019712337973,0.2835046561235709,0.07740325186032089,0.060014151549561356,standardized_outer_train,5.0,0.5245922200046743,0.27623397159503693,0.0798742180016304
final,2026,N1,P0,padding_fraction,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.44653332885766545,0.4068082544269985,0.11403070915342994,0.10090937238201474,0.0748015862070108,standardized_outer_train,5.0,0.4485420668690024,0.12108400453959264,0.08736431839992041
final,2026,N1,P0,padding_fraction,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4525778005120548,0.46137017573976974,0.1955080265427831,0.09690030216743174,0.07567032746799132,standardized_outer_train,5.0,0.45204662521226713,0.19959865568494378,0.07553862335818
final,2026,N1,P0,padding_fraction,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4677335628028213,0.4681467322205287,0.1745847089658884,0.09879024160205613,0.07582361651105812,standardized_outer_train,5.0,0.4677112845906445,0.16890632321149418,0.12163765150231186
final,2026,N1,P0,padding_fraction,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.4727703702278303,0.46863178340527356,0.19190702519641809,0.09350079200295587,0.0715774204339054,standardized_outer_train,5.0,0.47322304916914704,0.1914557387577669,0.06449455084078633
final,2026,N1,P0,resize_anisotropy,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2819081433730817,0.3078606737096122,0.08199484960314274,0.3229404584869253,0.2185120937549125,standardized_outer_train,5.0,0.2810801470449797,0.06963833541822173,0.06638637637205161
final,2026,N1,P0,resize_anisotropy,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.25826824988925073,0.2622335238237275,0.058749975442530245,0.3268867899116586,0.21560194634415097,standardized_outer_train,5.0,0.2671624487866805,0.05064141795436759,0.037923463124055
final,2026,N1,P0,resize_anisotropy,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2759972376287609,0.3022800825207479,0.05041502557642219,0.32917598046733165,0.21980584835473116,standardized_outer_train,5.0,0.288095076683756,0.021149288670479476,0.2024372523640698
final,2026,N1,P0,resize_anisotropy,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3222027926310181,0.31892839720128097,0.09120104458306166,0.31992425677106384,0.2101404572024137,standardized_outer_train,5.0,0.32488557683899266,0.07894272380529031,0.07676515315823415
final,2026,N1,P0,resize_anisotropy,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.28459410588052786,0.29782566931384213,0.07059022380128921,0.32473187140924487,0.2160150864140521,standardized_outer_train,5.0,0.2903058123386022,0.055092941462089796,0.08847332361063039
final,2026,N1,P0,valid_source_fraction,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5242367887387797,0.5382019767599482,0.28350464376094053,0.07740325252809062,0.06001414940218375,standardized_outer_train,5.0,0.5245922200046743,0.27623394975713367,0.07987425862761063
final,2026,N1,P0,valid_source_fraction,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.44653332885766545,0.4068083609246443,0.11403102770198814,0.10090935424112751,0.07480153885058309,standardized_outer_train,5.0,0.4485420668690024,0.12108429159225935,0.08736421839151882
final,2026,N1,P0,valid_source_fraction,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4525778005120548,0.46137023621344586,0.19550810379096106,0.09690029751519641,0.07567032487403093,standardized_outer_train,5.0,0.45204662521226713,0.1995987202807879,0.07553849483387655
final,2026,N1,P0,valid_source_fraction,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4677335628028213,0.4681471716598172,0.17458537114495898,0.09879020197543169,0.07582360345004795,standardized_outer_train,5.0,0.4677112845906445,0.16890690172825745,0.12163723845006975
final,2026,N1,P0,valid_source_fraction,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.4727703702278303,0.4686319363894639,0.19190728659971218,0.09350077656496156,0.07157740414421143,standardized_outer_train,5.0,0.47322304916914704,0.1914559658396096,0.06449417392168579
final,2026,N1,PLOCAL,acquisition_fov_x_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.37301184977742513,0.43057936666937363,0.17704453587799762,58.88054850634348,44.580247587966404,standardized_outer_train,5.0,0.37219877147913466,0.17544612799838868,0.062006222178570713
final,2026,N1,PLOCAL,acquisition_fov_x_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.33547449564959453,0.3638631346632424,0.12872990805968998,61.020967049494814,46.50728015407455,standardized_outer_train,5.0,0.3428548149282899,0.12466701021745363,0.031642563238075155
final,2026,N1,PLOCAL,acquisition_fov_x_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.31535647745776235,0.3347969082969718,0.07521868184750913,63.616943198277795,48.49265354063505,standardized_outer_train,5.0,0.31777821215539304,0.06773317871400486,0.13943327460426366
final,2026,N1,PLOCAL,acquisition_fov_x_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.33548412001637073,0.31426206314605626,0.08398910686243866,62.303721600339465,46.62868409568563,standardized_outer_train,5.0,0.33648358273336404,0.08210828816605979,0.04229584877349855
final,2026,N1,PLOCAL,acquisition_fov_x_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.3398317357252882,0.360875368193911,0.11624555816190885,61.45554508861389,46.552216344590406,standardized_outer_train,5.0,0.34232884532404545,0.11248865127397671,0.03537586800148347
final,2026,N1,PLOCAL,acquisition_fov_y_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3732456084709286,0.4305793282070638,0.17704450174879593,58.88054956287902,44.58024820833396,standardized_outer_train,5.0,0.372504856860168,0.17544609544776885,0.06200619254377877
final,2026,N1,PLOCAL,acquisition_fov_y_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3355643899634755,0.36386312293019824,0.12872989935065104,61.020967368592714,46.50727987344897,standardized_outer_train,5.0,0.34299252677442715,0.12466700206948733,0.03164256209769538
final,2026,N1,PLOCAL,acquisition_fov_y_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.31555001010405914,0.33479691489875346,0.07521868854763003,63.61694290474353,48.49265359900557,standardized_outer_train,5.0,0.3178897016563419,0.06773318579343662,0.13943324702784415
final,2026,N1,PLOCAL,acquisition_fov_y_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.33536686547252137,0.31426213964011923,0.08398915869657875,62.30371975637968,46.628682424899154,standardized_outer_train,5.0,0.33630256947595244,0.08210833901785194,0.0422958694038331
final,2026,N1,PLOCAL,acquisition_fov_y_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.33993171850274617,0.3608753764190337,0.11624556208591394,61.45554489814874,46.55221602642192,standardized_outer_train,5.0,0.3424224136917223,0.11248865558213617,0.03537587016920515
final,2026,N1,PLOCAL,acquisition_fov_z_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.20795687347757152,0.16529822263522237,0.0023059746922264868,10.899695356329927,6.727312826460138,standardized_outer_train,5.0,0.20934236595116854,-0.0005584507829738822,0.0621729823747317
final,2026,N1,PLOCAL,acquisition_fov_z_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.21381643597324568,0.2040645561787694,0.037902333279213773,11.368376210354612,7.057759131743472,standardized_outer_train,5.0,0.2193740644123232,0.029686085061794674,0.03343200192243176
final,2026,N1,PLOCAL,acquisition_fov_z_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.18553620653570005,0.14975037398734303,-0.051287289833662486,12.352368080177243,7.7335379607464025,standardized_outer_train,5.0,0.20715417960215712,-0.03792921183199624,0.0788170634761842
final,2026,N1,PLOCAL,acquisition_fov_z_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.13888239461675064,0.11051046320337415,-0.03689250508598496,11.777128941241674,6.986683692390132,standardized_outer_train,5.0,0.14713606400363213,-0.03380942752665818,0.10416123956926084
final,2026,N1,PLOCAL,acquisition_fov_z_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.186547977650817,0.15740590400117727,-0.011992871737051797,11.599392147025863,7.126323402835036,standardized_outer_train,5.0,0.19575166849232023,-0.01065275126995838,0.039624645765138564
final,2026,N1,PLOCAL,max_resample_factor,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2812936278591326,0.2211307729808066,0.04251076549415589,0.2938740768401608,0.22518646143446422,standardized_outer_train,5.0,0.3059458463598458,0.04050664343337398,0.020879985752837144
final,2026,N1,PLOCAL,max_resample_factor,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2710150669088953,0.2302266481880954,0.03756123303346004,0.29322467089082066,0.22434997411648583,standardized_outer_train,5.0,0.2745454389291574,0.03654480982635948,0.01413235883982383
final,2026,N1,PLOCAL,max_resample_factor,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.25037833071207816,0.2195182221625341,0.041723613762356004,0.2923606637272454,0.22567315500509041,standardized_outer_train,5.0,0.2530731523764576,0.04112606921587046,0.03254348191830007
final,2026,N1,PLOCAL,max_resample_factor,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.23176177667597375,0.1752170567368297,0.0005357124417697534,0.2958831626666989,0.22780582835577803,standardized_outer_train,5.0,0.23916854392379813,-0.0012615782045720843,0.10761841166274354
final,2026,N1,PLOCAL,max_resample_factor,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.25861220053901995,0.21152317501706647,0.03058283118293542,0.2938356435312314,0.22575385472795462,standardized_outer_train,5.0,0.2681832453973147,0.029228986067758,0.02677863071497154
final,2026,N1,PLOCAL,native_spacing_x_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3474977672234955,0.30024354146197224,0.04734603064550558,0.14581810723298397,0.1015956650410426,standardized_outer_train,5.0,0.3408485186980631,0.048981258762989616,0.1290248003638867
final,2026,N1,PLOCAL,native_spacing_x_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3365911235982209,0.2915096774837362,0.08163329506232564,0.14164248129812385,0.09811188747990056,standardized_outer_train,5.0,0.3446863737773857,0.07009257366212086,0.052369112713949735
final,2026,N1,PLOCAL,native_spacing_x_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.29440689997072544,0.22834917883862882,0.0078027944903670265,0.14656219431715692,0.10324538036111534,standardized_outer_train,5.0,0.30614936911900503,-0.018815992097485856,0.15838412336450927
final,2026,N1,PLOCAL,native_spacing_x_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2812583918622884,0.19131557299520727,0.018080249088260447,0.1449409544199357,0.09883059225760518,standardized_outer_train,5.0,0.2935604630304202,0.009039644745735903,0.056424090415964114
final,2026,N1,PLOCAL,native_spacing_x_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.31493854566368257,0.25285449269488613,0.03871559232161467,0.1447409343170501,0.10044588128491591,standardized_outer_train,5.0,0.3213111811562185,0.027324371268340177,0.06379119050948132
final,2026,N1,PLOCAL,native_spacing_y_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3475420555609643,0.3002435331352469,0.04734603507663182,0.1458181065587472,0.10159566350907284,standardized_outer_train,5.0,0.340924021625122,0.04898126426198034,0.12902480037644473
final,2026,N1,PLOCAL,native_spacing_y_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.33677567181151224,0.2915096751270519,0.08163329490856142,0.1416424812733082,0.09811188709876643,standardized_outer_train,5.0,0.34473988235276376,0.0700925729159913,0.052369107806858536
final,2026,N1,PLOCAL,native_spacing_y_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.29439436570534866,0.22834899703070588,0.007802623400655628,0.14656220681220117,0.10324538057984059,standardized_outer_train,5.0,0.3061774662023093,-0.018816210826051522,0.15838457937307157
final,2026,N1,PLOCAL,native_spacing_y_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.28099665890904035,0.19131563391136436,0.018080288558513624,0.1449409512220042,0.09883059227777294,standardized_outer_train,5.0,0.29313901647048807,0.00903968482773528,0.05642400367286115
final,2026,N1,PLOCAL,native_spacing_y_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.3149271879967164,0.2528544598010922,0.03871556048609062,0.1447409364665652,0.10044588086636319,standardized_outer_train,5.0,0.3212450966626708,0.027324327794913873,0.06379126605504548
final,2026,N1,PLOCAL,native_spacing_z_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.30570242278088117,0.27554271501490957,0.03905635995104362,0.5336664734067429,0.44823347493811916,standardized_outer_train,5.0,0.3237601522772519,0.04202391726143988,0.16349972860628265
final,2026,N1,PLOCAL,native_spacing_z_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3102756956711149,0.3147094128408885,0.0860156042211363,0.5207372453929262,0.4406617529773535,standardized_outer_train,5.0,0.3072269880193258,0.08543810870359377,0.08328840961817495
final,2026,N1,PLOCAL,native_spacing_z_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2707927543331049,0.2882709096841363,0.07638218511313999,0.5217332478340527,0.45162829963206946,standardized_outer_train,5.0,0.27245568478190574,0.07571178690925964,0.04517713238155247
final,2026,N1,PLOCAL,native_spacing_z_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2796997797978643,0.2794276248815917,0.05393046360562892,0.5308645205849618,0.4533484024792113,standardized_outer_train,5.0,0.28778977468580413,0.053101317554930284,0.05709448959970799
final,2026,N1,PLOCAL,native_spacing_z_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.29161766314574133,0.28948766560538153,0.0638461532227372,0.5267503718046709,0.4484679825066884,standardized_outer_train,5.0,0.2978081499410718,0.06406878260730586,0.0430891319433842
final,2026,N1,PLOCAL,padding_fraction,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4164693041497248,0.3808379156396995,0.10093992262506202,0.08670554592389255,0.06556382726392108,standardized_outer_train,5.0,0.42227339535832903,0.08797167593987047,0.11576948627982267
final,2026,N1,PLOCAL,padding_fraction,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5259457465668866,0.4896986176265145,0.23301862425032627,0.09388897110169801,0.07038508938023114,standardized_outer_train,5.0,0.5288977639472918,0.22918753161755684,0.08403191340326766
final,2026,N1,PLOCAL,padding_fraction,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.49699870854516426,0.4924634032857565,0.24060496794953778,0.09414519286016532,0.07177032481854048,standardized_outer_train,5.0,0.5019790184283084,0.24060616325505232,0.05065977815357304
final,2026,N1,PLOCAL,padding_fraction,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5029167093144684,0.47123320551876446,0.21716995377368364,0.09620807734110437,0.0729542111874332,standardized_outer_train,5.0,0.49258442251376683,0.2099689887424471,0.08492080097724378
final,2026,N1,PLOCAL,padding_fraction,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.48558261714406104,0.45855828551768374,0.19793336714965243,0.09273694680671507,0.07016836316253147,standardized_outer_train,5.0,0.4864336500619239,0.1919335898887317,0.06336078907807313
final,2026,N1,PLOCAL,resize_anisotropy,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.17925509434171044,0.1821944244748226,-0.0437539944082026,0.34434911716626404,0.23398323480287905,standardized_outer_train,5.0,0.18587815415638345,-0.05217326145892824,0.10666148121589883
final,2026,N1,PLOCAL,resize_anisotropy,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.12358109610749257,0.15594503366457385,0.012475107249322992,0.3348257851688689,0.22470667447660667,standardized_outer_train,5.0,0.12792409333693916,0.0077158973427911195,0.056537815559977556
final,2026,N1,PLOCAL,resize_anisotropy,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.13958514531432023,0.16700936585950177,-0.020960689832909107,0.34132313912375495,0.22960905286766797,standardized_outer_train,5.0,0.15048499357183687,-0.03456856584265754,0.08992867552954521
final,2026,N1,PLOCAL,resize_anisotropy,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.17984878497010398,0.20946697327170957,0.017685580155698766,0.3326124641765782,0.22707805399871042,standardized_outer_train,5.0,0.15734661824174678,-0.0016332658899104013,0.11038235415344629
final,2026,N1,PLOCAL,resize_anisotropy,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.1555675301834068,0.17865394931765194,-0.008638499209022488,0.33827762640886655,0.22884425403646602,standardized_outer_train,5.0,0.15540846482672657,-0.02016479896217626,0.07648519341417677
final,2026,N1,PLOCAL,valid_source_fraction,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.4164693041497248,0.3808379239437531,0.10093994160990682,0.08670554500844131,0.06556382681353305,standardized_outer_train,5.0,0.42227339535832903,0.08797169675443342,0.11576947860741008
final,2026,N1,PLOCAL,valid_source_fraction,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5259457465668866,0.4896986201102662,0.23301862630546966,0.09388897097590924,0.07038508994158159,standardized_outer_train,5.0,0.5288977639472918,0.2291875344771998,0.0840319084608197
final,2026,N1,PLOCAL,valid_source_fraction,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.49699870854516426,0.49246340231420815,0.2406049659127556,0.09414519298641928,0.07177032493135287,standardized_outer_train,5.0,0.5019790184283084,0.24060616104341678,0.05065977829322253
final,2026,N1,PLOCAL,valid_source_fraction,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5029167093144684,0.4712333106269369,0.21717007891562057,0.09620806965127073,0.07295420319174757,standardized_outer_train,5.0,0.49258442251376683,0.20996910319630563,0.08492079852335593
final,2026,N1,PLOCAL,valid_source_fraction,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.48558261714406104,0.4585583142487911,0.19793340318593816,0.09273694465551013,0.07016836121955376,standardized_outer_train,5.0,0.4864336500619239,0.1919336238678389,0.06336083343765403
final,2026,N1,PVALID,acquisition_fov_x_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5810856657295608,0.6450147277542293,0.4107765669891099,49.82229002801008,36.78474639056059,standardized_outer_train,5.0,0.5801960398307265,0.4090510928361426,0.07561151508581644
final,2026,N1,PVALID,acquisition_fov_x_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5649031646770145,0.5826872283522561,0.3178973689669261,53.99176752823454,39.502393222665376,standardized_outer_train,5.0,0.5619399220861265,0.31646464814285424,0.055642840855673406
final,2026,N1,PVALID,acquisition_fov_x_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5343112178426122,0.5883390073146073,0.3326553525698809,54.04162060358784,40.2999569594228,standardized_outer_train,5.0,0.5269813168740498,0.3298286008298944,0.015771720338260808
final,2026,N1,PVALID,acquisition_fov_x_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.574047495235881,0.6169680323622144,0.3737316320577201,51.51621041303156,37.34021716898895,standardized_outer_train,5.0,0.5692386047546436,0.3720441207403679,0.06511230384048335
final,2026,N1,PVALID,acquisition_fov_x_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.5635868858712672,0.6082522489458267,0.3587652301459092,52.342972143216,38.48182843540943,standardized_outer_train,5.0,0.5595889708863866,0.3568471156373148,0.03810522446452889
final,2026,N1,PVALID,acquisition_fov_y_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5810972207397992,0.6450148692691685,0.41077677427577297,49.82228112525313,36.78475436101157,standardized_outer_train,5.0,0.5802538500727061,0.4090513097566074,0.07561123902440095
final,2026,N1,PVALID,acquisition_fov_y_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.564830895557375,0.582687263497197,0.3178973984788128,53.991766372723895,39.50238961954576,standardized_outer_train,5.0,0.5620705186965982,0.316464668866172,0.0556430329378238
final,2026,N1,PVALID,acquisition_fov_y_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5343309912466782,0.5883389300349683,0.3326553299024195,54.041621467809456,40.29995026336378,standardized_outer_train,5.0,0.5269083740472789,0.3298285796374641,0.01577173038873765
final,2026,N1,PVALID,acquisition_fov_y_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.5740051791962913,0.6169681089745712,0.3737317662759577,51.51620482558203,37.34021199168503,standardized_outer_train,5.0,0.5691135831618513,0.3720442579101433,0.06511228805966589
final,2026,N1,PVALID,acquisition_fov_y_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.5635660716850359,0.6082522929439762,0.3587653172332408,52.342968447842125,38.48182655890154,standardized_outer_train,5.0,0.5595865814946086,0.3568472040425967,0.038105151544228326
final,2026,N1,PVALID,acquisition_fov_z_mm,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.26486842193615917,0.30923173724224357,0.05775973287439018,10.59245198426269,6.90757768908361,standardized_outer_train,5.0,0.269540046355253,0.041709343019753674,0.17688974032071
final,2026,N1,PVALID,acquisition_fov_z_mm,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2148662982594429,0.22633522779635742,-0.01381011048134817,11.669900829800657,7.385486535231734,standardized_outer_train,5.0,0.21840320764310034,-0.014375425911354777,0.04570227804935447
final,2026,N1,PVALID,acquisition_fov_z_mm,T2,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.2544322976617037,0.21589242997052666,-0.009293156525140844,12.10314348122669,7.539396469965888,standardized_outer_train,5.0,0.2520514935856164,-0.005514111729392859,0.09973470601829225
final,2026,N1,PVALID,acquisition_fov_z_mm,T3,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.25196100549949735,0.37486732743575035,0.08948792084378343,11.036094690728808,7.185214417502564,standardized_outer_train,5.0,0.2490626417896514,0.06618533948649914,0.16655257196822634
final,2026,N1,PVALID,acquisition_fov_z_mm,macro,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,3232.0,0.24653200583920076,0.2815816806112195,0.03103609667792115,11.350397746504711,7.254418777945949,standardized_outer_train,5.0,0.24726434734340536,0.0220012862163763,0.08514917619823985
final,2026,N1,PVALID,max_resample_factor,T0,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.3951806182310454,0.3532246458410023,0.11046480520485291,0.2832538985146942,0.20761311222978648,standardized_outer_train,5.0,0.3927408453891056,0.11121896784419409,0.06691613812804142
final,2026,N1,PVALID,max_resample_factor,T1,AVAILABLE,,192.0,pooled_outer_test_folds,808.0,0.41045567113375525,0.36288021050893604,0.1232409763511556,0.27986853579383086,0.21052794692223573,standardized_outer_train,5.0,0.4106013537207261,0.12189343765918229,0.07871627438524506
