seed,arm,fold,selected_epoch,observed_max_epoch,configured_max_epoch,hit_configured_max_epoch,selected_in_last_two_observed_epochs,selected_validation_state_loss,final_validation_state_loss,final_minus_selected_state_loss,last_three_normalized_validation_state_slope,early_stopping_reason,selection_mode,optimization_safety_pass,history_sha256,selection_sha256
3026,L3,1,3,7,12,False,False,0.1008005592325502,0.3582709791246524,0.2574704198921022,0.25575043156949173,patience_exhausted_after_selected_epoch,primary,True,b412af4178717bf889f2a7634e1cbba6e6ec72660c5422b02edceeb75d559e6a,3f60cf8628692cbdac757cfe7746623dcc1ad92636ce4e8a7255c58fdf19fa58
3026,L3,2,3,7,12,False,False,0.1213685330157437,0.4024573970924724,0.28108886407672873,0.25821322677722963,patience_exhausted_after_selected_epoch,primary,True,23fb6d11d210d03d4c1c8ca01f94972cd991e1e22e0df3f3b88a3a716d5d6f0c,5e44f8d0c3bb5807448374c54921448923727866fc4d2112399a748cb3bc5c7e
3026,L3,3,2,6,12,False,False,0.0641409012773805,0.1549712089467639,0.0908303076693834,0.36212605769652745,patience_exhausted_after_selected_epoch,fallback_base_gate_failed,False,baedb4d3ef53df49afc6e99f92541e90d3f078ae3aee29892a438d21bba5c253,007d257cdacfe54010a0ff4ae8feab2280a13b016ef7efe225978c99cc240f4c
3026,L3,4,3,7,12,False,False,0.0944394399065616,0.342647283160982,0.24820784325442036,0.3163775438986118,patience_exhausted_after_selected_epoch,primary,True,8d28e3bbec21aa6c4201c343c999aefe58410a2aa9f6f33d029a3c59e8242286,906b781bff79ed08af59061a596776a487e4fffdf0c147254251c55a557f79e9
3026,N1,0,3,7,12,False,False,0.0626946488810964,0.1804765930845717,0.1177819442034753,0.24953731884999367,patience_exhausted_after_selected_epoch,primary,True,a722848c7fef874c7f508aaf6138e2ee405d73403ab3ff4206bd74932d843f0f,a7f29c8d70479696edcefd4a9b4c5e0340898b70ae1aacc2c7bf511e792e3959
3026,N1,1,3,7,12,False,False,0.0720608289823059,0.2185850009814766,0.1465241719991707,0.18533572430762357,patience_exhausted_after_selected_epoch,primary,True,5e5d31cdae2de34b2d512403e84991e15644e019546755b0fb8a8759a34ed514,1c4a7442a382b959d76b361acbfef5ffc427227d5f9af0b75b5a0acaeaf5d7ff
3026,N1,2,2,6,12,False,False,0.1161743675874284,0.2243442592049433,0.1081698916175149,0.10583582803250505,patience_exhausted_after_selected_epoch,primary,True,f726eea3072d3cebc6d80b4f3cebb03b1f0dbb06e3f4f5d7a500d0eccd7ad148,c12c7dbc65f3c1defacb4e1f40d22f1aa1a0d60e8f3709a751fd604bc742741b
3026,N1,3,2,6,12,False,False,0.061441498662322,0.1794423598888491,0.1180008612265271,0.3662637746273584,patience_exhausted_after_selected_epoch,primary,True,ac0c54972c4ca990a9abf9154a689898b5c74cd344442afa7879356e84f319d0,03aa1e3bdd0d0a9c5d7bcd1cb9074b68d440268a71cc7861d7d9330262110152
3026,N1,4,3,7,12,False,False,0.0847055672798767,0.2437045726894347,0.15899900540955803,0.15841090662107593,patience_exhausted_after_selected_epoch,primary,True,8053c1b56b81d20235c35c98943febf0ecc275d5d4238032ce7648031a7fa2ad,8eb2783c72fe637c4d6198e1066f26102c201bffa51979cfa563fd2e174a3457
3026,N3,0,2,6,12,False,False,0.0653995918340919,0.1291880623614492,0.0637884705273573,0.29834012034402535,patience_exhausted_after_selected_epoch,primary,True,9c3808ed5392fd2ca56422710dfd6da88146f63c6ada9cabf301c580e9c5360e,636cdb17906446495c691046db0ab00ce9482eb02f0ad5a0ad3625fb31aba7ca
3026,N3,1,3,7,12,False,False,0.0716284288108841,0.2128443025237272,0.1412158737128431,0.18768894178296883,patience_exhausted_after_selected_epoch,primary,True,b610d02b485d90a866c8de7932ad96fd622e5032186e831a2723378e068c7db3,c5b8be70d54f8788973a8401accaa0f142f28bc82153964fac4a994a862df7ea
3026,N3,2,2,6,12,False,False,0.1137996190343021,0.2244441105314522,0.1106444914971501,0.11685140396222517,patience_exhausted_after_selected_epoch,primary,True,22756f43c12b008af99109afdbbdd453cd659a3d062dab13f21811c680aa4d8d,fbd195683c19357f19b09a973cc09cbf6bceb4163e90d5930dad0eca7a51f8f7
3026,N3,3,3,7,12,False,False,0.0618156457920212,0.2054992771345721,0.1436836313425509,0.2194718379072362,patience_exhausted_after_selected_epoch,primary,True,d776f5c2ed670d673aa46518c04c89d8fec939bdf5f4a8a093b3f09117efe3ce,2be8b6e566cd67b120f668b09d6d53505ad9c738556fd0e01c424466f9c55972
3026,N3,4,3,7,12,False,False,0.08448296643732,0.2431573287145165,0.1586743622771965,0.16488288144166904,patience_exhausted_after_selected_epoch,primary,True,29fb7d1c0fafd4ad298b913a03da62a108d93bad75e04c5bc4dca92487e2419c,d4a3b5f2ebbc752b9b2cd98802147675f1838ca5995dec8dbf261a43153d1abc
