stage,analysis_role,seed_base,arm,pooling,endpoint,analysis_scope,availability,status_reason,feature_dim,aggregation,n_test,spearman,pearson,natural_r2,rmse,mae,b0_rmse,rmse_gain_over_b0,prediction_target_variance_ratio,calibration_slope,calibration_intercept,calibration_mean_bias,transformed_scale,transformed_fold_count,transformed_spearman_fold_mean,transformed_spearman_fold_sd,transformed_r2_fold_mean,transformed_r2_fold_sd,transformed_rmse_fold_mean,transformed_mae_fold_mean
final,primary,3026,N1,P0,T0,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.40355899419729213,0.32173892478010524,0.05223479381262719,41.537628340628885,19.81517309009058,42.77656700591202,0.02896302232743236,0.0797844079447566,0.09087880745344658,16.47702981055955,-9.51562411665789,transformed_outer_train,5.0,0.40102902846851657,0.11418257514898496,0.13788345004745817,0.10980844974774599,0.3720170096617178,0.29893604061794654
final,primary,3026,N1,P0,T1,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.28216975765161,0.21294187135458173,-0.008881463347908847,37.84619066364583,13.91810251922963,37.95576601319648,0.0028869223588467593,0.028929000433044205,0.036218276536286356,8.302613694051203,-8.62426757257494,transformed_outer_train,5.0,0.2814677040533787,0.11675179151363037,0.03941317285249786,0.08774240706401558,0.4773926747397333,0.37982322963312354
final,primary,3026,N1,P0,T2,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.06763204005006258,0.022784607798744312,-0.04827702757984209,31.844869981833078,8.222804790170153,31.345565059981617,-0.01592904517420603,0.0006759318976259672,0.0005923699619026425,2.1018410716942837,-6.8698668503252875,transformed_outer_train,5.0,0.10429964330943686,0.1984379165659195,-0.051584591127732615,0.10271332923411472,0.6482380338152627,0.5024274877685346
final,primary,3026,N1,P0,T3,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.1278563049184383,0.1097641890696548,-0.034678010967511774,12.621935888315711,3.2834423010639173,12.477635535818399,-0.011564719299829107,0.002515649441811123,0.005505360138388042,0.966718126316998,-2.578278846887102,transformed_outer_train,5.0,0.13419180868332528,0.09741505589571824,-0.04186317567337898,0.10113356246995565,0.6211163585522318,0.49926522585741767
final,primary,3026,N1,P0,macro,primary_measurement_valid,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,1500.0,0.22030427420435078,0.16680739825077154,-0.00990042702065888,30.962656218605872,11.309880675138569,31.138883403727128,0.001089045053060996,0.027976247429309473,0.033298703522505906,6.962050675655509,-6.897009346611305,transformed_outer_train,5.0,0.2302470461286643,0.10473275788111208,0.020962214024711122,0.07844623697340355,0.5296910191922364,0.42011299596925555
final,primary,3026,N1,PLOCAL,T0,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.7183891227670953,0.45395527568382393,0.07133436799944326,41.11696046670558,16.15689380869622,42.77656700591202,0.038797095123998,0.6201324931173179,0.35748293219433647,11.8296076174295,-6.540576603029003,transformed_outer_train,5.0,0.7152290747188278,0.04713191870501235,0.49685593641939735,0.10513266363291657,0.28361316447294793,0.21773171925004703
final,primary,3026,N1,PLOCAL,T1,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.44680828308112414,0.3377050069477326,0.04917693088949049,36.74108325897784,12.961264399455079,37.95576601319648,0.032002588323374145,0.04127686792282963,0.0686105447565352,8.209560165366224,-8.148416270661622,transformed_outer_train,5.0,0.4508159131088364,0.11636398021521312,0.13251227209024816,0.1819173764230849,0.45116755742242753,0.3424805318685381
final,primary,3026,N1,PLOCAL,T2,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.34929684833314373,0.13471937754189092,-0.02422302990877112,31.477389946046525,7.972828008600266,31.345565059981617,-0.004205535482057946,0.013835840719883079,0.015846481370232663,2.4544861264786477,-6.380285246276968,transformed_outer_train,5.0,0.3504398728665431,0.15314589792246017,0.10803625345727456,0.12725041663654466,0.5973404732824797,0.4726113888469481
final,primary,3026,N1,PLOCAL,T3,primary_measurement_valid,AVAILABLE,,192.0,pooled_outer_test_folds,375.0,0.13921925925698392,0.08476683537922271,-0.03936615457242265,12.65049867298975,3.222904786429441,12.477635535818399,-0.013853837666209184,0.002291205686307971,0.0040574951471102905,0.9123436409658608,-2.6378144229127978,transformed_outer_train,5.0,0.16759044454646493,0.08405675894276889,-0.01383344234627848,0.08244563094074984,0.6121447668055456,0.4890206697526473
final,primary,3026,N1,PLOCAL,macro,primary_measurement_valid,AVAILABLE,,192.0,mean_of_pooled_endpoint_metrics,1500.0,0.4134283783595868,0.2527866238881675,0.014230528601934994,30.496483086179925,10.078472750795251,31.138883403727128,0.013185077574776253,0.16938410186158462,0.11149936336705366,5.851499387560058,-5.926773135720098,transformed_outer_train,5.0,0.42101882631016807,0.06669127980725695,0.18089275490516038,0.05976822287376233,0.48606649049585027,0.3804610774295451
final,primary,3026,N1,PLOCAL+GLOBAL,T0,primary_measurement_valid,AVAILABLE,,384.0,pooled_outer_test_folds,375.0,0.7346544544316761,0.5420748721557295,0.1722424965613396,38.818869070368756,15.403640813968918,42.77656700591202,0.0925202327479034,0.7430932095049292,0.46728401241683126,9.313789272767853,-5.91707589709906,transformed_outer_train,5.0,0.7368281294715013,0.028274218955403135,0.5419008761082572,0.05852701010134605,0.2713775329467043,0.21402311479433989
final,primary,3026,N1,PLOCAL+GLOBAL,T1,primary_measurement_valid,AVAILABLE,,384.0,pooled_outer_test_folds,375.0,0.4970117191944477,0.43180013628630726,0.11382215959741238,35.470110760213835,12.210278396352214,37.95576601319648,0.06548821204447387,0.06424257411769473,0.1094445757732479,8.027699129399762,-7.6131099461872145,transformed_outer_train,5.0,0.482848764585721,0.09152485660472472,0.19823904457332403,0.11010426374095415,0.43474578310032597,0.3272257033413892
