population,seed,arm,timing,model,clinical_contract,fold,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,2026,LOCAL3,T3,C+M,C2_full_with_treatment,4,84,23,61,0.5502494654312189,0.3200100508590711,0.5395580898075552,0.2488775668312952
ftv_complete_375,2026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.4775510204081632,0.2867462965261605,0.44234693877551023,0.2628255456785373
ftv_complete_375,2026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5861702127659574,0.4462101558159364,0.575,0.2040794328974493
ftv_complete_375,2026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.5035310734463276,0.31018156806739205,0.495409604519774,0.22196512916003697
ftv_complete_375,2026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.6255545696539485,0.47603553902026385,0.5434782608695652,0.21044819515039548
ftv_complete_375,2026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6329294369208839,0.4092644307870425,0.5759087669280114,0.19511957755827392
ftv_complete_375,2026,LOCAL3,T3,F,C2_full_with_treatment,0,69,20,49,0.6857142857142857,0.4558727704892661,0.5545918367346938,0.18920963709257937
ftv_complete_375,2026,LOCAL3,T3,F,C2_full_with_treatment,1,67,20,47,0.7138297872340426,0.5252261929678913,0.5037234042553191,0.1922747221781808
ftv_complete_375,2026,LOCAL3,T3,F,C2_full_with_treatment,2,83,24,59,0.7288135593220338,0.527233662068014,0.5540254237288136,0.178017579133969
ftv_complete_375,2026,LOCAL3,T3,F,C2_full_with_treatment,3,72,23,49,0.6645962732919255,0.4341694758003184,0.5013309671694764,0.20388727992108585
ftv_complete_375,2026,LOCAL3,T3,F,C2_full_with_treatment,4,84,23,61,0.7398431931575196,0.5036306851485595,0.5541696364932288,0.1795890489110474
ftv_complete_375,2026,LOCAL3,T3,M,C2_full_with_treatment,0,69,20,49,0.55,0.3203108575435907,0.5627551020408164,0.3104432777542132
ftv_complete_375,2026,LOCAL3,T3,M,C2_full_with_treatment,1,67,20,47,0.5840425531914893,0.44112447600247584,0.4904255319148936,0.22466125327878297
ftv_complete_375,2026,LOCAL3,T3,M,C2_full_with_treatment,2,83,24,59,0.6370056497175142,0.429393744623043,0.605225988700565,0.326433164427883
ftv_complete_375,2026,LOCAL3,T3,M,C2_full_with_treatment,3,72,23,49,0.5705412599822537,0.4103534773465604,0.5860692102928128,0.23802364211986277
ftv_complete_375,2026,LOCAL3,T3,M,C2_full_with_treatment,4,84,23,61,0.5281539558089807,0.30741291412365906,0.5395580898075552,0.24957904852047283
ftv_complete_375,2026,LOCAL3,T3,M_residual,C2_full_with_treatment,0,69,20,49,0.4448979591836735,0.28973031599117516,0.4413265306122449,0.3811353511543149
ftv_complete_375,2026,LOCAL3,T3,M_residual,C2_full_with_treatment,1,67,20,47,0.5457446808510638,0.41546223049768033,0.5473404255319149,0.3471608911101534
ftv_complete_375,2026,LOCAL3,T3,M_residual,C2_full_with_treatment,2,83,24,59,0.4505649717514124,0.2832398708203109,0.4495056497175141,0.26163440748668276
ftv_complete_375,2026,LOCAL3,T3,M_residual,C2_full_with_treatment,3,72,23,49,0.5102040816326531,0.35638710583593003,0.5527950310559007,0.24694967455195072
ftv_complete_375,2026,LOCAL3,T3,M_residual,C2_full_with_treatment,4,84,23,61,0.48966500356379183,0.27910788278586374,0.5203136136849608,0.2528421693416117
ftv_complete_375,3026,LOCAL0,T0,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL0,T0,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL0,T0,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL0,T0,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL0,T0,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL0,T0,C+F,C2_full_with_treatment,0,69,20,49,0.6948979591836735,0.46344777562342976,0.6081632653061224,0.24897795779306528
ftv_complete_375,3026,LOCAL0,T0,C+F,C2_full_with_treatment,1,67,20,47,0.7074468085106383,0.5770249432412937,0.6468085106382979,0.24865091949536233
ftv_complete_375,3026,LOCAL0,T0,C+F,C2_full_with_treatment,2,83,24,59,0.6504237288135594,0.5199163227410378,0.615819209039548,0.2072438043748119
ftv_complete_375,3026,LOCAL0,T0,C+F,C2_full_with_treatment,3,72,23,49,0.7533274179236912,0.6656232302791004,0.712511091393079,0.23982286517994755
ftv_complete_375,3026,LOCAL0,T0,C+F,C2_full_with_treatment,4,84,23,61,0.7883107626514612,0.6128819975816542,0.7006414825374199,0.23869725442136977
ftv_complete_375,3026,LOCAL0,T0,C+F+M,C2_full_with_treatment,0,69,20,49,0.6071428571428571,0.3608231842730646,0.5127551020408163,0.23703763672054715
ftv_complete_375,3026,LOCAL0,T0,C+F+M,C2_full_with_treatment,1,67,20,47,0.6170212765957448,0.415159511328878,0.575531914893617,0.237689237607868
ftv_complete_375,3026,LOCAL0,T0,C+F+M,C2_full_with_treatment,2,83,24,59,0.6137005649717514,0.43791482261575604,0.5402542372881356,0.234502408498811
ftv_complete_375,3026,LOCAL0,T0,C+F+M,C2_full_with_treatment,3,72,23,49,0.730257320319432,0.6591288225386421,0.6894409937888198,0.18755321761596394
ftv_complete_375,3026,LOCAL0,T0,C+F+M,C2_full_with_treatment,4,84,23,61,0.6443335709194583,0.38010993474130633,0.6186742694226657,0.2650914600782161
ftv_complete_375,3026,LOCAL0,T0,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.6091836734693877,0.36152170088616975,0.5127551020408163,0.2383810257638321
ftv_complete_375,3026,LOCAL0,T0,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.648936170212766,0.4625988548667252,0.5824468085106382,0.2040042655040849
ftv_complete_375,3026,LOCAL0,T0,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.6137005649717514,0.4387696031574491,0.5317796610169492,0.23475846014941806
ftv_complete_375,3026,LOCAL0,T0,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7293700088731144,0.6568068014882485,0.6894409937888198,0.1876851077841457
ftv_complete_375,3026,LOCAL0,T0,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.6436208125445474,0.3794641282005992,0.6104775481111903,0.26674444181528856
ftv_complete_375,3026,LOCAL0,T0,C+M,C2_full_with_treatment,0,69,20,49,0.6040816326530613,0.36000068522347867,0.5275510204081633,0.23892486140809652
ftv_complete_375,3026,LOCAL0,T0,C+M,C2_full_with_treatment,1,67,20,47,0.6191489361702128,0.41759517780386873,0.5611702127659575,0.2375431993709277
ftv_complete_375,3026,LOCAL0,T0,C+M,C2_full_with_treatment,2,83,24,59,0.612994350282486,0.4380884605255076,0.5402542372881356,0.23177556324375134
ftv_complete_375,3026,LOCAL0,T0,C+M,C2_full_with_treatment,3,72,23,49,0.7284826974267968,0.66679986837445,0.6894409937888198,0.187164806447757
ftv_complete_375,3026,LOCAL0,T0,C+M,C2_full_with_treatment,4,84,23,61,0.6450463292943692,0.38213655318137585,0.6186742694226657,0.2638902026803637
ftv_complete_375,3026,LOCAL0,T0,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.4632653061224489,0.3119088268340054,0.5,0.21112252141753646
ftv_complete_375,3026,LOCAL0,T0,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.4446808510638298,0.27602516457813386,0.5,0.2139940283097438
ftv_complete_375,3026,LOCAL0,T0,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.4555084745762712,0.31011361593071435,0.5,0.21213283180961792
ftv_complete_375,3026,LOCAL0,T0,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.5962732919254659,0.42690487157289936,0.4897959183673469,0.2150504251056786
ftv_complete_375,3026,LOCAL0,T0,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6443335709194584,0.3869733094560943,0.5,0.19268159362621504
ftv_complete_375,3026,LOCAL0,T0,F,C2_full_with_treatment,0,69,20,49,0.636734693877551,0.39481787951302605,0.5,0.24942237858431207
ftv_complete_375,3026,LOCAL0,T0,F,C2_full_with_treatment,1,67,20,47,0.41702127659574467,0.28339486862297136,0.5,0.24953555228678687
ftv_complete_375,3026,LOCAL0,T0,F,C2_full_with_treatment,2,83,24,59,0.5628531073446328,0.4705568601967343,0.5,0.24945943110790877
ftv_complete_375,3026,LOCAL0,T0,F,C2_full_with_treatment,3,72,23,49,0.4720496894409938,0.322390649001701,0.5,0.2495207239218631
ftv_complete_375,3026,LOCAL0,T0,F,C2_full_with_treatment,4,84,23,61,0.48325017818959376,0.3100256329911585,0.5,0.24948808101504208
ftv_complete_375,3026,LOCAL0,T0,M,C2_full_with_treatment,0,69,20,49,0.4367346938775511,0.30200784410901005,0.4775510204081632,0.2782458379123903
ftv_complete_375,3026,LOCAL0,T0,M,C2_full_with_treatment,1,67,20,47,0.5308510638297872,0.3066556500249499,0.4654255319148936,0.2493033818016009
ftv_complete_375,3026,LOCAL0,T0,M,C2_full_with_treatment,2,83,24,59,0.3990112994350283,0.26133592080373996,0.4378531073446328,0.2520503061195531
ftv_complete_375,3026,LOCAL0,T0,M,C2_full_with_treatment,3,72,23,49,0.5146406388642413,0.3503919340585874,0.523070097604259,0.2253811838666867
ftv_complete_375,3026,LOCAL0,T0,M,C2_full_with_treatment,4,84,23,61,0.4989308624376337,0.33618498152747966,0.46364932287954386,0.3744336504783037
ftv_complete_375,3026,LOCAL0,T0,M_residual,C2_full_with_treatment,0,69,20,49,0.4346938775510204,0.2919275247279437,0.46734693877551026,0.2766715029831762
ftv_complete_375,3026,LOCAL0,T0,M_residual,C2_full_with_treatment,1,67,20,47,0.5893617021276596,0.35156955750558766,0.5547872340425531,0.24867753360305797
ftv_complete_375,3026,LOCAL0,T0,M_residual,C2_full_with_treatment,2,83,24,59,0.4088983050847458,0.27006313519263614,0.4463276836158192,0.2515241553948753
ftv_complete_375,3026,LOCAL0,T0,M_residual,C2_full_with_treatment,3,72,23,49,0.5146406388642413,0.3543787096312533,0.523070097604259,0.2249372534306426
ftv_complete_375,3026,LOCAL0,T0,M_residual,C2_full_with_treatment,4,84,23,61,0.4982181040627227,0.3381692253588947,0.48004276550249464,0.37180086652378436
ftv_complete_375,3026,LOCAL0,T1,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL0,T1,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL0,T1,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL0,T1,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL0,T1,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL0,T1,C+F,C2_full_with_treatment,0,69,20,49,0.683673469387755,0.4703031526007533,0.6035714285714285,0.20884560713874004
ftv_complete_375,3026,LOCAL0,T1,C+F,C2_full_with_treatment,1,67,20,47,0.725531914893617,0.6162926592255753,0.6824468085106383,0.17372548388219244
ftv_complete_375,3026,LOCAL0,T1,C+F,C2_full_with_treatment,2,83,24,59,0.7182203389830508,0.553835460887314,0.6242937853107344,0.1866086319102893
ftv_complete_375,3026,LOCAL0,T1,C+F,C2_full_with_treatment,3,72,23,49,0.7577639751552795,0.7100897007658635,0.712511091393079,0.1767159875122445
ftv_complete_375,3026,LOCAL0,T1,C+F,C2_full_with_treatment,4,84,23,61,0.8310762651461154,0.6445249828270179,0.714183891660727,0.23774956527979355
ftv_complete_375,3026,LOCAL0,T1,C+F+M,C2_full_with_treatment,0,69,20,49,0.6591836734693878,0.42167377410591506,0.6535714285714286,0.22206263141067784
ftv_complete_375,3026,LOCAL0,T1,C+F+M,C2_full_with_treatment,1,67,20,47,0.6648936170212766,0.49499235596126256,0.6148936170212767,0.20662422906846536
ftv_complete_375,3026,LOCAL0,T1,C+F+M,C2_full_with_treatment,2,83,24,59,0.5141242937853108,0.368985618921076,0.53954802259887,0.29723626053495084
ftv_complete_375,3026,LOCAL0,T1,C+F+M,C2_full_with_treatment,3,72,23,49,0.769299023957409,0.7040986092647735,0.7009760425909495,0.17198713134530996
ftv_complete_375,3026,LOCAL0,T1,C+F+M,C2_full_with_treatment,4,84,23,61,0.7049180327868851,0.57278791067235,0.6379187455452602,0.2734025344785097
ftv_complete_375,3026,LOCAL0,T1,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.686734693877551,0.4475189148247536,0.6683673469387755,0.21641136010570464
ftv_complete_375,3026,LOCAL0,T1,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6617021276595745,0.5246076456646788,0.6611702127659574,0.20222048109533325
ftv_complete_375,3026,LOCAL0,T1,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5310734463276836,0.38879111731361754,0.5356638418079096,0.24932258097591237
ftv_complete_375,3026,LOCAL0,T1,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7630878438331855,0.6994152822103077,0.7009760425909495,0.17502152670096432
ftv_complete_375,3026,LOCAL0,T1,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.7091945830363507,0.571888330764934,0.6379187455452602,0.27283198138933634
ftv_complete_375,3026,LOCAL0,T1,C+M,C2_full_with_treatment,0,69,20,49,0.6051020408163265,0.3724004429204786,0.5581632653061225,0.23933245549357596
ftv_complete_375,3026,LOCAL0,T1,C+M,C2_full_with_treatment,1,67,20,47,0.6468085106382978,0.4612827391183763,0.575531914893617,0.2172615484284283
ftv_complete_375,3026,LOCAL0,T1,C+M,C2_full_with_treatment,2,83,24,59,0.4936440677966102,0.3573243322993863,0.5187146892655368,0.2649572311680215
ftv_complete_375,3026,LOCAL0,T1,C+M,C2_full_with_treatment,3,72,23,49,0.7657497781721384,0.676907789568755,0.7213842058562555,0.1740050452304655
ftv_complete_375,3026,LOCAL0,T1,C+M,C2_full_with_treatment,4,84,23,61,0.6535994297933001,0.4580195879468022,0.6379187455452602,0.2909155923190892
ftv_complete_375,3026,LOCAL0,T1,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.42448979591836733,0.3149740317083775,0.514795918367347,0.217745758826298
ftv_complete_375,3026,LOCAL0,T1,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5127659574468084,0.2923073511678851,0.5,0.21211904475107363
ftv_complete_375,3026,LOCAL0,T1,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.307909604519774,0.21756955651541993,0.4830508474576271,0.2390016465742149
ftv_complete_375,3026,LOCAL0,T1,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.7089618456078083,0.5671270216433275,0.5346051464063887,0.19481875151046205
ftv_complete_375,3026,LOCAL0,T1,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6571632216678547,0.4026948044893235,0.5,0.19054983432310524
ftv_complete_375,3026,LOCAL0,T1,F,C2_full_with_treatment,0,69,20,49,0.6316326530612246,0.3881432863141405,0.5045918367346939,0.2019354130869279
ftv_complete_375,3026,LOCAL0,T1,F,C2_full_with_treatment,1,67,20,47,0.725531914893617,0.5412142678790525,0.5,0.19282071488822766
ftv_complete_375,3026,LOCAL0,T1,F,C2_full_with_treatment,2,83,24,59,0.7281073446327684,0.5646531213483411,0.5,0.1835829890036165
ftv_complete_375,3026,LOCAL0,T1,F,C2_full_with_treatment,3,72,23,49,0.5226264418811002,0.34116706887553394,0.5,0.22716814036518343
ftv_complete_375,3026,LOCAL0,T1,F,C2_full_with_treatment,4,84,23,61,0.7683535281539557,0.5175179874100223,0.548823948681397,0.1811362930608626
ftv_complete_375,3026,LOCAL0,T1,M,C2_full_with_treatment,0,69,20,49,0.4887755102040816,0.3292526850491089,0.46734693877551026,0.29822187718114324
ftv_complete_375,3026,LOCAL0,T1,M,C2_full_with_treatment,1,67,20,47,0.5053191489361702,0.30523672384135303,0.5404255319148936,0.24957522191837955
ftv_complete_375,3026,LOCAL0,T1,M,C2_full_with_treatment,2,83,24,59,0.5268361581920904,0.30311802870612714,0.5127118644067796,0.4320356240498621
ftv_complete_375,3026,LOCAL0,T1,M,C2_full_with_treatment,3,72,23,49,0.6441881100266194,0.519359823349935,0.5474711623779946,0.2070878979148407
ftv_complete_375,3026,LOCAL0,T1,M,C2_full_with_treatment,4,84,23,61,0.5395580898075552,0.303934604986754,0.5156806842480399,0.31739811915671445
ftv_complete_375,3026,LOCAL0,T1,M_residual,C2_full_with_treatment,0,69,20,49,0.5520408163265307,0.38468092523093766,0.48214285714285715,0.2933614899439929
ftv_complete_375,3026,LOCAL0,T1,M_residual,C2_full_with_treatment,1,67,20,47,0.5510638297872341,0.4464263461913995,0.5154255319148936,0.24109667310663072
ftv_complete_375,3026,LOCAL0,T1,M_residual,C2_full_with_treatment,2,83,24,59,0.5522598870056498,0.3522041129759875,0.5466101694915254,0.38306279793866205
ftv_complete_375,3026,LOCAL0,T1,M_residual,C2_full_with_treatment,3,72,23,49,0.6645962732919255,0.4480008831493535,0.5807453416149069,0.21431719257653364
ftv_complete_375,3026,LOCAL0,T1,M_residual,C2_full_with_treatment,4,84,23,61,0.5545260156806843,0.3199804062322247,0.5181753385602281,0.3484902435559624
ftv_complete_375,3026,LOCAL0,T2,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL0,T2,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL0,T2,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL0,T2,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL0,T2,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL0,T2,C+F,C2_full_with_treatment,0,69,20,49,0.710204081632653,0.48350872715518833,0.6035714285714285,0.20042737093038093
ftv_complete_375,3026,LOCAL0,T2,C+F,C2_full_with_treatment,1,67,20,47,0.6914893617021277,0.5529123830792955,0.675531914893617,0.19802757942450439
ftv_complete_375,3026,LOCAL0,T2,C+F,C2_full_with_treatment,2,83,24,59,0.7662429378531074,0.5979900745728974,0.6451271186440678,0.16834882918865374
ftv_complete_375,3026,LOCAL0,T2,C+F,C2_full_with_treatment,3,72,23,49,0.7613132209405501,0.6893345702445904,0.6601597160603372,0.239157078845712
ftv_complete_375,3026,LOCAL0,T2,C+F,C2_full_with_treatment,4,84,23,61,0.8132573057733429,0.6625217944686325,0.7387740555951532,0.1486453725634292
ftv_complete_375,3026,LOCAL0,T2,C+F+M,C2_full_with_treatment,0,69,20,49,0.6653061224489796,0.4402490777174698,0.6229591836734694,0.22530819561097248
ftv_complete_375,3026,LOCAL0,T2,C+F+M,C2_full_with_treatment,1,67,20,47,0.7212765957446808,0.5755493628805536,0.6861702127659575,0.19600342325717998
ftv_complete_375,3026,LOCAL0,T2,C+F+M,C2_full_with_treatment,2,83,24,59,0.5663841807909604,0.35890799024385694,0.4685734463276836,0.2721867225482947
ftv_complete_375,3026,LOCAL0,T2,C+F+M,C2_full_with_treatment,3,72,23,49,0.7888198757763976,0.7334909670199248,0.712511091393079,0.16881350489652522
ftv_complete_375,3026,LOCAL0,T2,C+F+M,C2_full_with_treatment,4,84,23,61,0.6970776906628653,0.4921889684930334,0.6079828937990022,0.29535773593744646
ftv_complete_375,3026,LOCAL0,T2,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.7071428571428572,0.45966498054035215,0.6331632653061224,0.21579440728371124
ftv_complete_375,3026,LOCAL0,T2,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6957446808510638,0.5454303223773904,0.6968085106382979,0.19174096353237938
ftv_complete_375,3026,LOCAL0,T2,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5642655367231638,0.36349189475275384,0.4770480225988701,0.2653659311451431
ftv_complete_375,3026,LOCAL0,T2,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7737355811889973,0.727684676080168,0.7138420585625554,0.17832809192625138
ftv_complete_375,3026,LOCAL0,T2,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.7234497505345688,0.5169162771557594,0.6079828937990022,0.24620492171748637
ftv_complete_375,3026,LOCAL0,T2,C+M,C2_full_with_treatment,0,69,20,49,0.5928571428571429,0.4095188497337615,0.6229591836734694,0.2447833077193508
ftv_complete_375,3026,LOCAL0,T2,C+M,C2_full_with_treatment,1,67,20,47,0.7127659574468085,0.5228805436021681,0.625531914893617,0.2073431425764796
ftv_complete_375,3026,LOCAL0,T2,C+M,C2_full_with_treatment,2,83,24,59,0.49223163841807915,0.3061937570195038,0.4809322033898305,0.2949491571918489
ftv_complete_375,3026,LOCAL0,T2,C+M,C2_full_with_treatment,3,72,23,49,0.7781721384205856,0.7038125727603328,0.7342502218278616,0.18834325841771354
ftv_complete_375,3026,LOCAL0,T2,C+M,C2_full_with_treatment,4,84,23,61,0.6136849607982894,0.3596398357151131,0.5862437633642196,0.3086899898102678
ftv_complete_375,3026,LOCAL0,T2,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.5683673469387756,0.37626931425443416,0.525,0.20493169621382365
ftv_complete_375,3026,LOCAL0,T2,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.6031914893617021,0.41673832767679514,0.525,0.20445991051892268
ftv_complete_375,3026,LOCAL0,T2,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.4505649717514124,0.2608636911661617,0.4322033898305085,0.23861870613073566
ftv_complete_375,3026,LOCAL0,T2,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.7196095829636201,0.6147518237253361,0.6215616681455192,0.18636241902049624
ftv_complete_375,3026,LOCAL0,T2,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6250890947968638,0.37675805964169246,0.567712045616536,0.19526087362656458
ftv_complete_375,3026,LOCAL0,T2,F,C2_full_with_treatment,0,69,20,49,0.6744897959183673,0.43519208822256217,0.5193877551020408,0.19280047426905236
ftv_complete_375,3026,LOCAL0,T2,F,C2_full_with_treatment,1,67,20,47,0.7563829787234043,0.5458804328279717,0.5537234042553192,0.17900254597009138
ftv_complete_375,3026,LOCAL0,T2,F,C2_full_with_treatment,2,83,24,59,0.7309322033898304,0.5016259667368882,0.5540254237288136,0.17935930517760085
ftv_complete_375,3026,LOCAL0,T2,F,C2_full_with_treatment,3,72,23,49,0.6681455190771961,0.46780151175259843,0.5013309671694764,0.20430353922525918
ftv_complete_375,3026,LOCAL0,T2,F,C2_full_with_treatment,4,84,23,61,0.7191732002851033,0.5548040067636433,0.5352815395580898,0.21241821472074177
ftv_complete_375,3026,LOCAL0,T2,M,C2_full_with_treatment,0,69,20,49,0.5346938775510204,0.3404366779697374,0.4877551020408163,0.24105618115203675
ftv_complete_375,3026,LOCAL0,T2,M,C2_full_with_treatment,1,67,20,47,0.597872340425532,0.4095393381501657,0.6047872340425532,0.24054322414744195
ftv_complete_375,3026,LOCAL0,T2,M,C2_full_with_treatment,2,83,24,59,0.4357344632768361,0.24929365450619811,0.3760593220338983,0.4641910281048463
ftv_complete_375,3026,LOCAL0,T2,M,C2_full_with_treatment,3,72,23,49,0.686779059449867,0.5738787529966103,0.5936113575865128,0.20037649778116173
ftv_complete_375,3026,LOCAL0,T2,M,C2_full_with_treatment,4,84,23,61,0.4340698503207412,0.25040703719496027,0.4365645046329294,0.43888326890439283
ftv_complete_375,3026,LOCAL0,T2,M_residual,C2_full_with_treatment,0,69,20,49,0.5581632653061224,0.36865967437987646,0.5479591836734694,0.23812537228320413
ftv_complete_375,3026,LOCAL0,T2,M_residual,C2_full_with_treatment,1,67,20,47,0.6159574468085106,0.4910858953577846,0.5473404255319149,0.21577937170079284
ftv_complete_375,3026,LOCAL0,T2,M_residual,C2_full_with_treatment,2,83,24,59,0.5035310734463276,0.2853796310574531,0.4470338983050847,0.40305579476052256
ftv_complete_375,3026,LOCAL0,T2,M_residual,C2_full_with_treatment,3,72,23,49,0.6397515527950312,0.4661411637561535,0.5297249334516415,0.21839438238908926
ftv_complete_375,3026,LOCAL0,T2,M_residual,C2_full_with_treatment,4,84,23,61,0.4782608695652174,0.2966423018576764,0.49358517462580187,0.41622893520384496
ftv_complete_375,3026,LOCAL0,T3,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL0,T3,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL0,T3,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL0,T3,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL0,T3,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL0,T3,C+F,C2_full_with_treatment,0,69,20,49,0.7397959183673469,0.5038748917204801,0.6341836734693878,0.18406879430644318
ftv_complete_375,3026,LOCAL0,T3,C+F,C2_full_with_treatment,1,67,20,47,0.702127659574468,0.5979460429753943,0.7074468085106382,0.19530576778137193
ftv_complete_375,3026,LOCAL0,T3,C+F,C2_full_with_treatment,2,83,24,59,0.757768361581921,0.581112442322917,0.6327683615819208,0.17699498315510043
ftv_complete_375,3026,LOCAL0,T3,C+F,C2_full_with_treatment,3,72,23,49,0.7790594498669032,0.7254091293262341,0.6792369121561668,0.16700809908900272
ftv_complete_375,3026,LOCAL0,T3,C+F,C2_full_with_treatment,4,84,23,61,0.8396293656450463,0.6278081613488481,0.7441197434069851,0.23656203075985122
ftv_complete_375,3026,LOCAL0,T3,C+F+M,C2_full_with_treatment,0,69,20,49,0.623469387755102,0.4018919554165057,0.596938775510204,0.29384304172792886
ftv_complete_375,3026,LOCAL0,T3,C+F+M,C2_full_with_treatment,1,67,20,47,0.6989361702127659,0.5898136916129967,0.6648936170212766,0.20123819004071594
ftv_complete_375,3026,LOCAL0,T3,C+F+M,C2_full_with_treatment,2,83,24,59,0.5762711864406779,0.3494372431387493,0.5480225988700564,0.27393848567113765
ftv_complete_375,3026,LOCAL0,T3,C+F+M,C2_full_with_treatment,3,72,23,49,0.7923691215616682,0.7214460207543554,0.7240461401952085,0.17422205465832452
ftv_complete_375,3026,LOCAL0,T3,C+F+M,C2_full_with_treatment,4,84,23,61,0.6749821810406272,0.41924035172450974,0.6026372059871703,0.2840370462456408
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.6377551020408163,0.4043019815613907,0.6071428571428572,0.2917826178008275
