population,seed,arm,timing,model,clinical_contract,fold,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,2026,LOCAL0,T3,F,C2_full_with_treatment,2,83,24,59,0.7288135593220338,0.527233662068014,0.5540254237288136,0.178017579133969
ftv_complete_375,2026,LOCAL0,T3,F,C2_full_with_treatment,3,72,23,49,0.6645962732919255,0.4341694758003184,0.5013309671694764,0.20388727992108585
ftv_complete_375,2026,LOCAL0,T3,F,C2_full_with_treatment,4,84,23,61,0.7398431931575196,0.5036306851485595,0.5541696364932288,0.1795890489110474
ftv_complete_375,2026,LOCAL0,T3,M,C2_full_with_treatment,0,69,20,49,0.536734693877551,0.3108768312053908,0.5321428571428571,0.32306124161519534
ftv_complete_375,2026,LOCAL0,T3,M,C2_full_with_treatment,1,67,20,47,0.6234042553191489,0.4964495149345919,0.5436170212765957,0.30387366184980585
ftv_complete_375,2026,LOCAL0,T3,M,C2_full_with_treatment,2,83,24,59,0.5141242937853108,0.3094520816428547,0.5628531073446328,0.25396553219501716
ftv_complete_375,2026,LOCAL0,T3,M,C2_full_with_treatment,3,72,23,49,0.47293700088731144,0.36310983605937003,0.49778172138420584,0.3196105335988003
ftv_complete_375,2026,LOCAL0,T3,M,C2_full_with_treatment,4,84,23,61,0.533856022808268,0.31540134873010955,0.5231646471846044,0.24926583996984406
ftv_complete_375,2026,LOCAL0,T3,M_residual,C2_full_with_treatment,0,69,20,49,0.4622448979591837,0.2771921366404637,0.4571428571428572,0.2834738916129704
ftv_complete_375,2026,LOCAL0,T3,M_residual,C2_full_with_treatment,1,67,20,47,0.5553191489361703,0.421312510724442,0.5329787234042553,0.3410287153597006
ftv_complete_375,2026,LOCAL0,T3,M_residual,C2_full_with_treatment,2,83,24,59,0.45903954802259883,0.2982310946976315,0.4996468926553672,0.26118222338516983
ftv_complete_375,2026,LOCAL0,T3,M_residual,C2_full_with_treatment,3,72,23,49,0.49245785270629994,0.34410002547948676,0.5106477373558118,0.25016725149537716
ftv_complete_375,2026,LOCAL0,T3,M_residual,C2_full_with_treatment,4,84,23,61,0.4910905203136137,0.2738900048935641,0.5285103349964362,0.25246136730075863
ftv_complete_375,2026,LOCAL3,T0,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,2026,LOCAL3,T0,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,2026,LOCAL3,T0,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,2026,LOCAL3,T0,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,2026,LOCAL3,T0,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,2026,LOCAL3,T0,C+F,C2_full_with_treatment,0,69,20,49,0.6948979591836735,0.46344777562342976,0.6081632653061224,0.24897795779306528
ftv_complete_375,2026,LOCAL3,T0,C+F,C2_full_with_treatment,1,67,20,47,0.7074468085106383,0.5770249432412937,0.6468085106382979,0.24865091949536233
ftv_complete_375,2026,LOCAL3,T0,C+F,C2_full_with_treatment,2,83,24,59,0.6504237288135594,0.5199163227410378,0.615819209039548,0.2072438043748119
ftv_complete_375,2026,LOCAL3,T0,C+F,C2_full_with_treatment,3,72,23,49,0.7533274179236912,0.6656232302791004,0.712511091393079,0.23982286517994755
ftv_complete_375,2026,LOCAL3,T0,C+F,C2_full_with_treatment,4,84,23,61,0.7883107626514612,0.6128819975816542,0.7006414825374199,0.23869725442136977
ftv_complete_375,2026,LOCAL3,T0,C+F+M,C2_full_with_treatment,0,69,20,49,0.4076530612244898,0.2664591676526977,0.43112244897959184,0.47185404566977335
ftv_complete_375,2026,LOCAL3,T0,C+F+M,C2_full_with_treatment,1,67,20,47,0.6191489361702127,0.4522058187436979,0.6218085106382978,0.20975916981560142
ftv_complete_375,2026,LOCAL3,T0,C+F+M,C2_full_with_treatment,2,83,24,59,0.6016949152542374,0.4725457697486794,0.5656779661016949,0.21140260369004218
ftv_complete_375,2026,LOCAL3,T0,C+F+M,C2_full_with_treatment,3,72,23,49,0.7267080745341615,0.6349220769617343,0.6907719609582963,0.2006090686438314
ftv_complete_375,2026,LOCAL3,T0,C+F+M,C2_full_with_treatment,4,84,23,61,0.5723449750534568,0.325132954734012,0.5099786172487526,0.29052639907972905
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.411734693877551,0.2673465690004139,0.43112244897959184,0.472649094021572
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6148936170212765,0.3859916290399189,0.5117021276595745,0.24024623852552923
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.6066384180790961,0.476589320470072,0.5865112994350282,0.21201368888984726
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7293700088731144,0.6362249985535833,0.7227151730257321,0.20009553634000563
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.5673556664290806,0.32326596201465924,0.5099786172487526,0.2919524940693595
ftv_complete_375,2026,LOCAL3,T0,C+M,C2_full_with_treatment,0,69,20,49,0.5214285714285715,0.30174180122780686,0.4775510204081632,0.282539994052519
ftv_complete_375,2026,LOCAL3,T0,C+M,C2_full_with_treatment,1,67,20,47,0.6170212765957447,0.4497301230863324,0.6218085106382978,0.20980421223695447
ftv_complete_375,2026,LOCAL3,T0,C+M,C2_full_with_treatment,2,83,24,59,0.6002824858757062,0.47033357576468265,0.5865112994350282,0.21012690294007866
ftv_complete_375,2026,LOCAL3,T0,C+M,C2_full_with_treatment,3,72,23,49,0.7275953859804791,0.6356233392338241,0.6907719609582963,0.20056591682278985
ftv_complete_375,2026,LOCAL3,T0,C+M,C2_full_with_treatment,4,84,23,61,0.5552387740555952,0.31540453382906325,0.5017818959372773,0.34696144723157907
ftv_complete_375,2026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.41632653061224495,0.2805412934379871,0.5,0.215020003551148
ftv_complete_375,2026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.4542553191489362,0.29096134716234295,0.5,0.2156229807062532
ftv_complete_375,2026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.5021186440677966,0.4038202872754729,0.5,0.20873077472207618
ftv_complete_375,2026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.6406388642413487,0.4679201463254032,0.5,0.21077446030789126
ftv_complete_375,2026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.5445473984319316,0.30626798356211543,0.5,0.2011443218216716
ftv_complete_375,2026,LOCAL3,T0,F,C2_full_with_treatment,0,69,20,49,0.636734693877551,0.39481787951302605,0.5,0.24942237858431207
ftv_complete_375,2026,LOCAL3,T0,F,C2_full_with_treatment,1,67,20,47,0.41702127659574467,0.28339486862297136,0.5,0.24953555228678687
ftv_complete_375,2026,LOCAL3,T0,F,C2_full_with_treatment,2,83,24,59,0.5628531073446328,0.4705568601967343,0.5,0.24945943110790877
ftv_complete_375,2026,LOCAL3,T0,F,C2_full_with_treatment,3,72,23,49,0.4720496894409938,0.322390649001701,0.5,0.2495207239218631
ftv_complete_375,2026,LOCAL3,T0,F,C2_full_with_treatment,4,84,23,61,0.48325017818959376,0.3100256329911585,0.5,0.24948808101504208
ftv_complete_375,2026,LOCAL3,T0,M,C2_full_with_treatment,0,69,20,49,0.36632653061224496,0.23804114349969774,0.43112244897959184,0.4345346212958164
ftv_complete_375,2026,LOCAL3,T0,M,C2_full_with_treatment,1,67,20,47,0.46595744680851064,0.2771873179300943,0.5085106382978724,0.2523116213128503
ftv_complete_375,2026,LOCAL3,T0,M,C2_full_with_treatment,2,83,24,59,0.6384180790960452,0.42503910349479296,0.6137005649717514,0.31506607863913155
ftv_complete_375,2026,LOCAL3,T0,M,C2_full_with_treatment,3,72,23,49,0.5563442768411713,0.41574795241044393,0.5780834072759539,0.2226145971446325
ftv_complete_375,2026,LOCAL3,T0,M,C2_full_with_treatment,4,84,23,61,0.42622950819672134,0.24495929845622005,0.43371347113328584,0.3416983406665985
ftv_complete_375,2026,LOCAL3,T0,M_residual,C2_full_with_treatment,0,69,20,49,0.376530612244898,0.2421184805811236,0.4163265306122449,0.4496957018180836
ftv_complete_375,2026,LOCAL3,T0,M_residual,C2_full_with_treatment,1,67,20,47,0.5372340425531914,0.30458568361402283,0.5159574468085106,0.2498216334228287
ftv_complete_375,2026,LOCAL3,T0,M_residual,C2_full_with_treatment,2,83,24,59,0.6214689265536723,0.4041395936600595,0.5596751412429378,0.27044892605375825
ftv_complete_375,2026,LOCAL3,T0,M_residual,C2_full_with_treatment,3,72,23,49,0.49955634427684115,0.33110743467941006,0.520851818988465,0.2494921028734274
ftv_complete_375,2026,LOCAL3,T0,M_residual,C2_full_with_treatment,4,84,23,61,0.40841054882394867,0.24149085466809184,0.4258731290092659,0.2895322892071056
ftv_complete_375,2026,LOCAL3,T1,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,2026,LOCAL3,T1,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,2026,LOCAL3,T1,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,2026,LOCAL3,T1,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,2026,LOCAL3,T1,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,2026,LOCAL3,T1,C+F,C2_full_with_treatment,0,69,20,49,0.683673469387755,0.4703031526007533,0.6035714285714285,0.20884560713874004
ftv_complete_375,2026,LOCAL3,T1,C+F,C2_full_with_treatment,1,67,20,47,0.725531914893617,0.6162926592255753,0.6824468085106383,0.17372548388219244
ftv_complete_375,2026,LOCAL3,T1,C+F,C2_full_with_treatment,2,83,24,59,0.7182203389830508,0.553835460887314,0.6242937853107344,0.1866086319102893
ftv_complete_375,2026,LOCAL3,T1,C+F,C2_full_with_treatment,3,72,23,49,0.7577639751552795,0.7100897007658635,0.712511091393079,0.1767159875122445
ftv_complete_375,2026,LOCAL3,T1,C+F,C2_full_with_treatment,4,84,23,61,0.8310762651461154,0.6445249828270179,0.714183891660727,0.23774956527979355
ftv_complete_375,2026,LOCAL3,T1,C+F+M,C2_full_with_treatment,0,69,20,49,0.5673469387755102,0.33313498661123525,0.5729591836734693,0.26530774925073997
ftv_complete_375,2026,LOCAL3,T1,C+F+M,C2_full_with_treatment,1,67,20,47,0.6659574468085107,0.5111160409387365,0.6505319148936171,0.2055986749891171
ftv_complete_375,2026,LOCAL3,T1,C+F+M,C2_full_with_treatment,2,83,24,59,0.5621468926553672,0.410619327761695,0.556497175141243,0.2424951320257895
ftv_complete_375,2026,LOCAL3,T1,C+F+M,C2_full_with_treatment,3,72,23,49,0.743566992014197,0.6710870968652883,0.7240461401952085,0.19770195657118977
ftv_complete_375,2026,LOCAL3,T1,C+F+M,C2_full_with_treatment,4,84,23,61,0.7655024946543122,0.5617297025326272,0.6079828937990022,0.18565742168714572
ftv_complete_375,2026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.5959183673469388,0.36131489977069875,0.5479591836734694,0.254529881059919
ftv_complete_375,2026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6808510638297872,0.5681978991351724,0.6505319148936171,0.1973658613355968
ftv_complete_375,2026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5557909604519774,0.40941477785427927,0.556497175141243,0.24626946696998323
ftv_complete_375,2026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7524401064773735,0.661074530335807,0.7648624667258208,0.1972499962849229
ftv_complete_375,2026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.7177476835352815,0.5186745494292495,0.6432644333570919,0.20520690897935112
ftv_complete_375,2026,LOCAL3,T1,C+M,C2_full_with_treatment,0,69,20,49,0.5387755102040817,0.34477267889121177,0.4627551020408163,0.2895398723729302
ftv_complete_375,2026,LOCAL3,T1,C+M,C2_full_with_treatment,1,67,20,47,0.6425531914893617,0.48573494044082277,0.625531914893617,0.209148895748639
ftv_complete_375,2026,LOCAL3,T1,C+M,C2_full_with_treatment,2,83,24,59,0.5437853107344633,0.4007637273322821,0.556497175141243,0.2513541131194844
ftv_complete_375,2026,LOCAL3,T1,C+M,C2_full_with_treatment,3,72,23,49,0.7453416149068324,0.6509011567089651,0.712511091393079,0.19742201810163187
ftv_complete_375,2026,LOCAL3,T1,C+M,C2_full_with_treatment,4,84,23,61,0.7491090520313614,0.5369287977086442,0.5944404846756949,0.19336573818132005
ftv_complete_375,2026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.4173469387755102,0.27172376431760853,0.4897959183673469,0.21854399762562274
ftv_complete_375,2026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5117021276595745,0.33831574162517364,0.5,0.21235184608745128
ftv_complete_375,2026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.45197740112994356,0.30385793657547644,0.5,0.22202997616383902
ftv_complete_375,2026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.6521739130434783,0.5328552907418136,0.5,0.20496839648223955
ftv_complete_375,2026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6521739130434782,0.41830656935033195,0.5352815395580898,0.188975833145081
ftv_complete_375,2026,LOCAL3,T1,F,C2_full_with_treatment,0,69,20,49,0.6316326530612246,0.3881432863141405,0.5045918367346939,0.2019354130869279
ftv_complete_375,2026,LOCAL3,T1,F,C2_full_with_treatment,1,67,20,47,0.725531914893617,0.5412142678790525,0.5,0.19282071488822766
ftv_complete_375,2026,LOCAL3,T1,F,C2_full_with_treatment,2,83,24,59,0.7281073446327684,0.5646531213483411,0.5,0.1835829890036165
ftv_complete_375,2026,LOCAL3,T1,F,C2_full_with_treatment,3,72,23,49,0.5226264418811002,0.34116706887553394,0.5,0.22716814036518343
ftv_complete_375,2026,LOCAL3,T1,F,C2_full_with_treatment,4,84,23,61,0.7683535281539557,0.5175179874100223,0.548823948681397,0.1811362930608626
ftv_complete_375,2026,LOCAL3,T1,M,C2_full_with_treatment,0,69,20,49,0.48367346938775513,0.37085815912353665,0.48112244897959183,0.3985293103620316
ftv_complete_375,2026,LOCAL3,T1,M,C2_full_with_treatment,1,67,20,47,0.5127659574468085,0.3794225697488463,0.5579787234042553,0.23560164091868754
ftv_complete_375,2026,LOCAL3,T1,M,C2_full_with_treatment,2,83,24,59,0.4950564971751412,0.31494580299688485,0.5180084745762712,0.3036203472285214
ftv_complete_375,2026,LOCAL3,T1,M,C2_full_with_treatment,3,72,23,49,0.6308784383318544,0.510141905380672,0.6330967169476487,0.21669847011946264
ftv_complete_375,2026,LOCAL3,T1,M,C2_full_with_treatment,4,84,23,61,0.5424091233071989,0.3119102166539704,0.5666429080541697,0.24919132238730524
ftv_complete_375,2026,LOCAL3,T1,M_residual,C2_full_with_treatment,0,69,20,49,0.5040816326530613,0.43595667352218853,0.5413265306122449,0.3965931140382979
ftv_complete_375,2026,LOCAL3,T1,M_residual,C2_full_with_treatment,1,67,20,47,0.5340425531914894,0.42485897490262703,0.5186170212765957,0.23236993003119574
ftv_complete_375,2026,LOCAL3,T1,M_residual,C2_full_with_treatment,2,83,24,59,0.4300847457627119,0.2806287223134364,0.47634180790960456,0.256862602600493
ftv_complete_375,2026,LOCAL3,T1,M_residual,C2_full_with_treatment,3,72,23,49,0.5944986690328304,0.4464039960509185,0.5372670807453416,0.21920569033191922
ftv_complete_375,2026,LOCAL3,T1,M_residual,C2_full_with_treatment,4,84,23,61,0.4875267284390592,0.27369662120277594,0.5256593014967926,0.2513859575027104
ftv_complete_375,2026,LOCAL3,T2,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,2026,LOCAL3,T2,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,2026,LOCAL3,T2,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,2026,LOCAL3,T2,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,2026,LOCAL3,T2,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,2026,LOCAL3,T2,C+F,C2_full_with_treatment,0,69,20,49,0.710204081632653,0.48350872715518833,0.6035714285714285,0.20042737093038093
ftv_complete_375,2026,LOCAL3,T2,C+F,C2_full_with_treatment,1,67,20,47,0.6914893617021277,0.5529123830792955,0.675531914893617,0.19802757942450439
ftv_complete_375,2026,LOCAL3,T2,C+F,C2_full_with_treatment,2,83,24,59,0.7662429378531074,0.5979900745728974,0.6451271186440678,0.16834882918865374
ftv_complete_375,2026,LOCAL3,T2,C+F,C2_full_with_treatment,3,72,23,49,0.7613132209405501,0.6893345702445904,0.6601597160603372,0.239157078845712
ftv_complete_375,2026,LOCAL3,T2,C+F,C2_full_with_treatment,4,84,23,61,0.8132573057733429,0.6625217944686325,0.7387740555951532,0.1486453725634292
ftv_complete_375,2026,LOCAL3,T2,C+F+M,C2_full_with_treatment,0,69,20,49,0.6051020408163265,0.36032218649812703,0.49795918367346936,0.2549638504535534
ftv_complete_375,2026,LOCAL3,T2,C+F+M,C2_full_with_treatment,1,67,20,47,0.6404255319148936,0.4840917953102288,0.576063829787234,0.2859553011038049
ftv_complete_375,2026,LOCAL3,T2,C+F+M,C2_full_with_treatment,2,83,24,59,0.6137005649717514,0.4283931794109054,0.5642655367231638,0.331577641829494
ftv_complete_375,2026,LOCAL3,T2,C+F+M,C2_full_with_treatment,3,72,23,49,0.6725820763087843,0.5690389402090155,0.629547471162378,0.21536503835332765
ftv_complete_375,2026,LOCAL3,T2,C+F+M,C2_full_with_treatment,4,84,23,61,0.6870990734141126,0.48779878272256616,0.5780470420527442,0.21309085378370402
ftv_complete_375,2026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.6193877551020408,0.38503794930179713,0.5275510204081633,0.25029293743716735
ftv_complete_375,2026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6170212765957447,0.47974160943586025,0.5867021276595745,0.301430536176475
ftv_complete_375,2026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5600282485875706,0.39256140425315494,0.547316384180791,0.23425623652803249
ftv_complete_375,2026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.6592724046140194,0.555246785236577,0.629547471162378,0.2203874223713383
ftv_complete_375,2026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.6600142551674982,0.42905755474126034,0.5616535994297933,0.220346674338251
ftv_complete_375,2026,LOCAL3,T2,C+M,C2_full_with_treatment,0,69,20,49,0.5489795918367347,0.3270798865295014,0.4877551020408163,0.2785166828809308
ftv_complete_375,2026,LOCAL3,T2,C+M,C2_full_with_treatment,1,67,20,47,0.6691489361702128,0.5382651212113213,0.5867021276595745,0.2051397107559219
ftv_complete_375,2026,LOCAL3,T2,C+M,C2_full_with_treatment,2,83,24,59,0.6009887005649717,0.4111428529815209,0.5512005649717514,0.3668569676509778
ftv_complete_375,2026,LOCAL3,T2,C+M,C2_full_with_treatment,3,72,23,49,0.6610470275066548,0.5533669732233113,0.6078083407275954,0.21679854810789162
ftv_complete_375,2026,LOCAL3,T2,C+M,C2_full_with_treatment,4,84,23,61,0.6628652886671418,0.46513959174858666,0.564504632929437,0.22099262815670984
ftv_complete_375,2026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.5,0.3029834552598414,0.4627551020408163,0.24863752705374648
ftv_complete_375,2026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5765957446808511,0.41651647938787756,0.5393617021276595,0.2061076472892847
ftv_complete_375,2026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.49435028248587565,0.29860928440028095,0.495409604519774,0.22079323076234667
ftv_complete_375,2026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.5980479148181012,0.4489895245397464,0.5217391304347826,0.21326368634758905
ftv_complete_375,2026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6022808267997148,0.40452079915399364,0.5324305060584462,0.19916044692408455
ftv_complete_375,2026,LOCAL3,T2,F,C2_full_with_treatment,0,69,20,49,0.6744897959183673,0.43519208822256217,0.5193877551020408,0.19280047426905236
ftv_complete_375,2026,LOCAL3,T2,F,C2_full_with_treatment,1,67,20,47,0.7563829787234043,0.5458804328279717,0.5537234042553192,0.17900254597009138
ftv_complete_375,2026,LOCAL3,T2,F,C2_full_with_treatment,2,83,24,59,0.7309322033898304,0.5016259667368882,0.5540254237288136,0.17935930517760085
ftv_complete_375,2026,LOCAL3,T2,F,C2_full_with_treatment,3,72,23,49,0.6681455190771961,0.46780151175259843,0.5013309671694764,0.20430353922525918
ftv_complete_375,2026,LOCAL3,T2,F,C2_full_with_treatment,4,84,23,61,0.7191732002851033,0.5548040067636433,0.5352815395580898,0.21241821472074177
ftv_complete_375,2026,LOCAL3,T2,M,C2_full_with_treatment,0,69,20,49,0.5204081632653061,0.3551694537224346,0.5071428571428571,0.32526991052668675
ftv_complete_375,2026,LOCAL3,T2,M,C2_full_with_treatment,1,67,20,47,0.5872340425531914,0.4499191811637521,0.5404255319148936,0.2316167211471189
ftv_complete_375,2026,LOCAL3,T2,M,C2_full_with_treatment,2,83,24,59,0.6299435028248587,0.40043857297543956,0.6098163841807909,0.32583616274626365
ftv_complete_375,2026,LOCAL3,T2,M,C2_full_with_treatment,3,72,23,49,0.5572315882874889,0.39949348045160904,0.5732031943212067,0.23552908422673743
ftv_complete_375,2026,LOCAL3,T2,M,C2_full_with_treatment,4,84,23,61,0.5153243050605845,0.30331204210623797,0.5231646471846044,0.2502222378134544
ftv_complete_375,2026,LOCAL3,T2,M_residual,C2_full_with_treatment,0,69,20,49,0.4979591836734694,0.38510841712745875,0.4403061224489796,0.4740509327435795
ftv_complete_375,2026,LOCAL3,T2,M_residual,C2_full_with_treatment,1,67,20,47,0.5670212765957447,0.32630083650755437,0.5909574468085106,0.2502472633605383
ftv_complete_375,2026,LOCAL3,T2,M_residual,C2_full_with_treatment,2,83,24,59,0.5444915254237288,0.33959209560360093,0.5596751412429378,0.3186709613447066
ftv_complete_375,2026,LOCAL3,T2,M_residual,C2_full_with_treatment,3,72,23,49,0.479148181011535,0.3363047291251,0.5514640638864241,0.2454426955040511
ftv_complete_375,2026,LOCAL3,T2,M_residual,C2_full_with_treatment,4,84,23,61,0.4768353528153956,0.2709095095977181,0.49857448325017817,0.2528658944509542
ftv_complete_375,2026,LOCAL3,T3,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,2026,LOCAL3,T3,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,2026,LOCAL3,T3,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,2026,LOCAL3,T3,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,2026,LOCAL3,T3,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,2026,LOCAL3,T3,C+F,C2_full_with_treatment,0,69,20,49,0.7397959183673469,0.5038748917204801,0.6341836734693878,0.18406879430644318
ftv_complete_375,2026,LOCAL3,T3,C+F,C2_full_with_treatment,1,67,20,47,0.702127659574468,0.5979460429753943,0.7074468085106382,0.19530576778137193
ftv_complete_375,2026,LOCAL3,T3,C+F,C2_full_with_treatment,2,83,24,59,0.757768361581921,0.581112442322917,0.6327683615819208,0.17699498315510043
ftv_complete_375,2026,LOCAL3,T3,C+F,C2_full_with_treatment,3,72,23,49,0.7790594498669032,0.7254091293262341,0.6792369121561668,0.16700809908900272
ftv_complete_375,2026,LOCAL3,T3,C+F,C2_full_with_treatment,4,84,23,61,0.8396293656450463,0.6278081613488481,0.7441197434069851,0.23656203075985122
ftv_complete_375,2026,LOCAL3,T3,C+F+M,C2_full_with_treatment,0,69,20,49,0.5479591836734694,0.33877069417888234,0.5321428571428571,0.36709451703259693
ftv_complete_375,2026,LOCAL3,T3,C+F+M,C2_full_with_treatment,1,67,20,47,0.6787234042553192,0.5470594554328717,0.6329787234042553,0.2273491992941941
ftv_complete_375,2026,LOCAL3,T3,C+F+M,C2_full_with_treatment,2,83,24,59,0.5783898305084746,0.4383149775276987,0.597457627118644,0.23684589819969692
ftv_complete_375,2026,LOCAL3,T3,C+F+M,C2_full_with_treatment,3,72,23,49,0.6725820763087844,0.5301992262018005,0.6716947648624667,0.2176589062876799
ftv_complete_375,2026,LOCAL3,T3,C+F+M,C2_full_with_treatment,4,84,23,61,0.7006414825374199,0.5351938878080129,0.6322166785459729,0.21210211553995695
ftv_complete_375,2026,LOCAL3,T3,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.5428571428571428,0.3342451149607952,0.5015306122448979,0.401515653043039
ftv_complete_375,2026,LOCAL3,T3,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.625531914893617,0.4721720850860595,0.5973404255319149,0.3035336097706491
ftv_complete_375,2026,LOCAL3,T3,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5677966101694915,0.4406582690556387,0.5512005649717514,0.2346443099867852
ftv_complete_375,2026,LOCAL3,T3,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.6539485359361136,0.5307671924488099,0.6282165039929015,0.2217762520967116
ftv_complete_375,2026,LOCAL3,T3,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.6749821810406272,0.44732959548942847,0.5805416963649324,0.2171912300546269
ftv_complete_375,2026,LOCAL3,T3,C+M,C2_full_with_treatment,0,69,20,49,0.49489795918367346,0.3015318375239728,0.48214285714285715,0.3539044640479079
ftv_complete_375,2026,LOCAL3,T3,C+M,C2_full_with_treatment,1,67,20,47,0.6606382978723405,0.5705023085580233,0.6186170212765958,0.22633680196802838
ftv_complete_375,2026,LOCAL3,T3,C+M,C2_full_with_treatment,2,83,24,59,0.5296610169491525,0.4005086244872406,0.5681497175141242,0.25225656840161537
ftv_complete_375,2026,LOCAL3,T3,C+M,C2_full_with_treatment,3,72,23,49,0.6699201419698313,0.5309336166643883,0.6308784383318544,0.2199697332937244
