task,fold,seed,arm,view,target,selected_C,validation_auroc,validation_threshold,train_rows,validation_rows,feature_dim,population,clinical_contract,timing,model,selected_alpha,validation_mse,subgroup
pcr,3,3026.0,LOCAL0,,,0.001,0.824390243902439,0.49409227360777874,242,61,36,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,3,3026.0,LOCAL0,,,0.01,0.6792682926829269,0.4451486185173005,242,61,609,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.7317073170731708,0.38168061284428406,242,61,612,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.6097560975609756,0.5070315883348931,242,61,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.7341463414634146,0.5337862116383499,242,61,612,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,3,3026.0,LOCAL0,,,,,,242,61,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,100.0,0.21534917647342275,
pcr,3,3026.0,LOCAL0,,,0.001,0.7341463414634146,0.49864661985330055,242,61,33,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,3,3026.0,LOCAL0,,,1.0,0.6890243902439025,0.11206287879132258,242,61,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.8341463414634147,0.34767927748249405,242,61,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.8219512195121951,0.3823113245636878,242,61,37,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,3,3026.0,LOCAL0,,,1.0,0.7,0.14583593895866642,242,61,801,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.7426829268292683,0.3336288480256179,242,61,805,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,3,3026.0,LOCAL0,,,0.01,0.6390243902439025,0.5313499369325185,242,61,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,3,3026.0,LOCAL0,,,0.1,0.7451219512195122,0.31140763537877364,242,61,805,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,3,3026.0,LOCAL0,,,,,,242,61,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,100.0,0.20132787869807062,
pcr,4,3026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6829268292682926,0.217623755430054,526,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.7216463414634147,0.09588287373773376,526,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,526,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,1.0,0.21299809401438824,
pcr,4,3026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5972560975609756,0.07111372056753551,526,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.6728658536585366,0.004509090329378189,526,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,526,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.22881964308099476,
pcr,4,3026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6810975609756097,0.22414364616570986,526,121,576,full_808,C2_full_with_treatment,T2,M,,,
pcr,4,3026.0,LOCAL0,,,0.1,0.6625,0.37143720987508116,526,121,610,full_808,C2_full_with_treatment,T2,C+M,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,526,121,576,full_808,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.22347361341435562,
pcr,4,3026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T3,C,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6856707317073171,0.05897747331764423,526,121,768,full_808,C2_full_with_treatment,T3,M,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6801829268292683,0.008844662559953502,526,121,802,full_808,C2_full_with_treatment,T3,C+M,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,526,121,768,full_808,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.22385299549570722,
pcr,4,3026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T0,C,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5978260869565217,0.5265349944368893,225,66,192,ftv_complete_375,C2_full_with_treatment,T0,M,,,
pcr,4,3026.0,LOCAL0,,,0.0001,0.583695652173913,0.49890733328292913,225,66,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,4,3026.0,LOCAL0,,,0.001,0.7032608695652174,0.49124224556221935,225,66,35,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6130434782608696,0.7833396565105404,225,66,226,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6184782608695651,0.3417703649025431,225,66,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.6260869565217391,0.031184355629829075,225,66,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6206521739130435,0.3482096923226613,225,66,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,225,66,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.22247363333512393,
pcr,4,3026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.48913043478260876,0.7807859389071463,225,66,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,4,3026.0,LOCAL0,,,0.1,0.6706521739130435,0.3175222711877286,225,66,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,4,3026.0,LOCAL0,,,0.001,0.733695652173913,0.49170614180227923,225,66,36,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5456521739130434,0.00017465773977270535,225,66,418,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5978260869565217,0.009158176120073629,225,66,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5239130434782608,2.887428315921101e-07,225,66,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.6032608695652174,0.006073642761161814,225,66,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,225,66,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.24441062365510532,
pcr,4,3026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5652173913043479,0.4528532640908997,225,66,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,4,3026.0,LOCAL0,,,0.01,0.7315217391304347,0.4459864965793246,225,66,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.7826086956521738,0.5,225,66,37,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6108695652173912,0.07205858193454648,225,66,610,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6945652173913043,0.6442902694831777,225,66,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,4,3026.0,LOCAL0,,,100.0,0.5358695652173913,0.9872797793888426,225,66,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,4,3026.0,LOCAL0,,,1.0,0.7021739130434782,0.11878466968892029,225,66,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,225,66,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.2494383708015948,
pcr,4,3026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,4,3026.0,LOCAL0,,,0.0001,0.5260869565217392,0.4833194826433604,225,66,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,4,3026.0,LOCAL0,,,0.1,0.75,0.3988993254010226,225,66,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,4,3026.0,LOCAL0,,,0.001,0.7945652173913044,0.4950602510072472,225,66,38,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.6130434782608696,0.005728588798130151,225,66,802,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.7108695652173913,0.010425622323639524,225,66,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,4,3026.0,LOCAL0,,,0.0001,0.5076086956521739,0.4947206435556035,225,66,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,4,3026.0,LOCAL0,,,10.0,0.7163043478260869,0.013146199892773115,225,66,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,4,3026.0,LOCAL0,,,,,,225,66,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.25361296340412065,
pcr,0,3026.0,LOCAL3,,,0.0001,0.7399035563592526,0.4971613099833038,525,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.5620855937311634,0.4578760707386925,525,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7209162145871006,0.20187579216897655,525,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,525,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.22726264007342337,
pcr,0,3026.0,LOCAL3,,,0.0001,0.7399035563592526,0.4971613099833038,525,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,0,3026.0,LOCAL3,,,100.0,0.5877034358047016,0.05424201506362442,525,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,0,3026.0,LOCAL3,,,0.01,0.7233273056057866,0.3184216533583993,525,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,525,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.22073632844779334,
pcr,0,3026.0,LOCAL3,,,0.0001,0.7399035563592526,0.4971613099833038,525,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,0,3026.0,LOCAL3,,,0.01,0.6735985533453888,0.3919606593761336,525,121,576,full_808,C2_full_with_treatment,T2,M,,,
pcr,0,3026.0,LOCAL3,,,0.01,0.7733574442435202,0.40813492120372125,525,121,610,full_808,C2_full_with_treatment,T2,C+M,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,525,121,576,full_808,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.20943802470631004,
pcr,0,3026.0,LOCAL3,,,0.0001,0.7399035563592526,0.4971613099833038,525,121,34,full_808,C2_full_with_treatment,T3,C,,,
pcr,0,3026.0,LOCAL3,,,0.01,0.6262808921036769,0.4350010772540331,525,121,768,full_808,C2_full_with_treatment,T3,M,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7519590114526823,0.288627453339643,525,121,802,full_808,C2_full_with_treatment,T3,C+M,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,525,121,768,full_808,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.21425351627319855,
pcr,0,3026.0,LOCAL3,,,0.0001,0.863157894736842,0.49842519482998365,247,59,33,ftv_complete_375,C2_full_with_treatment,T0,C,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.5,0.11006128467655125,247,59,192,ftv_complete_375,C2_full_with_treatment,T0,M,,,
pcr,0,3026.0,LOCAL3,,,0.0001,0.381578947368421,0.49889266345482036,247,59,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,0,3026.0,LOCAL3,,,0.0001,0.8473684210526317,0.4982614050176753,247,59,34,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7289473684210526,0.29797271870054287,247,59,225,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7210526315789474,0.21957427319293366,247,59,226,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,0,3026.0,LOCAL3,,,10.0,0.4736842105263158,0.2933020472077232,247,59,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7052631578947368,0.20984572810523483,247,59,226,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,247,59,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.2353711995874812,
pcr,0,3026.0,LOCAL3,,,0.0001,0.863157894736842,0.49842519482998365,247,59,33,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.5539473684210526,0.9105372761386193,247,59,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,0,3026.0,LOCAL3,,,10.0,0.743421052631579,0.29816547431596047,247,59,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,0,3026.0,LOCAL3,,,10.0,0.8447368421052631,0.23952281825262992,247,59,35,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7368421052631579,0.20849882991575036,247,59,417,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7447368421052631,0.22377335272568127,247,59,419,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,0,3026.0,LOCAL3,,,100.0,0.5197368421052632,0.6328727138465431,247,59,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.75,0.24069278659371401,247,59,419,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,247,59,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.2293752131010693,
pcr,0,3026.0,LOCAL3,,,0.0001,0.863157894736842,0.49842519482998365,247,59,33,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.6473684210526316,0.7478398692124731,247,59,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,0,3026.0,LOCAL3,,,10.0,0.8052631578947368,0.33628333352485795,247,59,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.8657894736842104,0.26175600041219244,247,59,36,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7539473684210526,0.5,247,59,609,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.7605263157894737,0.10760032734481667,247,59,612,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.5236842105263158,0.7857865452480645,247,59,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.7723684210526316,0.12465728193778382,247,59,612,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,247,59,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.2149770639094824,
pcr,0,3026.0,LOCAL3,,,0.0001,0.863157894736842,0.49842519482998365,247,59,33,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,0,3026.0,LOCAL3,,,1.0,0.675,0.35357010177048726,247,59,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,0,3026.0,LOCAL3,,,100.0,0.7763157894736842,0.3507205655558762,247,59,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.8473684210526315,0.24798664378245688,247,59,37,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,0,3026.0,LOCAL3,,,100.0,0.8289473684210527,0.010596459630395991,247,59,801,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,0,3026.0,LOCAL3,,,100.0,0.8184210526315789,0.040410292697479255,247,59,805,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,0,3026.0,LOCAL3,,,0.1,0.5197368421052632,0.7478251198310415,247,59,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,0,3026.0,LOCAL3,,,100.0,0.8171052631578948,0.0878141555085781,247,59,805,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,0,3026.0,LOCAL3,,,,,,247,59,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.21306987393410515,
pcr,1,3026.0,LOCAL3,,,0.01,0.7317073170731707,0.4299837448563612,525,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,1,3026.0,LOCAL3,,,0.001,0.6387195121951219,0.45218431839696255,525,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.738719512195122,0.40031226207242293,525,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,525,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.1881427316879422,
pcr,1,3026.0,LOCAL3,,,0.01,0.7317073170731707,0.4299837448563612,525,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,1,3026.0,LOCAL3,,,0.001,0.7024390243902439,0.45763894594951715,525,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.7588414634146342,0.39021063318523136,525,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,525,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.18270832604411402,
pcr,1,3026.0,LOCAL3,,,0.01,0.7317073170731707,0.4299837448563612,525,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.6704268292682927,0.46979871699295045,525,121,576,full_808,C2_full_with_treatment,T2,M,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.75,0.40547521496130207,525,121,610,full_808,C2_full_with_treatment,T2,C+M,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,525,121,576,full_808,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.18521321532498222,
pcr,1,3026.0,LOCAL3,,,0.01,0.7317073170731707,0.4299837448563612,525,121,34,full_808,C2_full_with_treatment,T3,C,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.7140243902439024,0.3781355719648914,525,121,768,full_808,C2_full_with_treatment,T3,M,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.7710365853658536,0.3802093845135699,525,121,802,full_808,C2_full_with_treatment,T3,C+M,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,525,121,768,full_808,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.178156482347506,
pcr,1,3026.0,LOCAL3,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T0,C,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.613095238095238,0.5026446838103468,239,69,192,ftv_complete_375,C2_full_with_treatment,T0,M,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.5267857142857143,0.49884204687321343,239,69,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.6448412698412698,0.4986838159398222,239,69,35,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,1,3026.0,LOCAL3,,,0.001,0.6666666666666667,0.4881796918880201,239,69,226,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,1,3026.0,LOCAL3,,,0.001,0.6696428571428571,0.48746726849972044,239,69,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,1,3026.0,LOCAL3,,,1.0,0.5793650793650793,0.19712841330608916,239,69,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.6567460317460317,0.4256812454539461,239,69,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,239,69,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.21078123503571958,
pcr,1,3026.0,LOCAL3,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.5505952380952381,0.5035172243878379,239,69,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.6180555555555556,0.35748480070464866,239,69,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,1,3026.0,LOCAL3,,,10.0,0.6904761904761905,0.33387445390697584,239,69,36,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.6537698412698413,0.2955613285379315,239,69,418,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.6785714285714285,0.4241326262497763,239,69,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.5168650793650794,0.5135260883227011,239,69,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.681547619047619,0.28558831175575605,239,69,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,239,69,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.21579827116730174,
pcr,1,3026.0,LOCAL3,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.5436507936507937,0.4779950916692203,239,69,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,1,3026.0,LOCAL3,,,1.0,0.6686507936507937,0.23044208355226461,239,69,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,1,3026.0,LOCAL3,,,10.0,0.7222222222222222,0.3877368280432117,239,69,37,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.6547619047619048,0.12206420529079075,239,69,610,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,1,3026.0,LOCAL3,,,10.0,0.7013888888888888,0.15888717517984538,239,69,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,1,3026.0,LOCAL3,,,100.0,0.494047619047619,0.7911944804739313,239,69,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.7182539682539683,0.7054183809354996,239,69,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,239,69,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.2172059985675294,
pcr,1,3026.0,LOCAL3,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.5843253968253969,0.32004037144890674,239,69,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.6349206349206349,0.4445358017880925,239,69,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.7103174603174602,0.4931544771778138,239,69,38,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,1,3026.0,LOCAL3,,,0.01,0.6626984126984128,0.3534269154478519,239,69,802,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.6934523809523809,0.29680941661256555,239,69,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,1,3026.0,LOCAL3,,,0.0001,0.501984126984127,0.5416819830884388,239,69,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,1,3026.0,LOCAL3,,,0.1,0.6974206349206349,0.29738319317789463,239,69,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,1,3026.0,LOCAL3,,,,,,239,69,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.21209759619022364,
pcr,2,3026.0,LOCAL3,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,2,3026.0,LOCAL3,,,0.001,0.5367691380349608,0.44231727528354225,525,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,2,3026.0,LOCAL3,,,0.01,0.7709463532248342,0.49462450478406356,525,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,2,3026.0,LOCAL3,,,,,,525,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.21449205919296882,
pcr,2,3026.0,LOCAL3,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,2,3026.0,LOCAL3,,,0.01,0.6151295961422543,0.33589666975235455,525,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,2,3026.0,LOCAL3,,,0.1,0.7836045810729355,0.24482620612500436,525,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,2,3026.0,LOCAL3,,,,,,525,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.20700612700509421,
pcr,2,3026.0,LOCAL3,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,2,3026.0,LOCAL3,,,0.01,0.6006630500301386,0.3039042907092035,525,121,576,full_808,C2_full_with_treatment,T2,M,,,
