task,fold,seed,arm,view,target,selected_C,validation_auroc,validation_threshold,train_rows,validation_rows,feature_dim,population,clinical_contract,timing,model,selected_alpha,validation_mse,subgroup
pcr,1,2026.0,LOCAL0,,,0.0001,0.5267857142857143,0.49884204687321343,239,69,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,1,2026.0,LOCAL0,,,0.0001,0.6448412698412698,0.4986838159398222,239,69,35,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.6765873015873016,0.39967657549632474,239,69,226,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.6795634920634921,0.3995857046455937,239,69,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,1,2026.0,LOCAL0,,,0.0001,0.6061507936507936,0.5024507059962721,239,69,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.6746031746031745,0.4100099383438796,239,69,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,1,2026.0,LOCAL0,,,,,,239,69,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.20701583881671115,
pcr,1,2026.0,LOCAL0,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.6527777777777778,0.40567630710478986,239,69,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.6180555555555556,0.35748480070464866,239,69,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,1,2026.0,LOCAL0,,,10.0,0.6904761904761905,0.33387445390697584,239,69,36,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.7142857142857142,0.37627482941550516,239,69,418,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.7212301587301587,0.4142892384426983,239,69,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.5992063492063492,0.33531185499011534,239,69,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.7073412698412699,0.326071975960629,239,69,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,1,2026.0,LOCAL0,,,,,,239,69,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.2026434828506797,
pcr,1,2026.0,LOCAL0,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.6091269841269841,0.37522953681842297,239,69,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,1,2026.0,LOCAL0,,,1.0,0.6686507936507937,0.23044208355226461,239,69,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,1,2026.0,LOCAL0,,,10.0,0.7222222222222222,0.3877368280432117,239,69,37,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.691468253968254,0.34245814201941294,239,69,610,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,1,2026.0,LOCAL0,,,1.0,0.7242063492063492,0.5912402583243535,239,69,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,1,2026.0,LOCAL0,,,100.0,0.5892857142857143,0.9979355475102724,239,69,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.7202380952380952,0.4386573184904756,239,69,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,1,2026.0,LOCAL0,,,,,,239,69,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.2089744338193148,
pcr,1,2026.0,LOCAL0,,,0.0001,0.6507936507936508,0.49844020084365,239,69,34,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,1,2026.0,LOCAL0,,,100.0,0.6666666666666666,0.9981738493595929,239,69,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.6349206349206349,0.4445358017880925,239,69,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,1,2026.0,LOCAL0,,,0.01,0.7103174603174602,0.4931544771778138,239,69,38,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.7003968253968254,0.2049420519534318,239,69,802,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,1,2026.0,LOCAL0,,,0.1,0.7162698412698413,0.6184661757776408,239,69,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,1,2026.0,LOCAL0,,,100.0,0.5823412698412699,0.9994416890918135,239,69,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,1,2026.0,LOCAL0,,,1.0,0.7083333333333334,0.25825951060557367,239,69,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,1,2026.0,LOCAL0,,,,,,239,69,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.20628112436266485,
pcr,2,2026.0,LOCAL0,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,2,2026.0,LOCAL0,,,100.0,0.5560578661844484,0.2936966680213818,525,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.7628089210367691,0.4494598926062849,525,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,525,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.21831073480249713,
pcr,2,2026.0,LOCAL0,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,2,2026.0,LOCAL0,,,10.0,0.5994575045207956,0.4247942636259427,525,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.751054852320675,0.2974506118233677,525,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,525,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.21779896769287546,
pcr,2,2026.0,LOCAL0,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,2,2026.0,LOCAL0,,,100.0,0.6585292344786016,0.006133566353592839,525,121,576,full_808,C2_full_with_treatment,T2,M,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.8068113321277878,0.3040209150817843,525,121,610,full_808,C2_full_with_treatment,T2,C+M,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,525,121,576,full_808,C2_full_with_treatment,T2,C+M_error_correction,100.0,0.21144542291829377,
pcr,2,2026.0,LOCAL0,,,0.001,0.7745629897528632,0.48828118280012744,525,121,34,full_808,C2_full_with_treatment,T3,C,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.6000602772754671,0.471373950468943,525,121,768,full_808,C2_full_with_treatment,T3,M,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.7411091018685955,0.3468635620145322,525,121,802,full_808,C2_full_with_treatment,T3,C+M,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,525,121,768,full_808,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.23065318826322073,
pcr,2,2026.0,LOCAL0,,,0.001,0.7495798319327731,0.4827230060068771,240,52,34,ftv_complete_375,C2_full_with_treatment,T0,C,,,
pcr,2,2026.0,LOCAL0,,,100.0,0.6352941176470588,0.09784017124634926,240,52,192,ftv_complete_375,C2_full_with_treatment,T0,M,,,
pcr,2,2026.0,LOCAL0,,,0.0001,0.4890756302521008,0.4987828767576663,240,52,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.746218487394958,0.45774219678267614,240,52,35,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.6420168067226891,0.1758403260503952,240,52,226,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.638655462184874,0.19351598828114533,240,52,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,2,2026.0,LOCAL0,,,100.0,0.6352941176470589,0.12035984997905781,240,52,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.6336134453781512,0.20474093198146823,240,52,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,240,52,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.22381342730092088,
pcr,2,2026.0,LOCAL0,,,0.001,0.7495798319327731,0.4827230060068771,240,52,34,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,2,2026.0,LOCAL0,,,1.0,0.584873949579832,0.17754278205855772,240,52,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,2,2026.0,LOCAL0,,,1.0,0.7949579831932774,0.24214212847789326,240,52,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,2,2026.0,LOCAL0,,,100.0,0.8218487394957983,0.4022452287396665,240,52,36,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.680672268907563,0.3923053699757234,240,52,418,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.7025210084033614,0.19644847953783084,240,52,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,2,2026.0,LOCAL0,,,0.001,0.6151260504201681,0.49802169415910935,240,52,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.7176470588235294,0.38747629332574385,240,52,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,240,52,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.2168203425167665,
pcr,2,2026.0,LOCAL0,,,0.001,0.7495798319327731,0.4827230060068771,240,52,34,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,2,2026.0,LOCAL0,,,10.0,0.6184873949579832,0.008629600735360484,240,52,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,2,2026.0,LOCAL0,,,10.0,0.7109243697478991,0.29205964469037354,240,52,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,2,2026.0,LOCAL0,,,0.1,0.8117647058823529,0.41043514912094964,240,52,37,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.665546218487395,0.5504631881263914,240,52,610,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.6873949579831933,0.5651501417915696,240,52,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,2,2026.0,LOCAL0,,,1.0,0.6134453781512605,0.18265604979701666,240,52,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.707563025210084,0.5262635444144753,240,52,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,240,52,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.22190839114333552,
pcr,2,2026.0,LOCAL0,,,0.001,0.7495798319327731,0.4827230060068771,240,52,34,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,2,2026.0,LOCAL0,,,0.001,0.5563025210084034,0.5308284189167567,240,52,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,2,2026.0,LOCAL0,,,100.0,0.6991596638655462,0.29178049882441415,240,52,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,2,2026.0,LOCAL0,,,1.0,0.7983193277310925,0.6208203470526011,240,52,38,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.6369747899159665,0.5457601526702066,240,52,802,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.6453781512605041,0.471980846555839,240,52,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,2,2026.0,LOCAL0,,,0.001,0.6033613445378152,0.5388562892633902,240,52,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,2,2026.0,LOCAL0,,,0.01,0.6689075630252102,0.4676083089005196,240,52,806,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,2,2026.0,LOCAL0,,,,,,240,52,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.23504864381758958,
pcr,3,2026.0,LOCAL0,,,10.0,0.7382621951219512,0.358375918083688,526,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,3,2026.0,LOCAL0,,,100.0,0.5789634146341464,0.5148487578204971,526,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.7149390243902439,0.4283049756052076,526,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,526,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.19235217407055277,
pcr,3,2026.0,LOCAL0,,,10.0,0.7382621951219512,0.358375918083688,526,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6295731707317073,0.3492309053230242,526,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7365853658536585,0.48788970008754545,526,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,526,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.18648220322433473,
pcr,3,2026.0,LOCAL0,,,10.0,0.7382621951219512,0.358375918083688,526,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.5704268292682927,0.3618792809556506,526,121,576,full_808,C2_full_with_treatment,T2,M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7097560975609756,0.448399063997597,526,121,610,full_808,C2_full_with_treatment,T2,C+M,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,526,121,576,full_808,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.1888963838099168,
pcr,3,2026.0,LOCAL0,,,10.0,0.7382621951219512,0.358375918083688,526,121,34,full_808,C2_full_with_treatment,T3,C,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.5939024390243902,0.5245525955114376,526,121,768,full_808,C2_full_with_treatment,T3,M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7140243902439024,0.41208318914093917,526,121,802,full_808,C2_full_with_treatment,T3,C+M,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,526,121,768,full_808,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.18538105687695203,
pcr,3,2026.0,LOCAL0,,,0.001,0.7341463414634146,0.49864661985330055,242,61,33,ftv_complete_375,C2_full_with_treatment,T0,C,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.5390243902439025,0.22483776868939226,242,61,192,ftv_complete_375,C2_full_with_treatment,T0,M,,,
pcr,3,2026.0,LOCAL0,,,0.0001,0.5634146341463415,0.49874997674091076,242,61,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,3,2026.0,LOCAL0,,,0.001,0.7414634146341463,0.4945271842440846,242,61,34,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.676829268292683,0.44477292886249914,242,61,225,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6731707317073171,0.44482837620915766,242,61,226,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.5341463414634147,0.21873777059343738,242,61,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6609756097560976,0.43940526745543956,242,61,226,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,242,61,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.21690278525489834,
pcr,3,2026.0,LOCAL0,,,0.001,0.7341463414634146,0.49864661985330055,242,61,33,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6304878048780488,0.36035446710232816,242,61,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7951219512195121,0.4332153208317485,242,61,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.8134146341463415,0.3838688754832823,242,61,35,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7085365853658536,0.44573323716137997,242,61,417,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7463414634146341,0.5273502860927072,242,61,419,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6341463414634146,0.42787373561146663,242,61,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7414634146341463,0.435791381107107,242,61,419,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,242,61,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.21269430311315993,
pcr,3,2026.0,LOCAL0,,,0.001,0.7341463414634146,0.49864661985330055,242,61,33,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,3,2026.0,LOCAL0,,,10.0,0.6170731707317073,0.019481118080440347,242,61,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.8597560975609756,0.3502544785450563,242,61,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,3,2026.0,LOCAL0,,,0.001,0.824390243902439,0.49409227360777874,242,61,36,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6670731707317072,0.4963557086427228,242,61,609,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7134146341463414,0.42801468691695205,242,61,612,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6036585365853658,0.4991852564657042,242,61,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7109756097560976,0.4637419904292186,242,61,612,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,242,61,576,ftv_complete_375,C2_full_with_treatment,T2,C+M_error_correction,1000.0,0.21577852496419173,
pcr,3,2026.0,LOCAL0,,,0.001,0.7341463414634146,0.49864661985330055,242,61,33,ftv_complete_375,C2_full_with_treatment,T3,C,,,
pcr,3,2026.0,LOCAL0,,,1.0,0.601219512195122,0.3436789100269009,242,61,768,ftv_complete_375,C2_full_with_treatment,T3,M,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.8341463414634147,0.34767927748249405,242,61,4,ftv_complete_375,C2_full_with_treatment,T3,F,,,
pcr,3,2026.0,LOCAL0,,,0.1,0.8219512195121951,0.3823113245636878,242,61,37,ftv_complete_375,C2_full_with_treatment,T3,C+F,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6780487804878049,0.44416208248962386,242,61,801,ftv_complete_375,C2_full_with_treatment,T3,C+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7304878048780488,0.504618649804026,242,61,805,ftv_complete_375,C2_full_with_treatment,T3,C+F+M,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.6219512195121951,0.47234902650782795,242,61,768,ftv_complete_375,C2_full_with_treatment,T3,M_residual,,,
pcr,3,2026.0,LOCAL0,,,0.01,0.7560975609756097,0.48690571373358954,242,61,805,ftv_complete_375,C2_full_with_treatment,T3,C+F+M_residual,,,
clinical_error_ridge,3,2026.0,LOCAL0,,,,,,242,61,768,ftv_complete_375,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.21287942644519775,
pcr,4,2026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T0,C,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.6170731707317074,0.29388237507634335,526,121,192,full_808,C2_full_with_treatment,T0,M,,,
pcr,4,2026.0,LOCAL0,,,1.0,0.7170731707317074,0.2249630926249445,526,121,226,full_808,C2_full_with_treatment,T0,C+M,,,
clinical_error_ridge,4,2026.0,LOCAL0,,,,,,526,121,192,full_808,C2_full_with_treatment,T0,C+M_error_correction,100.0,0.2193658753694808,
pcr,4,2026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T1,C,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.5753048780487804,0.29832930635826366,526,121,384,full_808,C2_full_with_treatment,T1,M,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.6966463414634146,0.20836034524806468,526,121,418,full_808,C2_full_with_treatment,T1,C+M,,,
clinical_error_ridge,4,2026.0,LOCAL0,,,,,,526,121,384,full_808,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.22494803296019736,
pcr,4,2026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T2,C,,,
pcr,4,2026.0,LOCAL0,,,1.0,0.6478658536585366,0.11585255091333348,526,121,576,full_808,C2_full_with_treatment,T2,M,,,
pcr,4,2026.0,LOCAL0,,,1.0,0.7039634146341464,0.14480372644620135,526,121,610,full_808,C2_full_with_treatment,T2,C+M,,,
clinical_error_ridge,4,2026.0,LOCAL0,,,,,,526,121,576,full_808,C2_full_with_treatment,T2,C+M_error_correction,100.0,0.22223519665062214,
pcr,4,2026.0,LOCAL0,,,0.0001,0.6935975609756098,0.49879623748418606,526,121,34,full_808,C2_full_with_treatment,T3,C,,,
pcr,4,2026.0,LOCAL0,,,1.0,0.672560975609756,0.11518115637489519,526,121,768,full_808,C2_full_with_treatment,T3,M,,,
pcr,4,2026.0,LOCAL0,,,1.0,0.7045731707317073,0.1529270824394963,526,121,802,full_808,C2_full_with_treatment,T3,C+M,,,
clinical_error_ridge,4,2026.0,LOCAL0,,,,,,526,121,768,full_808,C2_full_with_treatment,T3,C+M_error_correction,1000.0,0.22423551395382138,
pcr,4,2026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T0,C,,,
pcr,4,2026.0,LOCAL0,,,10.0,0.5956521739130435,0.28727557091793343,225,66,192,ftv_complete_375,C2_full_with_treatment,T0,M,,,
pcr,4,2026.0,LOCAL0,,,0.0001,0.583695652173913,0.49890733328292913,225,66,1,ftv_complete_375,C2_full_with_treatment,T0,F,,,
pcr,4,2026.0,LOCAL0,,,0.001,0.7032608695652174,0.49124224556221935,225,66,35,ftv_complete_375,C2_full_with_treatment,T0,C+F,,,
pcr,4,2026.0,LOCAL0,,,10.0,0.6891304347826087,0.3879640055427104,225,66,226,ftv_complete_375,C2_full_with_treatment,T0,C+M,,,
pcr,4,2026.0,LOCAL0,,,10.0,0.6815217391304348,0.7184271853910925,225,66,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M,,,
pcr,4,2026.0,LOCAL0,,,10.0,0.5978260869565217,0.34433421505514034,225,66,192,ftv_complete_375,C2_full_with_treatment,T0,M_residual,,,
pcr,4,2026.0,LOCAL0,,,1.0,0.6826086956521739,0.43943050566707703,225,66,227,ftv_complete_375,C2_full_with_treatment,T0,C+F+M_residual,,,
clinical_error_ridge,4,2026.0,LOCAL0,,,,,,225,66,192,ftv_complete_375,C2_full_with_treatment,T0,C+M_error_correction,1000.0,0.2024419749344968,
pcr,4,2026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T1,C,,,
pcr,4,2026.0,LOCAL0,,,0.0001,0.5532608695652174,0.5075196093130953,225,66,384,ftv_complete_375,C2_full_with_treatment,T1,M,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.6706521739130435,0.3175222711877286,225,66,2,ftv_complete_375,C2_full_with_treatment,T1,F,,,
pcr,4,2026.0,LOCAL0,,,0.001,0.733695652173913,0.49170614180227923,225,66,36,ftv_complete_375,C2_full_with_treatment,T1,C+F,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.5695652173913044,0.7482907424469878,225,66,418,ftv_complete_375,C2_full_with_treatment,T1,C+M,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.6065217391304347,0.5648286841125019,225,66,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M,,,
pcr,4,2026.0,LOCAL0,,,0.0001,0.5760869565217391,0.5191286570294836,225,66,384,ftv_complete_375,C2_full_with_treatment,T1,M_residual,,,
pcr,4,2026.0,LOCAL0,,,0.01,0.65,0.4381413605915804,225,66,420,ftv_complete_375,C2_full_with_treatment,T1,C+F+M_residual,,,
clinical_error_ridge,4,2026.0,LOCAL0,,,,,,225,66,384,ftv_complete_375,C2_full_with_treatment,T1,C+M_error_correction,1000.0,0.22060347057642196,
pcr,4,2026.0,LOCAL0,,,0.001,0.6989130434782609,0.4908081872456713,225,66,34,ftv_complete_375,C2_full_with_treatment,T2,C,,,
pcr,4,2026.0,LOCAL0,,,0.0001,0.5728260869565217,0.5,225,66,576,ftv_complete_375,C2_full_with_treatment,T2,M,,,
pcr,4,2026.0,LOCAL0,,,0.01,0.7315217391304347,0.4459864965793246,225,66,3,ftv_complete_375,C2_full_with_treatment,T2,F,,,
pcr,4,2026.0,LOCAL0,,,10.0,0.7826086956521738,0.5,225,66,37,ftv_complete_375,C2_full_with_treatment,T2,C+F,,,
pcr,4,2026.0,LOCAL0,,,0.01,0.5880434782608694,0.46701742829253756,225,66,610,ftv_complete_375,C2_full_with_treatment,T2,C+M,,,
pcr,4,2026.0,LOCAL0,,,0.1,0.6423913043478261,0.18219743017364595,225,66,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M,,,
pcr,4,2026.0,LOCAL0,,,0.0001,0.5934782608695652,0.5260005630846105,225,66,576,ftv_complete_375,C2_full_with_treatment,T2,M_residual,,,
pcr,4,2026.0,LOCAL0,,,0.01,0.6717391304347826,0.5097583930852243,225,66,613,ftv_complete_375,C2_full_with_treatment,T2,C+F+M_residual,,,
