population,seed,arm,timing,model,clinical_contract,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
full_808,2026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6185468190346239,0.48228293439175807,0.559788504178748,0.21907190735758772
full_808,2026,LOCAL3,T3,M,C2_full_with_treatment,808,275,533,0.5461436124850759,0.36717932157251576,0.5259798737847519,0.24977594870586214
full_808,3026,LOCAL0,T0,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL0,T0,C+M,C2_full_with_treatment,808,275,533,0.6685587583148559,0.49304278458584944,0.601975098072659,0.22159462230661559
full_808,3026,LOCAL0,T0,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6070066518847006,0.4493913867636923,0.55127750298482,0.22163854647686057
full_808,3026,LOCAL0,T0,M,C2_full_with_treatment,808,275,533,0.5138052191710728,0.3550692971435697,0.5074296435272045,0.24949464298088886
full_808,3026,LOCAL0,T1,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL0,T1,C+M,C2_full_with_treatment,808,275,533,0.6528944226505201,0.485071443273668,0.6256694524987207,0.2311191902552849
full_808,3026,LOCAL0,T1,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6332389561657854,0.4904176578863743,0.5716834385127068,0.21228339066613847
full_808,3026,LOCAL0,T1,M,C2_full_with_treatment,808,275,533,0.5257308545113424,0.357868487992803,0.5183592017738359,0.2944404151040312
full_808,3026,LOCAL0,T2,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL0,T2,C+M,C2_full_with_treatment,808,275,533,0.6903223605662631,0.5416804111731158,0.6313559611120587,0.20658483909562014
full_808,3026,LOCAL0,T2,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6359133549377451,0.5008571925605978,0.5650008528057309,0.21204461401789593
full_808,3026,LOCAL0,T2,M,C2_full_with_treatment,808,275,533,0.5161112058673034,0.35416547989567204,0.5087463755756438,0.3027902138958045
full_808,3026,LOCAL0,T3,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL0,T3,C+M,C2_full_with_treatment,808,275,533,0.6378850417874808,0.47840141177423967,0.602913184376599,0.23961504566770583
full_808,3026,LOCAL0,T3,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6373460685655807,0.5003964314744082,0.5605423844448235,0.21212870402135264
full_808,3026,LOCAL0,T3,M,C2_full_with_treatment,808,275,533,0.5419682756268122,0.37485018992936536,0.5356506907726419,0.2663780503680862
full_808,3026,LOCAL3,T0,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL3,T0,C+M,C2_full_with_treatment,808,275,533,0.7017431349138668,0.539404867366311,0.6288316561487293,0.20355928681512217
full_808,3026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,808,275,533,0.624806413099096,0.48819508979893095,0.5627085110011939,0.2135219463132348
full_808,3026,LOCAL3,T0,M,C2_full_with_treatment,808,275,533,0.5382568650861334,0.37082403749069487,0.5219853317414294,0.25669388671489063
full_808,3026,LOCAL3,T1,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL3,T1,C+M,C2_full_with_treatment,808,275,533,0.6605287395531299,0.4855262283467583,0.6311239979532662,0.23008768783317868
full_808,3026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6419239297288079,0.49768235165402586,0.5634146341463415,0.21071057010530314
full_808,3026,LOCAL3,T1,M,C2_full_with_treatment,808,275,533,0.5428620160327478,0.37778026804811027,0.5211734606856557,0.2805108778476043
full_808,3026,LOCAL3,T2,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL3,T2,C+M,C2_full_with_treatment,808,275,533,0.7029097731536755,0.55106469666838,0.6395087838990278,0.20264039434942702
full_808,3026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6444550571379839,0.509142360395857,0.5704553982602762,0.2101207840859239
full_808,3026,LOCAL3,T2,M,C2_full_with_treatment,808,275,533,0.5173733583489681,0.35269259890249327,0.49988742964352717,0.28111584049728083
full_808,3026,LOCAL3,T3,C,C2_full_with_treatment,808,275,533,0.6796145318096538,0.5424197284072237,0.64536926488146,0.22583847913185245
full_808,3026,LOCAL3,T3,C+M,C2_full_with_treatment,808,275,533,0.6516254477230087,0.4848106146238429,0.6185127068053897,0.23453136387048823
full_808,3026,LOCAL3,T3,C+M_error_correction,C2_full_with_treatment,808,275,533,0.6484325430666894,0.511617544325951,0.5650008528057309,0.2095886020383469
full_808,3026,LOCAL3,T3,M,C2_full_with_treatment,808,275,533,0.5483813747228381,0.3768611532793622,0.5280880095514242,0.26650484191048185
