seed_base,fold,task,endpoint,target_semantics,metric,L3_minus_L1,N3_minus_N1,N1_minus_L1,difference_in_differences
2026,3,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.18887906966290535,0.038441400277736404,-0.6706312978901539,-0.15043766938516895
2026,3,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.07425304712134229,0.055955351243977686,-0.396028908029275,-0.0182976958773646
2026,4,delta,T0→T1,literal_ftv_end_minus_ftv_start,pearson,0.0491514015327385,0.005219328016616787,0.04869932028108698,-0.04393207351612172
2026,4,delta,T1→T2,literal_ftv_end_minus_ftv_start,pearson,-0.08203229405919843,0.0776488379138808,-0.22620471183462632,0.15968113197307923
2026,4,delta,T2→T3,literal_ftv_end_minus_ftv_start,pearson,0.016899497129354596,0.05073389734015099,-0.008783914817281413,0.033834400210796395
2026,4,delta,macro,literal_ftv_end_minus_ftv_start,pearson,-0.005327131799035156,0.0445340210902162,-0.06209643545694027,0.04986115288925136
2026,4,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.05215882370071956,-0.05026459309198858,-0.3482943482469754,-0.10242341679270814
2026,4,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.053418747532259225,-0.08629637687064495,0.29893865559822025,-0.13971512440290418
2026,4,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.02150238344582489,0.054503075403598805,-0.13199212463106189,0.033000691957773914
2026,4,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,-0.035668293083889496,-0.020951705455139198,0.002075281520640501,0.014716587628750298
2026,4,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.02285291539872858,-0.025752400003543507,-0.044818133939794114,-0.04860531540227209
3026,0,delta,T0→T1,literal_ftv_end_minus_ftv_start,pearson,-0.01827870038860402,0.438030826821924,-0.4084721101673018,0.45630952721052803
3026,0,delta,T1→T2,literal_ftv_end_minus_ftv_start,pearson,0.00048174056707459,0.06798341189579887,0.02965819791927299,0.06750167132872428
3026,0,delta,T2→T3,literal_ftv_end_minus_ftv_start,pearson,0.06501384580455438,0.012964316731118801,-0.15309458068345141,-0.05204952907343558
3026,0,delta,macro,literal_ftv_end_minus_ftv_start,pearson,0.015738961994341716,0.1729928518162806,-0.1773028309771601,0.15725388982193889
3026,0,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.0954767108176881,0.4893974065438814,-0.2567849216814902,0.3939206957261933
3026,0,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.2161517209295889,0.096450411102672,-0.11069065712772191,-0.1197013098269169
3026,0,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,pearson,0.07679367229561009,0.4780404024032974,0.030694214547888093,0.40124673010768735
