seed_base,fold,arm,analysis_scope,task,endpoint,target_semantics,scale,aggregation,selected_alpha,n_train,n_val,n_test,spearman,pearson,r2,rmse,mae,b0_rmse,rmse_gain_over_b0,prediction_target_variance_ratio,calibration_slope,calibration_intercept,calibration_mean_bias
2026,0.0,L1,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,10.0,247.0,59.0,69,0.7760321519912314,0.4175272817549651,-1.0219402545407692,79.27496343718673,25.374819910701746,55.89711600208645,-0.4182299393447716,2.2823987773058687,,,
2026,0.0,L1,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,10.0,247.0,59.0,69,0.7761123138094481,0.7477042959620482,0.5500040542195311,0.2691169895767858,0.2210795304210132,0.4026631190304871,0.3316572170186512,0.6466805068341945,,,
2026,0.0,L1,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,100.0,247.0,59.0,69,0.6185239313116551,0.132918985029541,-0.0272256065431464,57.97041062541914,17.1000211683671,57.43630444696899,-0.0092991041744911,0.0342299066233978,,,
2026,0.0,L1,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,100.0,247.0,59.0,69,0.6185239313116551,0.4977129974281751,0.243512529984574,0.4286296444763606,0.3243266140863464,0.4980188609158487,0.1393304990736343,0.2782820278611024,,,
2026,0.0,L1,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,100.0,247.0,59.0,69,0.4956521739130435,0.1879583482131087,-0.0233145350348513,46.4526630148624,11.050403376543276,46.131023196508,-0.0069723105204992,0.0044794679130044,,,
2026,0.0,L1,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,100.0,247.0,59.0,69,0.4961864832731951,0.527622063010361,0.2705288057327668,0.5463956117472131,0.4210288448629068,0.6466034015726866,0.1549756614050365,0.2003576356796903,,,
2026,0.0,L1,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,100.0,247.0,59.0,69,0.3194008037997808,0.2835363082414817,-0.0691126167977762,7.434942273852145,2.735935410885006,7.199525014865085,-0.032698998684078,0.0050358846902493,,,
2026,0.0,L1,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,100.0,247.0,59.0,69,0.3193028611141545,0.301730546282476,0.0528893845024155,0.5730673481328994,0.4624677989841368,0.6004571197985203,0.0456148670113386,0.0882550533971123,,,
2026,0.0,L1,primary_measurement_valid,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,,988.0,236.0,276,0.5524022652539278,0.2554852308097741,-0.2853982532291358,47.7832448378301,14.06529496662428,41.665992165107134,-0.11680008818096,0.5815360091331301,,,
2026,0.0,L1,primary_measurement_valid,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,,988.0,236.0,276,0.5525313973771132,0.5186924756707652,0.2792336936098218,0.4543023984833148,0.3572256970886008,0.5369356253293858,0.1678945611271651,0.3033938059430249,,,
2026,1.0,L1,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,10.0,239.0,69.0,67,0.6999361481363239,0.8033621436165396,0.5950302236192019,17.446388734151306,9.53663470568878,28.855163045413654,0.3953806912581526,0.4316702515184426,,,
2026,1.0,L1,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,10.0,239.0,69.0,67,0.6999361481363239,0.7757977497126042,0.5961409047319457,0.2369205031496628,0.1849748014998216,0.3800164439110871,0.3765519704586904,0.6728102274926562,,,
2026,1.0,L1,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,1000.0,239.0,69.0,67,0.679383829515524,0.5112762385670268,0.198299939585591,12.673422906673393,6.4438846204380855,16.731070538286627,0.2425216977196945,0.1905940374969967,,,
2026,1.0,L1,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,1000.0,239.0,69.0,67,0.679383829515524,0.6425516589502767,0.4095575366305641,0.328257588572672,0.2483260334157729,0.4325348641878259,0.2410840934428628,0.3493523490461009,,,
2026,1.0,L1,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,1000.0,239.0,69.0,67,0.5519993614813633,0.5690826507414263,0.1959684506166358,7.10289162006654,3.217680061227604,10.38709872630782,0.3161813700608465,0.0832635604554409,,,
2026,1.0,L1,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,1000.0,239.0,69.0,67,0.5519993614813633,0.5684687167984267,0.2466831750382192,0.5285940242159258,0.4045157426096845,0.632214382008047,0.1639006652506084,0.1996233268955126,,,
2026,1.0,L1,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,100.0,239.0,69.0,67,0.4005906297390056,0.4754332562245371,0.1671682948004704,2.453393421710569,1.265096364456763,3.691769116637504,0.3354423464203142,0.1506154343162977,,,
2026,1.0,L1,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,100.0,239.0,69.0,67,0.4005906297390056,0.3857241810758455,0.0861050137744323,0.5203656000223444,0.3907089838857968,0.5567514469243958,0.0653538434485512,0.3848600551750019,,,
2026,1.0,L1,primary_measurement_valid,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,,956.0,276.0,268,0.5829774922180542,0.5897885722873824,0.2891167271554747,9.919024170650452,5.1158239379528085,14.9162753566614,0.322381526364752,0.2140358209467945,,,
2026,1.0,L1,primary_measurement_valid,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,,956.0,276.0,268,0.5829774922180542,0.5931355766342883,0.3346216575437903,0.4035344289901513,0.307131390352769,0.500379284257839,0.2117226431501782,0.4016614896523179,,,
2026,2.0,L1,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,1000.0,240.0,52.0,83,0.6053902019226732,0.4218417280072936,0.0193264795266058,41.26657483499231,19.196351531564364,41.712441509042165,0.010689057219372,0.0487541300372793,,,
2026,2.0,L1,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,1000.0,240.0,52.0,83,0.6063354148897508,0.5619427812469169,0.2950871273184601,0.3349246462585729,0.2530533594758363,0.3998362026424876,0.1623453703164423,0.2805559766636281,,,
2026,2.0,L1,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,1000.0,240.0,52.0,83,0.6411569623441501,0.2454587957034689,-0.0629515314785833,51.86334472624245,18.21101216889281,50.909423958123874,-0.0187376067916862,0.0091658149031823,,,
2026,2.0,L1,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,1000.0,240.0,52.0,83,0.6421689058611123,0.5619093439059042,0.2605808640538984,0.4247967764861345,0.3183373582124775,0.5026051085377793,0.1548100700329355,0.2066718246472052,,,
2026,2.0,L1,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,1000.0,240.0,52.0,83,0.6252886108895511,0.146296187189935,-0.0654104484291178,48.48488459489392,13.965938489344287,47.66448817348909,-0.017211900365294,0.0029401171217083,,,
2026,2.0,L1,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,1000.0,240.0,52.0,83,0.6252394171165022,0.616174299762353,0.3163413295558217,0.5846103048747529,0.4552547597712043,0.7159184376452752,0.1834121400789836,0.1834910196248979,,,
2026,2.0,L1,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,1000.0,240.0,52.0,83,0.4789681373577936,0.6275844833893098,-0.0488551008386599,21.687594050547723,6.041838609686538,21.504263156474757,-0.0085253278728488,0.0003131992401867,,,
2026,2.0,L1,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,transformed_outer_train,outer_fold,1000.0,240.0,52.0,83,0.4789916407418743,0.5824386497180665,0.217200202431489,0.6243219759018662,0.4850195204613802,0.7064083246639596,0.1162024085731749,0.0586338950244003,,,
2026,2.0,L1,primary_measurement_valid,static,macro,static_ftv_log_winsor_median_iqr_inverse_natural,natural,outer_fold,,960.0,208.0,332,0.587700978128542,0.3602952985725018,-0.0394726503049388,40.8255995516691,14.353785199872002,40.44765419928248,-0.0084464444526142,0.0152933153255892,,,
