aggregation_level,model_name,run_name,fold,decision_point,perturbation,perturbation_cn,n,native_auroc,native_auprc,native_accuracy,native_sensitivity,native_specificity,perturbed_auroc,perturbed_auprc,perturbed_accuracy,perturbed_sensitivity,perturbed_specificity,auroc_change_perturbed_minus_native,auprc_change_perturbed_minus_native,accuracy_change_perturbed_minus_native,sensitivity_change_perturbed_minus_native,specificity_change_perturbed_minus_native,mean_probability_change,mean_absolute_probability_change,median_absolute_probability_change
fold_test,m2,m2_final,4,T0-T2,repeated_t0,Repeated-T0,161,0.5205831903945112,0.38214925258472754,0.37888198757763975,0.9272727272727272,0.09433962264150944,0.44511149228130353,0.33727269331744414,0.39751552795031053,0.6545454545454545,0.2641509433962264,-0.07547169811320764,-0.0448765592672834,0.018633540372670787,-0.2727272727272727,0.16981132075471697,-0.05304010185776061,0.08541352656095928,0.0698940408101122
fold_test,m2,m2_final,4,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,161,0.5205831903945112,0.38214925258472754,0.37888198757763975,0.9272727272727272,0.09433962264150944,0.4710120068610635,0.34567591264827924,0.36024844720496896,0.8545454545454545,0.10377358490566038,-0.049571183533447694,-0.0364733399364483,-0.018633540372670787,-0.07272727272727275,0.009433962264150941,-0.01656400629837429,0.05981573644875268,0.0378607142188999
pooled_oof_test,m0,m0_final,,T0-T1,repeated_t0,Repeated-T0,808,0.5041344021831827,0.3433836820171312,0.4715346534653465,0.6363636363636364,0.38649155722326456,0.5189118198874296,0.35643430718807345,0.5061881188118812,0.48363636363636364,0.5178236397748592,0.014777417704246898,0.013050625170942243,0.034653465346534684,-0.1527272727272727,0.13133208255159468,-0.04818868228621444,0.09932216678122219,0.0615398695429384
pooled_oof_test,m0,m0_final,,T0-T2,repeated_t0,Repeated-T0,808,0.5486474501108648,0.40503424436223134,0.5074257425742574,0.6581818181818182,0.42964352720450283,0.5240730001705611,0.36623146862999467,0.5420792079207921,0.4690909090909091,0.5797373358348968,-0.024574449940303666,-0.03880277573223667,0.034653465346534684,-0.1890909090909091,0.150093808630394,-0.07667843292622283,0.20079688624682485,0.07400144044858785
pooled_oof_test,m0,m0_final,,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,808,0.5486474501108648,0.40503424436223134,0.5074257425742574,0.6581818181818182,0.42964352720450283,0.5459389391096708,0.3708175388549832,0.5111386138613861,0.6,0.4652908067542214,-0.0027085110011939584,-0.034216705507248146,0.003712871287128716,-0.05818181818181822,0.03564727954971858,-0.017384970081979405,0.19620619116214233,0.0727200520448116
pooled_oof_test,m1,m1_final,,T0-T1,repeated_t0,Repeated-T0,808,0.5385979873784752,0.37221294591195386,0.5396039603960396,0.4581818181818182,0.5816135084427767,0.5100051168343851,0.3446477882794569,0.5804455445544554,0.31272727272727274,0.7185741088180112,-0.0285928705440901,-0.02756515763249695,0.04084158415841577,-0.14545454545454545,0.1369606003752345,-0.0633696446076436,0.196734411265933,0.061320142665121105
pooled_oof_test,m1,m1_final,,T0-T2,repeated_t0,Repeated-T0,808,0.5405082722155893,0.37948145223226004,0.47896039603960394,0.6690909090909091,0.3808630393996248,0.4941838649155722,0.329413491843675,0.5297029702970297,0.3490909090909091,0.6228893058161351,-0.04632440730001708,-0.05006796038858502,0.05074257425742579,-0.31999999999999995,0.24202626641651032,-0.1194015021581356,0.1876671984572827,0.15987051598704025
pooled_oof_test,m1,m1_final,,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,808,0.5405082722155893,0.37948145223226004,0.47896039603960394,0.6690909090909091,0.3808630393996248,0.5299266587071465,0.3718913507632287,0.49257425742574257,0.5636363636363636,0.45590994371482174,-0.010581613508442778,-0.0075901014690313295,0.013613861386138626,-0.10545454545454547,0.07504690431519695,-0.03289154608720219,0.14724395594177922,0.10882482402209084
pooled_oof_test,m2,m2_final,,T0-T1,repeated_t0,Repeated-T0,808,0.529155722326454,0.3627161632037556,0.5321782178217822,0.4909090909090909,0.5534709193245778,0.5048405253283302,0.3400122075077677,0.556930693069307,0.3527272727272727,0.6622889305816135,-0.02431519699812379,-0.022703955695987876,0.024752475247524774,-0.13818181818181818,0.10881801125703572,-0.06367723179413112,0.19845289121749982,0.0581150321299976
pooled_oof_test,m2,m2_final,,T0-T2,repeated_t0,Repeated-T0,808,0.5406378986866791,0.37407314159114924,0.46905940594059403,0.7345454545454545,0.3320825515947467,0.48214907044175337,0.32053394026823795,0.4975247524752475,0.3927272727272727,0.551594746716698,-0.05848882824492574,-0.05353920132291129,0.02846534653465349,-0.3418181818181818,0.21951219512195125,-0.10592045687521251,0.17204018392478287,0.1328344292924771
pooled_oof_test,m2,m2_final,,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,808,0.5406378986866791,0.37407314159114924,0.46905940594059403,0.7345454545454545,0.3320825515947467,0.5222309397919154,0.3612680866668696,0.46905940594059403,0.6218181818181818,0.3902439024390244,-0.018406958894763736,-0.012805054924279635,0.0,-0.11272727272727268,0.058161350844277704,-0.031045042639136444,0.13370966660997266,0.09149178547446925
