audit_scope,sample_patients,sample_visits,selection_sha256,orientation_after_ras_fraction,maximum_roundtrip_corner_error_mm,maximum_dce_mask_footprint_corner_error_mm,population_laterality_tag_present_visits,population_laterality_tag_missing_visits,population_image_laterality_tag_present_visits,population_geometry_tags_complete_visits,population_patients_with_conflicting_known_laterality_tag,source_roi_available,lesion_to_contralateral_mapping_available,left_right_source_mapping_conclusion,risk,status
outcome_blind_geometry_sample,20,80,24d43ae42bab9c6151e7ef918b48b1e0c6c63978ce18b64aa0815141a4908ed6,1.0,4.019436694230464e-14,0.001623511314392,1272,228,0,1500,1,False,False,NOT_AUDITABLE_SOURCE_ROI_AND_HASH_BOUND_LATERALITY_NOT_AVAILABLE,DICOM Laterality is incomplete and is not hash-bound to lesion side or historical BPE source selection; RAS conversion alone cannot verify contralateral assignment,GEOMETRY_PASS_SOURCE_LATERALITY_UNRESOLVED
