seed_base,arm,analysis_scope,task,endpoint,target_semantics,scale,aggregation,n_test,spearman,pearson,r2,rmse,mae,b0_rmse,rmse_gain_over_b0,prediction_target_variance_ratio,calibration_slope,calibration_intercept,calibration_mean_bias
2026,GAP0,primary_measurement_valid,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,375,0.32774877688019116,0.2844066391138311,0.015431738778146409,42.3364297933763,20.14641772890278,42.77656700591202,0.010289213074880321,0.049655615768295656,0.06337586736516515,16.183805634252632,-10.595183942773222
2026,GAP0,primary_measurement_valid,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,375,0.3813054955057459,0.28547391802848704,0.035392979490507126,37.00644022658017,13.028668418428909,37.95576601319648,0.025011372087346394,0.09734974285051261,0.08907048968427486,7.970373936825171,-8.028264850353187
2026,GAP0,primary_measurement_valid,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,375,0.1591987711912618,0.10972016560308899,-0.03897226000287235,31.703223466306174,8.187492134962577,31.345565059981617,-0.011410175750226743,0.002263432211776788,0.0052199963644044955,2.1765418490642805,-6.7536237520767815
2026,GAP0,primary_measurement_valid,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,375,0.053992607463454835,0.034466302884152866,-0.04654594455846617,12.694117375705208,3.2603537355221626,12.477635535818399,-0.017349588330687688,0.0007931112956875442,0.0009706480084999806,0.851245547532364,-2.709915958018579
2026,GAP0,primary_measurement_valid,delta,T0_to_T1,literal_ftv_end_minus_ftv_start,natural,pooled_5fold_oof,375,0.029987939469791784,-0.022896204950836357,-0.021226477774162422,25.598698489875073,13.86253887606732,25.477864188497076,-0.004742717069374747,0.01549469837836831,-0.0028500669844499743,-11.201914354018221,-0.14249916884126332
2026,GAP0,primary_measurement_valid,delta,T1_to_T2,literal_ftv_end_minus_ftv_start,natural,pooled_5fold_oof,375,0.15682603254067584,0.14632652227535714,-0.10184066135104719,18.04758144901394,10.300803947979224,17.219808801872187,-0.04807095460036439,0.24632145938755462,0.07262299833922738,-8.438023985793302,-0.47560532471089056
2026,GAP0,primary_measurement_valid,delta,T2_to_T3,literal_ftv_end_minus_ftv_start,natural,pooled_5fold_oof,375,0.03665286153145978,-0.033371391452486215,-0.05990264850919469,28.19807695262313,10.061320968066493,27.537956917151757,-0.023971278532294565,0.045385908796624415,-0.007109430833618505,-5.923605187272449,-0.4727219303187497
2026,GAP0,observable_only,static,T0,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,374,0.3343443964961076,0.2802862217074963,0.013178371013393808,42.28573945216761,19.925462748008158,42.67940335287805,0.009223744236899922,0.04811074271653393,0.0614784316662889,16.08532017880638,-10.570697620479288
2026,GAP0,observable_only,static,T1,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,367,0.3433650352203627,0.2606676715916361,0.003566738740833686,34.10804546375217,12.330192808041822,34.34636987087729,0.0069388528691993745,0.025390150788249216,0.04153553537255924,7.78308310604063,-7.948556598752541
2026,GAP0,observable_only,static,T2,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,372,0.1535285543418185,0.11886137960755364,-0.04417718437302831,25.899176430463243,7.292464032770453,25.507316453551763,-0.01536265007042383,0.002721595805314002,0.006200869338300393,2.127642985986493,-5.881948977340597
2026,GAP0,observable_only,static,T3,static_ftv_log_winsor_median_iqr_inverse_natural,natural,pooled_5fold_oof,373,0.048782399742586705,0.028571461364934405,-0.04442505019685816,12.415073183223999,3.125762108486025,12.201692990259323,-0.017487752981083748,0.0008190162562098681,0.0008176712259302311,0.8425919244237308,-2.583916937056628
2026,GAP0,observable_only,delta,T0_to_T1,literal_ftv_end_minus_ftv_start,natural,pooled_5fold_oof,366,0.04607945780666495,0.013496151172187162,-0.012607955536976245,24.24089451546433,13.08203088147466,24.222567386068665,-0.0007566138264189821,0.016022880452651895,0.0017083632893902575,-10.902756570100388,-0.03233439703162569
2026,GAP0,observable_only,delta,T1_to_T2,literal_ftv_end_minus_ftv_start,natural,pooled_5fold_oof,365,0.14129849490280663,0.08903705195383299,-0.1288484873036535,18.05072413035925,10.171548129154138,17.02259769956717,-0.060397740047526335,0.2104495526003029,0.04084555253644103,-8.305267451798441,-0.1612107523438761
2026,GAP0,observable_only,delta,T2_to_T3,literal_ftv_end_minus_ftv_start,natural,pooled_5fold_oof,371,0.02308353915170714,-0.021778317357158787,-0.015430961248102504,22.256570666341123,7.34293109495439,22.209881182479446,-0.002102194220584499,0.010374515034369945,-0.0022182384266252373,-4.858609623189081,-0.549943611053299
