seed_base,task,endpoint,analysis_scope,comparison,left_arm,right_arm,effect_natural_spearman,effect_natural_pearson,effect_natural_r2,effect_natural_rmse,effect_natural_mae,effect_natural_b0_rmse,effect_natural_rmse_gain_over_b0,effect_natural_prediction_target_variance_ratio,effect_natural_calibration_slope,effect_natural_calibration_intercept,effect_natural_calibration_mean_bias,effect_transformed_spearman,effect_transformed_pearson,effect_transformed_r2,effect_transformed_rmse,effect_transformed_mae,effect_transformed_b0_rmse,effect_transformed_rmse_gain_over_b0,effect_transformed_prediction_target_variance_ratio,effect_transformed_calibration_slope,effect_transformed_calibration_intercept,effect_transformed_calibration_mean_bias
3026,delta,T1_to_T2,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.18625236090567754,-0.041999910070262436,-0.026975841073257678,0.24126717606037218,-0.2505139997074508,0.0,-0.01401102525796575,0.023208846517873014,-0.0017844249702936021,-0.2418374543498194,-0.2265164590509053,0.15733230494393452,0.03897952739168886,0.0036711536723403743,0.007431732948279368,-0.01413750160741789,0.0,0.001171966772740507,0.0738170279203454,0.04169108550444728,-0.01935034925129022,-0.015230178797229297
3026,delta,T2_to_T3,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.15427011036522928,0.15525344574014902,0.05573056382879127,-0.7519993611904461,-0.03914228904871386,0.0,0.027307739766346657,0.0165021798817587,0.03605820949555642,0.28269077674024246,0.0875291742395446,0.13013334005570984,0.2319508361929568,0.21453038806692115,-0.028090659895911085,-0.005521484508812402,0.0,0.05511911234879066,0.13107664596383733,0.14375960750383063,-0.011168364626845383,0.0033139490845226828
3026,delta,macro,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.1922620700117571,0.09404262727892597,0.022410739692271624,-0.3312766096186053,-0.2804877902615086,0.0,0.01075272668125964,0.025632685164057346,0.024069414392770525,0.29805866062408803,0.09866491513905815,0.16982078737742295,0.15036189553692864,0.087300724080324,-0.012844455804063237,-0.013090644568262533,0.0,0.025687478807351578,0.08980560384046526,0.07949459977607509,-0.0049879583217773155,0.0017266849812543855
4026,delta,T0_to_T1,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.22462692001365347,0.07445726512618442,0.025811011758226088,-0.33094528338288853,-0.6544429544767745,0.0,0.012989522235239248,0.03872087767223915,0.03226679005416026,0.4141021542919887,0.05826448757582345,0.20943270216194643,0.04834993441312305,0.01618243735069204,-0.009883565817885853,-0.02471435957943874,0.0,0.008678345604223538,0.03102798492229744,0.022271908666690758,0.0006334076074982396,0.003205267640872988
4026,delta,T1_to_T2,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.10753123222209579,0.051545067528735306,0.026186979942618205,-0.23283708531874936,-0.2438370779128416,0.0,0.01352146751440322,0.029496142269365297,0.028458508141274583,-0.35228151786813555,-0.5966250328408496,0.09916271738058338,0.04193938880664877,0.04501818904794066,-0.016608921587848324,-0.014868356695578955,0.0,0.024053775737235137,0.06518332231359565,0.05454298570263659,-0.03552039155749958,-0.03282332577947746
4026,delta,T2_to_T3,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.1826464899305951,0.13763315545060406,0.05251944815457443,-0.7125770819794255,-0.5801110684732311,0.0,0.025876178255461048,0.010932229477979623,0.03172746624938482,0.16809729557640463,-0.003624574231908706,0.1472680594892059,0.19452314607926127,0.08246276499686084,-0.024243515749539868,-0.02061809807730125,0.0,0.031463029038907325,0.218721847312856,0.12503166955160694,-0.019400684894106922,-0.006247428405840175
4026,delta,macro,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.17160154738878147,0.0878784960351746,0.034839146618472906,-0.4254531502270176,-0.49279703362094907,0.0,0.017462389335034502,0.02638308313986134,0.030817588148273213,0.07663931066675289,-0.18066170649897828,0.15195449301057856,0.09493748976634431,0.04788779713183118,-0.01691200105175794,-0.020066938117439648,0.0,0.021398383460122,0.10497771818291635,0.06728218797364477,-0.018095889614702754,-0.01195516218148155
5026,delta,T0_to_T1,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.22013175560359544,0.17450886507479446,0.06256527138822943,-0.7980391414861359,-0.39413493268147626,0.0,0.03132284306022952,0.020937665105970827,0.04173669973029908,0.4037416435594743,-0.05653004208184392,0.24597522805140717,0.1437013445111318,0.04991815821502556,-0.027288596951163813,-0.014477547916159739,0.0,0.02549765266455604,0.019911256516449156,0.034909726136948094,0.004336392916385541,0.0001657044686342382
5026,delta,T1_to_T2,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.15061440436909773,0.0062416608076938385,0.001818677986633821,-0.016456095718236696,-0.4710801762467227,0.0,0.0009556491542721118,0.030273812469931632,0.016273752059551352,-0.3054951683471261,-0.44522089677553023,0.1415744479538772,0.08054238251470341,0.05164401074802605,-0.00939059114105567,-0.0262637978775232,0.0,0.0263704892290567,0.10911451653950399,0.08232312288717493,-0.03495062055833636,-0.027403092461425176
5026,delta,T2_to_T3,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.1047243144840141,0.1046816684825172,0.025370931189093948,-0.34035259960925757,-0.01053143548738511,0.0,0.012359399088073673,0.022506173064004625,0.023845925487951322,0.35550443904284723,0.22644065311319894,0.09331279410414038,0.16169067793067843,0.21500453223001686,-0.0165192318700621,-0.0022406280569536863,0.0,0.04975186853422178,0.1623525215430076,0.13409927085223483,-0.01176919107681671,0.004044686385541522
