seed,arm,fold,timing,target,representation,dimension,raw_input_dim,selected_C,validation_auroc,feature_dim
3026,LOCAL3,3,T3,HR,raw,768,768,0.1,0.5149833518312985,768
3026,LOCAL3,3,T3,HER2,raw,768,768,0.0001,0.5139784946236559,768
3026,LOCAL3,3,T3,subtype_4class,raw,768,768,10.0,0.5481193009014318,768
3026,LOCAL3,3,T3,HR,pca16,16,768,0.001,0.4508879023307436,16
3026,LOCAL3,3,T3,HER2,pca16,16,768,0.01,0.5,16
3026,LOCAL3,3,T3,subtype_4class,pca16,16,768,100.0,0.5012054397210128,16
3026,LOCAL3,3,T3,HR,pca32,32,768,1.0,0.4772475027746948,32
3026,LOCAL3,3,T3,HER2,pca32,32,768,1.0,0.4559139784946237,32
3026,LOCAL3,3,T3,subtype_4class,pca32,32,768,100.0,0.5319557828231642,32
3026,LOCAL3,4,T0,HR,raw,192,192,0.1,0.5396781354051055,192
3026,LOCAL3,4,T0,HER2,raw,192,192,0.01,0.5727598566308243,192
3026,LOCAL3,4,T0,subtype_4class,raw,192,192,0.1,0.5313300532090551,192
3026,LOCAL3,4,T0,HR,pca16,16,192,1.0,0.47807991120976695,16
3026,LOCAL3,4,T0,HER2,pca16,16,192,0.0001,0.5906810035842293,16
3026,LOCAL3,4,T0,subtype_4class,pca16,16,192,0.001,0.5189176334194339,16
3026,LOCAL3,4,T0,HR,pca32,32,192,0.1,0.5624306326304106,32
3026,LOCAL3,4,T0,HER2,pca32,32,192,0.0001,0.5283154121863799,32
3026,LOCAL3,4,T0,subtype_4class,pca32,32,192,0.01,0.5375284334953012,32
3026,LOCAL3,4,T1,HR,raw,384,384,1.0,0.5302441731409545,384
3026,LOCAL3,4,T1,HER2,raw,384,384,0.001,0.5874551971326165,384
3026,LOCAL3,4,T1,subtype_4class,raw,384,384,0.0001,0.547224279032431,384
3026,LOCAL3,4,T1,HR,pca16,16,384,0.0001,0.4470033296337403,16
3026,LOCAL3,4,T1,HER2,pca16,16,384,1.0,0.5870967741935484,16
3026,LOCAL3,4,T1,subtype_4class,pca16,16,384,0.0001,0.5389259032578272,16
3026,LOCAL3,4,T1,HR,pca32,32,384,0.0001,0.47558268590455044,32
3026,LOCAL3,4,T1,HER2,pca32,32,384,0.0001,0.48709677419354835,32
3026,LOCAL3,4,T1,subtype_4class,pca32,32,384,0.0001,0.547897710273286,32
3026,LOCAL3,4,T2,HR,raw,576,576,100.0,0.564927857935627,576
3026,LOCAL3,4,T2,HER2,raw,576,576,0.0001,0.52831541218638,576
3026,LOCAL3,4,T2,subtype_4class,raw,576,576,0.0001,0.5399857485224944,576
3026,LOCAL3,4,T2,HR,pca16,16,576,0.0001,0.4517203107658157,16
3026,LOCAL3,4,T2,HER2,pca16,16,576,0.1,0.47921146953405014,16
3026,LOCAL3,4,T2,subtype_4class,pca16,16,576,0.0001,0.4870114998785915,16
3026,LOCAL3,4,T2,HR,pca32,32,576,0.0001,0.5113762486126526,32
3026,LOCAL3,4,T2,HER2,pca32,32,576,0.01,0.5139784946236559,32
3026,LOCAL3,4,T2,subtype_4class,pca32,32,576,0.001,0.5377168255123914,32
3026,LOCAL3,4,T3,HR,raw,768,768,1.0,0.5541065482796892,768
3026,LOCAL3,4,T3,HER2,raw,768,768,0.0001,0.5301075268817205,768
3026,LOCAL3,4,T3,subtype_4class,raw,768,768,0.0001,0.5453645390042372,768
3026,LOCAL3,4,T3,HR,pca16,16,768,0.1,0.4564372918978912,16
3026,LOCAL3,4,T3,HER2,pca16,16,768,0.1,0.48853046594982075,16
3026,LOCAL3,4,T3,subtype_4class,pca16,16,768,0.0001,0.4933569710268112,16
3026,LOCAL3,4,T3,HR,pca32,32,768,0.0001,0.46836847946725857,32
3026,LOCAL3,4,T3,HER2,pca32,32,768,0.01,0.489605734767025,32
3026,LOCAL3,4,T3,subtype_4class,pca32,32,768,0.0001,0.5306904689806625,32
