population,seed,arm,timing,model_key,model_family,representation,dimension,dimension_values,n_folds,fold_sizes,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,3026,LOCAL0,T2,M|PCA8,M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5241852487135507,0.3103706758805973,0.5125214408233276,0.22115165737417014
ftv_complete_375,3026,LOCAL0,T2,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5326929674099485,0.3259261853263371,0.5208404802744425,0.2571839506909977
ftv_complete_375,3026,LOCAL0,T2,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5184562607204117,0.32616396779459994,0.5083190394511149,0.2289101374506158
ftv_complete_375,3026,LOCAL0,T2,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5384562607204116,0.3488272676290768,0.5694682675814751,0.22747281129809738
ftv_complete_375,3026,LOCAL0,T2,M|RAW,M,raw,576,[576],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.47879931389365354,0.27164480715782446,0.5387650085763294,0.3268544807420908
ftv_complete_375,3026,LOCAL0,T3,C,C,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407
ftv_complete_375,3026,LOCAL0,T3,C+F,C+F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7154030874785592,0.5393749537451002,0.68147512864494,0.19299362818294807
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual|PCA16,C+F+M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6890222984562607,0.48380544716897633,0.6480274442538594,0.21777961128363268
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual|PCA32,C+F+M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6420583190394512,0.43612736633606425,0.6850771869639793,0.23792434515943983
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual|PCA64,C+F+M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5918181818181818,0.359384185246469,0.6110634648370498,0.2811678448118468
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual|PCA8,C+F+M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7158833619210977,0.5156614417778197,0.6820754716981132,0.19803289396755588
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual|PCA_SELECTED,C+F+M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7058662092624357,0.5131449858024241,0.6638078902229845,0.19490237272587158
ftv_complete_375,3026,LOCAL0,T3,C+F+M|PCA16,C+F+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7057632933104631,0.5210727729644837,0.6571183533447684,0.20067689786780177
ftv_complete_375,3026,LOCAL0,T3,C+F+M|PCA32,C+F+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6457632933104631,0.4460889318240012,0.6355917667238422,0.2375379534064704
ftv_complete_375,3026,LOCAL0,T3,C+F+M|PCA64,C+F+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.58926243567753,0.35546613615644934,0.6283018867924528,0.2800591816292479
ftv_complete_375,3026,LOCAL0,T3,C+F+M|PCA8,C+F+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6750257289879931,0.47017805071071206,0.6541166380789022,0.2107307294971612
ftv_complete_375,3026,LOCAL0,T3,C+F+M|PCA_SELECTED,C+F+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6904631217838766,0.49401469264988324,0.6668096054888508,0.20495076912291113
ftv_complete_375,3026,LOCAL0,T3,C+F+M|R16,C+F+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7056603773584906,0.5196760004747816,0.6617495711835335,0.19647140757822212
ftv_complete_375,3026,LOCAL0,T3,C+F+M|R32,C+F+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7044596912521441,0.5197222517664022,0.6571183533447684,0.1979817121575922
ftv_complete_375,3026,LOCAL0,T3,C+F+M|RAW,C+F+M,raw,768,[768],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6588679245283019,0.4257312372510493,0.616295025728988,0.24772832731384717
ftv_complete_375,3026,LOCAL0,T3,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6526586620926244,0.4668809735743067,0.6088336192109777,0.23232428127544713
ftv_complete_375,3026,LOCAL0,T3,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6215780445969125,0.4257012604309154,0.572041166380789,0.23470920704478174
ftv_complete_375,3026,LOCAL0,T3,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5965351629502573,0.369605353437918,0.5923670668953688,0.2630259804673773
ftv_complete_375,3026,LOCAL0,T3,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6534476843910807,0.470227569201402,0.6347341337907375,0.2193065904471402
ftv_complete_375,3026,LOCAL0,T3,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6339279588336193,0.448372466765527,0.6222126929674099,0.22820120253026432
ftv_complete_375,3026,LOCAL0,T3,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6546826758147514,0.4546428774050013,0.6213550600343053,0.20380201088756583
ftv_complete_375,3026,LOCAL0,T3,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6632246998284734,0.48154185943524647,0.6111492281303601,0.20425080479853902
ftv_complete_375,3026,LOCAL0,T3,C+M|RAW,C+M,raw,768,[768],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6046998284734134,0.37192256265144913,0.5841337907375643,0.2752971408649286
ftv_complete_375,3026,LOCAL0,T3,F,F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6913207547169811,0.4682411335811604,0.6580617495711836,0.18794318580344452
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C+F,M)|PCA16","LateFusion(C+F,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.700171526586621,0.5339710028371117,0.6752144082332762,0.19350039155833967
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C+F,M)|PCA32","LateFusion(C+F,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6922813036020583,0.5212399779373426,0.6834476843910806,0.19790251919651283
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C+F,M)|PCA64","LateFusion(C+F,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6920754716981132,0.5509458750512377,0.6785591766723842,0.20496548209886933
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C+F,M)|PCA8","LateFusion(C+F,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7048370497427101,0.5160645704193723,0.6490566037735849,0.18904931564253583
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C+F,M)|PCA_SELECTED","LateFusion(C+F,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.705728987993139,0.5416397966969231,0.6494854202401372,0.19454485907367408
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6426415094339623,0.4665765988311802,0.6137221269296741,0.2103946707943976
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6701543739279588,0.5167564755017746,0.6186963979416809,0.21580111087684495
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6471698113207547,0.4601637521986691,0.6329331046312179,0.2401312901005702
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6383876500857633,0.47438693562573625,0.6423670668953687,0.21973950684283602
ftv_complete_375,3026,LOCAL0,T3,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6439451114922814,0.4643455193355843,0.6506003430531733,0.22401257397464416
ftv_complete_375,3026,LOCAL0,T3,M_residual|PCA16,M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5365351629502573,0.32513439297297864,0.5252144082332761,0.22247343683376736
ftv_complete_375,3026,LOCAL0,T3,M_residual|PCA32,M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5184905660377358,0.30666910727526925,0.5232418524871355,0.237394953470398
ftv_complete_375,3026,LOCAL0,T3,M_residual|PCA64,M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5441166380789023,0.33509121693631894,0.5531732418524871,0.26078793305019704
ftv_complete_375,3026,LOCAL0,T3,M_residual|PCA8,M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5052487135506003,0.3290819586350502,0.5409090909090909,0.24321128875782858
ftv_complete_375,3026,LOCAL0,T3,M_residual|PCA_SELECTED,M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5335506003430531,0.3288349891092711,0.5409948542024013,0.25778188936598784
ftv_complete_375,3026,LOCAL0,T3,M|PCA16,M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5322126929674099,0.3183202715906616,0.5037735849056604,0.2243144436120577
ftv_complete_375,3026,LOCAL0,T3,M|PCA32,M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5246655231560893,0.3001831542509567,0.5380789022298456,0.24781818166948832
ftv_complete_375,3026,LOCAL0,T3,M|PCA64,M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5644253859348198,0.3450978282275111,0.5571183533447684,0.2676533916554079
ftv_complete_375,3026,LOCAL0,T3,M|PCA8,M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5210291595197255,0.3092661004614892,0.5263293310463122,0.21456195399641034
ftv_complete_375,3026,LOCAL0,T3,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5735506003430532,0.34472402361194476,0.5914236706689537,0.2448521156783743
ftv_complete_375,3026,LOCAL0,T3,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5227444253859348,0.33957326704182333,0.51852487135506,0.23347788114052637
ftv_complete_375,3026,LOCAL0,T3,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5537564322469983,0.3503894646117517,0.5321612349914236,0.23351129501224702
ftv_complete_375,3026,LOCAL0,T3,M|RAW,M,raw,768,[768],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5312521440823328,0.33333265649549265,0.5437392795883362,0.2668996662295793
ftv_complete_375,3026,LOCAL3,T0,C,C,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407
ftv_complete_375,3026,LOCAL3,T0,C+F,C+F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6880274442538593,0.538897485664505,0.646483704974271,0.2356217123236572
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual|PCA16,C+F+M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6689193825042882,0.48564287454057287,0.6215265866209263,0.22918416488131219
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual|PCA32,C+F+M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6527615780445969,0.446136942083762,0.6448542024013721,0.24427067329427715
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual|PCA64,C+F+M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6046655231560892,0.3898303666289997,0.5706689536878216,0.2805714606048462
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual|PCA8,C+F+M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6717667238421955,0.4895826142236209,0.611492281303602,0.2410769261366267
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual|PCA_SELECTED,C+F+M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6566723842195541,0.49764365866487287,0.6316466552315609,0.22901631925113725
ftv_complete_375,3026,LOCAL3,T0,C+F+M|PCA16,C+F+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6498113207547169,0.496498139167239,0.610548885077187,0.2216209161792911
ftv_complete_375,3026,LOCAL3,T0,C+F+M|PCA32,C+F+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6367409948542024,0.44128377153098597,0.6199828473413379,0.24241931419593632
ftv_complete_375,3026,LOCAL3,T0,C+F+M|PCA64,C+F+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6384219554030874,0.44867977710543805,0.5927101200686107,0.24688312936898904
ftv_complete_375,3026,LOCAL3,T0,C+F+M|PCA8,C+F+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6515265866209261,0.4892372007752653,0.6521440823327616,0.2302483781758674
ftv_complete_375,3026,LOCAL3,T0,C+F+M|PCA_SELECTED,C+F+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6562607204116637,0.4960681844590194,0.6361063464837049,0.22910502014905545
ftv_complete_375,3026,LOCAL3,T0,C+F+M|R16,C+F+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6569811320754717,0.46504201815903645,0.6005145797598628,0.20854261310557679
ftv_complete_375,3026,LOCAL3,T0,C+F+M|R32,C+F+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6530360205831904,0.4501498236911964,0.6198970840480273,0.2108527234515485
ftv_complete_375,3026,LOCAL3,T0,C+F+M|RAW,C+F+M,raw,192,[192],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6299485420240137,0.3981845931354563,0.5951114922813037,0.24243579483623118
ftv_complete_375,3026,LOCAL3,T0,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6492967409948542,0.47664100243561774,0.5917667238421955,0.21694369211249273
ftv_complete_375,3026,LOCAL3,T0,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6340308747855918,0.44228753522364533,0.6297598627787306,0.2421036489745364
ftv_complete_375,3026,LOCAL3,T0,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6190394511149229,0.4243980484291011,0.5956260720411664,0.2407012947905223
ftv_complete_375,3026,LOCAL3,T0,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6685763293310464,0.49276937469736254,0.6562607204116637,0.23934599122750508
ftv_complete_375,3026,LOCAL3,T0,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6544082332761577,0.4873491956826775,0.6240994854202402,0.2245513811142996
ftv_complete_375,3026,LOCAL3,T0,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.658696397941681,0.4521734589028026,0.600943396226415,0.21283474989093998
ftv_complete_375,3026,LOCAL3,T0,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6551286449399657,0.46413257596128366,0.608147512864494,0.2089569791340222
ftv_complete_375,3026,LOCAL3,T0,C+M|RAW,C+M,raw,192,[192],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.62778730703259,0.39507205512712573,0.5909948542024014,0.24218855458554034
ftv_complete_375,3026,LOCAL3,T0,F,F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5020926243567754,0.2921751272631997,0.5090909090909091,0.24948439956033697
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C+F,M)|PCA16","LateFusion(C+F,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6484391080617495,0.4870749343040612,0.6221269296740994,0.22230678829572922
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C+F,M)|PCA32","LateFusion(C+F,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6265866209262435,0.42305842279723727,0.6331903945111492,0.21070050948654073
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C+F,M)|PCA64","LateFusion(C+F,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6537907375643224,0.4924068417011661,0.6278730703259006,0.2047392226427578
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C+F,M)|PCA8","LateFusion(C+F,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6374957118353345,0.4658067237559936,0.6392795883361921,0.2136860464216214
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C+F,M)|PCA_SELECTED","LateFusion(C+F,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6850771869639795,0.49918686968303383,0.6457118353344768,0.1966882985062689
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6426072041166381,0.4835166997899037,0.6309605488850771,0.2205028624156935
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6198284734133791,0.4178827978290325,0.6632075471698113,0.22206230847873948
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6542024013722126,0.5133657164452512,0.6480274442538594,0.20596831889487108
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6457289879931389,0.46922459777412207,0.6676672384219554,0.22357132380670905
ftv_complete_375,3026,LOCAL3,T0,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6266209262435678,0.45906534796051823,0.6590051457975986,0.21598521684126126
ftv_complete_375,3026,LOCAL3,T0,M_residual|PCA16,M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49111492281303604,0.2865031049943215,0.49656946826758147,0.22932679648619553
ftv_complete_375,3026,LOCAL3,T0,M_residual|PCA32,M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5060034305317325,0.3006054727716382,0.525385934819897,0.24693972270245415
ftv_complete_375,3026,LOCAL3,T0,M_residual|PCA64,M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49396226415094335,0.29242666608022505,0.49528301886792453,0.2939644152980507
ftv_complete_375,3026,LOCAL3,T0,M_residual|PCA8,M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.48243567753001715,0.2794384937276234,0.46543739279588336,0.22928502076676766
ftv_complete_375,3026,LOCAL3,T0,M_residual|PCA_SELECTED,M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49495711835334477,0.2861073247775845,0.5027444253859348,0.2765699667485818
ftv_complete_375,3026,LOCAL3,T0,M|PCA16,M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49962264150943403,0.2946733281572389,0.536106346483705,0.2253266054649739
ftv_complete_375,3026,LOCAL3,T0,M|PCA32,M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4988679245283019,0.29561171225991095,0.5300171526586621,0.24956733959437194
ftv_complete_375,3026,LOCAL3,T0,M|PCA64,M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.489811320754717,0.28517690690633857,0.4843910806174957,0.2787256152036419
ftv_complete_375,3026,LOCAL3,T0,M|PCA8,M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4855917667238422,0.28662454381221447,0.47401372212692966,0.22454079862948936
ftv_complete_375,3026,LOCAL3,T0,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49636363636363634,0.2874578244915529,0.5171526586620926,0.27643261925692003
ftv_complete_375,3026,LOCAL3,T0,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.503156089193825,0.30734355310460115,0.46921097770154374,0.22211387126961268
ftv_complete_375,3026,LOCAL3,T0,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5014065180102916,0.3007766466554111,0.48404802744425385,0.23740501499166772
ftv_complete_375,3026,LOCAL3,T0,M|RAW,M,raw,192,[192],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5489879931389365,0.3219058609924963,0.5008576329331046,0.25948521298914706
ftv_complete_375,3026,LOCAL3,T1,C,C,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407
ftv_complete_375,3026,LOCAL3,T1,C+F,C+F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6971526586620925,0.5259975356624463,0.7015437392795884,0.19795462758831528
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual|PCA16,C+F+M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6690566037735849,0.47878174511860283,0.6717838765008577,0.21205051209394993
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual|PCA32,C+F+M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.668336192109777,0.4662055281575524,0.6531732418524872,0.212432371596985
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual|PCA64,C+F+M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.626106346483705,0.4015827211984988,0.6131217838765008,0.2613326344496879
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual|PCA8,C+F+M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6947855917667239,0.5163510046979365,0.6761578044596912,0.19459816376908423
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual|PCA_SELECTED,C+F+M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6760548885077187,0.4829113323743402,0.6620926243567753,0.20269510310210626
ftv_complete_375,3026,LOCAL3,T1,C+F+M|PCA16,C+F+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6655917667238422,0.4632579511686229,0.6698113207547169,0.2221090212865456
ftv_complete_375,3026,LOCAL3,T1,C+F+M|PCA32,C+F+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6637735849056604,0.48744151093365484,0.649828473413379,0.22183225883630128
ftv_complete_375,3026,LOCAL3,T1,C+F+M|PCA64,C+F+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5996226415094339,0.3838973686206447,0.6253001715265867,0.27632265005169865
ftv_complete_375,3026,LOCAL3,T1,C+F+M|PCA8,C+F+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7049742710120069,0.5266415514878142,0.664065180102916,0.18948579286175232
