population,seed,arm,timing,model_key,model_family,representation,dimension,dimension_values,n_folds,fold_sizes,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
full_808,2026,LOCAL0,T3,M|PCA32,M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5377792938768549,0.3842935210096151,0.5154391949513901,0.23965502713859926
full_808,2026,LOCAL0,T3,M|PCA64,M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5476036158962987,0.38196502943933663,0.5278560463926317,0.2458578199868872
full_808,2026,LOCAL0,T3,M|PCA8,M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5376292000682245,0.374974822311971,0.5594644380010234,0.23309772974803145
full_808,2026,LOCAL0,T3,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5329285348797543,0.3657475975698602,0.519665700153505,0.24489621814860343
full_808,2026,LOCAL0,T3,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5400852805730855,0.394668583640895,0.5383899027801466,0.23593908971668817
full_808,2026,LOCAL0,T3,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5269793621013134,0.3583687122163588,0.5196281767013474,0.24379979519467426
full_808,2026,LOCAL0,T3,M|RAW,M,raw,768,[768],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5458775370970492,0.37268564371412644,0.5351390073341293,0.26110818380815326
full_808,2026,LOCAL3,T0,C,C,none,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6796145318096538,0.5424197284072237,0.6565410199556541,0.22583847913185245
full_808,2026,LOCAL3,T0,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6613951901756778,0.5097552874581297,0.6522087668429132,0.22987837932975935
full_808,2026,LOCAL3,T0,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6629438853829097,0.5044394657423379,0.6422957530274603,0.23279678137867654
full_808,2026,LOCAL3,T0,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6662732389561656,0.49505015996528456,0.6261743134913866,0.23391954277792235
full_808,2026,LOCAL3,T0,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6686542725567116,0.5311021532572775,0.6593552788674739,0.22316240024734169
full_808,2026,LOCAL3,T0,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6622411734606857,0.5156510462734701,0.6270544090056285,0.22717586871925008
full_808,2026,LOCAL3,T0,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6776462561828416,0.5215019536249689,0.660873273068395,0.21226189249448643
full_808,2026,LOCAL3,T0,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6848166467678664,0.5324708122446771,0.6472761384956507,0.21147479218148652
full_808,2026,LOCAL3,T0,C+M|RAW,C+M,raw,192,[192],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6823264540337711,0.5037571895562248,0.6251202456080505,0.214277061178407
full_808,2026,LOCAL3,T0,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6660617431349138,0.5316646509299328,0.6643458980044346,0.21550216604697764
full_808,2026,LOCAL3,T0,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6455193586900905,0.5119724610472315,0.6571891523111035,0.22930417317248233
full_808,2026,LOCAL3,T0,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6403138325089545,0.5085904089674618,0.6668019785092956,0.22714139466830316
full_808,2026,LOCAL3,T0,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6760566263005287,0.5382087527427057,0.6482142247995906,0.21859334397624286
full_808,2026,LOCAL3,T0,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6702370799931776,0.5245716676507379,0.659829438853829,0.21147107983131166
full_808,2026,LOCAL3,T0,M|PCA16,M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.4987207914037183,0.34235414615715487,0.523476036158963,0.23724991610607093
full_808,2026,LOCAL3,T0,M|PCA32,M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5153402694866109,0.35338962687927267,0.4999283643186082,0.24157266161548774
full_808,2026,LOCAL3,T0,M|PCA64,M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5055909943714822,0.34104461045075996,0.4935834896810507,0.2565755383554945
full_808,2026,LOCAL3,T0,M|PCA8,M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5191540167149923,0.36490794553947437,0.5118505884359543,0.23622380671182747
full_808,2026,LOCAL3,T0,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5126249360395702,0.3541806626249927,0.5046290295070783,0.2412588087843251
full_808,2026,LOCAL3,T0,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.519208596281767,0.36085026697108025,0.5032065495480129,0.23645922015193618
full_808,2026,LOCAL3,T0,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5251714139519017,0.3709139467300041,0.5144738188640627,0.2374690703634215
full_808,2026,LOCAL3,T0,M|RAW,M,raw,192,[192],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5211734606856558,0.3549562201221319,0.5186320996077094,0.2699949348433606
full_808,2026,LOCAL3,T1,C,C,none,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6796145318096538,0.5424197284072237,0.6565410199556541,0.22583847913185245
full_808,2026,LOCAL3,T1,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6714924100289954,0.5265533293719771,0.6695002558417192,0.22925039384138077
full_808,2026,LOCAL3,T1,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6769367218147705,0.5407937749996352,0.6543066689408152,0.2197796033848472
full_808,2026,LOCAL3,T1,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6748695207231792,0.5169489073669823,0.6595394849053385,0.230434093048688
full_808,2026,LOCAL3,T1,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6700801637387004,0.5315088523315046,0.6741326965717209,0.22250419711433808
full_808,2026,LOCAL3,T1,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6715196998123828,0.5405446061850211,0.6734265734265734,0.22186248689935187
full_808,2026,LOCAL3,T1,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.679167661606686,0.5377075920529995,0.6642299164250384,0.21156662392645892
full_808,2026,LOCAL3,T1,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6929967593382227,0.5414289242913604,0.6739689578713969,0.2097849581834138
full_808,2026,LOCAL3,T1,C+M|RAW,C+M,raw,384,[384],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6887600204673375,0.4991452699533665,0.6509125021320143,0.21159511065187667
full_808,2026,LOCAL3,T1,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6472249701517994,0.5125978975044617,0.6598976633122975,0.22189583925326967
full_808,2026,LOCAL3,T1,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6642674398771959,0.5376932705929005,0.6615214054238445,0.22913990665067016
full_808,2026,LOCAL3,T1,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6650383762578885,0.5102827344364418,0.6514924100289954,0.2279193152223251
full_808,2026,LOCAL3,T1,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6926010574791062,0.5486476586092786,0.6602456080504862,0.24631923766559607
full_808,2026,LOCAL3,T1,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6642537949855022,0.5128638048728347,0.6491420774347604,0.22776047301216656
full_808,2026,LOCAL3,T1,M|PCA16,M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5236500085280573,0.35936683368807676,0.52483029165956,0.23998958093439413
full_808,2026,LOCAL3,T1,M|PCA32,M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5302200238785605,0.36435617425171707,0.535797373358349,0.2366785773490137
full_808,2026,LOCAL3,T1,M|PCA64,M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5453180965376088,0.37847014215229513,0.5358383080334299,0.24398723875012523
full_808,2026,LOCAL3,T1,M|PCA8,M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.541313320825516,0.3679040462390958,0.5302473136619478,0.2269981138787221
full_808,2026,LOCAL3,T1,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5260719768036841,0.3554169637933237,0.5423264540337711,0.23605492682530754
full_808,2026,LOCAL3,T1,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5297083404400478,0.3689939763381308,0.536687702541361,0.23108241158933224
full_808,2026,LOCAL3,T1,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5269588947637728,0.36449316407242216,0.5121814770595259,0.234154840260444
full_808,2026,LOCAL3,T1,M|RAW,M,raw,384,[384],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5299607709363807,0.3611126560022133,0.5260685655807606,0.26685115491295197
full_808,2026,LOCAL3,T2,C,C,none,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6796145318096538,0.5424197284072237,0.6565410199556541,0.22583847913185245
full_808,2026,LOCAL3,T2,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6714241855705272,0.5303894985406388,0.6639297288077777,0.22299702854196637
full_808,2026,LOCAL3,T2,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6768207402353743,0.524741777412605,0.6648098243220194,0.23058227902708534
full_808,2026,LOCAL3,T2,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6716425038376257,0.5207364799174905,0.6517346068565582,0.23290057779807183
full_808,2026,LOCAL3,T2,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6734163397578031,0.5366104231657575,0.6610574791062596,0.22807045633735457
full_808,2026,LOCAL3,T2,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6753198021490705,0.5284829090692255,0.6541906873614192,0.2309779613242686
full_808,2026,LOCAL3,T2,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6748899880607199,0.5273417996899618,0.6400716356813918,0.2237361376716774
full_808,2026,LOCAL3,T2,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.7086679174484052,0.5583791126760124,0.6580214907044175,0.20049646165282695
full_808,2026,LOCAL3,T2,C+M|RAW,C+M,raw,576,[576],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6721678321678323,0.5000077170332358,0.6198499061913696,0.2185433718009897
full_808,2026,LOCAL3,T2,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6602421968275627,0.5065760744984993,0.6714924100289954,0.2191003859918264
full_808,2026,LOCAL3,T2,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6751151287736654,0.5350357569570023,0.6710864745011087,0.23758073134736948
full_808,2026,LOCAL3,T2,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6584342486781511,0.5025029161099676,0.6587651373017227,0.21708178769805947
full_808,2026,LOCAL3,T2,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.669179600886918,0.5229616387283837,0.6618795838308034,0.21369868914328707
full_808,2026,LOCAL3,T2,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6526692819375746,0.49472752200387926,0.653194610267781,0.2199354125740579
full_808,2026,LOCAL3,T2,M|PCA16,M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5315504008186935,0.36679233319302235,0.5469111376428449,0.24182182183896278
full_808,2026,LOCAL3,T2,M|PCA32,M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5314003070100631,0.3766790059255518,0.5316083916083916,0.24030180166662793
full_808,2026,LOCAL3,T2,M|PCA64,M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5358007845812724,0.3696550461078283,0.5110694183864916,0.2455388206014051
full_808,2026,LOCAL3,T2,M|PCA8,M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5466825857069759,0.3731472061590942,0.553651714139519,0.2449170484752531
full_808,2026,LOCAL3,T2,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5341975098072659,0.3678219791341998,0.5159918130649838,0.2423052710470941
full_808,2026,LOCAL3,T2,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5331741429302405,0.3660468345814414,0.5296469384274263,0.23122203371791708
full_808,2026,LOCAL3,T2,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5351662971175166,0.37709320974087573,0.5373733583489682,0.23479005753260418
full_808,2026,LOCAL3,T2,M|RAW,M,raw,576,[576],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5265154357837284,0.36077267680921116,0.5324032065495481,0.29002865741890077
full_808,2026,LOCAL3,T3,C,C,none,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6796145318096538,0.5424197284072237,0.6565410199556541,0.22583847913185245
full_808,2026,LOCAL3,T3,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6734572744328842,0.5388155081001023,0.660351355961112,0.22174258283075393
full_808,2026,LOCAL3,T3,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6744260617431349,0.523734566249367,0.6549070441753368,0.23733575814728472
full_808,2026,LOCAL3,T3,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6737233498209108,0.5229076101463856,0.6390653249189835,0.23861948125646534
full_808,2026,LOCAL3,T3,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6768548524646085,0.5392105859792362,0.6663960429814089,0.21674206433094623
full_808,2026,LOCAL3,T3,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.658318267098755,0.5165522904432154,0.6441719256353402,0.23010604055085992
full_808,2026,LOCAL3,T3,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6715674569333107,0.5222875220984127,0.6499641821593041,0.21406779026113018
full_808,2026,LOCAL3,T3,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.7072761384956507,0.5677700784071396,0.6621115469895957,0.20074784885946861
full_808,2026,LOCAL3,T3,C+M|RAW,C+M,raw,768,[768],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6785536414804707,0.5167373671200775,0.6238239808971516,0.21594121111811454
full_808,2026,LOCAL3,T3,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6861743134913867,0.535693992497256,0.6680402524304964,0.20948358235835923
full_808,2026,LOCAL3,T3,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6814463585195293,0.537299398373303,0.6608835067371652,0.21381448445302637
full_808,2026,LOCAL3,T3,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6724202626641651,0.5206132627868518,0.6762988231280914,0.20913772781714243
full_808,2026,LOCAL3,T3,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6608152822786969,0.5050950103863368,0.6647518335323213,0.2251335526443227
full_808,2026,LOCAL3,T3,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6395087838990279,0.4991972105204907,0.663639774859287,0.22933761933924574
full_808,2026,LOCAL3,T3,M|PCA16,M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5544533515265223,0.383167484532296,0.5360395701859116,0.2269057008403075
full_808,2026,LOCAL3,T3,M|PCA32,M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5323895616578543,0.371556009700028,0.5186218659389391,0.2442317009155675
full_808,2026,LOCAL3,T3,M|PCA64,M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.528698618454716,0.363060666314571,0.5161248507589971,0.2502191533939356
full_808,2026,LOCAL3,T3,M|PCA8,M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5326624594917279,0.368432143779801,0.5534675081016545,0.23301994750418245
full_808,2026,LOCAL3,T3,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5189220535561999,0.3561396138371252,0.51919154016715,0.2479057375878338
full_808,2026,LOCAL3,T3,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5263516970834043,0.37367162650292546,0.5223264540337711,0.23653258202388724
full_808,2026,LOCAL3,T3,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5353846153846153,0.36389610639355197,0.5422957530274604,0.2341879705450655
full_808,2026,LOCAL3,T3,M|RAW,M,raw,768,[768],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5461436124850759,0.36717932157251576,0.5284666552959236,0.24977594870586214
full_808,3026,LOCAL0,T0,C,C,none,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6796145318096538,0.5424197284072237,0.6565410199556541,0.22583847913185245
full_808,3026,LOCAL0,T0,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6737233498209108,0.5209461589998352,0.6578850417874809,0.22246501624672224
full_808,3026,LOCAL0,T0,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6740849394507931,0.5053389334967072,0.6464540337711069,0.2154463424380658
full_808,3026,LOCAL0,T0,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6615179942009212,0.4953692445696702,0.6251782363977486,0.2320661757054122
full_808,3026,LOCAL0,T0,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6776462561828416,0.5274049423857936,0.6514344192392973,0.21997629425269918
full_808,3026,LOCAL0,T0,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6683267951560634,0.5020652203461111,0.6375370970492922,0.2159017413177085
full_808,3026,LOCAL0,T0,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6851441241685143,0.5178510502983749,0.6487463755756439,0.2096898595953843
full_808,3026,LOCAL0,T0,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.7008221047245438,0.5466334672639463,0.6394814941156404,0.20311604489107446
full_808,3026,LOCAL0,T0,C+M|RAW,C+M,raw,192,[192],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6685587583148559,0.49304278458584944,0.6212519188128944,0.22159462230661559
full_808,3026,LOCAL0,T0,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6514753539143783,0.5165778581734234,0.6513764284495992,0.2203284189964538
full_808,3026,LOCAL0,T0,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6760839160839162,0.5339526796442042,0.6540747057820229,0.20834364578654754
full_808,3026,LOCAL0,T0,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6703735289101143,0.5415719616397824,0.6533105918471772,0.2166791434327376
full_808,3026,LOCAL0,T0,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6731093296946956,0.5115277335797281,0.6607572914889988,0.20908467667560196
full_808,3026,LOCAL0,T0,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6818761726078799,0.5386504849145398,0.651318437659901,0.2057725969559209
full_808,3026,LOCAL0,T0,M|PCA16,M,pca,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.507262493603957,0.35126240921896157,0.5159235886065154,0.2351254965627643
full_808,3026,LOCAL0,T0,M|PCA32,M,pca,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5176871908579226,0.367675955981569,0.510990960259253,0.2411033194663421
full_808,3026,LOCAL0,T0,M|PCA64,M,pca,64,[64],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5119017567798057,0.3544174496740695,0.518563875149241,0.2497215123447879
full_808,3026,LOCAL0,T0,M|PCA8,M,pca,8,[8],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5112399795326625,0.35198220457352647,0.5111853999658877,0.23294018674716588
full_808,3026,LOCAL0,T0,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5158587753709705,0.3641474952758187,0.516523963841037,0.24583038831232734
full_808,3026,LOCAL0,T0,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5185058843595429,0.3596973727014072,0.5118812894422651,0.2323666496822212
full_808,3026,LOCAL0,T0,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.48815964523281596,0.34521625550620677,0.4870168855534709,0.24363409988326185
full_808,3026,LOCAL0,T0,M|RAW,M,raw,192,[192],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5138052191710728,0.3550692971435697,0.5186218659389391,0.24949464298088886
